GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Male:,Margin of Error; Male:,Estimate; Male: - Less than 9th grade,Margin of Error; Male: - Less than 9th grade,"Estimate; Male: - 9th to 12th grade, no diploma","Margin of Error; Male: - 9th to 12th grade, no diploma",Estimate; Male: - Regular high school diploma,Margin of Error; Male: - Regular high school diploma,Estimate; Male: - GED or alternative credential,Margin of Error; Male: - GED or alternative credential,"Estimate; Male: - Some college, no degree","Margin of Error; Male: - Some college, no degree",Estimate; Male: - Associate's degree,Margin of Error; Male: - Associate's degree,Estimate; Male: - Bachelor's degree,Margin of Error; Male: - Bachelor's degree,Estimate; Male: - Graduate or professional degree,Margin of Error; Male: - Graduate or professional degree,Estimate; Female:,Margin of Error; Female:,Estimate; Female: - Less than 9th grade,Margin of Error; Female: - Less than 9th grade,"Estimate; Female: - 9th to 12th grade, no diploma","Margin of Error; Female: - 9th to 12th grade, no diploma",Estimate; Female: - Regular high school diploma,Margin of Error; Female: - Regular high school diploma,Estimate; Female: - GED or alternative credential,Margin of Error; Female: - GED or alternative credential,"Estimate; Female: - Some college, no degree","Margin of Error; Female: - Some college, no degree",Estimate; Female: - Associate's degree,Margin of Error; Female: - Associate's degree,Estimate; Female: - Bachelor's degree,Margin of Error; Female: - Bachelor's degree,Estimate; Female: - Graduate or professional degree,Margin of Error; Female: - Graduate or professional degree
0500000US01003,01003,"Baldwin County, Alabama",126860,548,60539,331,1696,874,4370,1190,13097,2098,1448,485,13110,1983,5754,1743,13442,2628,7622,1419,66321,234,1741,944,3001,1165,15954,2478,3065,915,14793,1874,8271,1715,10403,1999,9093,1786
0500000US01015,01015,"Calhoun County, Alabama",60430,195,28629,195,1837,665,3080,723,6693,1189,2169,660,8374,1407,2139,831,2583,705,1754,561,31801,195,1245,591,3882,1045,8440,1179,2246,700,8209,1421,2006,736,3014,870,2759,719
0500000US01043,01043,"Cullman County, Alabama",54217,195,26214,195,2160,803,5013,1506,5522,932,2094,717,5099,1012,2088,846,3068,782,1170,459,28003,195,1698,608,3184,1110,7910,1348,2033,837,4590,969,3529,999,3072,866,1987,609
0500000US01049,01049,"DeKalb County, Alabama",40995,82,19679,195,1270,421,3508,968,6104,1099,1263,539,3830,973,1594,680,1396,666,714,349,21316,82,1660,716,2965,897,4188,798,1784,605,5303,933,2658,653,1571,535,1187,592
0500000US01051,01051,"Elmore County, Alabama",42940,195,20224,195,998,515,1481,566,4509,898,1942,573,3948,772,2081,883,3636,905,1629,470,22716,195,576,405,2178,790,4586,909,1675,676,4885,1029,2089,742,4346,1010,2381,837
0500000US01055,01055,"Etowah County, Alabama",58269,195,27624,195,1268,545,2686,782,8531,1314,2644,844,6163,1103,2216,605,2743,778,1373,468,30645,195,1577,1000,4502,905,7735,1067,2224,797,6944,1215,2565,803,3136,764,1962,507
0500000US01069,01069,"Houston County, Alabama",50723,186,24018,52,927,345,2246,512,5296,565,1480,420,5739,811,2141,398,4037,510,2152,429,26705,164,906,272,2067,326,6399,708,1594,307,6595,787,3110,428,4000,610,2034,353
0500000US01073,01073,"Jefferson County, Alabama",241548,164,114653,195,2043,641,5908,1252,19647,2087,5562,1025,22463,2170,7969,1270,30816,2403,20245,1600,126895,164,2079,707,6684,1409,27086,1948,3300,761,23395,2557,10719,1641,31722,2283,21910,2214
0500000US01077,01077,"Lauderdale County, Alabama",55244,195,26043,195,1650,889,2164,676,6567,1154,2400,1002,5620,1054,1426,412,4455,825,1761,591,29201,195,1664,633,1955,640,9855,1240,1528,586,5698,1208,2317,848,3764,898,2420,779
0500000US01081,01081,"Lee County, Alabama",64571,89,31450,89,761,498,2599,1072,4280,1164,2652,928,6824,1265,2101,583,6888,1246,5345,1112,33121,195,1469,864,1848,1225,4997,1428,1591,1013,7528,1357,3466,980,6496,1220,5726,956
0500000US01083,01083,"Limestone County, Alabama",51080,195,25205,195,560,423,1921,876,5994,1069,2042,865,6134,1108,1581,762,4646,954,2327,742,25875,195,2550,1219,2314,863,5984,1339,2196,945,4986,1269,2131,720,3807,945,1907,642
0500000US01089,01089,"Madison County, Alabama",168374,160,82216,129,2680,940,5156,1309,11415,1709,4796,1196,14165,1895,5084,1152,21428,1943,17492,1843,86158,97,1837,577,3885,1048,18560,2025,3790,856,18566,2116,6917,1475,21767,2130,10836,1291
0500000US01095,01095,"Marshall County, Alabama",55458,70,26133,195,1571,690,2698,812,7943,1225,1338,580,6853,1452,1109,408,3393,944,1228,395,29325,70,909,430,2904,697,7110,1271,2261,711,6932,1271,3681,1099,3306,776,2222,668
0500000US01097,01097,"Mobile County, Alabama",169712,167,81043,167,1823,536,9306,1855,19571,2042,5478,1261,16951,2026,5818,1080,15314,1513,6782,1307,88669,195,1528,482,7785,1541,25578,1935,3954,983,18022,2289,7944,1733,14644,1787,9214,1445
0500000US01101,01101,"Montgomery County, Alabama",59645,136,28447,67,408,252,1321,532,4414,841,1773,669,6566,840,1621,578,6702,973,5642,856,31198,70,307,235,1474,525,6562,1151,646,317,7619,1273,1500,443,7749,1088,5341,991
