"GEO_ID","NAME","B15002H_001E","B15002H_001M","B15002H_002E","B15002H_002M","B15002H_003E","B15002H_003M","B15002H_004E","B15002H_004M","B15002H_005E","B15002H_005M","B15002H_006E","B15002H_006M","B15002H_007E","B15002H_007M","B15002H_008E","B15002H_008M","B15002H_009E","B15002H_009M","B15002H_010E","B15002H_010M","B15002H_011E","B15002H_011M","B15002H_012E","B15002H_012M","B15002H_013E","B15002H_013M","B15002H_014E","B15002H_014M","B15002H_015E","B15002H_015M","B15002H_016E","B15002H_016M","B15002H_017E","B15002H_017M","B15002H_018E","B15002H_018M","B15002H_019E","B15002H_019M"
"id","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!Male","Margin of Error!!Total!!Male","Estimate!!Total!!Male!!Less than 9th grade","Margin of Error!!Total!!Male!!Less than 9th grade","Estimate!!Total!!Male!!9th to 12th grade, no diploma","Margin of Error!!Total!!Male!!9th to 12th grade, no diploma","Estimate!!Total!!Male!!Regular high school diploma","Margin of Error!!Total!!Male!!Regular high school diploma","Estimate!!Total!!Male!!GED or alternative credential","Margin of Error!!Total!!Male!!GED or alternative credential","Estimate!!Total!!Male!!Some college, no degree","Margin of Error!!Total!!Male!!Some college, no degree","Estimate!!Total!!Male!!Associate's degree","Margin of Error!!Total!!Male!!Associate's degree","Estimate!!Total!!Male!!Bachelor's degree","Margin of Error!!Total!!Male!!Bachelor's degree","Estimate!!Total!!Male!!Graduate or professional degree","Margin of Error!!Total!!Male!!Graduate or professional degree","Estimate!!Total!!Female","Margin of Error!!Total!!Female","Estimate!!Total!!Female!!Less than 9th grade","Margin of Error!!Total!!Female!!Less than 9th grade","Estimate!!Total!!Female!!9th to 12th grade, no diploma","Margin of Error!!Total!!Female!!9th to 12th grade, no diploma","Estimate!!Total!!Female!!Regular high school diploma","Margin of Error!!Total!!Female!!Regular high school diploma","Estimate!!Total!!Female!!GED or alternative credential","Margin of Error!!Total!!Female!!GED or alternative credential","Estimate!!Total!!Female!!Some college, no degree","Margin of Error!!Total!!Female!!Some college, no degree","Estimate!!Total!!Female!!Associate's degree","Margin of Error!!Total!!Female!!Associate's degree","Estimate!!Total!!Female!!Bachelor's degree","Margin of Error!!Total!!Female!!Bachelor's degree","Estimate!!Total!!Female!!Graduate or professional degree","Margin of Error!!Total!!Female!!Graduate or professional degree"
"0500000US44005","Newport County, Rhode Island","53953","214","25819","214","236","173","864","492","4299","852","705","410","3800","957","1624","624","7476","1155","6815","1160","28134","220","825","554","1371","548","3681","852","510","363","4252","805","3329","855","7876","1117","6290","1140"
"0500000US44009","Washington County, Rhode Island","80909","361","38739","220","825","407","1548","635","8300","1482","1083","416","6736","1146","2584","610","10714","1429","6949","1084","42170","361","701","330","991","476","8064","1406","973","609","7168","1071","3935","869","11329","1616","9009","1429"
"0500000US45073","Oconee County, South Carolina","49800","214","24061","214","1802","923","1781","536","4708","1232","1300","558","5213","1411","2640","871","4111","961","2506","659","25739","214","1158","550","2522","1213","5274","1163","1855","637","5282","1020","2766","954","4075","882","2807","820"
"0500000US48187","Guadalupe County, Texas","58024","363","28223","160","646","693","728","388","7243","1486","843","456","6801","1276","2831","877","6194","1091","2937","846","29801","213","217","216","632","406","7336","1114","1008","487","7622","1316","3220","844","6763","1162","3003","817"
"0500000US53061","Snohomish County, Washington","413455","880","205021","482","2478","698","7878","1584","46719","3374","9469","1605","54817","3072","19804","1852","42720","2973","21136","1948","208434","472","2595","773","7946","1315","39199","3106","6805","1308","56673","3378","27118","2647","47289","2902","20809","1645"
"0500000US72113","Ponce Municipio, Puerto Rico","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US06085","Santa Clara County, California","463640","809","238745","410","2402","672","4589","1143","21581","2351","3839","1010","35829","3069","15094","2044","80946","3754","74465","3274","224895","454","2628","688","4716","992","22297","2440","2442","622","39737","2542","22011","2081","73879","3253","57185","2728"
"0500000US06099","Stanislaus County, California","167518","288","79636","217","2171","797","5639","1239","20692","2363","3585","820","22210","2066","6470","1412","12815","1788","6054","1098","87882","186","3249","972","6857","1566","22279","2181","3313","963","25973","2798","8494","1430","11769","1558","5948","1470"
"0500000US12099","Palm Beach County, Florida","652197","1169","309516","606","3488","823","11221","1761","51867","3874","12248","1719","61495","3814","25100","3122","85019","4542","59078","3271","342681","791","4364","1125","10649","1787","70324","4108","7197","1215","68434","4312","33208","3138","91615","4652","56890","3496"
"0500000US13117","Forsyth County, Georgia","111391","490","53809","293","1243","781","1282","529","6603","1295","1335","520","10017","1437","3259","711","20395","1721","9675","1286","57582","278","167","146","1780","657","10241","1326","1441","623","10503","1213","4707","982","18825","1731","9918","1083"
"0500000US20173","Sedgwick County, Kansas","246358","137","119374","81","2206","759","4981","1063","23508","2348","7911","1444","27799","2245","10435","1706","27223","1910","15311","1637","126984","112","1302","613","5251","1265","26543","1958","4936","1130","30235","2575","13513","2154","27709","2061","17495","1804"
"0500000US26005","Allegan County, Michigan","72834","61","35855","61","661","440","2443","442","12009","1249","1508","418","8270","1180","3274","807","4190","772","3500","839","36979","172","723","510","1977","725","11193","1219","1481","447","7777","1148","4060","872","6566","1252","3202","689"
"0500000US26081","Kent County, Michigan","342161","130","165546","93","1481","574","6499","1201","32685","2500","6225","1089","36971","3036","13904","1541","44459","2545","23322","2274","176615","89","1897","712","5122","1125","37488","2609","2555","584","39252","2796","20698","2083","46164","3147","23439","1967"
"0500000US29189","St. Louis County, Missouri","482433","281","227511","205","2276","672","8291","1667","34971","3199","7543","1401","42853","2665","15990","1741","67658","3362","47929","2299","254922","198","3613","936","7750","1385","46679","2981","4116","945","48421","2884","20444","1978","71755","3539","52144","2465"
"0500000US34007","Camden County, New Jersey","213751","641","101656","341","2078","840","4843","862","24799","2129","3680","859","22551","2019","5599","973","21972","2137","16134","1620","112095","334","1295","443","5912","1281","30738","2455","3035","771","20729","1925","9157","1620","25952","1983","15277","1866"
"0500000US35035","Otero County, New Mexico","24375","112","12544","112","284","234","632","410","2436","791","505","433","3428","1001","1929","817","1937","914","1393","627","11831","201","65","105","375","317","2564","701","838","511","3070","748","1642","518","1798","573","1479","526"
"0500000US37171","Surry County, North Carolina","44904","210","21233","210","1360","422","2457","642","5708","994","964","342","4598","732","2416","661","3089","679","641","264","23671","210","943","500","2396","763","5855","851","1201","407","4870","954","3607","823","2900","746","1899","620"
"0500000US47149","Rutherford County, Tennessee","151169","296","73017","224","1851","987","3079","1034","16688","2004","4275","1431","18880","2253","5321","1243","16431","1844","6492","1276","78152","205","1093","528","3891","1260","18480","2092","3172","1029","21506","2519","6912","1473","16516","2131","6582","1399"
"0500000US48183","Gregg County, Texas","50868","228","23706","228","467","429","1637","744","5720","1197","1734","745","5803","1125","2464","829","3550","883","2331","646","27162","228","542","396","1550","722","6913","1156","1024","487","7412","1153","2804","726","5007","1043","1910","617"
"0500000US48347","Nacogdoches County, Texas","24842","228","11883","228","94","83","1085","444","3483","780","505","345","2753","721","683","346","2231","690","1049","391","12959","228","831","481","678","473","2049","521","800","424","3580","673","1314","525","2614","685","1093","432"
"0500000US51069","Frederick County, Virginia","52778","206","25691","206","702","361","1545","637","5921","1191","2413","893","6214","1123","1539","550","4282","908","3075","755","27087","206","693","415","1051","500","7160","1197","1470","663","5136","1037","2870","783","3916","1308","4791","955"
"0500000US55089","Ozaukee County, Wisconsin","57906","46","27860","26","146","178","537","319","5512","914","618","327","5537","839","1725","474","8106","1210","5679","930","30046","20","524","345","552","259","5598","863","218","154","5964","1025","3484","787","8500","1090","5206","900"
"0500000US55133","Waukesha County, Wisconsin","258315","151","124775","151","1079","545","3152","724","24946","2048","2258","593","25490","1842","11336","1402","37040","2085","19474","1533","133540","151","953","400","2868","854","29133","2038","2023","604","25461","2176","13180","1192","40727","2285","19195","1500"
"0500000US04021","Pinal County, Arizona","196092","211","98249","211","2151","657","5711","1204","21805","2515","7009","1296","27582","2544","10800","1887","14261","1479","8930","1252","97843","211","1336","654","5151","1228","21013","2371","4186","880","30401","2138","11913","1778","15255","2205","8588","1740"
"0500000US06045","Mendocino County, California","44530","332","21800","211","124","139","1735","603","6438","1088","629","467","5949","1020","1702","804","3165","814","2058","619","22730","332","395","287","1406","687","3784","833","338","341","7245","1230","2791","844","4144","1051","2627","817"
"0500000US06059","Orange County, California","981003","1529","482025","881","4788","1261","9677","1239","57128","3828","11429","1684","105017","5098","35558","3211","156998","5949","101430","4376","498978","886","5399","1135","11248","1700","67799","3699","7786","1332","117871","3848","50595","2825","148591","5156","89689","3985"
"0500000US12053","Hernando County, Florida","114929","569","54439","179","2175","697","6529","1679","15396","2120","2930","894","12602","1537","5137","1116","6438","1153","3232","783","60490","404","1389","535","5707","1484","18791","1942","3706","900","13808","1530","6450","1301","6916","1357","3723","810"
"0500000US12115","Sarasota County, Florida","296046","351","138381","300","1586","898","6159","1479","30400","3078","5025","1465","26425","2527","12009","1763","33331","3103","23446","2190","157665","104","1832","741","4230","990","42256","3695","4121","1130","33722","3297","18460","2361","32206","2857","20838","1979"
"0500000US12119","Sumter County, Florida","101222","181","48030","181","289","273","2703","1088","10908","2077","2491","808","8664","1680","4569","1400","10582","1995","7824","1881","53192","229","945","667","1533","894","14310","1887","1464","551","13812","2243","5038","1615","8596","1829","7494","2035"
"0500000US29183","St. Charles County, Missouri","242528","376","116963","171","1499","719","3542","854","22123","2129","5950","1365","25742","2419","11511","1771","30182","2765","16414","1986","125565","217","983","401","4540","1077","29499","2124","3227","934","26442","2021","12454","1662","29558","2014","18862","2000"
"0500000US29187","St. Francois County, Missouri","43556","190","22436","190","1081","470","2251","731","7850","1471","1747","379","5256","1209","1186","502","1587","657","1478","711","21120","190","527","317","1609","819","5945","1186","888","409","5826","988","2567","739","1911","838","1847","818"
"0500000US36059","Nassau County, New York","587511","1186","280038","584","5056","1140","7798","1281","51870","2833","6011","1317","42777","2455","22313","2014","79788","3250","64425","3078","307473","726","4967","1071","7970","1291","71745","3811","4005","823","38416","2478","23637","2009","76187","2905","80546","3518"
"0500000US36071","Orange County, New York","162661","446","78575","335","2229","857","5128","1086","18214","1972","3710","991","16949","1675","7137","1330","16515","1771","8693","1277","84086","159","1635","673","4125","1017","21343","2482","2025","614","15791","1907","10499","1656","14958","1834","13710","1412"
"0500000US37133","Onslow County, North Carolina","73886","173","37095","65","711","486","2364","1202","10486","1624","1451","567","9647","1940","2782","765","6735","1357","2919","943","36791","132","917","585","2934","1042","7834","1445","1630","756","8743","1586","4276","1220","6801","1329","3656","908"
"0500000US39113","Montgomery County, Ohio","270660","578","128610","336","1668","501","7897","1161","29968","2347","5955","1060","31457","2058","10713","1453","23498","1836","17454","1601","142050","258","2608","743","8614","1556","36415","2699","6003","1413","30622","2342","15335","1529","25445","2013","17008","1706"
"0500000US45045","Greenville County, South Carolina","251814","322","120269","170","2787","794","6521","1231","19621","2029","6434","1465","22569","2064","8738","1497","34909","2255","18690","1784","131545","210","2372","823","6660","1405","26056","2271","4606","1083","26447","2504","12516","1703","32982","2221","19906","1789"
"0500000US51059","Fairfax County, Virginia","416054","395","206389","268","2091","796","2828","932","13187","1325","2159","733","23293","2127","9628","1785","68664","2788","84539","2976","209665","251","2169","769","2026","598","18012","1707","1775","574","23998","2027","13150","1732","77569","3034","70966","3137"
"0500000US12017","Citrus County, Florida","105856","205","50481","78","1034","614","3601","1207","15446","1727","3862","1043","13170","1922","3205","934","6741","1633","3422","1041","55375","130","2353","1297","3700","1181","18663","2332","3217","1061","13074","1808","6219","1371","5336","1520","2813","993"
"0500000US17143","Peoria County, Illinois","92185","190","43804","190","516","261","2109","656","11409","1476","1705","508","10126","1375","4315","913","8571","1238","5053","731","48381","190","770","569","1948","720","11794","1330","1577","591","9849","1411","6298","1104","10981","1276","5164","1009"
"0500000US18059","Hancock County, Indiana","49140","198","23660","198","87","151","1403","681","7532","1449","2139","788","4233","1125","2229","939","4226","1152","1811","749","25480","198","645","624","1380","718","6180","1065","1558","635","3795","1054","3008","874","6246","1339","2668","845"
"0500000US27139","Scott County, Minnesota","80291","32","39699","147","192","166","806","380","7458","1123","796","331","7770","958","5838","1248","12393","1570","4446","778","40592","32","58","72","936","478","7402","1044","796","380","7433","1161","6840","1100","12126","1425","5001","993"
"0500000US36087","Rockland County, New York","127597","457","60901","321","1549","575","2841","725","11556","1584","1706","556","12365","1399","3451","917","15537","1586","11896","1331","66696","136","946","536","3329","921","16514","1690","1303","574","8755","1205","4669","971","14754","1626","16426","1415"
"0500000US06065","Riverside County, California","653643","1970","322189","1388","3652","949","15318","1848","74165","4402","12012","1511","89900","4038","27883","2587","60884","3723","38375","2587","331454","993","4949","1241","13929","1993","82711","3780","9075","1250","92563","4282","34556","2568","54176","3055","39495","2805"
"0500000US08101","Pueblo County, Colorado","65976","146","31524","78","487","311","1476","483","6947","1135","2397","649","9660","1116","3499","723","4844","853","2214","518","34452","129","492","370","1869","733","6106","1109","1249","402","9359","1152","4331","1009","6710","977","4336","885"
"0500000US12107","Putnam County, Florida","39976","949","19228","623","594","362","1397","779","6648","1162","2542","1025","3630","902","1907","791","1768","616","742","450","20748","654","532","370","1731","802","7216","1372","2075","943","4014","1043","2278","711","1796","782","1106","524"
"0500000US13121","Fulton County, Georgia","307205","1132","153412","1059","799","515","2269","791","9430","1961","2517","1032","17386","2293","5706","1165","66629","3859","48676","3237","153793","316","518","344","1622","764","12133","1604","1312","550","19364","2090","8086","1397","71186","3184","39572","2690"
"0500000US17097","Lake County, Illinois","305377","293","148202","195","1005","457","4380","1543","21613","1862","4589","988","27733","2276","8392","1357","45020","2157","35470","2256","157175","171","1131","441","2743","708","25796","1968","2337","668","29394","2320","11878","1500","51632","2565","32264","2137"
"0500000US29037","Cass County, Missouri","64388","190","30547","190","501","334","1074","472","9284","1357","1238","503","8348","1172","1995","653","5776","935","2331","761","33841","190","717","447","1153","588","10609","1358","765","339","8352","1215","3210","939","5759","1010","3276","798"
"0500000US34005","Burlington County, New Jersey","219746","1466","105539","708","2085","913","4782","1173","23810","2036","2704","695","22030","2272","6957","1019","28094","2021","15077","1645","114207","775","989","511","4774","1031","28675","1764","3291","891","21385","2035","9043","1622","29734","2265","16316","1563"
"0500000US37071","Gaston County, North Carolina","117368","162","55605","90","3019","911","5018","1013","13283","1421","3872","720","13062","1312","6168","1096","8079","1272","3104","603","61763","79","2026","630","5449","906","14641","1455","4256","901","14015","1408","7768","1401","9530","1276","4078","739"
"0500000US42091","Montgomery County, Pennsylvania","456009","617","217427","313","2144","791","6321","1160","47341","2877","4927","864","32786","2274","13807","1611","65093","3211","45008","2704","238582","364","2653","919","5846","1109","55376","2770","4650","905","31918","2328","20445","2163","64588","3025","53106","2435"
"0500000US46099","Minnehaha County, South Dakota","109363","20","54074","163","642","351","1784","520","12392","1566","2633","831","10170","1253","6768","1138","13559","1529","6126","1130","55289","20","765","690","1366","518","11562","1253","827","370","10905","1412","8676","1400","14053","1397","7135","1060"
"0500000US47187","Williamson County, Tennessee","129538","103","61921","211","322","252","1186","500","6209","1327","1432","934","8303","1445","3728","1533","25757","2189","14984","1912","67617","103","380","271","2007","880","7626","1662","901","484","10333","1525","5012","1649","27939","2291","13419","2118"
"0500000US48439","Tarrant County, Texas","695400","769","334052","578","4723","1266","12746","2165","56605","4374","14432","1946","80136","4525","27346","2649","89903","3966","48161","3566","361348","507","4075","1190","14992","2337","65130","4395","12512","1947","86131","3759","33462","3080","99022","4170","46024","3048"
"0500000US01117","Shelby County, Alabama","118179","68","56340","201","780","466","2913","846","7885","1064","1477","544","14407","1571","3886","914","18120","1682","6872","1166","61839","68","920","527","2198","762","11819","1430","2209","715","14335","1546","5359","1326","16234","1521","8765","1445"
"0500000US01121","Talladega County, Alabama","36766","94","17586","94","964","493","1970","658","4701","971","1657","628","4040","763","917","531","2417","786","920","424","19180","201","642","339","2409","763","4431","892","1241","542","5259","893","1581","543","1972","716","1645","600"
"0500000US01125","Tuscaloosa County, Alabama","84024","201","40851","201","741","387","2837","1108","8031","1317","3280","1113","8543","1543","3717","1019","8336","1758","5366","1019","43173","201","615","392","2605","1211","8637","1463","3144","1297","8917","1181","3225","857","9103","1411","6927","1293"
"0500000US06067","Sacramento County, California","516401","524","247284","294","3513","849","8700","1441","46549","3531","6855","1148","64874","3192","25932","2203","57739","3842","33122","2346","269117","434","5426","1375","11071","1825","51778","3813","4863","1043","69050","3680","31385","2406","60099","3144","35445","2349"
"0500000US12101","Pasco County, Florida","304355","760","145211","384","3153","840","12062","2057","40622","2435","10423","1651","31117","2310","12808","1590","22483","2103","12543","1709","159144","393","3466","1089","8772","1551","47368","3197","7110","1155","35000","2665","18280","1868","27140","2553","12008","1428"
"0500000US18011","Boone County, Indiana","40341","198","19521","198","475","466","996","530","3675","802","318","217","3630","797","1333","554","5927","903","3167","816","20820","198","393","358","1130","664","3605","876","420","298","3982","806","1616","608","6351","1011","3323","833"
"0500000US26091","Lenawee County, Michigan","61165","45","29933","45","751","459","1995","694","10909","1121","1835","502","6637","903","1964","530","4070","835","1772","579","31232","172","370","219","1894","625","9290","982","1126","462","6769","940","3519","589","5573","835","2691","690"
"0500000US47059","Greene County, Tennessee","47572","211","22695","211","1235","588","2828","819","7067","1082","1718","542","4616","979","1378","576","2835","724","1018","443","24877","211","1068","440","1584","664","8560","1450","1562","585","5903","1177","1651","567","2670","985","1879","634"
"0500000US48041","Brazos County, Texas","69666","103","34144","228","179","147","1328","862","4161","1260","1462","554","5245","1370","2065","901","9086","1536","10618","1443","35522","103","398","387","1010","703","4594","1146","878","429","6477","1109","3028","1129","12468","1357","6669","1111"
"0500000US48209","Hays County, Texas","77647","316","38106","316","470","452","889","688","6549","1668","1128","621","7928","1543","2647","781","13162","1851","5333","1155","39541","228","530","421","1088","591","5585","1275","570","352","7528","1352","2986","900","12344","1769","8910","1290"
"0500000US01015","Calhoun County, Alabama","59949","201","28406","201","560","349","3069","953","8782","1307","1501","757","7898","1519","1769","657","2764","800","2063","721","31543","201","1338","440","3471","1245","7523","1359","1612","655","8389","1562","2608","852","3379","982","3223","819"
"0500000US08005","Arapahoe County, Colorado","291024","521","142004","195","1078","534","3425","958","21817","2642","4604","919","27512","2064","11737","1622","44167","2304","27664","2141","149020","495","536","392","2828","861","21979","2042","4051","1179","29796","2108","15380","2083","48337","2392","26113","1916"
"0500000US18067","Howard County, Indiana","50340","83","23590","83","431","242","1902","573","8347","1309","947","470","4527","895","1913","590","3437","815","2086","619","26750","198","254","241","2460","749","7763","1081","986","437","6831","1144","2129","736","4610","1035","1717","547"
"0500000US22105","Tangipahoa Parish, Louisiana","59670","166","28733","166","611","460","2975","1281","8271","1815","1885","878","7191","1550","2137","870","4502","1270","1161","521","30937","217","280","259","1849","989","9401","1424","2203","981","6966","1648","2125","720","4869","1374","3244","1161"
"0500000US25003","Berkshire County, Massachusetts","85009","170","40387","81","686","428","2201","580","11766","1405","1599","479","7297","1102","4185","1075","7673","1125","4980","1005","44622","152","415","288","1696","588","11125","1425","633","306","8251","1122","5012","960","10568","1345","6922","1104"
"0500000US42051","Fayette County, Pennsylvania","89533","177","43164","177","955","455","2876","613","19595","1520","2911","728","6651","1140","3253","736","4559","751","2364","725","46369","177","1108","399","3622","914","18383","1373","2402","768","6737","1160","4603","867","6168","987","3346","755"
"0500000US47113","Madison County, Tennessee","39914","211","18912","211","390","286","1014","428","5818","1116","1015","498","3534","846","1835","604","3348","916","1958","626","21002","211","645","430","1045","471","5284","979","1282","614","4483","893","1699","606","3622","837","2942","866"
"0500000US49057","Weber County, Utah","126854","179","62718","179","555","398","3630","1030","12415","1497","3258","893","18582","1677","6172","1117","11489","1440","6617","1049","64136","193","394","256","2439","578","15959","1417","2423","620","19917","1740","7245","1166","11940","1608","3819","938"
"0500000US53007","Chelan County, Washington","40091","204","19397","204","51","77","1227","615","5303","938","1166","571","3591","819","2233","781","3187","858","2639","732","20694","204","283","197","1572","781","4718","1102","431","290","4470","1043","2821","778","4376","983","2023","576"
"0500000US01069","Houston County, Alabama","50935","201","24110","201","806","260","2171","536","5669","688","1448","337","5987","675","1963","467","3794","566","2272","414","26825","201","555","209","1652","490","6439","803","1681","380","6582","647","3529","607","3997","542","2390","314"
"0500000US06083","Santa Barbara County, California","142197","441","68839","271","277","191","2037","644","7119","1266","1505","509","14890","1876","6990","1091","19315","1866","16706","1631","73358","241","676","614","1769","632","9371","1311","1197","666","15605","1521","7086","1220","22630","1789","15024","1661"
"0500000US12033","Escambia County, Florida","146324","392","71476","229","1254","614","3325","861","15637","1729","3216","755","17993","2312","5934","1292","15553","2131","8564","1249","74848","198","1389","592","2698","836","16481","1834","2283","704","20689","2051","10897","1938","12237","1510","8174","1754"
"0500000US18039","Elkhart County, Indiana","105120","142","50358","198","2805","688","4624","1155","15279","1585","2866","721","10211","1356","3364","860","7472","1183","3737","881","54762","142","2851","918","5506","1460","16287","1776","2200","635","10927","1394","4368","1014","8208","1189","4415","973"
"0500000US26049","Genesee County, Michigan","213400","196","101574","94","2753","910","5850","1165","28042","2260","5919","1017","26345","1905","8594","1209","14657","1737","9414","1390","111826","102","2630","949","5091","1192","29787","2322","3546","939","27796","2026","14182","1585","18995","2022","9799","1337"
"0500000US26145","Saginaw County, Michigan","97516","116","46707","92","789","375","2785","670","13614","1294","3046","778","11659","1534","4554","1058","6421","1029","3839","722","50809","42","610","288","1593","559","15298","1512","977","357","12986","1325","7100","1103","8532","1250","3713","763"
"0500000US37023","Burke County, North Carolina","56100","278","26929","210","1856","854","3857","885","6398","1242","2266","686","5805","1166","2251","609","2728","781","1768","574","29171","278","645","406","3640","1002","6060","1120","2017","608","7200","1453","3439","866","4116","984","2054","783"
"0500000US37125","Moore County, North Carolina","57778","164","27302","164","395","348","1183","631","5246","1310","1129","577","4804","1161","2776","765","7191","1153","4578","1010","30476","210","514","345","889","467","4580","1079","596","494","6703","1350","4141","977","7951","1203","5102","1111"
"0500000US39023","Clark County, Ohio","80355","195","37921","195","992","445","3212","809","10920","1238","2403","566","10045","1158","2864","676","4706","780","2779","631","42434","195","1783","722","3067","794","11739","1289","2188","611","9264","1275","5860","1094","5728","909","2805","596"
"0500000US45051","Horry County, South Carolina","210353","121","99730","214","1000","439","7668","1767","27355","2669","3980","1028","23089","2326","10470","1541","17518","2488","8650","1288","110623","121","1429","634","6935","1698","32404","2615","2857","852","23343","2557","14832","1945","19204","2127","9619","1589"
"0500000US06031","Kings County, California","34506","238","18832","124","312","326","1620","843","5233","1133","1097","459","4525","1038","1997","589","2948","779","1100","525","15674","126","101","114","667","315","2854","738","516","324","5034","1018","2308","642","2374","812","1820","585"
"0500000US10003","New Castle County, Delaware","236437","172","113136","108","1385","530","3669","841","31975","2845","3092","898","21359","2134","7352","1203","28810","2315","15494","1651","123301","131","1360","562","4314","1188","36784","3366","2277","499","18989","2369","10377","1568","29579","2686","19621","1939"
"0500000US12113","Santa Rosa County, Florida","105912","230","52501","204","442","287","2042","714","10328","1999","2566","851","14000","1859","6355","1536","10207","1785","6561","1392","53411","108","688","454","1663","881","15534","2195","1503","597","12698","1556","7491","1721","9358","1511","4476","1107"
"0500000US20091","Johnson County, Kansas","335012","132","160566","132","481","246","2621","917","18818","2293","2406","668","28870","2281","11130","1447","61297","2788","34943","2710","174446","177","1076","470","2262","737","21317","1941","2408","763","32732","2435","16077","1640","62306","2721","36268","2800"
"0500000US25017","Middlesex County, Massachusetts","843382","2540","404370","1186","5950","1569","10368","1709","72280","4322","8273","1509","50160","3006","20990","2208","122904","4416","113445","4066","439012","1503","6687","1619","9747","1333","75654","5090","5430","1448","54642","3721","28411","2403","126387","4553","132054","4740"
"0500000US33011","Hillsborough County, New Hampshire","255769","672","124517","668","2909","1172","4851","997","25646","2472","6532","1376","23577","2327","11467","1797","31176","2383","18359","1703","131252","31","2821","1366","4729","1294","30558","2219","3114","769","25262","2552","13850","1626","32634","2719","18284","1887"
"0500000US34017","Hudson County, New Jersey","151555","1004","77060","688","3733","996","2002","645","10865","1327","1674","569","8663","1477","3297","966","28504","1938","18322","1519","74495","578","3048","804","2698","790","14600","1604","1166","473","7593","1215","2952","898","26256","1953","16182","1855"
"0500000US37025","Cabarrus County, North Carolina","97489","287","46854","210","737","355","2925","1011","11369","1738","1779","676","9072","1534","4332","1034","11222","1376","5418","1045","50635","287","702","447","2182","644","10453","1627","1734","629","11917","1823","6503","1371","11910","1729","5234","1172"
"0500000US38015","Burleigh County, North Dakota","59045","38","29051","38","986","441","494","243","5177","1018","1396","582","5811","1104","5351","1119","7737","1379","2099","622","29994","161","403","269","535","371","5981","1035","439","344","6204","1113","4806","884","8256","1157","3370","841"
"0500000US39085","Lake County, Ohio","150748","195","72025","195","1457","629","4233","844","21277","1996","2121","791","15742","1564","6620","1170","13873","1451","6702","1118","78723","195","934","426","2981","785","23528","1874","1318","422","17333","1335","8313","1096","15234","1312","9082","1231"
"0500000US39153","Summit County, Ohio","306701","306","146985","220","2575","717","7023","1227","35103","2132","5228","1158","33370","2389","9975","1451","35076","2208","18635","1752","159716","214","1669","535","8222","1705","40089","2513","3521","887","30562","2188","15285","2000","38239","2546","22129","2096"
"0500000US41039","Lane County, Oregon","224217","911","108402","454","1493","476","6051","1175","21079","2307","5859","1356","30592","2315","11104","1468","19624","1848","12600","1519","115815","468","1350","574","5624","1133","21028","1881","3043","696","34870","2417","13658","1830","22455","2159","13787","1505"
"0500000US42001","Adams County, Pennsylvania","67032","177","32331","177","903","431","1874","454","11530","1165","1408","408","6261","884","2726","683","4224","734","3405","699","34701","177","715","291","2251","567","11857","1100","1475","439","6334","908","3485","546","4944","727","3640","694"
"0500000US42041","Cumberland County, Pennsylvania","154633","343","74480","160","1401","538","2887","802","21607","2080","2868","767","10845","1463","5747","1164","18538","2101","10587","1464","80153","194","2022","745","3111","846","25454","2055","2348","861","11367","1449","6431","1250","18730","1937","10690","1340"
"0500000US47065","Hamilton County, Tennessee","192103","355","91855","236","1657","687","6430","1399","15476","2153","5127","1132","22807","2052","7114","1577","21426","2106","11818","1406","100248","257","1970","728","3892","1085","20253","2062","3918","1072","23569","2479","11202","1571","22024","1876","13420","1727"
"0500000US47179","Washington County, Tennessee","80200","254","38580","211","1196","573","3366","942","8931","1848","2064","818","7867","1528","2127","680","7844","1348","5185","1088","41620","254","1718","633","2686","910","9714","1873","1104","531","11523","1753","2368","656","7152","1429","5355","1098"
"0500000US49005","Cache County, Utah","54646","520","27347","371","96","121","807","459","3922","823","427","227","7016","971","2352","600","7774","927","4953","654","27299","158","68","76","515","302","4630","950","384","237","7135","1075","2663","625","8466","1046","3438","723"
"0500000US53015","Cowlitz County, Washington","65964","377","32253","117","704","503","1763","774","8034","1199","3052","859","8750","1348","4531","1060","4246","968","1173","496","33711","345","171","205","1958","580","9961","1496","1613","675","9260","1279","4802","974","3559","862","2387","768"
"0500000US54081","Raleigh County, West Virginia","47197","201","22795","201","1449","781","1957","850","6813","1368","1389","583","5347","1320","1017","511","2620","859","2203","733","24402","201","1066","635","2626","930","8032","1466","1407","591","5498","1169","1853","723","1946","822","1974","621"
"0500000US72013","Arecibo Municipio, Puerto Rico","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US01097","Mobile County, Alabama","167629","677","80043","419","1854","758","8558","1792","20050","2066","8310","1396","17739","2223","4657","1293","13023","1658","5852","1133","87586","524","2210","832","8432","1470","23494","2231","4876","1022","16898","2000","6693","1246","15825","1654","9158","1645"
