"GEO_ID","NAME","B15002H_001E","B15002H_001M","B15002H_002E","B15002H_002M","B15002H_003E","B15002H_003M","B15002H_004E","B15002H_004M","B15002H_005E","B15002H_005M","B15002H_006E","B15002H_006M","B15002H_007E","B15002H_007M","B15002H_008E","B15002H_008M","B15002H_009E","B15002H_009M","B15002H_010E","B15002H_010M","B15002H_011E","B15002H_011M","B15002H_012E","B15002H_012M","B15002H_013E","B15002H_013M","B15002H_014E","B15002H_014M","B15002H_015E","B15002H_015M","B15002H_016E","B15002H_016M","B15002H_017E","B15002H_017M","B15002H_018E","B15002H_018M","B15002H_019E","B15002H_019M"
"id","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!Male","Margin of Error!!Total!!Male","Estimate!!Total!!Male!!Less than 9th grade","Margin of Error!!Total!!Male!!Less than 9th grade","Estimate!!Total!!Male!!9th to 12th grade, no diploma","Margin of Error!!Total!!Male!!9th to 12th grade, no diploma","Estimate!!Total!!Male!!Regular high school diploma","Margin of Error!!Total!!Male!!Regular high school diploma","Estimate!!Total!!Male!!GED or alternative credential","Margin of Error!!Total!!Male!!GED or alternative credential","Estimate!!Total!!Male!!Some college, no degree","Margin of Error!!Total!!Male!!Some college, no degree","Estimate!!Total!!Male!!Associate's degree","Margin of Error!!Total!!Male!!Associate's degree","Estimate!!Total!!Male!!Bachelor's degree","Margin of Error!!Total!!Male!!Bachelor's degree","Estimate!!Total!!Male!!Graduate or professional degree","Margin of Error!!Total!!Male!!Graduate or professional degree","Estimate!!Total!!Female","Margin of Error!!Total!!Female","Estimate!!Total!!Female!!Less than 9th grade","Margin of Error!!Total!!Female!!Less than 9th grade","Estimate!!Total!!Female!!9th to 12th grade, no diploma","Margin of Error!!Total!!Female!!9th to 12th grade, no diploma","Estimate!!Total!!Female!!Regular high school diploma","Margin of Error!!Total!!Female!!Regular high school diploma","Estimate!!Total!!Female!!GED or alternative credential","Margin of Error!!Total!!Female!!GED or alternative credential","Estimate!!Total!!Female!!Some college, no degree","Margin of Error!!Total!!Female!!Some college, no degree","Estimate!!Total!!Female!!Associate's degree","Margin of Error!!Total!!Female!!Associate's degree","Estimate!!Total!!Female!!Bachelor's degree","Margin of Error!!Total!!Female!!Bachelor's degree","Estimate!!Total!!Female!!Graduate or professional degree","Margin of Error!!Total!!Female!!Graduate or professional degree"
"0500000US26163","Wayne County, Michigan","626682","1133","304389","641","10498","1497","21541","2554","73614","3735","13434","1824","67665","3649","23935","2032","57451","3200","36251","2232","322293","644","13460","1630","18094","1984","81737","3497","10690","1443","68608","3090","31980","2600","60083","3388","37641","2336"
"0500000US29165","Platte County, Missouri","58728","92","28518","190","112","138","993","503","6175","1261","830","507","6476","1069","1989","781","7399","1086","4544","948","30210","92","270","298","872","392","6002","1129","748","428","6972","1368","2074","638","8401","1279","4871","1071"
"0500000US36053","Madison County, New York","46180","201","22567","201","801","321","1559","588","7564","1108","681","285","3913","831","2877","656","3185","760","1987","754","23613","201","467","228","1174","514","5567","889","646","421","4425","795","4320","906","2954","763","4060","833"
"0500000US37159","Rowan County, North Carolina","74715","106","36157","210","1283","606","2994","863","10015","1494","2676","688","8486","1301","4018","1112","4863","1023","1822","508","38558","106","1447","648","2561","827","9797","1183","2043","556","8116","1257","4997","1203","6762","1224","2835","888"
"0500000US39029","Columbiana County, Ohio","70394","54","34485","195","773","434","2960","928","15403","1626","1710","769","5791","1041","1818","550","4051","1005","1979","667","35909","54","744","472","2336","748","13615","1302","1340","557","6673","1085","3622","793","4651","1043","2928","824"
"0500000US41059","Umatilla County, Oregon","36808","232","18880","114","516","473","1380","573","4825","949","1494","556","4699","855","2486","744","2162","655","1318","510","17928","122","261","258","1182","573","5106","977","446","298","5088","898","2119","545","2473","744","1253","462"
"0500000US42073","Lawrence County, Pennsylvania","58447","70","27773","19","372","227","2303","675","9710","919","1207","442","5180","1002","3347","789","4405","749","1249","374","30674","68","546","251","1883","592","11718","1004","1549","578","5062","747","3342","765","5057","828","1517","437"
"0500000US47157","Shelby County, Tennessee","246064","1171","117491","572","947","397","3095","1295","19706","2916","5197","1347","24691","2365","8321","1432","33733","2835","21801","2328","128573","611","2255","977","4436","1566","24506","2348","3473","1076","26198","2413","9944","1613","34715","2563","23046","2166"
"0500000US13059","Clarke County, Georgia","39988","85","19278","226","213","188","510","337","1438","406","615","348","3105","833","820","402","6836","1033","5741","896","20710","85","94","113","1154","575","1383","555","583","342","3534","792","1049","518","5938","948","6975","860"
"0500000US16019","Bonneville County, Idaho","61307","204","29862","204","313","299","1096","473","5941","1071","2069","629","6673","1296","2896","698","6387","922","4487","791","31445","204","537","330","1330","654","7795","1278","440","236","8199","1079","3324","726","7715","1199","2105","565"
"0500000US25021","Norfolk County, Massachusetts","377424","1696","178069","1113","3327","1159","4831","1218","30716","2715","4001","1055","27187","2589","11916","1477","49368","3651","46723","2877","199355","857","3535","1073","3946","1132","33380","2600","2235","783","28025","2273","18707","2258","57855","3397","51672","2806"
"0500000US34033","Salem County, New Jersey","34635","33","16625","210","379","256","851","416","6376","775","681","330","3197","608","1842","691","2489","617","810","329","18010","33","216","151","766","323","6532","880","863","372","3083","704","1979","532","3122","701","1449","539"
"0500000US36081","Queens County, New York","445268","1142","216718","703","7267","970","10504","1733","44624","3089","7601","1629","29655","2328","16406","2074","58999","3323","41662","2828","228550","707","8004","1282","9494","1533","51714","2839","3345","724","28594","2340","17984","1944","59364","3099","50051","3011"
"0500000US42003","Allegheny County, Pennsylvania","722932","428","345661","226","4106","962","11818","1521","71691","3067","11516","1598","54912","2766","33220","2799","97425","3357","60973","2989","377271","352","3098","823","10261","1290","97640","4035","7991","1196","57032","2765","39562","2415","93613","3249","68074","3110"
"0500000US48231","Hunt County, Texas","49116","44","23676","41","406","217","1879","540","5400","1059","1294","501","7208","1326","1982","705","4196","1002","1311","545","25440","13","422","224","1475","504","7263","1172","1952","590","7101","1079","2297","791","3503","681","1427","565"
"0500000US09011","New London County, Connecticut","149619","322","72762","150","1103","582","3658","1033","20282","1621","2477","890","13736","1627","6023","1420","14070","1676","11413","1144","76857","263","874","427","2748","698","20280","2116","3166","730","15308","1638","7784","1286","15066","1634","11631","1371"
"0500000US17167","Sangamon County, Illinois","115114","149","54056","80","735","382","2694","722","12544","1373","2132","707","12356","1510","4110","844","11897","1119","7588","1185","61058","70","502","301","2189","692","15361","1483","1816","544","13951","1553","5723","922","14243","1498","7273","1100"
"0500000US22015","Bossier Parish, Louisiana","58981","217","28651","217","543","467","1750","843","6417","1494","1942","923","7036","1267","2870","1004","5840","1315","2253","743","30330","217","459","328","1286","776","7484","1488","806","438","6889","1422","3281","1026","6761","1265","3364","963"
"0500000US26025","Calhoun County, Michigan","74483","172","35573","172","899","431","2359","650","10604","1144","2316","643","9174","1102","2762","577","5410","1050","2049","502","38910","172","558","336","1964","576","11788","1203","1182","477","9706","1278","3985","823","6438","1083","3289","596"
"0500000US39119","Muskingum County, Ohio","55034","160","26026","195","600","365","2075","598","10958","1213","1189","453","5222","1015","2026","605","2261","667","1695","636","29008","160","587","311","2178","632","10852","1430","1143","479","4539","996","4513","1082","3372","913","1824","497"
"0500000US42017","Bucks County, Pennsylvania","387256","771","186812","349","1920","653","6015","1169","51119","3057","4235","799","30607","2262","14272","1709","47501","2853","31143","2354","200444","485","1952","867","5506","1263","55432","2911","4055","911","31642","2562","17502","2234","49740","3254","34615","2756"
"0500000US45075","Orangeburg County, South Carolina","22144","344","10601","344","162","148","883","320","2877","648","591","288","2288","678","1829","665","1480","503","491","240","11543","214","374","268","638","385","2298","591","377","188","2806","810","2807","850","1404","555","839","392"
"0500000US48029","Bexar County, Texas","396063","385","194831","263","1889","726","6880","1384","33085","3024","6729","1427","48948","3441","17272","2147","46540","3234","33488","2840","201232","227","3737","1178","6864","1568","35213","3467","7549","1902","46072","3366","17280","2252","53187","3026","31330","2565"
"0500000US53009","Clallam County, Washington","51091","204","24635","204","273","235","736","383","3985","853","1614","635","7281","1229","2706","740","4396","974","3644","934","26456","204","581","407","993","592","4731","1024","771","394","8002","1113","3559","821","4983","865","2836","802"
"0500000US13097","Douglas County, Georgia","41592","226","19730","226","690","460","2532","1022","4290","939","1746","743","4181","1053","1529","638","3240","1060","1522","625","21862","226","658","455","1408","649","5555","1044","1649","722","5631","1030","1498","620","3783","1062","1680","612"
"0500000US16027","Canyon County, Idaho","105706","204","50871","204","828","475","4352","1182","12500","1747","4414","1109","13978","1779","3762","1001","6983","1540","4054","1206","54835","204","1150","693","3175","990","12019","1950","2616","923","16971","2115","7122","1894","8175","1639","3607","1066"
"0500000US18019","Clark County, Indiana","70238","702","33324","370","385","274","3128","936","9913","1545","2683","845","7104","1347","3194","758","4563","988","2354","783","36914","335","373","290","2644","893","10650","1620","1158","537","9208","1266","4779","884","4536","980","3566","948"
"0500000US23031","York County, Maine","145019","141","69218","141","1229","557","2456","796","18610","1996","5283","1182","14886","1950","6280","1289","14555","1736","5919","1217","75801","170","1605","776","2498","913","18107","1964","3390","835","16564","1962","8620","1149","16563","1898","8454","1321"
"0500000US24027","Howard County, Maryland","119254","486","58599","118","272","275","961","435","6658","1256","609","346","6609","1178","2383","686","22194","1484","18913","1467","60655","462","474","312","1157","513","8095","1147","813","381","8261","1357","3826","908","20126","1621","17903","1846"
"0500000US27053","Hennepin County, Minnesota","653705","900","318589","662","2112","739","5760","1092","40126","2496","7653","1228","56101","2860","27784","2256","115262","3460","63791","3298","335116","453","1530","612","3983","944","45529","2704","4580","1039","58397","3461","27843","2799","126987","3869","66267","3862"
"0500000US28067","Jones County, Mississippi","31453","478","14862","218","1204","747","1020","715","4196","1082","842","554","2750","800","1349","594","2371","717","1130","550","16591","478","1151","671","679","481","3707","923","940","658","2559","866","2702","1017","2438","1088","2415","922"
"0500000US34021","Mercer County, New Jersey","132032","210","62799","210","708","448","1226","646","14045","1802","1844","671","8492","1372","4291","928","16637","1614","15556","1562","69233","210","792","381","2169","842","16258","1795","744","397","8939","1477","4834","1038","20437","1942","15060","1637"
"0500000US36117","Wayne County, New York","59108","201","28764","201","557","291","1673","440","9205","1133","2453","712","5183","736","2993","733","4310","757","2390","573","30344","201","446","233","1911","732","7132","1089","1233","576","5946","986","5116","990","4479","945","4081","909"
"0500000US37129","New Hanover County, North Carolina","128414","135","60593","210","814","596","2537","772","8584","1659","2187","777","14211","1980","5761","1279","18214","1972","8285","1421","67821","135","520","456","2245","813","9334","1418","1505","636","13859","1916","8196","1737","21836","1993","10326","1367"
"0500000US42085","Mercer County, Pennsylvania","72512","177","34870","177","1127","448","2549","774","13779","1198","1619","465","5715","966","2724","635","4715","796","2642","589","37642","177","1651","804","2307","758","14259","1139","1593","566","5186","944","4859","788","5217","732","2570","570"
"0500000US42111","Somerset County, Pennsylvania","52240","250","26301","141","879","334","1906","532","12330","866","1871","557","3596","510","1624","530","2905","661","1190","369","25939","111","618","290","1589","450","11762","1068","608","291","4358","846","2876","605","2377","554","1751","395"
"0500000US04027","Yuma County, Arizona","51513","81","26424","211","633","462","2208","762","6118","1046","2005","575","7631","1181","2478","697","3497","804","1854","505","25089","81","259","218","1841","582","7727","1007","655","300","7399","900","1888","551","3802","869","1518","460"
"0500000US05119","Pulaski County, Arkansas","154524","65","73494","201","994","534","4143","1203","11777","1605","4083","1133","14127","1882","4897","1114","19224","1890","14249","1781","81030","65","1404","590","3438","1057","15104","1717","3683","1124","17478","2299","4934","1015","20061","2222","14928","1829"
"0500000US09005","Litchfield County, Connecticut","121788","158","59073","207","969","586","3498","798","17812","1720","2433","741","11713","1493","4616","952","11146","1624","6886","1077","62715","158","939","692","1792","584","16875","1988","1471","581","12056","1334","7051","1325","11864","1423","10667","1348"
"0500000US13047","Catoosa County, Georgia","42749","755","20124","226","1245","747","1736","741","4853","1030","1805","844","4376","1035","1145","609","3483","984","1481","614","22625","755","732","518","1453","710","8046","1624","993","519","5681","1419","1860","803","1868","722","1992","827"
"0500000US13297","Walton County, Georgia","48047","519","22964","353","558","395","1818","609","7991","1317","1745","553","4415","891","1560","663","2786","694","2091","647","25083","180","522","329","1750","578","5953","992","1929","647","5739","1042","2862","834","3994","982","2334","708"
"0500000US24003","Anne Arundel County, Maryland","281868","386","137129","86","1807","802","7272","1571","28377","2657","4775","985","25443","2168","11029","1903","36028","2495","22398","2340","144739","383","2209","980","5582","1175","30474","2438","2882","827","26781","2236","12783","1584","37040","3140","26988","2569"
"0500000US28033","DeSoto County, Mississippi","80026","218","38307","218","1306","665","2499","835","7626","1319","2898","1095","11826","1672","3264","782","6113","980","2775","835","41719","218","1133","570","1309","510","11024","1573","2470","765","9924","1348","3845","956","8877","1499","3137","800"
"0500000US29097","Jasper County, Missouri","69795","190","33024","190","289","235","2764","731","10702","1288","1976","479","7155","1172","2443","766","5625","1387","2070","628","36771","190","954","422","3451","844","10320","1406","2767","1373","7751","1222","2772","872","6289","1065","2467","745"
"0500000US36005","Bronx County, New York","96945","1114","46514","628","2923","919","2200","707","10540","1561","1816","808","6405","1109","2291","632","10830","1395","9509","1119","50431","702","4177","1040","2526","882","10237","1506","1442","599","6268","1108","2776","665","9904","1617","13101","1222"
"0500000US37021","Buncombe County, North Carolina","166189","299","77633","124","1673","696","3839","1116","14702","1930","3046","896","16392","2169","6149","1088","19266","2175","12566","1640","88556","187","1645","701","3364","934","15614","2123","1739","579","14868","2053","9107","1477","26217","2078","16002","1693"
"0500000US39035","Cuyahoga County, Ohio","551858","1354","263550","917","5806","1218","11784","1455","56425","2653","10229","1497","51117","3050","17005","2142","67686","3376","43498","2976","288308","551","6147","1023","11366","1562","64800","2917","6169","929","56781","2865","22666","1916","71433","3539","48946","2675"
"0500000US39165","Warren County, Ohio","136659","121","66768","195","1367","573","2457","894","14556","2326","2461","824","11936","1895","5252","1084","17440","2145","11299","1782","69891","121","1442","886","2876","882","15590","2046","1504","547","12966","1748","6529","1400","16565","2083","12419","1723"
"0500000US40017","Canadian County, Oklahoma","76215","41","36921","41","545","368","1239","536","9809","1669","1963","740","9018","1189","3665","1080","7085","1062","3597","933","39294","161","650","456","1829","711","10749","1521","1534","1058","9039","1309","3361","880","8335","1218","3797","798"
"0500000US42077","Lehigh County, Pennsylvania","176451","177","83948","177","1652","528","3373","843","26070","2175","2601","740","12836","1612","8465","1211","17625","1721","11326","1231","92503","177","1418","525","4288","1081","27501","2156","2344","742","15261","1557","8968","1445","19269","1861","13454","1407"
"0500000US47119","Maury County, Tennessee","53703","211","25554","211","1162","725","1936","812","6784","1394","1526","654","5405","1144","2621","836","4343","1042","1777","647","28149","211","1225","575","1371","644","8077","1225","1863","752","4400","1088","4528","1165","4535","920","2150","599"
"0500000US47189","Wilson County, Tennessee","84326","164","40423","164","617","354","2174","796","9181","1390","3761","1024","8788","1300","2743","857","9264","1360","3895","866","43903","211","1226","647","1710","619","11378","1702","1418","509","10528","1721","3892","1007","8278","1540","5473","1178"
"0500000US48203","Harrison County, Texas","29332","787","14195","496","984","620","920","490","3244","942","1691","822","3708","941","1072","524","1770","825","806","366","15137","504","311","320","718","483","4278","1109","1458","646","4001","950","1059","457","2339","769","973","408"
"0500000US55131","Washington County, Wisconsin","90977","151","44746","151","342","262","2241","779","13859","1498","1556","510","7357","1144","4659","961","9278","1072","5454","921","46231","151","364","243","1353","541","13007","1271","880","390","8538","1248","5728","1134","10959","1127","5402","834"
"0500000US02090","Fairbanks North Star Borough, Alaska","45779","56","24795","56","1395","695","668","398","5262","1347","1283","549","7541","1245","1977","690","3531","987","3138","1171","20984","157","53","90","994","597","3628","1013","760","485","6232","1350","1598","492","4493","996","3226","870"
"0500000US06001","Alameda County, California","407770","711","202697","413","2767","694","5097","1189","25164","2548","3385","780","38600","2829","12636","1687","65277","3014","49771","3014","205073","430","2664","796","5133","1243","26015","2054","2424","635","33981","2527","15218","2082","65660","3024","53978","3045"
"0500000US06097","Sonoma County, California","250531","684","118752","367","968","474","3626","1036","18641","2374","4022","972","30592","2660","10828","1734","31331","2288","18744","2005","131779","467","1524","631","2950","884","15450","1713","2975","792","34158","2490","16111","1793","35076","1858","23535","1866"
"0500000US06113","Yolo County, California","68796","208","32649","166","721","512","1083","537","4903","1344","1068","725","5857","1040","2405","676","8218","1150","8394","1155","36147","130","403","470","926","393","5191","1221","268","184","6523","1356","3354","818","9669","1296","9813","1155"
"0500000US13067","Cobb County, Georgia","284206","1185","137360","650","939","398","3445","1186","18503","2033","3908","840","23850","2151","8424","1575","50011","3325","28280","2920","146846","708","1644","537","2876","1019","25313","2712","3958","1005","26635","2654","11317","1686","47289","2681","27814","2367"
"0500000US22033","East Baton Rouge Parish, Louisiana","136015","401","65525","214","1218","720","1408","697","10476","1821","2581","904","12315","1774","4714","1340","19015","2162","13798","1905","70490","281","1740","978","2091","734","14831","1843","948","581","13275","1714","3218","970","22305","2409","12082","1592"
"0500000US24013","Carroll County, Maryland","106617","206","51538","206","690","332","3251","884","15292","1531","1379","463","8908","1079","3049","692","11403","1587","7566","953","55079","206","803","360","2816","856","14763","1240","1300","679","9831","1137","4480","890","13399","1394","7687","1124"
"0500000US24045","Wicomico County, Maryland","43098","206","20151","206","510","365","1771","756","5045","883","340","211","4628","1053","1640","700","3773","727","2444","629","22947","206","164","138","1264","517","6202","906","633","286","5698","977","3051","775","3331","756","2604","678"
"0500000US25027","Worcester County, Massachusetts","457322","1500","221716","733","3596","1005","11769","2431","57885","3649","8524","1397","36344","3270","18816","2157","53136","3133","31646","2478","235606","1099","5290","1450","9209","1400","54387","3309","7062","1688","43278","2859","24365","2344","56368","3022","35647","2812"
"0500000US26065","Ingham County, Michigan","131772","219","62543","147","729","386","2606","763","11235","1356","2417","626","14786","1725","6003","1064","14984","1374","9783","1351","69229","82","587","310","2526","921","14123","1500","1191","513","16966","1523","7151","1043","15180","1250","11505","1398"
"0500000US37049","Craven County, North Carolina","47702","174","23074","174","450","366","2590","925","4218","889","1012","457","6600","1302","1583","570","4599","1078","2022","639","24628","210","281","233","1521","543","6216","1349","894","433","5987","1308","3184","930","3717","930","2828","889"
"0500000US39141","Ross County, Ohio","49358","95","24971","195","1137","475","2375","794","9855","1109","1194","447","5379","1103","1451","556","1951","595","1629","528","24387","95","797","372","2172","580","7330","1108","1485","599","5537","1328","2240","727","2840","839","1986","572"
"0500000US48303","Lubbock County, Texas","104696","228","49911","228","1009","516","1600","566","9890","1816","1973","751","13092","1836","4693","1222","11733","1858","5921","1122","54785","228","718","396","2093","816","9955","1487","2347","974","12053","1383","5106","1253","15661","1574","6852","1358"
"0500000US54003","Berkeley County, West Virginia","69907","163","34096","201","786","530","2396","882","11211","1581","3273","860","6441","1189","2461","850","5430","1217","2098","722","35811","163","1253","613","2377","976","10335","1569","1591","619","7708","1268","4126","1227","5192","1232","3229","865"
"0500000US01095","Marshall County, Alabama","55538","178","26179","98","921","398","2838","930","6710","1451","2023","832","6022","1341","1628","500","4439","836","1598","480","29359","84","894","429","2650","634","6896","1243","2159","681","6249","999","3420","1039","3883","1025","3208","949"
"0500000US09015","Windham County, Connecticut","70912","114","34340","89","972","412","1827","684","11293","1391","2135","770","7332","1157","3261","759","4598","1047","2922","748","36572","66","327","314","2471","769","9525","1484","874","475","9058","1440","4654","1029","5835","1232","3828","793"
"0500000US12011","Broward County, Florida","547109","1398","273976","890","5413","1222","11875","1898","55171","3416","10822","2050","59596","3730","22219","2643","63964","3900","44916","2965","273133","871","5787","1316","10881","1667","64249","4262","6571","1042","55375","3575","23527","2496","65602","4308","41141","3183"
"0500000US20177","Shawnee County, Kansas","95608","83","44841","83","1306","680","2111","759","10985","1681","3106","893","10314","1686","3098","853","9309","1437","4612","779","50767","177","675","398","1811","545","11675","1281","1991","709","12444","1750","3110","858","12528","1334","6533","1299"
"0500000US21067","Fayette County, Kentucky","156981","432","74997","354","1181","440","2344","852","8973","1473","3298","987","15611","1571","5501","1143","21399","2025","16690","1919","81984","162","831","346","2751","664","10318","1292","2093","583","17068","1730","7767","1301","22013","1683","19143","1749"
"0500000US22017","Caddo Parish, Louisiana","81023","68","38797","58","885","560","2604","773","8353","1427","3414","1071","8434","1329","3716","1003","7875","1150","3516","922","42226","38","496","373","3219","1239","10361","1640","1412","518","8467","1490","5101","1537","7585","1445","5585","1346"
"0500000US27171","Wright County, Minnesota","82850","147","41374","147","701","357","2070","603","10993","1586","1562","634","9598","1445","5617","1305","7400","1122","3433","1035","41476","147","556","297","545","261","11726","1375","1447","681","8595","1347","6001","1016","8042","1133","4564","1075"
"0500000US29095","Jackson County, Missouri","321101","217","154799","172","1770","530","6407","946","32999","2735","6173","962","36947","2687","11872","1537","38694","2519","19937","1779","166302","111","1724","585","7018","1466","38591","2351","5212","1119","37156","2692","14108","1784","37753","2442","24740","2247"
"0500000US40101","Muskogee County, Oklahoma","28450","269","13494","109","210","147","1438","456","3850","589","1041","485","2245","521","1645","467","1927","581","1138","442","14956","186","333","189","1205","381","4860","476","720","327","2717","598","1504","400","2772","664","845","350"
"0500000US41035","Klamath County, Oregon","39104","207","19109","207","131","143","1503","600","5544","1054","1162","607","5116","929","1827","600","2516","738","1310","563","19995","207","522","363","2128","707","5120","932","823","389","4613","834","1974","721","3341","744","1474","539"
"0500000US45019","Charleston County, South Carolina","197845","564","95046","361","727","473","2524","1029","12165","1878","2630","989","14355","2271","8337","1811","35184","3100","19124","2240","102799","250","613","442","3079","1070","13919","2227","1502","756","16462","1927","9176","1864","35129","2522","22919","2225"
"0500000US45047","Greenwood County, South Carolina","30797","214","14310","214","563","378","1687","557","2838","772","1288","507","2174","605","1744","581","2284","671","1732","602","16487","214","331","239","1049","588","4267","786","864","396","2705","602","2635","690","3274","722","1362","492"
"0500000US48381","Randall County, Texas","68285","228","32374","228","68","85","1326","607","6144","1243","1603","663","8146","1340","2901","733","8224","1341","3962","902","35911","228","848","777","1259","458","4617","1270","1270","491","9725","1381","3139","977","11270","1591","3783","941"
"0500000US55071","Manitowoc County, Wisconsin","53229","151","26205","151","155","101","1758","600","8827","1020","1211","415","5898","843","3162","568","3829","729","1365","370","27024","151","529","258","1092","422","9231","888","796","304","5502","993","2978","482","4984","781","1912","443"
"0500000US55139","Winnebago County, Wisconsin","105595","34","52444","151","984","580","2853","689","14827","1536","2948","983","11917","1403","5898","973","9160","1267","3857","780","53151","34","605","386","1979","731","15739","1356","1375","520","11703","1361","6989","1011","11429","1319","3332","524"
"0500000US72031","Carolina Municipio, Puerto Rico","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US06057","Nevada County, California","67342","211","32476","211","220","224","442","311","5802","1217","1411","593","9562","1498","2549","735","8636","1413","3854","784","34866","211","99","161","609","386","4945","1194","370","352","12358","1796","3435","1072","8383","1258","4667","1132"
"0500000US17163","St. Clair County, Illinois","117385","147","56924","190","662","388","1924","599","11533","1617","2492","740","13072","1573","5561","1223","13187","1736","8493","1214","60461","147","971","552","3905","1248","12627","1495","1824","574","13335","1773","7648","1276","12277","1565","7874","1338"
"0500000US18035","Delaware County, Indiana","63845","198","30337","198","549","313","3146","885","8702","1078","1833","622","6355","1061","2028","698","4347","983","3377","889","33508","198","1020","453","2337","673","8864","1311","1453","542","8042","1355","3424","847","4222","821","4146","858"
"0500000US18091","LaPorte County, Indiana","64079","188","31848","188","597","398","2569","663","10281","1172","4703","838","5443","802","2339","677","4193","805","1723","488","32231","198","660","444","1797","616","9886","1231","1822","736","6827","949","3620","785","5001","939","2618","593"
"0500000US18095","Madison County, Indiana","79185","207","38177","207","1252","503","3405","818","12731","1451","2633","683","7810","1057","3379","788","4468","864","2499","654","41008","198","367","199","3267","875","13264","1282","2305","488","9196","1334","3600","761","6216","1202","2793","633"
"0500000US21117","Kenton County, Kentucky","103151","78","49820","78","892","340","3302","930","10910","1486","2463","675","10357","1604","3626","876","12685","1553","5585","1018","53331","197","1039","393","2634","852","12689","1524","2329","725","11847","1606","5292","1108","9383","1286","8118","1432"
"0500000US22055","Lafayette Parish, Louisiana","113299","116","54526","116","1258","483","2900","840","15259","1932","2283","679","11187","1775","2172","806","13547","2336","5920","1233","58773","217","1446","598","2758","882","14142","2041","1653","608","12646","2147","2668","840","16168","1888","7292","1484"
"0500000US24017","Charles County, Maryland","46073","233","22378","180","705","394","922","424","5815","1126","1125","556","5893","1128","1954","718","4224","770","1740","583","23695","60","382","318","724","351","6481","1022","566","325","6243","933","2150","654","4083","920","3066","828"
"0500000US27109","Olmsted County, Minnesota","88922","111","42269","90","381","257","960","552","7647","1014","990","418","7426","1095","4741","857","11558","1170","8566","1134","46653","64","173","182","545","356","6952","1067","819","342","7914","1227","7735","1267","13083","1378","9432","1290"
"0500000US27141","Sherburne County, Minnesota","58338","147","29419","147","147","191","1585","657","7795","1231","1942","767","6764","1259","5039","1081","5012","1106","1135","423","28919","147","81","117","800","454","5971","1025","972","451","6782","1207","4466","965","6875","967","2972","784"
"0500000US36089","St. Lawrence County, New York","66923","159","32884","72","1016","381","2256","535","10578","1352","3002","666","4954","977","3906","745","3748","867","3424","794","34039","88","955","337","2001","656","10135","1206","2370","797","5981","912","3980","793","3882","919","4735","801"
"0500000US40143","Tulsa County, Oklahoma","290821","335","138224","160","2154","517","7823","1053","26003","1862","5659","898","31476","2185","11514","1039","36083","1887","17512","1646","152597","237","2315","679","6513","987","32225","1870","5322","792","37939","2102","15147","1283","34913","2036","18223","1467"
"0500000US44003","Kent County, Rhode Island","109819","207","51749","75","1577","582","2733","842","10867","1626","3630","935","10494","1628","5640","1249","10784","1622","6024","1227","58070","195","1355","677","2514","877","13218","1443","2160","617","10597","1510","7936","1268","12289","1628","8001","1426"
"0500000US48039","Brazoria County, Texas","122006","108","60532","228","673","439","3183","1274","12224","2055","5003","1225","18132","2096","5012","1284","12282","2209","4023","1232","61474","108","1571","728","2733","939","12303","1891","2581","1199","15396","1855","5517","1235","13197","1950","8176","1890"
"0500000US53045","Mason County, Washington","41056","204","20887","204","569","358","1766","844","5008","1136","1690","657","5662","1027","2190","813","2708","966","1294","565","20169","204","83","140","1849","786","4216","967","1640","683","4495","1067","2886","1023","3379","823","1621","759"
"0500000US55105","Rock County, Wisconsin","97330","151","46772","151","625","409","2997","683","15877","1376","2994","927","9972","1172","4594","987","6460","876","3253","770","50558","151","852","431","2064","694","14991","1350","1392","553","11164","1560","6921","1128","8325","1146","4849","901"
"0500000US72097","Mayagüez Municipio, Puerto Rico","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US08013","Boulder County, Colorado","175636","517","87422","278","46","77","999","477","6818","1049","1370","508","15255","1950","4869","857","32647","2018","25418","2196","88214","305","220","214","991","483","8594","1392","578","341","12262","1680","6131","1140","33280","1987","26158","1861"
"0500000US12055","Highlands County, Florida","58662","739","26995","390","1046","604","2333","789","9053","1452","1404","526","5907","1290","2002","739","2857","770","2393","762","31667","571","296","295","1740","686","12534","1949","802","532","7260","1332","4023","993","2872","777","2140","646"
"0500000US12131","Walton County, Florida","44409","1003","21734","752","890","467","687","461","4651","1165","2052","832","4846","1012","1600","838","5038","1211","1970","704","22675","734","248","234","1086","488","5592","1516","1439","571","5066","1033","1878","744","5599","1145","1767","659"
"0500000US33015","Rockingham County, New Hampshire","211366","90","103081","192","1493","641","4866","1262","22744","2550","4000","1058","18950","1992","9979","1687","27059","2339","13990","1358","108285","90","849","568","3386","971","22371","2190","2937","910","19430","1886","13657","1673","28337","2232","17318","1964"
