GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17
0500000US01081,01081,"Lee County, Alabama",52228,267,25798,267,1908,832,1980,571,5490,882,4721,945,2069,747,5667,853,3963,705,26430,267,1272,590,2118,711,6626,1022,6042,1075,2121,651,4738,887,3513,703
0500000US01083,01083,"Limestone County, Alabama",41260,267,20323,267,1584,609,2011,609,6662,954,4738,957,1244,479,2722,614,1362,474,20937,267,1798,601,2877,802,7663,1063,3891,787,1617,522,1858,625,1233,500
0500000US01089,01089,"Madison County, Alabama",150203,318,72867,318,2069,705,3758,1096,15796,1531,12843,1481,3725,854,20614,1680,14062,1298,77336,267,2335,688,6435,1232,20384,1663,15633,1505,5835,1068,18113,1674,8601,1214
0500000US01095,01095,"Marshall County, Alabama",52912,267,24814,267,2424,756,2929,1047,8772,1464,4525,1046,1842,760,2579,731,1743,645,28098,267,2175,704,3949,953,10419,1272,5114,1123,2294,849,2692,742,1455,508
0500000US01097,01097,"Mobile County, Alabama",167144,289,79932,244,4055,1274,9480,1512,27383,1986,16626,1755,5031,1147,11656,1391,5701,902,87212,157,3314,925,10078,1299,30554,2036,17151,1984,6662,1366,12486,1428,6967,1023
0500000US01101,01101,"Montgomery County, Alabama",68353,267,32093,267,763,467,2301,825,6182,1127,7187,1207,1494,593,8302,1289,5864,1132,36260,267,912,455,2399,628,8336,1229,8280,1146,2764,846,8538,1212,5031,892
0500000US01103,01103,"Morgan County, Alabama",65267,104,31393,267,1312,479,2859,651,11468,1306,6358,1122,2140,632,5040,925,2216,797,33874,104,1755,577,3479,714,11417,1312,7845,1018,2650,740,4537,955,2191,526
0500000US01115,01115,"St. Clair County, Alabama",47355,2126,23537,1198,1217,511,4429,1310,9417,1709,4349,1180,883,512,2330,818,912,364,23818,1242,1861,689,3668,1025,8801,1126,4860,1148,1626,568,1368,650,1634,660
0500000US01117,01117,"Shelby County, Alabama",101410,267,49155,267,1205,518,2582,667,9102,1107,11534,1313,3685,955,15003,1383,6044,889,52255,267,726,319,2862,708,13442,1594,12422,1397,3722,795,12676,1438,6405,1126
0500000US01121,01121,"Talladega County, Alabama",37541,71,18055,71,970,412,3155,838,6542,1000,3159,798,1495,691,1880,548,854,528,19486,267,1095,545,3769,948,7039,1181,3847,730,1271,500,1179,469,1286,589
0500000US01125,01125,"Tuscaloosa County, Alabama",74687,76,36622,267,1232,463,3249,797,11384,1310,8319,996,2125,483,6183,1027,4130,835,38065,76,1099,357,3483,818,12102,1239,7579,1218,2420,557,6708,957,4674,863
0500000US01127,01127,"Walker County, Alabama",44119,267,20705,267,1934,566,3111,968,8691,1190,4303,979,916,434,1122,488,628,366,23414,267,1639,356,3623,758,7267,975,6570,992,2340,698,967,362,1008,475
0500000US02020,02020,"Anchorage Municipality, Alaska",124508,195,63624,113,814,516,1545,612,14389,1773,16873,1798,5788,1234,13985,1484,10230,1502,60884,84,422,376,1994,726,15044,1787,16109,1524,5210,987,14738,1477,7367,1209
0500000US02090,02090,"Fairbanks North Star Borough, Alaska",45002,255,23842,86,447,271,1096,544,6808,1033,6076,1044,2486,767,3557,765,3372,614,21160,203,287,212,592,309,6685,1181,5678,1024,2323,730,3493,1034,2102,624
0500000US02170,02170,"Matanuska-Susitna Borough, Alaska",41673,1558,21687,1158,608,434,1377,657,7807,1077,5560,953,2336,837,2678,677,1321,407,19986,842,268,197,865,446,6048,1107,5121,917,2700,669,3144,796,1840,586
0500000US04001,04001,"Apache County, Arizona",9710,599,4615,508,344,350,154,123,1485,514,830,485,549,426,705,476,548,473,5095,338,79,101,417,254,1660,526,909,512,1260,612,554,409,216,202
0500000US04003,04003,"Cochise County, Arizona",54962,151,26788,151,973,541,944,362,5274,933,8980,1092,2887,784,3972,905,3758,765,28174,292,537,322,1472,578,8100,1203,8640,1169,3634,931,3558,795,2233,667
0500000US04005,04005,"Coconino County, Arizona",47687,292,24184,292,352,300,568,312,6113,1189,5804,1058,1628,788,4885,949,4834,918,23503,292,207,224,933,535,4059,846,4549,1028,2024,706,6065,1075,5666,1101
0500000US04013,04013,"Maricopa County, Arizona",1647209,928,797372,406,14137,2246,42780,3539,186602,7436,202589,7196,63911,4853,186179,6417,101174,4412,849837,711,14887,2101,42004,3615,218047,6708,234506,5998,77728,4527,173751,4885,88914,3899
0500000US04015,04015,"Mohave County, Arizona",116930,108,56369,108,2719,926,7061,1086,21032,2144,14970,1676,3591,911,4899,1150,2097,667,60561,292,1745,859,6961,1310,25180,2324,15241,2028,4692,1161,4348,1375,2394,872
0500000US04017,04017,"Navajo County, Arizona",31625,1166,15556,851,196,172,760,483,4633,1024,6017,1161,1300,664,2028,747,622,306,16069,637,414,309,793,390,5995,1128,4670,1053,1251,600,1962,688,984,534
0500000US04019,04019,"Pima County, Arizona",410690,793,196078,400,2252,855,9092,1728,46871,2660,47553,3150,14965,1972,44431,3204,30914,2107,214612,655,3032,894,10071,1399,49329,2995,58191,2828,18687,1973,44247,2673,31055,2553
0500000US04021,04021,"Pinal County, Arizona",126691,323,63774,82,2049,702,5494,1160,18310,1925,17270,1884,7318,1418,8552,1581,4781,910,62917,318,1318,608,4124,710,21859,2048,16717,1752,6459,1610,8300,1208,4140,961
0500000US04025,04025,"Yavapai County, Arizona",132927,292,63106,292,1061,582,5915,1226,17119,2107,17090,1970,4511,1244,9698,1578,7712,1060,69821,292,1601,799,6476,1400,20705,2542,18184,1865,5971,1398,10631,1778,6253,1156
0500000US04027,04027,"Yuma County, Arizona",59583,292,29002,292,1132,588,2527,820,7982,1233,7444,1076,2398,807,4343,874,3176,820,30581,292,727,352,2191,596,11731,1029,7167,1036,2996,974,3757,790,2012,580
0500000US05007,05007,"Benton County, Arkansas",107790,851,51982,727,1697,601,4712,1166,15433,1585,10511,1339,3788,1082,10186,1307,5655,950,55808,476,1726,576,3617,1085,19578,1753,12865,1458,4364,952,10394,1256,3264,788
0500000US05031,05031,"Craighead County, Arkansas",51086,267,24465,267,1614,531,1714,540,9772,1153,4495,1061,935,392,4061,939,1874,720,26621,267,2188,636,2063,598,9539,1186,5167,1123,1327,470,3319,893,3018,689
0500000US05045,05045,"Faulkner County, Arkansas",54867,267,26495,267,1121,541,2527,800,7342,1147,5871,1011,1939,660,5501,963,2194,659,28372,267,1010,394,2073,689,8753,1089,5561,981,2305,801,6135,858,2535,668
0500000US05051,05051,"Garland County, Arkansas",60600,62,28416,62,842,388,2414,685,9432,1364,6676,1149,2442,754,4320,830,2290,735,32184,267,1521,526,3507,1052,10914,1362,6492,970,3071,801,4438,984,2241,547
0500000US05069,05069,"Jefferson County, Arkansas",26224,267,13067,267,388,293,1428,490,6645,824,2489,619,188,170,915,375,1014,387,13157,267,436,287,1889,629,5289,876,3151,778,648,386,1083,484,661,336
0500000US05119,05119,"Pulaski County, Arkansas",157622,230,74529,115,1793,731,4135,909,17501,1921,16912,1343,2844,637,20293,1796,11051,1394,83093,116,1964,794,4106,1086,23325,2381,19222,1870,3927,1178,20355,1788,10194,1358
0500000US05125,05125,"Saline County, Arkansas",60841,267,29521,267,1694,609,2013,762,10380,1406,6640,1146,1411,444,5668,1096,1715,480,31320,267,1354,655,3047,911,11257,1121,6637,1054,1878,660,5026,930,2121,596
0500000US05131,05131,"Sebastian County, Arkansas",64073,309,30210,309,1499,499,2393,851,9912,1214,7094,1202,2054,618,4883,1041,2375,623,33863,267,1388,519,3225,778,12197,1551,8650,1385,2828,774,3722,884,1853,584
0500000US05143,05143,"Washington County, Arkansas",96481,437,46720,267,2000,622,2876,740,12994,1561,11128,1743,2473,714,8801,1283,6448,1179,49761,437,1685,451,4053,931,13590,1535,12186,1587,3127,811,9310,1297,5810,1085
0500000US05145,05145,"White County, Arkansas",43857,267,21013,267,877,402,2516,617,9112,1023,4604,918,504,284,1955,601,1445,385,22844,267,1461,470,2675,670,8724,1068,4573,940,1396,574,2601,726,1414,449
0500000US06001,06001,"Alameda County, California",403325,849,196638,511,3308,810,6727,1342,36113,3211,40054,2765,12591,2092,55603,3191,42242,2774,206687,457,4432,1062,8355,1742,40077,3269,40293,2996,15737,1903,55021,3155,42772,2748
0500000US06007,06007,"Butte County, California",113435,200,53880,33,2432,1182,5858,1165,13079,1625,14104,1905,5454,1179,8699,1358,4254,881,59555,190,1444,729,5783,1229,12875,1645,18026,1763,5658,948,11796,1408,3973,850
0500000US06013,06013,"Contra Costa County, California",375596,1962,180690,679,1875,709,6987,1470,34502,3320,39184,2437,15284,2141,49624,2885,33234,2323,194906,1379,2290,829,8029,1405,39379,3122,47669,2645,17869,2280,51222,3023,28448,2397
0500000US06017,06017,"El Dorado County, California",100334,129,49198,108,133,118,1831,623,13438,1864,13541,1766,5348,980,9476,1235,5431,1227,51136,70,232,200,2266,603,12075,1527,14214,1684,6096,987,12219,1768,4034,968
0500000US06019,06019,"Fresno County, California",225688,690,106945,606,3413,820,8410,1424,26182,2397,27500,2436,8007,1236,21675,2200,11758,1560,118743,172,2995,866,6929,1191,32691,2550,31723,2451,11092,1651,22474,2167,10839,1489
0500000US06023,06023,"Humboldt County, California",71577,292,34734,292,1145,565,2332,535,9812,998,9303,1268,2262,652,6876,1135,3004,654,36843,292,808,445,2475,739,10572,1459,10016,1315,3118,669,6849,1040,3005,767
0500000US06025,06025,"Imperial County, California",19714,629,11025,502,362,271,1230,469,3884,671,2636,709,726,370,1485,608,702,319,8689,323,426,283,836,307,3229,825,2258,698,732,441,863,444,345,289
0500000US06029,06029,"Kern County, California",225032,1118,112114,401,4054,1557,14359,2221,33802,2650,27520,2501,8713,1405,15319,1556,8347,1382,112918,832,2904,807,12123,1911,34557,2519,31648,2695,9603,1461,14362,1766,7721,1190
0500000US06031,06031,"Kings County, California",38619,23,21623,292,810,303,1810,474,7411,1175,4804,1043,1396,562,3941,893,1451,478,16996,23,587,316,768,320,5756,868,4604,855,2177,671,2033,536,1071,435
0500000US06033,06033,"Lake County, California",37075,1467,17957,1085,94,110,1114,570,7939,1717,5287,1363,1072,542,1722,742,729,389,19118,803,319,288,1261,761,6326,1379,6761,1393,1606,794,2104,746,741,407
0500000US06037,06037,"Los Angeles County, California",2133381,3050,1051851,1689,22194,2579,51950,3912,201493,6655,207561,7262,75538,3925,293955,7160,199160,6236,1081530,2007,28014,2801,56130,3902,239961,7127,233753,6805,94186,5221,276620,6826,152866,5790
0500000US06039,06039,"Madera County, California",43466,255,19775,124,556,296,1571,516,8000,1239,4702,869,1081,560,2385,696,1480,535,23691,171,920,427,2239,632,7544,886,5774,888,2380,765,3080,729,1754,662
0500000US06041,06041,"Marin County, California",141407,308,66866,258,818,341,1737,655,9375,1766,10473,1225,4167,978,22041,1851,18255,1536,74541,160,924,561,1839,722,9928,1656,13905,1641,6016,1229,24545,2049,17384,1790
0500000US06045,06045,"Mendocino County, California",45782,292,22062,292,219,189,2894,706,5408,951,5144,1128,1929,647,4091,908,2377,715,23720,292,490,306,1913,558,5993,1091,4990,970,3590,935,4334,857,2410,641
0500000US06047,06047,"Merced County, California",59173,382,28068,238,988,439,2908,955,9740,1411,6413,1123,2489,645,3667,870,1863,662,31105,283,1080,501,3626,1369,10128,1470,7928,1169,3074,930,3389,723,1880,678
0500000US06053,06053,"Monterey County, California",107390,492,52352,288,773,390,2914,1036,8284,1246,11860,1427,5823,1370,12386,1417,10312,1279,55038,389,649,420,1999,706,10848,1480,13455,1385,6255,1129,14245,1542,7587,1168
0500000US06055,06055,"Napa County, California",59435,187,28094,111,553,340,1342,564,7306,1305,6444,1105,2414,693,5968,986,4067,1000,31341,148,674,689,1387,518,7445,1303,7546,1085,4467,1176,7360,993,2462,627
0500000US06057,06057,"Nevada County, California",64747,982,30651,96,350,254,1682,705,6357,1437,8081,1408,3083,780,7277,1608,3821,967,34096,967,81,120,1578,629,8037,1236,10789,1363,3718,819,7262,1437,2631,683
0500000US06059,06059,"Orange County, California",1008364,1731,488802,704,3683,909,17794,2009,83326,4879,105373,4183,40984,2935,144079,4931,93563,4283,519562,1390,4601,927,20365,1952,102456,3629,134963,5017,54881,3655,132370,4011,69926,3879
0500000US06061,06061,"Placer County, California",185089,717,89267,241,1411,585,3714,1002,18110,2149,22629,2269,8132,1279,24254,2650,11017,1542,95822,685,1710,609,3647,959,23396,2420,25967,2602,11130,1907,21573,2175,8399,1189
0500000US06065,06065,"Riverside County, California",637434,1450,306715,853,4455,1080,19799,2210,81086,4842,83161,4194,25600,2888,61392,4426,31222,2449,330719,1082,5808,1200,20233,2259,99772,4834,99498,4697,30905,2952,45632,3404,28871,2581
0500000US06067,06067,"Sacramento County, California",513341,1035,244107,438,6311,1279,15138,2054,60217,3695,61334,3304,21963,2299,51225,3358,27919,2274,269234,835,6499,1533,13764,1794,67451,3781,73584,3231,28630,2643,53666,3451,25640,2129
0500000US06071,06071,"San Bernardino County, California",497993,1194,241157,616,4886,1154,21551,2454,73324,4384,62427,3672,23486,2610,33689,2538,21794,2273,256836,854,4950,1358,21697,2445,74634,4405,71284,4318,27523,2642,35952,3157,20796,2446
0500000US06073,06073,"San Diego County, California",1080369,1349,535327,779,6736,1410,21550,2518,100361,4996,130077,5203,43264,2674,140886,4830,92453,3890,545042,851,8525,1708,21786,2046,114395,5554,140489,5827,48842,4018,135110,4213,75895,3341
0500000US06075,06075,"San Francisco County, California",289933,707,155843,442,1285,513,3144,889,15687,2508,20554,1996,7606,1765,61419,3160,46148,3446,134090,385,1925,679,2346,724,13050,1619,16883,1845,7956,1662,53833,2896,38097,2774
0500000US06077,06077,"San Joaquin County, California",183117,884,87069,422,2149,661,9356,1422,26028,1899,23345,1874,9104,1393,11679,1579,5408,1031,96048,493,1814,664,8335,1297,28899,2443,25217,2271,10009,1544,16083,1814,5691,933
0500000US06079,06079,"San Luis Obispo County, California",132946,196,64837,114,1152,482,2753,671,15243,1912,14455,1409,7339,1535,13712,1847,10183,1309,68109,83,1165,470,3246,902,13602,1849,19409,2235,8746,1301,14376,1751,7565,1026
0500000US06081,06081,"San Mateo County, California",243401,670,119437,356,1366,534,4089,969,20801,2079,21548,1964,8769,1290,34689,2592,28175,2040,123964,386,2038,767,3921,974,22941,2358,25284,1942,10067,1352,35872,2472,23841,2301
0500000US06083,06083,"Santa Barbara County, California",146840,310,70055,106,1007,468,2604,728,11127,1412,18637,1922,5312,1065,18936,2012,12432,1555,76785,261,786,422,1741,522,14785,1515,21866,1974,8575,1229,18483,1726,10549,1556
0500000US06085,06085,"Santa Clara County, California",494127,908,249291,707,3817,1034,8365,1460,36932,2762,42840,2754,17695,2391,72472,3056,67170,3160,244836,339,5118,1215,8583,1524,40873,2836,52911,3515,20650,2264,72458,3352,44243,2804
0500000US06087,06087,"Santa Cruz County, California",114155,587,55532,328,686,287,2463,788,8460,1430,12126,1684,4030,1065,17659,1667,10108,1362,58623,342,473,324,2206,818,8963,1305,13895,1360,4753,1000,17442,1556,10891,1556
0500000US06089,06089,"Shasta County, California",105251,98,49961,292,1238,633,4338,1005,15970,1902,12999,1657,5016,1131,6619,1204,3781,911,55290,98,743,364,5346,1066,13956,1821,19387,1896,5560,1103,6942,1482,3356,806
0500000US06095,06095,"Solano County, California",127954,239,63113,131,868,370,3211,754,15713,1843,17210,2009,8513,1398,11911,1678,5687,1123,64841,198,1155,634,3649,1057,16274,1630,17702,1638,9353,1702,11128,1378,5580,1051
0500000US06097,06097,"Sonoma County, California",233043,736,109905,356,1336,553,4822,916,26602,1981,27146,2070,8324,1204,27138,2185,14537,1561,123138,396,1144,444,5168,897,27618,1916,33175,2239,13035,1494,27607,2097,15391,1403
0500000US06099,06099,"Stanislaus County, California",176690,180,82770,166,2105,689,8457,1450,28934,2028,20336,1841,5432,1030,11683,1626,5823,1022,93920,70,4734,1149,7954,1552,27507,2468,27306,2534,7815,1364,13833,1771,4771,1018
0500000US06101,06101,"Sutter County, California",34777,210,16415,292,798,461,1510,498,4307,864,5282,915,1168,452,1908,491,1442,600,18362,210,295,237,1674,661,4849,982,5333,902,2751,976,2389,641,1071,415
0500000US06107,06107,"Tulare County, California",106569,152,49745,67,2191,688,5118,978,13754,1712,13067,1497,5572,1154,6168,1447,3875,780,56824,138,2091,590,5303,1089,18512,1802,14651,1564,5635,910,6970,1164,3662,900
0500000US06111,06111,"Ventura County, California",291792,597,141457,439,1643,1024,5241,1120,26949,2322,32342,2577,11159,1288,39140,2580,24983,2168,150335,317,1979,810,5920,1259,34508,3047,42610,2521,14129,1610,31913,2399,19276,1941
0500000US06113,06113,"Yolo County, California",67346,178,31534,95,628,506,1659,691,5137,1077,6698,1141,1886,621,7258,1391,8268,1242,35812,84,953,479,1468,518,7064,1255,6482,906,2828,725,9114,1225,7903,1227
0500000US06115,06115,"Yuba County, California",28967,292,13965,292,488,480,1568,536,4878,979,4008,988,1558,572,999,525,466,301,15002,292,230,157,2207,695,5535,1023,3737,723,1479,507,1228,577,586,293
0500000US08001,08001,"Adams County, Colorado",164360,434,80809,96,1515,693,7249,1199,26755,2067,19945,1826,5556,1287,14879,2159,4910,911,83551,422,1675,659,6010,1217,26052,1878,22277,2101,6860,1079,14841,1593,5836,1057
0500000US08005,08005,"Arapahoe County, Colorado",258077,304,122867,150,1247,391,4120,869,23004,1936,27279,1857,8811,1313,36287,2107,22119,1832,135210,264,1813,726,5400,1122,28739,2136,32903,2557,10859,1629,38292,2909,17204,1709
0500000US08013,08013,"Boulder County, Colorado",158292,278,78879,145,548,457,1716,656,11074,1482,13336,1694,3529,1005,27616,2113,21060,1979,79413,147,413,341,1863,766,11329,1674,15518,1761,5194,1148,24756,1664,20340,2069
0500000US08031,08031,"Denver County, Colorado",231929,617,114060,344,1126,508,4965,979,18021,2008,20345,2329,5483,1199,37814,2617,26306,2205,117869,443,1654,717,3898,833,20127,2037,23495,2236,7188,1381,36538,2175,24969,2249
0500000US08035,08035,"Douglas County, Colorado",150864,153,74131,77,253,212,1232,533,10182,1628,15098,1706,4311,938,29156,2273,13899,1605,76733,77,238,196,2094,751,10739,1521,17843,1848,7604,1459,26978,1941,11237,1418
0500000US08041,08041,"El Paso County, Colorado",294195,635,141120,490,1630,845,4398,1133,32291,2575,32313,2653,14727,1533,33125,2758,22636,1817,153075,268,1589,747,7400,1560,38028,2387,37229,2693,14242,1636,36731,2703,17856,1859
0500000US08059,08059,"Jefferson County, Colorado",301832,247,147441,91,1410,679,6392,1121,34105,2794,32941,2426,11384,1478,39809,2402,21400,1670,154391,192,1098,420,6243,1277,37223,2495,38466,2363,13156,1789,38287,2305,19918,1877
0500000US08069,08069,"Larimer County, Colorado",164103,337,80766,140,874,433,2999,983,14499,1804,19704,2032,6444,1202,22439,2192,13807,1623,83337,307,1234,559,1883,587,16753,1551,22536,1887,6205,1092,22997,1994,11729,1533
0500000US08077,08077,"Mesa County, Colorado",82851,275,39560,275,938,466,2186,523,13501,1493,9532,1308,2804,1097,7306,1270,3293,786,43291,275,298,232,3386,821,11923,1729,11287,1548,4878,1140,8090,1433,3429,889
0500000US08101,08101,"Pueblo County, Colorado",63223,158,29976,69,583,300,2860,902,9104,1157,7213,1174,2318,579,4697,878,3201,597,33247,143,738,351,2702,862,9813,1243,8064,1066,3008,741,5807,1007,3115,668
0500000US08123,08123,"Weld County, Colorado",109677,193,53951,73,526,267,4840,1185,16220,1648,12117,1531,6208,1175,9271,1298,4769,1010,55726,143,407,268,2212,636,16263,1746,13585,1616,6232,1132,11246,1613,5781,1013
0500000US09001,09001,"Fairfield County, Connecticut",430769,1582,203461,1069,5775,1158,9116,1273,43380,2747,28358,2315,9268,1242,56278,3205,51286,3112,227308,733,5301,1066,11140,1859,54673,3557,35324,2427,17455,1769,59303,2918,44112,2686
0500000US09003,09003,"Hartford County, Connecticut",440483,733,208021,267,6224,1103,12045,1468,57252,2825,34423,2246,16706,2050,47484,2464,33887,2248,232462,593,8894,1369,12605,1563,67433,2977,37858,2329,20170,1937,48021,2787,37481,2238
0500000US09005,09005,"Litchfield County, Connecticut",124262,100,59767,273,1789,492,3176,785,19683,1945,11449,1543,4467,865,12751,1452,6452,1063,64495,100,1709,551,3226,789,20017,1711,11343,1268,6739,999,12428,1604,9033,988
0500000US09007,09007,"Middlesex County, Connecticut",102125,668,48797,294,1083,581,2606,674,14896,1734,9438,1280,3607,907,10429,1339,6738,1024,53328,377,1190,574,2447,600,15826,1516,8674,1473,4989,930,9760,1332,10442,1449
0500000US09009,09009,"New Haven County, Connecticut",425417,913,200301,446,6619,1123,12237,1524,64764,4064,34899,3060,13674,1649,38141,2888,29967,2258,225116,576,9611,1167,15111,1620,70312,2958,38508,2781,19968,2011,36903,2608,34703,2532
0500000US09011,09011,"New London County, Connecticut",152673,394,73291,273,2230,699,4475,830,24648,1584,12551,1632,5827,1183,13242,1363,10318,1420,79382,394,2706,745,4582,1090,26852,2254,15495,1504,6480,1222,11326,1578,11941,1238
0500000US09013,09013,"Tolland County, Connecticut",85712,273,42095,273,412,249,1729,431,12085,1498,8201,1241,3523,847,9096,1328,7049,940,43617,273,434,251,1677,540,12142,1438,7287,1246,5159,1119,9608,1312,7310,1145
0500000US09015,09015,"Windham County, Connecticut",70863,142,33952,111,1853,871,3101,786,14494,1386,5366,995,2133,637,4347,847,2658,683,36911,92,1411,498,3335,778,13186,1168,7049,1260,3317,774,4773,965,3840,832
0500000US10001,10001,"Kent County, Delaware",72099,261,33792,261,1549,590,3243,803,11722,1277,7114,1025,3316,827,4542,890,2306,521,38307,261,1449,602,3897,1062,13522,1222,7243,1097,4367,1121,5015,887,2814,664
0500000US10003,10003,"New Castle County, Delaware",237103,181,112953,149,2664,826,6792,1138,34066,2434,23653,1954,6801,1321,22355,1862,16622,1830,124150,132,2132,644,6409,1173,38961,2482,27035,2216,9393,1457,25097,1931,15123,1373
0500000US10005,10005,"Sussex County, Delaware",107207,231,50595,229,3139,764,5396,888,18043,1380,9689,1154,3466,935,5758,876,5104,849,56612,24,1419,409,4574,790,21910,1679,10425,1223,5178,915,7369,935,5737,987
0500000US11001,11001,"District of Columbia, District of Columbia",138572,511,70249,491,599,349,366,241,2890,1174,4950,1141,1143,569,24272,1845,36029,2104,68323,273,1056,648,439,308,2793,789,3790,761,737,405,24834,2022,34674,2153
0500000US12001,12001,"Alachua County, Florida",97618,320,47954,254,1294,462,2671,809,9259,1477,6781,1095,4316,1048,12043,1691,11590,1456,49664,110,1061,447,1936,605,10938,1305,8993,1221,6139,1120,11765,1534,8832,1206
0500000US12005,12005,"Bay County, Florida",94291,42,46070,303,1119,560,3318,957,14729,1512,10515,1294,3977,985,7501,1363,4911,803,48221,42,1703,550,5156,1159,13307,1516,10859,1341,5454,1013,7253,1300,4489,1007
0500000US12009,12009,"Brevard County, Florida",318051,416,153708,159,3227,1067,8777,1409,46177,3022,33142,2675,13988,1800,30062,2356,18335,1620,164343,312,2621,853,11127,1546,56784,3106,38368,2597,14832,1509,27370,2464,13241,1654
0500000US12011,12011,"Broward County, Florida",644471,1725,309015,872,6292,1278,22924,2191,84638,4266,59200,3646,23029,2385,73336,4689,39596,3135,335456,1137,7784,1598,21300,2413,103993,4754,68400,4289,31941,3345,65073,4304,36965,3019
0500000US12015,12015,"Charlotte County, Florida",105977,234,49819,84,767,380,4423,1059,17550,1636,12921,1368,3729,1103,7292,1360,3137,742,56158,217,1202,656,4760,1221,21912,1623,12574,1510,4275,1028,7302,1296,4133,1247
