SCH_YEAR,CNTYNO,CNTYNAME,DIST_NUMBER,DIST_NAME,SCH_NUMBER,SCH_NAME,SCH_CD,STATE_SCH_ID,NCESID,COOP,COOP_CODE,DEMOGRAPHIC,SUPPRESSED4YR,GRADS4YR,COHORT4YR,GRADRATE4YR,SUPPRESSED5YR,GRADS5YR,COHORT5YR,GRADRATE5YR
20172018,084,MERCER,072,Burgin Independent,,---District Total---,072,,,CKEC,901,LUP,N,26,29,89.7,N,14,17,82.4
20172018,084,MERCER,072,Burgin Independent,,---District Total---,072,,,CKEC,901,MIG,,,0,,,,0,
20172018,084,MERCER,072,Burgin Independent,,---District Total---,072,,,CKEC,901,SXF,N,25,26,96.2,N,13,14,92.9
20172018,084,MERCER,072,Burgin Independent,,---District Total---,072,,,CKEC,901,SXM,N,21,23,91.3,N,17,19,89.5
20172018,084,MERCER,072,Burgin Independent,,---District Total---,072,,,CKEC,901,TST,N,46,49,93.9,N,30,33,90.9
20172018,016,BUTLER,075,Butler County,030,Butler County High School,075030,016075030,210081000160,GRREC,902,LEN,N,144,153,94.1,N,163,171,95.3
20172018,016,BUTLER,075,Butler County,030,Butler County High School,075030,016075030,210081000160,GRREC,902,HOM,Y,,1,,Y,,3,
20172018,016,BUTLER,075,Butler County,030,Butler County High School,075030,016075030,210081000160,GRREC,902,LUN,N,76,80,95.0,N,70,74,94.6
20172018,016,BUTLER,075,Butler County,030,Butler County High School,075030,016075030,210081000160,GRREC,902,LUP,N,72,78,92.3,N,93,98,94.9
20172018,016,BUTLER,075,Butler County,030,Butler County High School,075030,016075030,210081000160,GRREC,902,MIG,Y,,2,,,,0,
20172018,016,BUTLER,075,Butler County,030,Butler County High School,075030,016075030,210081000160,GRREC,902,SXF,N,63,67,94.0,N,98,100,98.0
20172018,016,BUTLER,075,Butler County,030,Butler County High School,075030,016075030,210081000160,GRREC,902,SXM,N,85,91,93.4,N,65,72,90.3
20172018,016,BUTLER,075,Butler County,030,Butler County High School,075030,016075030,210081000160,GRREC,902,TST,N,148,158,93.7,N,163,172,94.8
20172018,016,BUTLER,075,Butler County,030,Butler County High School,075030,016075030,210081000160,GRREC,902,LEP,Y,,5,,Y,,1,
20172018,016,BUTLER,075,Butler County,030,Butler County High School,075030,016075030,210081000160,GRREC,902,ETW,N,139,146,95.2,N,152,160,95.0
20172018,016,BUTLER,075,Butler County,030,Butler County High School,075030,016075030,210081000160,GRREC,902,ETP,,,0,,,,0,
20172018,016,BUTLER,075,Butler County,030,Butler County High School,075030,016075030,210081000160,GRREC,902,ETO,,,0,,Y,,6,
20172018,016,BUTLER,075,Butler County,030,Butler County High School,075030,016075030,210081000160,GRREC,902,ETI,,,0,,,,0,
20172018,016,BUTLER,075,Butler County,030,Butler County High School,075030,016075030,210081000160,GRREC,902,ETH,Y,,9,,Y,,5,
20172018,016,BUTLER,075,Butler County,030,Butler County High School,075030,016075030,210081000160,GRREC,902,ETB,Y,,1,,Y,,1,
20172018,016,BUTLER,075,Butler County,030,Butler County High School,075030,016075030,210081000160,GRREC,902,ETA,Y,,2,,,,0,
20172018,016,BUTLER,075,Butler County,030,Butler County High School,075030,016075030,210081000160,GRREC,902,ELM,Y,,9,,Y,,2,
20172018,016,BUTLER,075,Butler County,030,Butler County High School,075030,016075030,210081000160,GRREC,902,CSG,N,10,13,76.9,N,17,20,85.0
20172018,016,BUTLER,075,Butler County,030,Butler County High School,075030,016075030,210081000160,GRREC,902,ACO,N,145,155,93.5,N,156,163,95.7
20172018,016,BUTLER,075,Butler County,030,Butler County High School,075030,016075030,210081000160,GRREC,902,ACD,Y,,3,,Y,,9,
20172018,016,BUTLER,075,Butler County,,---District Total---,075,,,GRREC,902,LEN,N,144,153,94.1,N,164,175,93.7
20172018,016,BUTLER,075,Butler County,,---District Total---,075,,,GRREC,902,ACD,Y,,3,,Y,,9,
20172018,016,BUTLER,075,Butler County,,---District Total---,075,,,GRREC,902,LUN,N,76,80,95.0,N,70,74,94.6
20172018,016,BUTLER,075,Butler County,,---District Total---,075,,,GRREC,902,LUP,N,72,78,92.3,N,94,102,92.2
20172018,016,BUTLER,075,Butler County,,---District Total---,075,,,GRREC,902,MIG,Y,,2,,,,0,
20172018,016,BUTLER,075,Butler County,,---District Total---,075,,,GRREC,902,SXF,N,63,67,94.0,N,98,102,96.1
20172018,016,BUTLER,075,Butler County,,---District Total---,075,,,GRREC,902,SXM,N,85,91,93.4,N,66,74,89.2
20172018,016,BUTLER,075,Butler County,,---District Total---,075,,,GRREC,902,TST,N,148,158,93.7,N,164,176,93.2
20172018,016,BUTLER,075,Butler County,,---District Total---,075,,,GRREC,902,HOM,Y,,1,,Y,,3,
20172018,016,BUTLER,075,Butler County,,---District Total---,075,,,GRREC,902,ETW,N,139,146,95.2,N,153,164,93.3
20172018,016,BUTLER,075,Butler County,,---District Total---,075,,,GRREC,902,ETP,,,0,,,,0,
20172018,016,BUTLER,075,Butler County,,---District Total---,075,,,GRREC,902,ETO,,,0,,Y,,6,
20172018,016,BUTLER,075,Butler County,,---District Total---,075,,,GRREC,902,ETI,,,0,,,,0,
20172018,016,BUTLER,075,Butler County,,---District Total---,075,,,GRREC,902,ETH,Y,,9,,Y,,5,
20172018,016,BUTLER,075,Butler County,,---District Total---,075,,,GRREC,902,ETB,Y,,1,,Y,,1,
20172018,016,BUTLER,075,Butler County,,---District Total---,075,,,GRREC,902,ETA,Y,,2,,,,0,
20172018,016,BUTLER,075,Butler County,,---District Total---,075,,,GRREC,902,ELM,Y,,9,,Y,,2,
20172018,016,BUTLER,075,Butler County,,---District Total---,075,,,GRREC,902,CSG,N,10,13,76.9,N,17,20,85.0
20172018,016,BUTLER,075,Butler County,,---District Total---,075,,,GRREC,902,ACO,N,145,155,93.5,N,157,167,94.0
20172018,016,BUTLER,075,Butler County,,---District Total---,075,,,GRREC,902,LEP,Y,,5,,Y,,1,
20172018,017,CALDWELL,081,Caldwell County,010,Caldwell County High School,081010,017081010,210084000166,WKEC,908,ETO,Y,,3,,Y,,4,
20172018,017,CALDWELL,081,Caldwell County,010,Caldwell County High School,081010,017081010,210084000166,WKEC,908,TST,N,126,133,94.7,N,133,141,94.3
20172018,017,CALDWELL,081,Caldwell County,010,Caldwell County High School,081010,017081010,210084000166,WKEC,908,ETH,Y,,1,,Y,,3,
20172018,017,CALDWELL,081,Caldwell County,010,Caldwell County High School,081010,017081010,210084000166,WKEC,908,ETB,Y,,4,,N,12,12,100.0
20172018,017,CALDWELL,081,Caldwell County,010,Caldwell County High School,081010,017081010,210084000166,WKEC,908,ETA,Y,,1,,Y,,2,
20172018,017,CALDWELL,081,Caldwell County,010,Caldwell County High School,081010,017081010,210084000166,WKEC,908,ELM,Y,,1,,Y,,1,
20172018,017,CALDWELL,081,Caldwell County,010,Caldwell County High School,081010,017081010,210084000166,WKEC,908,CSG,N,19,20,95.0,N,23,25,92.0
20172018,017,CALDWELL,081,Caldwell County,010,Caldwell County High School,081010,017081010,210084000166,WKEC,908,ACO,N,116,122,95.1,N,127,133,95.5
20172018,017,CALDWELL,081,Caldwell County,010,Caldwell County High School,081010,017081010,210084000166,WKEC,908,ACD,N,10,11,90.9,Y,,8,
20172018,017,CALDWELL,081,Caldwell County,010,Caldwell County High School,081010,017081010,210084000166,WKEC,908,ETP,,,0,,,,0,
20172018,017,CALDWELL,081,Caldwell County,010,Caldwell County High School,081010,017081010,210084000166,WKEC,908,ETW,N,115,122,94.3,N,112,120,93.3
20172018,017,CALDWELL,081,Caldwell County,010,Caldwell County High School,081010,017081010,210084000166,WKEC,908,HOM,Y,,1,,Y,,1,
20172018,017,CALDWELL,081,Caldwell County,010,Caldwell County High School,081010,017081010,210084000166,WKEC,908,LEN,N,126,133,94.7,N,133,141,94.3
20172018,017,CALDWELL,081,Caldwell County,010,Caldwell County High School,081010,017081010,210084000166,WKEC,908,LEP,,,0,,,,0,
20172018,017,CALDWELL,081,Caldwell County,010,Caldwell County High School,081010,017081010,210084000166,WKEC,908,LUN,N,67,70,95.7,N,73,74,98.6
20172018,017,CALDWELL,081,Caldwell County,010,Caldwell County High School,081010,017081010,210084000166,WKEC,908,LUP,N,59,63,93.7,N,60,67,89.6
20172018,017,CALDWELL,081,Caldwell County,010,Caldwell County High School,081010,017081010,210084000166,WKEC,908,MIG,,,0,,Y,,1,
20172018,017,CALDWELL,081,Caldwell County,010,Caldwell County High School,081010,017081010,210084000166,WKEC,908,SXF,N,62,67,92.5,N,66,69,95.7
20172018,017,CALDWELL,081,Caldwell County,010,Caldwell County High School,081010,017081010,210084000166,WKEC,908,SXM,N,64,66,97.0,N,67,72,93.1
20172018,017,CALDWELL,081,Caldwell County,010,Caldwell County High School,081010,017081010,210084000166,WKEC,908,ETI,Y,,2,,,,0,
20172018,017,CALDWELL,081,Caldwell County,,---District Total---,081,,,WKEC,908,ETO,Y,,3,,Y,,4,
20172018,017,CALDWELL,081,Caldwell County,,---District Total---,081,,,WKEC,908,ETI,Y,,2,,,,0,
20172018,017,CALDWELL,081,Caldwell County,,---District Total---,081,,,WKEC,908,ETH,Y,,1,,Y,,3,
20172018,017,CALDWELL,081,Caldwell County,,---District Total---,081,,,WKEC,908,ETB,Y,,4,,N,12,12,100.0
20172018,017,CALDWELL,081,Caldwell County,,---District Total---,081,,,WKEC,908,ETA,Y,,1,,Y,,2,
20172018,017,CALDWELL,081,Caldwell County,,---District Total---,081,,,WKEC,908,ELM,Y,,1,,Y,,1,
20172018,017,CALDWELL,081,Caldwell County,,---District Total---,081,,,WKEC,908,CSG,N,19,20,95.0,N,23,25,92.0
20172018,017,CALDWELL,081,Caldwell County,,---District Total---,081,,,WKEC,908,ACO,N,116,122,95.1,N,127,133,95.5
20172018,017,CALDWELL,081,Caldwell County,,---District Total---,081,,,WKEC,908,ACD,N,10,11,90.9,Y,,8,
20172018,017,CALDWELL,081,Caldwell County,,---District Total---,081,,,WKEC,908,ETP,,,0,,,,0,
20172018,017,CALDWELL,081,Caldwell County,,---District Total---,081,,,WKEC,908,TST,N,126,133,94.7,N,133,141,94.3
20172018,017,CALDWELL,081,Caldwell County,,---District Total---,081,,,WKEC,908,SXM,N,64,66,97.0,N,67,72,93.1
20172018,017,CALDWELL,081,Caldwell County,,---District Total---,081,,,WKEC,908,SXF,N,62,67,92.5,N,66,69,95.7
20172018,017,CALDWELL,081,Caldwell County,,---District Total---,081,,,WKEC,908,MIG,,,0,,Y,,1,
20172018,017,CALDWELL,081,Caldwell County,,---District Total---,081,,,WKEC,908,LUP,N,59,63,93.7,N,60,67,89.6
20172018,017,CALDWELL,081,Caldwell County,,---District Total---,081,,,WKEC,908,LUN,N,67,70,95.7,N,73,74,98.6
20172018,017,CALDWELL,081,Caldwell County,,---District Total---,081,,,WKEC,908,LEP,,,0,,,,0,
20172018,017,CALDWELL,081,Caldwell County,,---District Total---,081,,,WKEC,908,LEN,N,126,133,94.7,N,133,141,94.3
20172018,017,CALDWELL,081,Caldwell County,,---District Total---,081,,,WKEC,908,HOM,Y,,1,,Y,,1,
20172018,017,CALDWELL,081,Caldwell County,,---District Total---,081,,,WKEC,908,ETW,N,115,122,94.3,N,112,120,93.3
20172018,018,CALLOWAY,085,Calloway County,020,Calloway County High School,085020,018085020,210087000171,WKEC,908,ACD,N,12,14,85.7,N,12,15,80.0
20172018,018,CALLOWAY,085,Calloway County,020,Calloway County High School,085020,018085020,210087000171,WKEC,908,TST,N,190,195,97.4,N,194,200,97.0
20172018,018,CALLOWAY,085,Calloway County,020,Calloway County High School,085020,018085020,210087000171,WKEC,908,CSG,N,30,33,90.9,N,21,24,87.5
20172018,018,CALLOWAY,085,Calloway County,020,Calloway County High School,085020,018085020,210087000171,WKEC,908,ELM,Y,,2,,,,0,
20172018,018,CALLOWAY,085,Calloway County,020,Calloway County High School,085020,018085020,210087000171,WKEC,908,ETA,Y,,3,,Y,,2,
20172018,018,CALLOWAY,085,Calloway County,020,Calloway County High School,085020,018085020,210087000171,WKEC,908,ETB,Y,,2,,Y,,3,
20172018,018,CALLOWAY,085,Calloway County,020,Calloway County High School,085020,018085020,210087000171,WKEC,908,ETH,Y,,9,,Y,,5,
20172018,018,CALLOWAY,085,Calloway County,020,Calloway County High School,085020,018085020,210087000171,WKEC,908,ETI,,,0,,,,0,
20172018,018,CALLOWAY,085,Calloway County,020,Calloway County High School,085020,018085020,210087000171,WKEC,908,ETO,N,9,10,90.0,Y,,5,
20172018,018,CALLOWAY,085,Calloway County,020,Calloway County High School,085020,018085020,210087000171,WKEC,908,SXM,N,102,106,96.2,N,97,101,96.0
20172018,018,CALLOWAY,085,Calloway County,020,Calloway County High School,085020,018085020,210087000171,WKEC,908,SXF,N,88,89,98.9,N,97,99,98.0
20172018,018,CALLOWAY,085,Calloway County,020,Calloway County High School,085020,018085020,210087000171,WKEC,908,MIG,,,0,,,,0,
20172018,018,CALLOWAY,085,Calloway County,020,Calloway County High School,085020,018085020,210087000171,WKEC,908,LUP,N,85,89,95.5,N,94,97,96.9
20172018,018,CALLOWAY,085,Calloway County,020,Calloway County High School,085020,018085020,210087000171,WKEC,908,LUN,N,105,106,99.1,N,100,103,97.1
20172018,018,CALLOWAY,085,Calloway County,020,Calloway County High School,085020,018085020,210087000171,WKEC,908,LEP,,,0,,,,0,
20172018,018,CALLOWAY,085,Calloway County,020,Calloway County High School,085020,018085020,210087000171,WKEC,908,LEN,N,190,195,97.4,N,194,200,97.0
20172018,018,CALLOWAY,085,Calloway County,020,Calloway County High School,085020,018085020,210087000171,WKEC,908,HOM,,,0,,Y,,1,
20172018,018,CALLOWAY,085,Calloway County,020,Calloway County High School,085020,018085020,210087000171,WKEC,908,ETW,N,167,171,97.7,N,180,185,97.3
20172018,018,CALLOWAY,085,Calloway County,020,Calloway County High School,085020,018085020,210087000171,WKEC,908,ETP,,,0,,,,0,
20172018,018,CALLOWAY,085,Calloway County,020,Calloway County High School,085020,018085020,210087000171,WKEC,908,ACO,N,178,181,98.3,N,182,185,98.4
20172018,018,CALLOWAY,085,Calloway County,,---District Total---,085,,,WKEC,908,LEN,N,208,215,96.7,N,209,218,95.9
20172018,018,CALLOWAY,085,Calloway County,,---District Total---,085,,,WKEC,908,LEP,,,0,,,,0,
20172018,018,CALLOWAY,085,Calloway County,,---District Total---,085,,,WKEC,908,LUN,N,109,110,99.1,N,101,104,97.1
20172018,018,CALLOWAY,085,Calloway County,,---District Total---,085,,,WKEC,908,LUP,N,99,105,94.3,N,108,114,94.7
20172018,018,CALLOWAY,085,Calloway County,,---District Total---,085,,,WKEC,908,MIG,,,0,,,,0,
20172018,018,CALLOWAY,085,Calloway County,,---District Total---,085,,,WKEC,908,SXF,N,98,99,99.0,N,107,109,98.2
20172018,018,CALLOWAY,085,Calloway County,,---District Total---,085,,,WKEC,908,SXM,N,110,116,94.8,N,102,109,93.6
20172018,018,CALLOWAY,085,Calloway County,,---District Total---,085,,,WKEC,908,TST,N,208,215,96.7,N,209,218,95.9
20172018,018,CALLOWAY,085,Calloway County,,---District Total---,085,,,WKEC,908,ACD,N,14,16,87.5,N,12,16,75.0
20172018,018,CALLOWAY,085,Calloway County,,---District Total---,085,,,WKEC,908,ACO,N,194,199,97.5,N,197,202,97.5
20172018,018,CALLOWAY,085,Calloway County,,---District Total---,085,,,WKEC,908,CSG,N,34,37,91.9,N,22,27,81.5
20172018,018,CALLOWAY,085,Calloway County,,---District Total---,085,,,WKEC,908,ELM,Y,,2,,,,0,
20172018,018,CALLOWAY,085,Calloway County,,---District Total---,085,,,WKEC,908,ETA,Y,,3,,Y,,2,
20172018,018,CALLOWAY,085,Calloway County,,---District Total---,085,,,WKEC,908,ETB,Y,,2,,Y,,3,
20172018,018,CALLOWAY,085,Calloway County,,---District Total---,085,,,WKEC,908,ETH,N,10,10,100.0,Y,,6,
20172018,018,CALLOWAY,085,Calloway County,,---District Total---,085,,,WKEC,908,ETI,,,0,,,,0,
20172018,018,CALLOWAY,085,Calloway County,,---District Total---,085,,,WKEC,908,ETO,N,11,12,91.7,Y,,6,
20172018,018,CALLOWAY,085,Calloway County,,---District Total---,085,,,WKEC,908,ETP,,,0,,,,0,
20172018,018,CALLOWAY,085,Calloway County,,---District Total---,085,,,WKEC,908,ETW,N,182,188,96.8,N,194,201,96.5
20172018,018,CALLOWAY,085,Calloway County,,---District Total---,085,,,WKEC,908,HOM,,,0,,Y,,1,
20172018,019,CAMPBELL,091,Campbell County,100,Campbell County High School,091100,019091100,210090000941,NKCES,905,ACD,N,34,40,85.0,N,33,35,94.3
20172018,019,CAMPBELL,091,Campbell County,100,Campbell County High School,091100,019091100,210090000941,NKCES,905,ACO,N,342,344,99.4,N,353,354,99.7
20172018,019,CAMPBELL,091,Campbell County,100,Campbell County High School,091100,019091100,210090000941,NKCES,905,TST,N,376,384,97.9,N,386,389,99.2
20172018,019,CAMPBELL,091,Campbell County,100,Campbell County High School,091100,019091100,210090000941,NKCES,905,SXM,N,192,199,96.5,N,201,203,99.0
20172018,019,CAMPBELL,091,Campbell County,100,Campbell County High School,091100,019091100,210090000941,NKCES,905,SXF,N,184,185,99.5,N,185,186,99.5
20172018,019,CAMPBELL,091,Campbell County,100,Campbell County High School,091100,019091100,210090000941,NKCES,905,MIG,,,0,,,,0,
20172018,019,CAMPBELL,091,Campbell County,100,Campbell County High School,091100,019091100,210090000941,NKCES,905,LUP,N,135,141,95.7,N,134,135,99.3
20172018,019,CAMPBELL,091,Campbell County,100,Campbell County High School,091100,019091100,210090000941,NKCES,905,LUN,N,241,243,99.2,N,252,254,99.2
20172018,019,CAMPBELL,091,Campbell County,100,Campbell County High School,091100,019091100,210090000941,NKCES,905,LEP,,,0,,Y,,2,
20172018,019,CAMPBELL,091,Campbell County,100,Campbell County High School,091100,019091100,210090000941,NKCES,905,LEN,N,376,384,97.9,N,384,387,99.2
20172018,019,CAMPBELL,091,Campbell County,100,Campbell County High School,091100,019091100,210090000941,NKCES,905,HOM,N,15,16,93.8,N,12,12,100.0
20172018,019,CAMPBELL,091,Campbell County,100,Campbell County High School,091100,019091100,210090000941,NKCES,905,ETW,N,351,359,97.8,N,363,366,99.2
20172018,019,CAMPBELL,091,Campbell County,100,Campbell County High School,091100,019091100,210090000941,NKCES,905,ETP,,,0,,,,0,
20172018,019,CAMPBELL,091,Campbell County,100,Campbell County High School,091100,019091100,210090000941,NKCES,905,ETO,Y,,5,,Y,,8,
20172018,019,CAMPBELL,091,Campbell County,100,Campbell County High School,091100,019091100,210090000941,NKCES,905,ETI,,,0,,,,0,
20172018,019,CAMPBELL,091,Campbell County,100,Campbell County High School,091100,019091100,210090000941,NKCES,905,ETH,Y,,9,,N,10,10,100.0
20172018,019,CAMPBELL,091,Campbell County,100,Campbell County High School,091100,019091100,210090000941,NKCES,905,ETB,Y,,5,,Y,,4,
20172018,019,CAMPBELL,091,Campbell County,100,Campbell County High School,091100,019091100,210090000941,NKCES,905,ETA,Y,,6,,Y,,1,
20172018,019,CAMPBELL,091,Campbell County,100,Campbell County High School,091100,019091100,210090000941,NKCES,905,ELM,Y,,3,,Y,,3,
20172018,019,CAMPBELL,091,Campbell County,100,Campbell County High School,091100,019091100,210090000941,NKCES,905,CSG,N,50,56,89.3,N,52,54,96.3
20172018,019,CAMPBELL,091,Campbell County,,---District Total---,091,,,NKCES,905,ACD,N,36,43,83.7,N,34,36,94.4
20172018,019,CAMPBELL,091,Campbell County,,---District Total---,091,,,NKCES,905,TST,N,381,392,97.2,N,390,399,97.7
20172018,019,CAMPBELL,091,Campbell County,,---District Total---,091,,,NKCES,905,SXF,N,185,186,99.5,N,186,188,98.9
20172018,019,CAMPBELL,091,Campbell County,,---District Total---,091,,,NKCES,905,MIG,,,0,,,,0,
20172018,019,CAMPBELL,091,Campbell County,,---District Total---,091,,,NKCES,905,LUP,N,139,147,94.6,N,137,143,95.8
20172018,019,CAMPBELL,091,Campbell County,,---District Total---,091,,,NKCES,905,LUN,N,242,245,98.8,N,253,256,98.8
20172018,019,CAMPBELL,091,Campbell County,,---District Total---,091,,,NKCES,905,LEP,,,0,,Y,,2,
20172018,019,CAMPBELL,091,Campbell County,,---District Total---,091,,,NKCES,905,LEN,N,381,392,97.2,N,388,397,97.7
20172018,019,CAMPBELL,091,Campbell County,,---District Total---,091,,,NKCES,905,HOM,N,15,16,93.8,N,12,12,100.0
20172018,019,CAMPBELL,091,Campbell County,,---District Total---,091,,,NKCES,905,ETW,N,356,367,97.0,N,367,375,97.9
20172018,019,CAMPBELL,091,Campbell County,,---District Total---,091,,,NKCES,905,ETP,,,0,,,,0,
20172018,019,CAMPBELL,091,Campbell County,,---District Total---,091,,,NKCES,905,ETO,Y,,5,,Y,,8,
20172018,019,CAMPBELL,091,Campbell County,,---District Total---,091,,,NKCES,905,ETI,,,0,,,,0,
20172018,019,CAMPBELL,091,Campbell County,,---District Total---,091,,,NKCES,905,ETH,Y,,9,,N,10,11,90.9
20172018,019,CAMPBELL,091,Campbell County,,---District Total---,091,,,NKCES,905,ETB,Y,,5,,Y,,4,
20172018,019,CAMPBELL,091,Campbell County,,---District Total---,091,,,NKCES,905,ETA,Y,,6,,Y,,1,
20172018,019,CAMPBELL,091,Campbell County,,---District Total---,091,,,NKCES,905,ELM,Y,,3,,Y,,3,
20172018,019,CAMPBELL,091,Campbell County,,---District Total---,091,,,NKCES,905,CSG,N,52,59,88.1,N,53,56,94.6
20172018,019,CAMPBELL,091,Campbell County,,---District Total---,091,,,NKCES,905,ACO,N,345,349,98.9,N,356,363,98.1
20172018,019,CAMPBELL,091,Campbell County,,---District Total---,091,,,NKCES,905,SXM,N,196,206,95.1,N,204,211,96.7
20172018,109,TAYLOR,092,Campbellsville Independent,020,Campbellsville High School,092020,109092020,210093000183,GRREC,902,ACD,Y,,2,,Y,,7,
20172018,109,TAYLOR,092,Campbellsville Independent,020,Campbellsville High School,092020,109092020,210093000183,GRREC,902,ACO,N,63,65,96.9,N,56,56,100.0
20172018,109,TAYLOR,092,Campbellsville Independent,020,Campbellsville High School,092020,109092020,210093000183,GRREC,902,TST,N,65,67,97.0,N,62,63,98.4
20172018,109,TAYLOR,092,Campbellsville Independent,020,Campbellsville High School,092020,109092020,210093000183,GRREC,902,SXM,N,35,36,97.2,N,33,34,97.1
20172018,109,TAYLOR,092,Campbellsville Independent,020,Campbellsville High School,092020,109092020,210093000183,GRREC,902,SXF,N,30,31,96.8,N,29,29,100.0
20172018,109,TAYLOR,092,Campbellsville Independent,020,Campbellsville High School,092020,109092020,210093000183,GRREC,902,MIG,,,0,,,,0,
20172018,109,TAYLOR,092,Campbellsville Independent,020,Campbellsville High School,092020,109092020,210093000183,GRREC,902,LUP,N,37,39,94.9,N,38,39,97.4
20172018,109,TAYLOR,092,Campbellsville Independent,020,Campbellsville High School,092020,109092020,210093000183,GRREC,902,LUN,N,28,28,100.0,N,24,24,100.0
20172018,109,TAYLOR,092,Campbellsville Independent,020,Campbellsville High School,092020,109092020,210093000183,GRREC,902,LEP,,,0,,Y,,1,
20172018,109,TAYLOR,092,Campbellsville Independent,020,Campbellsville High School,092020,109092020,210093000183,GRREC,902,LEN,N,65,67,97.0,N,61,62,98.4
20172018,109,TAYLOR,092,Campbellsville Independent,020,Campbellsville High School,092020,109092020,210093000183,GRREC,902,HOM,Y,,1,,Y,,3,
20172018,109,TAYLOR,092,Campbellsville Independent,020,Campbellsville High School,092020,109092020,210093000183,GRREC,902,ETW,N,48,49,98.0,N,41,42,97.6
20172018,109,TAYLOR,092,Campbellsville Independent,020,Campbellsville High School,092020,109092020,210093000183,GRREC,902,ETP,,,0,,,,0,
20172018,109,TAYLOR,092,Campbellsville Independent,020,Campbellsville High School,092020,109092020,210093000183,GRREC,902,ETO,Y,,6,,Y,,5,
20172018,109,TAYLOR,092,Campbellsville Independent,020,Campbellsville High School,092020,109092020,210093000183,GRREC,902,ETI,,,0,,,,0,
20172018,109,TAYLOR,092,Campbellsville Independent,020,Campbellsville High School,092020,109092020,210093000183,GRREC,902,ETH,,,0,,Y,,3,
20172018,109,TAYLOR,092,Campbellsville Independent,020,Campbellsville High School,092020,109092020,210093000183,GRREC,902,ETB,N,10,10,100.0,N,12,12,100.0
20172018,109,TAYLOR,092,Campbellsville Independent,020,Campbellsville High School,092020,109092020,210093000183,GRREC,902,ETA,Y,,2,,Y,,1,
20172018,109,TAYLOR,092,Campbellsville Independent,020,Campbellsville High School,092020,109092020,210093000183,GRREC,902,ELM,,,0,,Y,,1,
20172018,109,TAYLOR,092,Campbellsville Independent,020,Campbellsville High School,092020,109092020,210093000183,GRREC,902,CSG,N,17,18,94.4,N,26,27,96.3
20172018,109,TAYLOR,092,Campbellsville Independent,,---District Total---,092,,,GRREC,902,ACD,Y,,2,,Y,,7,
20172018,109,TAYLOR,092,Campbellsville Independent,,---District Total---,092,,,GRREC,902,TST,N,67,70,95.7,N,63,65,96.9
20172018,109,TAYLOR,092,Campbellsville Independent,,---District Total---,092,,,GRREC,902,SXF,N,31,32,96.9,N,29,30,96.7
20172018,109,TAYLOR,092,Campbellsville Independent,,---District Total---,092,,,GRREC,902,MIG,,,0,,,,0,
20172018,109,TAYLOR,092,Campbellsville Independent,,---District Total---,092,,,GRREC,902,LUP,N,39,41,95.1,N,39,41,95.1
20172018,109,TAYLOR,092,Campbellsville Independent,,---District Total---,092,,,GRREC,902,LUN,N,28,29,96.6,N,24,24,100.0
20172018,109,TAYLOR,092,Campbellsville Independent,,---District Total---,092,,,GRREC,902,LEP,,,0,,Y,,1,
20172018,109,TAYLOR,092,Campbellsville Independent,,---District Total---,092,,,GRREC,902,LEN,N,67,70,95.7,N,62,64,96.9
20172018,109,TAYLOR,092,Campbellsville Independent,,---District Total---,092,,,GRREC,902,HOM,Y,,1,,Y,,3,
20172018,109,TAYLOR,092,Campbellsville Independent,,---District Total---,092,,,GRREC,902,ETW,N,50,52,96.2,N,41,43,95.3
20172018,109,TAYLOR,092,Campbellsville Independent,,---District Total---,092,,,GRREC,902,ETP,,,0,,,,0,
20172018,109,TAYLOR,092,Campbellsville Independent,,---District Total---,092,,,GRREC,902,ETO,Y,,6,,Y,,6,
20172018,109,TAYLOR,092,Campbellsville Independent,,---District Total---,092,,,GRREC,902,ETI,,,0,,,,0,
20172018,109,TAYLOR,092,Campbellsville Independent,,---District Total---,092,,,GRREC,902,ETH,,,0,,Y,,3,
20172018,109,TAYLOR,092,Campbellsville Independent,,---District Total---,092,,,GRREC,902,ETB,N,10,10,100.0,N,12,12,100.0
20172018,109,TAYLOR,092,Campbellsville Independent,,---District Total---,092,,,GRREC,902,ETA,Y,,2,,Y,,1,
20172018,109,TAYLOR,092,Campbellsville Independent,,---District Total---,092,,,GRREC,902,ELM,,,0,,Y,,1,
20172018,109,TAYLOR,092,Campbellsville Independent,,---District Total---,092,,,GRREC,902,CSG,N,17,18,94.4,N,27,28,96.4
20172018,109,TAYLOR,092,Campbellsville Independent,,---District Total---,092,,,GRREC,902,ACO,N,65,68,95.6,N,57,58,98.3
20172018,109,TAYLOR,092,Campbellsville Independent,,---District Total---,092,,,GRREC,902,SXM,N,36,38,94.7,N,34,35,97.1
20172018,020,CARLISLE,095,Carlisle County,040,Carlisle County High School,095040,020095040,210096000186,WKEC,908,ETA,,,0,,,,0,
20172018,020,CARLISLE,095,Carlisle County,040,Carlisle County High School,095040,020095040,210096000186,WKEC,908,ETB,Y,,2,,Y,,1,
20172018,020,CARLISLE,095,Carlisle County,040,Carlisle County High School,095040,020095040,210096000186,WKEC,908,ETH,,,0,,,,0,
20172018,020,CARLISLE,095,Carlisle County,040,Carlisle County High School,095040,020095040,210096000186,WKEC,908,ETI,,,0,,,,0,
20172018,020,CARLISLE,095,Carlisle County,040,Carlisle County High School,095040,020095040,210096000186,WKEC,908,ETO,,,0,,,,0,
