"Notes"	"Year"	"Year Code"	"Single-Year Ages"	"Single-Year Ages Code"	"Gender"	"Gender Code"	Deaths	Population	Crude Rate
	"1999"	"1999"	"< 1 year"	"0"	"Female"	"F"	3459	589455	586.8
	"1999"	"1999"	"< 1 year"	"0"	"Male"	"M"	4244	618203	686.5
	"1999"	"1999"	"1 year"	"1"	"Female"	"F"	262	585685	44.7
	"1999"	"1999"	"1 year"	"1"	"Male"	"M"	317	613971	51.6
	"1999"	"1999"	"2 years"	"2"	"Female"	"F"	160	590363	27.1
	"1999"	"1999"	"2 years"	"2"	"Male"	"M"	248	616847	40.2
	"1999"	"1999"	"3 years"	"3"	"Female"	"F"	142	603655	23.5
	"1999"	"1999"	"3 years"	"3"	"Male"	"M"	173	632282	27.4
	"1999"	"1999"	"4 years"	"4"	"Female"	"F"	106	626776	16.9
	"1999"	"1999"	"4 years"	"4"	"Male"	"M"	130	657324	19.8
	"1999"	"1999"	"5 years"	"5"	"Female"	"F"	98	634196	15.5
	"1999"	"1999"	"5 years"	"5"	"Male"	"M"	132	664520	19.9
	"1999"	"1999"	"6 years"	"6"	"Female"	"F"	87	639662	13.6
	"1999"	"1999"	"6 years"	"6"	"Male"	"M"	108	671523	16.1
	"1999"	"1999"	"7 years"	"7"	"Female"	"F"	94	657274	14.3
	"1999"	"1999"	"7 years"	"7"	"Male"	"M"	126	686342	18.4
	"1999"	"1999"	"8 years"	"8"	"Female"	"F"	96	655955	14.6
	"1999"	"1999"	"8 years"	"8"	"Male"	"M"	102	687850	14.8
	"1999"	"1999"	"9 years"	"9"	"Female"	"F"	86	644856	13.3
	"1999"	"1999"	"9 years"	"9"	"Male"	"M"	109	677800	16.1
	"1999"	"1999"	"10 years"	"10"	"Female"	"F"	91	631904	14.4
	"1999"	"1999"	"10 years"	"10"	"Male"	"M"	110	664306	16.6
	"1999"	"1999"	"11 years"	"11"	"Female"	"F"	82	618262	13.3
	"1999"	"1999"	"11 years"	"11"	"Male"	"M"	135	648281	20.8
	"1999"	"1999"	"12 years"	"12"	"Female"	"F"	95	610601	15.6
	"1999"	"1999"	"12 years"	"12"	"Male"	"M"	109	640875	17.0
	"1999"	"1999"	"13 years"	"13"	"Female"	"F"	96	606399	15.8
	"1999"	"1999"	"13 years"	"13"	"Male"	"M"	172	636551	27.0
	"1999"	"1999"	"14 years"	"14"	"Female"	"F"	103	603670	17.1
	"1999"	"1999"	"14 years"	"14"	"Male"	"M"	198	634769	31.2
	"1999"	"1999"	"15 years"	"15"	"Female"	"F"	133	589919	22.5
	"1999"	"1999"	"15 years"	"15"	"Male"	"M"	254	621923	40.8
	"1999"	"1999"	"16 years"	"16"	"Female"	"F"	184	600916	30.6
	"1999"	"1999"	"16 years"	"16"	"Male"	"M"	404	641951	62.9
	"1999"	"1999"	"17 years"	"17"	"Female"	"F"	257	597696	43.0
	"1999"	"1999"	"17 years"	"17"	"Male"	"M"	549	646395	84.9
	"1999"	"1999"	"18 years"	"18"	"Female"	"F"	232	590953	39.3
	"1999"	"1999"	"18 years"	"18"	"Male"	"M"	664	632730	104.9
	"1999"	"1999"	"19 years"	"19"	"Female"	"F"	258	606966	42.5
	"1999"	"1999"	"19 years"	"19"	"Male"	"M"	764	646304	118.2
	"1999"	"1999"	"20 years"	"20"	"Female"	"F"	247	581232	42.5
	"1999"	"1999"	"20 years"	"20"	"Male"	"M"	792	622673	127.2
	"1999"	"1999"	"21 years"	"21"	"Female"	"F"	241	562705	42.8
	"1999"	"1999"	"21 years"	"21"	"Male"	"M"	771	598193	128.9
	"1999"	"1999"	"22 years"	"22"	"Female"	"F"	211	559733	37.7
	"1999"	"1999"	"22 years"	"22"	"Male"	"M"	712	592217	120.2
	"1999"	"1999"	"23 years"	"23"	"Female"	"F"	236	548851	43.0
	"1999"	"1999"	"23 years"	"23"	"Male"	"M"	709	575870	123.1
	"1999"	"1999"	"24 years"	"24"	"Female"	"F"	230	569572	40.4
	"1999"	"1999"	"24 years"	"24"	"Male"	"M"	677	593391	114.1
	"1999"	"1999"	"25 years"	"25"	"Female"	"F"	259	573193	45.2
	"1999"	"1999"	"25 years"	"25"	"Male"	"M"	598	595876	100.4
	"1999"	"1999"	"26 years"	"26"	"Female"	"F"	254	581872	43.7
	"1999"	"1999"	"26 years"	"26"	"Male"	"M"	692	598345	115.7
	"1999"	"1999"	"27 years"	"27"	"Female"	"F"	277	618107	44.8
	"1999"	"1999"	"27 years"	"27"	"Male"	"M"	711	634981	112.0
	"1999"	"1999"	"28 years"	"28"	"Female"	"F"	319	654401	48.7
	"1999"	"1999"	"28 years"	"28"	"Male"	"M"	743	667612	111.3
	"1999"	"1999"	"29 years"	"29"	"Female"	"F"	332	665227	49.9
	"1999"	"1999"	"29 years"	"29"	"Male"	"M"	784	678436	115.6
	"1999"	"1999"	"30 years"	"30"	"Female"	"F"	333	669182	49.8
	"1999"	"1999"	"30 years"	"30"	"Male"	"M"	794	691351	114.8
	"1999"	"1999"	"31 years"	"31"	"Female"	"F"	372	629459	59.1
	"1999"	"1999"	"31 years"	"31"	"Male"	"M"	844	641968	131.5
	"1999"	"1999"	"32 years"	"32"	"Female"	"F"	448	643858	69.6
	"1999"	"1999"	"32 years"	"32"	"Male"	"M"	929	656390	141.5
	"1999"	"1999"	"33 years"	"33"	"Female"	"F"	460	646589	71.1
	"1999"	"1999"	"33 years"	"33"	"Male"	"M"	1001	657300	152.3
	"1999"	"1999"	"34 years"	"34"	"Female"	"F"	498	681606	73.1
	"1999"	"1999"	"34 years"	"34"	"Male"	"M"	1094	694672	157.5
	"1999"	"1999"	"35 years"	"35"	"Female"	"F"	530	714505	74.2
	"1999"	"1999"	"35 years"	"35"	"Male"	"M"	1160	729758	159.0
	"1999"	"1999"	"36 years"	"36"	"Female"	"F"	672	708255	94.9
	"1999"	"1999"	"36 years"	"36"	"Male"	"M"	1233	709040	173.9
	"1999"	"1999"	"37 years"	"37"	"Female"	"F"	723	707258	102.2
	"1999"	"1999"	"37 years"	"37"	"Male"	"M"	1348	711056	189.6
	"1999"	"1999"	"38 years"	"38"	"Female"	"F"	857	703206	121.9
	"1999"	"1999"	"38 years"	"38"	"Male"	"M"	1491	702592	212.2
	"1999"	"1999"	"39 years"	"39"	"Female"	"F"	834	709549	117.5
	"1999"	"1999"	"39 years"	"39"	"Male"	"M"	1582	708694	223.2
	"1999"	"1999"	"40 years"	"40"	"Female"	"F"	923	715298	129.0
	"1999"	"1999"	"40 years"	"40"	"Male"	"M"	1674	720244	232.4
	"1999"	"1999"	"41 years"	"41"	"Female"	"F"	1015	681313	149.0
	"1999"	"1999"	"41 years"	"41"	"Male"	"M"	1801	675252	266.7
	"1999"	"1999"	"42 years"	"42"	"Female"	"F"	1068	685282	155.8
	"1999"	"1999"	"42 years"	"42"	"Male"	"M"	1897	680922	278.6
