"Notes"	"Year"	"Year Code"	"Single-Year Ages"	"Single-Year Ages Code"	"Gender"	"Gender Code"	Deaths	Population	Crude Rate
	"1999"	"1999"	"< 1 year"	"0"	"Female"	"F"	3471	590008	588.3
	"1999"	"1999"	"< 1 year"	"0"	"Male"	"M"	4227	618841	683.1
	"1999"	"1999"	"1 year"	"1"	"Female"	"F"	264	586361	45.0
	"1999"	"1999"	"1 year"	"1"	"Male"	"M"	316	614680	51.4
	"1999"	"1999"	"2 years"	"2"	"Female"	"F"	161	591257	27.2
	"1999"	"1999"	"2 years"	"2"	"Male"	"M"	246	617538	39.8
	"1999"	"1999"	"3 years"	"3"	"Female"	"F"	143	604319	23.7
	"1999"	"1999"	"3 years"	"3"	"Male"	"M"	174	633030	27.5
	"1999"	"1999"	"4 years"	"4"	"Female"	"F"	106	627466	16.9
	"1999"	"1999"	"4 years"	"4"	"Male"	"M"	131	658011	19.9
	"1999"	"1999"	"5 years"	"5"	"Female"	"F"	97	634820	15.3
	"1999"	"1999"	"5 years"	"5"	"Male"	"M"	133	665081	20.0
	"1999"	"1999"	"6 years"	"6"	"Female"	"F"	87	640287	13.6
	"1999"	"1999"	"6 years"	"6"	"Male"	"M"	107	671973	15.9
	"1999"	"1999"	"7 years"	"7"	"Female"	"F"	92	657653	14.0
	"1999"	"1999"	"7 years"	"7"	"Male"	"M"	127	686821	18.5
	"1999"	"1999"	"8 years"	"8"	"Female"	"F"	95	656585	14.5
	"1999"	"1999"	"8 years"	"8"	"Male"	"M"	103	688367	15.0
	"1999"	"1999"	"9 years"	"9"	"Female"	"F"	87	645502	13.5
	"1999"	"1999"	"9 years"	"9"	"Male"	"M"	109	678460	16.1
	"1999"	"1999"	"10 years"	"10"	"Female"	"F"	91	632429	14.4
	"1999"	"1999"	"10 years"	"10"	"Male"	"M"	111	664977	16.7
	"1999"	"1999"	"11 years"	"11"	"Female"	"F"	82	618761	13.3
	"1999"	"1999"	"11 years"	"11"	"Male"	"M"	135	648933	20.8
	"1999"	"1999"	"12 years"	"12"	"Female"	"F"	94	611199	15.4
	"1999"	"1999"	"12 years"	"12"	"Male"	"M"	108	641674	16.8
	"1999"	"1999"	"13 years"	"13"	"Female"	"F"	96	607090	15.8
	"1999"	"1999"	"13 years"	"13"	"Male"	"M"	172	637365	27.0
	"1999"	"1999"	"14 years"	"14"	"Female"	"F"	104	604421	17.2
	"1999"	"1999"	"14 years"	"14"	"Male"	"M"	200	635561	31.5
	"1999"	"1999"	"15 years"	"15"	"Female"	"F"	134	590911	22.7
	"1999"	"1999"	"15 years"	"15"	"Male"	"M"	257	623036	41.2
	"1999"	"1999"	"16 years"	"16"	"Female"	"F"	185	601898	30.7
	"1999"	"1999"	"16 years"	"16"	"Male"	"M"	404	642845	62.8
	"1999"	"1999"	"17 years"	"17"	"Female"	"F"	255	598509	42.6
	"1999"	"1999"	"17 years"	"17"	"Male"	"M"	552	647386	85.3
	"1999"	"1999"	"18 years"	"18"	"Female"	"F"	231	590844	39.1
	"1999"	"1999"	"18 years"	"18"	"Male"	"M"	665	633067	105.0
	"1999"	"1999"	"19 years"	"19"	"Female"	"F"	258	606319	42.6
	"1999"	"1999"	"19 years"	"19"	"Male"	"M"	765	646343	118.4
	"1999"	"1999"	"20 years"	"20"	"Female"	"F"	243	580623	41.9
	"1999"	"1999"	"20 years"	"20"	"Male"	"M"	793	622703	127.3
	"1999"	"1999"	"21 years"	"21"	"Female"	"F"	240	562428	42.7
	"1999"	"1999"	"21 years"	"21"	"Male"	"M"	772	598263	129.0
	"1999"	"1999"	"22 years"	"22"	"Female"	"F"	211	559728	37.7
	"1999"	"1999"	"22 years"	"22"	"Male"	"M"	719	592430	121.4
	"1999"	"1999"	"23 years"	"23"	"Female"	"F"	237	549378	43.1
	"1999"	"1999"	"23 years"	"23"	"Male"	"M"	708	576434	122.8
	"1999"	"1999"	"24 years"	"24"	"Female"	"F"	233	570189	40.9
	"1999"	"1999"	"24 years"	"24"	"Male"	"M"	676	594062	113.8
	"1999"	"1999"	"25 years"	"25"	"Female"	"F"	259	573739	45.1
	"1999"	"1999"	"25 years"	"25"	"Male"	"M"	597	596354	100.1
	"1999"	"1999"	"26 years"	"26"	"Female"	"F"	255	582371	43.8
	"1999"	"1999"	"26 years"	"26"	"Male"	"M"	691	598976	115.4
	"1999"	"1999"	"27 years"	"27"	"Female"	"F"	278	618439	45.0
	"1999"	"1999"	"27 years"	"27"	"Male"	"M"	712	635228	112.1
	"1999"	"1999"	"28 years"	"28"	"Female"	"F"	316	654585	48.3
	"1999"	"1999"	"28 years"	"28"	"Male"	"M"	744	667922	111.4
	"1999"	"1999"	"29 years"	"29"	"Female"	"F"	329	665262	49.5
	"1999"	"1999"	"29 years"	"29"	"Male"	"M"	781	678707	115.1
	"1999"	"1999"	"30 years"	"30"	"Female"	"F"	334	669091	49.9
	"1999"	"1999"	"30 years"	"30"	"Male"	"M"	796	691465	115.1
	"1999"	"1999"	"31 years"	"31"	"Female"	"F"	371	629637	58.9
	"1999"	"1999"	"31 years"	"31"	"Male"	"M"	842	642155	131.1
	"1999"	"1999"	"32 years"	"32"	"Female"	"F"	448	643983	69.6
	"1999"	"1999"	"32 years"	"32"	"Male"	"M"	929	656729	141.5
	"1999"	"1999"	"33 years"	"33"	"Female"	"F"	461	646623	71.3
	"1999"	"1999"	"33 years"	"33"	"Male"	"M"	995	657602	151.3
	"1999"	"1999"	"34 years"	"34"	"Female"	"F"	496	681746	72.8
	"1999"	"1999"	"34 years"	"34"	"Male"	"M"	1099	694856	158.2
	"1999"	"1999"	"35 years"	"35"	"Female"	"F"	533	714715	74.6
	"1999"	"1999"	"35 years"	"35"	"Male"	"M"	1158	730222	158.6
	"1999"	"1999"	"36 years"	"36"	"Female"	"F"	671	708497	94.7
	"1999"	"1999"	"36 years"	"36"	"Male"	"M"	1232	709406	173.7
	"1999"	"1999"	"37 years"	"37"	"Female"	"F"	721	707380	101.9
	"1999"	"1999"	"37 years"	"37"	"Male"	"M"	1351	711583	189.9
	"1999"	"1999"	"38 years"	"38"	"Female"	"F"	859	703656	122.1
	"1999"	"1999"	"38 years"	"38"	"Male"	"M"	1484	703107	211.1
	"1999"	"1999"	"39 years"	"39"	"Female"	"F"	836	709929	117.8
