"Notes"	"Year"	"Year Code"	"Single-Year Ages"	"Single-Year Ages Code"	"Gender"	"Gender Code"	Deaths	Population	Crude Rate
	"1999"	"1999"	"< 1 year"	"0"	"Female"	"F"	3446	588969	585.1
	"1999"	"1999"	"< 1 year"	"0"	"Male"	"M"	4227	617687	684.3
	"1999"	"1999"	"1 year"	"1"	"Female"	"F"	262	585281	44.8
	"1999"	"1999"	"1 year"	"1"	"Male"	"M"	317	613640	51.7
	"1999"	"1999"	"2 years"	"2"	"Female"	"F"	161	589975	27.3
	"1999"	"1999"	"2 years"	"2"	"Male"	"M"	246	616501	39.9
	"1999"	"1999"	"3 years"	"3"	"Female"	"F"	142	603264	23.5
	"1999"	"1999"	"3 years"	"3"	"Male"	"M"	172	632012	27.2
	"1999"	"1999"	"4 years"	"4"	"Female"	"F"	106	626375	16.9
	"1999"	"1999"	"4 years"	"4"	"Male"	"M"	130	657001	19.8
	"1999"	"1999"	"5 years"	"5"	"Female"	"F"	97	633806	15.3
	"1999"	"1999"	"5 years"	"5"	"Male"	"M"	133	664076	20.0
	"1999"	"1999"	"6 years"	"6"	"Female"	"F"	88	639291	13.8
	"1999"	"1999"	"6 years"	"6"	"Male"	"M"	108	671052	16.1
	"1999"	"1999"	"7 years"	"7"	"Female"	"F"	91	656683	13.9
	"1999"	"1999"	"7 years"	"7"	"Male"	"M"	126	685782	18.4
	"1999"	"1999"	"8 years"	"8"	"Female"	"F"	97	655519	14.8
	"1999"	"1999"	"8 years"	"8"	"Male"	"M"	103	687376	15.0
	"1999"	"1999"	"9 years"	"9"	"Female"	"F"	87	644233	13.5
	"1999"	"1999"	"9 years"	"9"	"Male"	"M"	110	677387	16.2
	"1999"	"1999"	"10 years"	"10"	"Female"	"F"	91	631356	14.4
	"1999"	"1999"	"10 years"	"10"	"Male"	"M"	111	663851	16.7
	"1999"	"1999"	"11 years"	"11"	"Female"	"F"	84	617819	13.6
	"1999"	"1999"	"11 years"	"11"	"Male"	"M"	135	647895	20.8
	"1999"	"1999"	"12 years"	"12"	"Female"	"F"	94	610140	15.4
	"1999"	"1999"	"12 years"	"12"	"Male"	"M"	108	640597	16.9
	"1999"	"1999"	"13 years"	"13"	"Female"	"F"	96	606116	15.8
	"1999"	"1999"	"13 years"	"13"	"Male"	"M"	172	636299	27.0
	"1999"	"1999"	"14 years"	"14"	"Female"	"F"	103	603339	17.1
	"1999"	"1999"	"14 years"	"14"	"Male"	"M"	198	634413	31.2
	"1999"	"1999"	"15 years"	"15"	"Female"	"F"	133	589724	22.6
	"1999"	"1999"	"15 years"	"15"	"Male"	"M"	254	621769	40.9
	"1999"	"1999"	"16 years"	"16"	"Female"	"F"	187	600863	31.1
	"1999"	"1999"	"16 years"	"16"	"Male"	"M"	403	641741	62.8
	"1999"	"1999"	"17 years"	"17"	"Female"	"F"	256	597401	42.9
	"1999"	"1999"	"17 years"	"17"	"Male"	"M"	549	646238	85.0
	"1999"	"1999"	"18 years"	"18"	"Female"	"F"	230	590576	38.9
	"1999"	"1999"	"18 years"	"18"	"Male"	"M"	663	632513	104.8
	"1999"	"1999"	"19 years"	"19"	"Female"	"F"	257	606643	42.4
	"1999"	"1999"	"19 years"	"19"	"Male"	"M"	764	646486	118.2
	"1999"	"1999"	"20 years"	"20"	"Female"	"F"	245	580953	42.2
	"1999"	"1999"	"20 years"	"20"	"Male"	"M"	796	622951	127.8
	"1999"	"1999"	"21 years"	"21"	"Female"	"F"	239	562722	42.5
	"1999"	"1999"	"21 years"	"21"	"Male"	"M"	770	598450	128.7
	"1999"	"1999"	"22 years"	"22"	"Female"	"F"	211	559532	37.7
	"1999"	"1999"	"22 years"	"22"	"Male"	"M"	715	592357	120.7
	"1999"	"1999"	"23 years"	"23"	"Female"	"F"	236	548508	43.0
	"1999"	"1999"	"23 years"	"23"	"Male"	"M"	709	575812	123.1
