"Notes"	"Year"	"Year Code"	"Single-Year Ages"	"Single-Year Ages Code"	"Gender"	"Gender Code"	Deaths	Population	Crude Rate
	"1999"	"1999"	"< 1 year"	"0"	"Female"	"F"	3484	590963	589.5
	"1999"	"1999"	"< 1 year"	"0"	"Male"	"M"	4279	619807	690.4
	"1999"	"1999"	"1 year"	"1"	"Female"	"F"	265	587306	45.1
	"1999"	"1999"	"1 year"	"1"	"Male"	"M"	319	615648	51.8
	"1999"	"1999"	"2 years"	"2"	"Female"	"F"	162	592091	27.4
	"1999"	"1999"	"2 years"	"2"	"Male"	"M"	249	618472	40.3
	"1999"	"1999"	"3 years"	"3"	"Female"	"F"	144	605090	23.8
	"1999"	"1999"	"3 years"	"3"	"Male"	"M"	172	633946	27.1
	"1999"	"1999"	"4 years"	"4"	"Female"	"F"	107	628405	17.0
	"1999"	"1999"	"4 years"	"4"	"Male"	"M"	130	659148	19.7
	"1999"	"1999"	"5 years"	"5"	"Female"	"F"	98	635895	15.4
	"1999"	"1999"	"5 years"	"5"	"Male"	"M"	132	666172	19.8
	"1999"	"1999"	"6 years"	"6"	"Female"	"F"	89	641496	13.9
	"1999"	"1999"	"6 years"	"6"	"Male"	"M"	109	673373	16.2
	"1999"	"1999"	"7 years"	"7"	"Female"	"F"	92	658873	14.0
	"1999"	"1999"	"7 years"	"7"	"Male"	"M"	126	688044	18.3
	"1999"	"1999"	"8 years"	"8"	"Female"	"F"	98	657611	14.9
	"1999"	"1999"	"8 years"	"8"	"Male"	"M"	102	689612	14.8
	"1999"	"1999"	"9 years"	"9"	"Female"	"F"	86	646594	13.3
	"1999"	"1999"	"9 years"	"9"	"Male"	"M"	109	679635	16.0
	"1999"	"1999"	"10 years"	"10"	"Female"	"F"	95	633637	15.0
	"1999"	"1999"	"10 years"	"10"	"Male"	"M"	113	666268	17.0
	"1999"	"1999"	"11 years"	"11"	"Female"	"F"	84	620077	13.5
	"1999"	"1999"	"11 years"	"11"	"Male"	"M"	134	650139	20.6
	"1999"	"1999"	"12 years"	"12"	"Female"	"F"	94	612375	15.4
	"1999"	"1999"	"12 years"	"12"	"Male"	"M"	110	642977	17.1
	"1999"	"1999"	"13 years"	"13"	"Female"	"F"	96	608277	15.8
	"1999"	"1999"	"13 years"	"13"	"Male"	"M"	173	638695	27.1
	"1999"	"1999"	"14 years"	"14"	"Female"	"F"	105	605651	17.3
	"1999"	"1999"	"14 years"	"14"	"Male"	"M"	199	636903	31.2
	"1999"	"1999"	"15 years"	"15"	"Female"	"F"	133	591990	22.5
	"1999"	"1999"	"15 years"	"15"	"Male"	"M"	256	624229	41.0
	"1999"	"1999"	"16 years"	"16"	"Female"	"F"	188	603230	31.2
	"1999"	"1999"	"16 years"	"16"	"Male"	"M"	407	644048	63.2
	"1999"	"1999"	"17 years"	"17"	"Female"	"F"	256	599908	42.7
	"1999"	"1999"	"17 years"	"17"	"Male"	"M"	553	648635	85.3
	"1999"	"1999"	"18 years"	"18"	"Female"	"F"	232	592154	39.2
	"1999"	"1999"	"18 years"	"18"	"Male"	"M"	667	634191	105.2
	"1999"	"1999"	"19 years"	"19"	"Female"	"F"	263	607740	43.3
	"1999"	"1999"	"19 years"	"19"	"Male"	"M"	774	647349	119.6
	"1999"	"1999"	"20 years"	"20"	"Female"	"F"	246	581964	42.3
	"1999"	"1999"	"20 years"	"20"	"Male"	"M"	792	623809	127.0
	"1999"	"1999"	"21 years"	"21"	"Female"	"F"	242	563840	42.9
	"1999"	"1999"	"21 years"	"21"	"Male"	"M"	779	599451	130.0
	"1999"	"1999"	"22 years"	"22"	"Female"	"F"	216	561254	38.5
	"1999"	"1999"	"22 years"	"22"	"Male"	"M"	725	593482	122.2
	"1999"	"1999"	"23 years"	"23"	"Female"	"F"	237	550484	43.1
	"1999"	"1999"	"23 years"	"23"	"Male"	"M"	718	577334	124.4
	"1999"	"1999"	"24 years"	"24"	"Female"	"F"	235	571473	41.1
	"1999"	"1999"	"24 years"	"24"	"Male"	"M"	680	595004	114.3
	"1999"	"1999"	"25 years"	"25"	"Female"	"F"	264	574901	45.9
	"1999"	"1999"	"25 years"	"25"	"Male"	"M"	603	597301	101.0
	"1999"	"1999"	"26 years"	"26"	"Female"	"F"	256	583709	43.9
	"1999"	"1999"	"26 years"	"26"	"Male"	"M"	692	599848	115.4
	"1999"	"1999"	"27 years"	"27"	"Female"	"F"	283	619885	45.7
	"1999"	"1999"	"27 years"	"27"	"Male"	"M"	721	636301	113.3
	"1999"	"1999"	"28 years"	"28"	"Female"	"F"	319	655935	48.6
	"1999"	"1999"	"28 years"	"28"	"Male"	"M"	748	669121	111.8
	"1999"	"1999"	"29 years"	"29"	"Female"	"F"	334	666815	50.1
	"1999"	"1999"	"29 years"	"29"	"Male"	"M"	784	679916	115.3
	"1999"	"1999"	"30 years"	"30"	"Female"	"F"	336	670580	50.1
	"1999"	"1999"	"30 years"	"30"	"Male"	"M"	798	692548	115.2
	"1999"	"1999"	"31 years"	"31"	"Female"	"F"	370	630884	58.6
	"1999"	"1999"	"31 years"	"31"	"Male"	"M"	846	643213	131.5
	"1999"	"1999"	"32 years"	"32"	"Female"	"F"	452	645174	70.1
	"1999"	"1999"	"32 years"	"32"	"Male"	"M"	937	657482	142.5
	"1999"	"1999"	"33 years"	"33"	"Female"	"F"	459	647980	70.8
	"1999"	"1999"	"33 years"	"33"	"Male"	"M"	1004	658480	152.5
	"1999"	"1999"	"34 years"	"34"	"Female"	"F"	496	683135	72.6
	"1999"	"1999"	"34 years"	"34"	"Male"	"M"	1101	695912	158.2
	"1999"	"1999"	"35 years"	"35"	"Female"	"F"	534	716408	74.5
	"1999"	"1999"	"35 years"	"35"	"Male"	"M"	1166	731287	159.4
	"1999"	"1999"	"36 years"	"36"	"Female"	"F"	669	710057	94.2
	"1999"	"1999"	"36 years"	"36"	"Male"	"M"	1238	710491	174.2
	"1999"	"1999"	"37 years"	"37"	"Female"	"F"	729	709036	102.8
	"1999"	"1999"	"37 years"	"37"	"Male"	"M"	1365	712563	191.6
	"1999"	"1999"	"38 years"	"38"	"Female"	"F"	871	705206	123.5
	"1999"	"1999"	"38 years"	"38"	"Male"	"M"	1497	704103	212.6
	"1999"	"1999"	"39 years"	"39"	"Female"	"F"	846	711696	118.9
	"1999"	"1999"	"39 years"	"39"	"Male"	"M"	1575	710418	221.7
	"1999"	"1999"	"40 years"	"40"	"Female"	"F"	926	717409	129.1
	"1999"	"1999"	"40 years"	"40"	"Male"	"M"	1687	722166	233.6
	"1999"	"1999"	"41 years"	"41"	"Female"	"F"	1026	683522	150.1
	"1999"	"1999"	"41 years"	"41"	"Male"	"M"	1817	676781	268.5
	"1999"	"1999"	"42 years"	"42"	"Female"	"F"	1081	687684	157.2
	"1999"	"1999"	"42 years"	"42"	"Male"	"M"	1924	682838	281.8
	"1999"	"1999"	"43 years"	"43"	"Female"	"F"	1161	664911	174.6
