"Notes"	"Year"	"Year Code"	"Single-Year Ages"	"Single-Year Ages Code"	"Gender"	"Gender Code"	Deaths	Population	Crude Rate
	"1999"	"1999"	"< 1 year"	"0"	"Female"	"F"	3527	593253	594.5
	"1999"	"1999"	"< 1 year"	"0"	"Male"	"M"	4297	622199	690.6
	"1999"	"1999"	"1 year"	"1"	"Female"	"F"	267	589788	45.3
	"1999"	"1999"	"1 year"	"1"	"Male"	"M"	321	617951	51.9
	"1999"	"1999"	"2 years"	"2"	"Female"	"F"	162	594438	27.3
	"1999"	"1999"	"2 years"	"2"	"Male"	"M"	249	621057	40.1
	"1999"	"1999"	"3 years"	"3"	"Female"	"F"	145	607606	23.9
	"1999"	"1999"	"3 years"	"3"	"Male"	"M"	175	636488	27.5
	"1999"	"1999"	"4 years"	"4"	"Female"	"F"	110	631082	17.4
	"1999"	"1999"	"4 years"	"4"	"Male"	"M"	134	661868	20.2
	"1999"	"1999"	"5 years"	"5"	"Female"	"F"	99	638570	15.5
	"1999"	"1999"	"5 years"	"5"	"Male"	"M"	135	669058	20.2
	"1999"	"1999"	"6 years"	"6"	"Female"	"F"	88	644177	13.7
	"1999"	"1999"	"6 years"	"6"	"Male"	"M"	109	675933	16.1
	"1999"	"1999"	"7 years"	"7"	"Female"	"F"	91	661565	13.8
	"1999"	"1999"	"7 years"	"7"	"Male"	"M"	129	691041	18.7
	"1999"	"1999"	"8 years"	"8"	"Female"	"F"	95	660616	14.4
	"1999"	"1999"	"8 years"	"8"	"Male"	"M"	104	692315	15.0
	"1999"	"1999"	"9 years"	"9"	"Female"	"F"	87	649145	13.4
	"1999"	"1999"	"9 years"	"9"	"Male"	"M"	113	682520	16.6
	"1999"	"1999"	"10 years"	"10"	"Female"	"F"	91	636038	14.3
	"1999"	"1999"	"10 years"	"10"	"Male"	"M"	111	668834	16.6
	"1999"	"1999"	"11 years"	"11"	"Female"	"F"	82	622481	13.2
	"1999"	"1999"	"11 years"	"11"	"Male"	"M"	139	652586	21.3
	"1999"	"1999"	"12 years"	"12"	"Female"	"F"	95	614579	15.5
	"1999"	"1999"	"12 years"	"12"	"Male"	"M"	109	645378	16.9
	"1999"	"1999"	"13 years"	"13"	"Female"	"F"	98	610464	16.1
	"1999"	"1999"	"13 years"	"13"	"Male"	"M"	175	640717	27.3
	"1999"	"1999"	"14 years"	"14"	"Female"	"F"	106	607741	17.4
	"1999"	"1999"	"14 years"	"14"	"Male"	"M"	201	639002	31.5
	"1999"	"1999"	"15 years"	"15"	"Female"	"F"	133	594146	22.4
	"1999"	"1999"	"15 years"	"15"	"Male"	"M"	261	626343	41.7
	"1999"	"1999"	"16 years"	"16"	"Female"	"F"	190	605018	31.4
	"1999"	"1999"	"16 years"	"16"	"Male"	"M"	409	646257	63.3
	"1999"	"1999"	"17 years"	"17"	"Female"	"F"	256	601763	42.5
	"1999"	"1999"	"17 years"	"17"	"Male"	"M"	557	650890	85.6
	"1999"	"1999"	"18 years"	"18"	"Female"	"F"	233	593906	39.2
	"1999"	"1999"	"18 years"	"18"	"Male"	"M"	673	636272	105.8
	"1999"	"1999"	"19 years"	"19"	"Female"	"F"	257	609415	42.2
	"1999"	"1999"	"19 years"	"19"	"Male"	"M"	774	649496	119.2
	"1999"	"1999"	"20 years"	"20"	"Female"	"F"	249	583635	42.7
	"1999"	"1999"	"20 years"	"20"	"Male"	"M"	798	625748	127.5
	"1999"	"1999"	"21 years"	"21"	"Female"	"F"	244	565093	43.2
	"1999"	"1999"	"21 years"	"21"	"Male"	"M"	781	601013	129.9
