"Notes"	"Year"	"Year Code"	"Single-Year Ages"	"Single-Year Ages Code"	"Gender"	"Gender Code"	Deaths	Population	Crude Rate
	"1999"	"1999"	"< 1 year"	"0"	"Female"	"F"	3482	591559	588.6
	"1999"	"1999"	"< 1 year"	"0"	"Male"	"M"	4273	620463	688.7
	"1999"	"1999"	"1 year"	"1"	"Female"	"F"	266	587867	45.2
	"1999"	"1999"	"1 year"	"1"	"Male"	"M"	318	616178	51.6
	"1999"	"1999"	"2 years"	"2"	"Female"	"F"	162	592465	27.3
	"1999"	"1999"	"2 years"	"2"	"Male"	"M"	247	619135	39.9
	"1999"	"1999"	"3 years"	"3"	"Female"	"F"	143	605485	23.6
	"1999"	"1999"	"3 years"	"3"	"Male"	"M"	173	634367	27.3
	"1999"	"1999"	"4 years"	"4"	"Female"	"F"	106	628495	16.9
	"1999"	"1999"	"4 years"	"4"	"Male"	"M"	133	659247	20.2
	"1999"	"1999"	"5 years"	"5"	"Female"	"F"	98	636113	15.4
	"1999"	"1999"	"5 years"	"5"	"Male"	"M"	131	666390	19.7
	"1999"	"1999"	"6 years"	"6"	"Female"	"F"	87	641511	13.6
	"1999"	"1999"	"6 years"	"6"	"Male"	"M"	107	673358	15.9
	"1999"	"1999"	"7 years"	"7"	"Female"	"F"	92	658976	14.0
	"1999"	"1999"	"7 years"	"7"	"Male"	"M"	127	688209	18.5
	"1999"	"1999"	"8 years"	"8"	"Female"	"F"	95	657713	14.4
	"1999"	"1999"	"8 years"	"8"	"Male"	"M"	103	689810	14.9
	"1999"	"1999"	"9 years"	"9"	"Female"	"F"	86	646513	13.3
	"1999"	"1999"	"9 years"	"9"	"Male"	"M"	110	679561	16.2
	"1999"	"1999"	"10 years"	"10"	"Female"	"F"	92	633557	14.5
	"1999"	"1999"	"10 years"	"10"	"Male"	"M"	110	666040	16.5
	"1999"	"1999"	"11 years"	"11"	"Female"	"F"	82	619955	13.2
	"1999"	"1999"	"11 years"	"11"	"Male"	"M"	136	650024	20.9
	"1999"	"1999"	"12 years"	"12"	"Female"	"F"	97	612426	15.8
	"1999"	"1999"	"12 years"	"12"	"Male"	"M"	109	642847	17.0
	"1999"	"1999"	"13 years"	"13"	"Female"	"F"	96	608074	15.8
	"1999"	"1999"	"13 years"	"13"	"Male"	"M"	175	638542	27.4
	"1999"	"1999"	"14 years"	"14"	"Female"	"F"	104	605678	17.2
	"1999"	"1999"	"14 years"	"14"	"Male"	"M"	201	636869	31.6
	"1999"	"1999"	"15 years"	"15"	"Female"	"F"	138	592204	23.3
	"1999"	"1999"	"15 years"	"15"	"Male"	"M"	255	624262	40.8
	"1999"	"1999"	"16 years"	"16"	"Female"	"F"	187	603245	31.0
	"1999"	"1999"	"16 years"	"16"	"Male"	"M"	412	644393	63.9
	"1999"	"1999"	"17 years"	"17"	"Female"	"F"	258	599924	43.0
	"1999"	"1999"	"17 years"	"17"	"Male"	"M"	557	648699	85.9
	"1999"	"1999"	"18 years"	"18"	"Female"	"F"	232	592433	39.2
	"1999"	"1999"	"18 years"	"18"	"Male"	"M"	672	634446	105.9
	"1999"	"1999"	"19 years"	"19"	"Female"	"F"	258	608273	42.4
	"1999"	"1999"	"19 years"	"19"	"Male"	"M"	768	647919	118.5
	"1999"	"1999"	"20 years"	"20"	"Female"	"F"	245	582593	42.1
	"1999"	"1999"	"20 years"	"20"	"Male"	"M"	799	624440	128.0
	"1999"	"1999"	"21 years"	"21"	"Female"	"F"	239	564338	42.4
	"1999"	"1999"	"21 years"	"21"	"Male"	"M"	772	600058	128.7
	"1999"	"1999"	"22 years"	"22"	"Female"	"F"	212	561621	37.7
	"1999"	"1999"	"22 years"	"22"	"Male"	"M"	717	594179	120.7
	"1999"	"1999"	"23 years"	"23"	"Female"	"F"	238	551020	43.2
	"1999"	"1999"	"23 years"	"23"	"Male"	"M"	718	578031	124.2
	"1999"	"1999"	"24 years"	"24"	"Female"	"F"	238	571570	41.6
	"1999"	"1999"	"24 years"	"24"	"Male"	"M"	678	595746	113.8
	"1999"	"1999"	"25 years"	"25"	"Female"	"F"	259	575179	45.0
	"1999"	"1999"	"25 years"	"25"	"Male"	"M"	600	597957	100.3
	"1999"	"1999"	"26 years"	"26"	"Female"	"F"	254	583723	43.5
	"1999"	"1999"	"26 years"	"26"	"Male"	"M"	692	600494	115.2
	"1999"	"1999"	"27 years"	"27"	"Female"	"F"	282	619948	45.5
