"Notes"	"Year"	"Year Code"	"Single-Year Ages"	"Single-Year Ages Code"	"Gender"	"Gender Code"	Deaths	Population	Crude Rate
	"1999"	"1999"	"< 1 year"	"0"	"Female"	"F"	3469	591281	586.7
	"1999"	"1999"	"< 1 year"	"0"	"Male"	"M"	4261	620156	687.1
	"1999"	"1999"	"1 year"	"1"	"Female"	"F"	265	587617	45.1
	"1999"	"1999"	"1 year"	"1"	"Male"	"M"	319	615963	51.8
	"1999"	"1999"	"2 years"	"2"	"Female"	"F"	161	592278	27.2
	"1999"	"1999"	"2 years"	"2"	"Male"	"M"	245	618796	39.6
	"1999"	"1999"	"3 years"	"3"	"Female"	"F"	142	605429	23.5
	"1999"	"1999"	"3 years"	"3"	"Male"	"M"	173	634162	27.3
	"1999"	"1999"	"4 years"	"4"	"Female"	"F"	106	628675	16.9
	"1999"	"1999"	"4 years"	"4"	"Male"	"M"	130	659244	19.7
	"1999"	"1999"	"5 years"	"5"	"Female"	"F"	97	635980	15.3
	"1999"	"1999"	"5 years"	"5"	"Male"	"M"	131	666315	19.7
	"1999"	"1999"	"6 years"	"6"	"Female"	"F"	88	641611	13.7
	"1999"	"1999"	"6 years"	"6"	"Male"	"M"	109	673415	16.2
	"1999"	"1999"	"7 years"	"7"	"Female"	"F"	93	659072	14.1
	"1999"	"1999"	"7 years"	"7"	"Male"	"M"	128	688366	18.6
	"1999"	"1999"	"8 years"	"8"	"Female"	"F"	96	657836	14.6
	"1999"	"1999"	"8 years"	"8"	"Male"	"M"	104	689912	15.1
	"1999"	"1999"	"9 years"	"9"	"Female"	"F"	86	646792	13.3
	"1999"	"1999"	"9 years"	"9"	"Male"	"M"	110	679770	16.2
	"1999"	"1999"	"10 years"	"10"	"Female"	"F"	92	633812	14.5
	"1999"	"1999"	"10 years"	"10"	"Male"	"M"	110	666478	16.5
	"1999"	"1999"	"11 years"	"11"	"Female"	"F"	82	620181	13.2
	"1999"	"1999"	"11 years"	"11"	"Male"	"M"	135	650438	20.8
	"1999"	"1999"	"12 years"	"12"	"Female"	"F"	94	612504	15.3
	"1999"	"1999"	"12 years"	"12"	"Male"	"M"	111	643102	17.3
	"1999"	"1999"	"13 years"	"13"	"Female"	"F"	97	608309	15.9
	"1999"	"1999"	"13 years"	"13"	"Male"	"M"	174	638643	27.2
	"1999"	"1999"	"14 years"	"14"	"Female"	"F"	104	605698	17.2
	"1999"	"1999"	"14 years"	"14"	"Male"	"M"	200	636909	31.4
	"1999"	"1999"	"15 years"	"15"	"Female"	"F"	135	591970	22.8
	"1999"	"1999"	"15 years"	"15"	"Male"	"M"	256	624211	41.0
	"1999"	"1999"	"16 years"	"16"	"Female"	"F"	184	603001	30.5
	"1999"	"1999"	"16 years"	"16"	"Male"	"M"	410	644119	63.7
	"1999"	"1999"	"17 years"	"17"	"Female"	"F"	255	599655	42.5
	"1999"	"1999"	"17 years"	"17"	"Male"	"M"	556	648592	85.7
	"1999"	"1999"	"18 years"	"18"	"Female"	"F"	233	592047	39.4
	"1999"	"1999"	"18 years"	"18"	"Male"	"M"	676	634140	106.6
	"1999"	"1999"	"19 years"	"19"	"Female"	"F"	258	607195	42.5
	"1999"	"1999"	"19 years"	"19"	"Male"	"M"	771	647076	119.2
	"1999"	"1999"	"20 years"	"20"	"Female"	"F"	245	581651	42.1
	"1999"	"1999"	"20 years"	"20"	"Male"	"M"	795	623513	127.5
	"1999"	"1999"	"21 years"	"21"	"Female"	"F"	243	563333	43.1
	"1999"	"1999"	"21 years"	"21"	"Male"	"M"	778	599065	129.9
	"1999"	"1999"	"22 years"	"22"	"Female"	"F"	211	560580	37.6
	"1999"	"1999"	"22 years"	"22"	"Male"	"M"	727	593153	122.6
	"1999"	"1999"	"23 years"	"23"	"Female"	"F"	236	550200	42.9
	"1999"	"1999"	"23 years"	"23"	"Male"	"M"	714	577162	123.7
	"1999"	"1999"	"24 years"	"24"	"Female"	"F"	231	571128	40.4
	"1999"	"1999"	"24 years"	"24"	"Male"	"M"	678	594790	114.0
