"Notes"	"Year"	"Year Code"	"Single-Year Ages"	"Single-Year Ages Code"	"Gender"	"Gender Code"	Deaths	Population	Crude Rate
	"1999"	"1999"	"< 1 year"	"0"	"Female"	"F"	3520	594440	592.2
	"1999"	"1999"	"< 1 year"	"0"	"Male"	"M"	4288	623218	688.0
	"1999"	"1999"	"1 year"	"1"	"Female"	"F"	266	590799	45.0
	"1999"	"1999"	"1 year"	"1"	"Male"	"M"	323	619059	52.2
	"1999"	"1999"	"2 years"	"2"	"Female"	"F"	161	595530	27.0
	"1999"	"1999"	"2 years"	"2"	"Male"	"M"	249	621922	40.0
	"1999"	"1999"	"3 years"	"3"	"Female"	"F"	144	608321	23.7
	"1999"	"1999"	"3 years"	"3"	"Male"	"M"	176	637319	27.6
	"1999"	"1999"	"4 years"	"4"	"Female"	"F"	108	631631	17.1
	"1999"	"1999"	"4 years"	"4"	"Male"	"M"	130	662393	19.6
	"1999"	"1999"	"5 years"	"5"	"Female"	"F"	97	639131	15.2
	"1999"	"1999"	"5 years"	"5"	"Male"	"M"	132	669424	19.7
	"1999"	"1999"	"6 years"	"6"	"Female"	"F"	88	644458	13.7
	"1999"	"1999"	"6 years"	"6"	"Male"	"M"	108	676546	16.0
	"1999"	"1999"	"7 years"	"7"	"Female"	"F"	92	661910	13.9
	"1999"	"1999"	"7 years"	"7"	"Male"	"M"	126	691238	18.2
	"1999"	"1999"	"8 years"	"8"	"Female"	"F"	96	660735	14.5
	"1999"	"1999"	"8 years"	"8"	"Male"	"M"	103	692810	14.9
	"1999"	"1999"	"9 years"	"9"	"Female"	"F"	88	649363	13.6
	"1999"	"1999"	"9 years"	"9"	"Male"	"M"	109	682679	16.0
	"1999"	"1999"	"10 years"	"10"	"Female"	"F"	93	636397	14.6
	"1999"	"1999"	"10 years"	"10"	"Male"	"M"	111	669134	16.6
	"1999"	"1999"	"11 years"	"11"	"Female"	"F"	82	622609	13.2
	"1999"	"1999"	"11 years"	"11"	"Male"	"M"	134	652869	20.5
	"1999"	"1999"	"12 years"	"12"	"Female"	"F"	95	614996	15.4
	"1999"	"1999"	"12 years"	"12"	"Male"	"M"	111	645453	17.2
	"1999"	"1999"	"13 years"	"13"	"Female"	"F"	98	610520	16.1
	"1999"	"1999"	"13 years"	"13"	"Male"	"M"	175	641001	27.3
	"1999"	"1999"	"14 years"	"14"	"Female"	"F"	104	607721	17.1
	"1999"	"1999"	"14 years"	"14"	"Male"	"M"	201	639304	31.4
	"1999"	"1999"	"15 years"	"15"	"Female"	"F"	134	594220	22.6
	"1999"	"1999"	"15 years"	"15"	"Male"	"M"	257	626429	41.0
	"1999"	"1999"	"16 years"	"16"	"Female"	"F"	187	605216	30.9
	"1999"	"1999"	"16 years"	"16"	"Male"	"M"	406	646216	62.8
	"1999"	"1999"	"17 years"	"17"	"Female"	"F"	256	601758	42.5
	"1999"	"1999"	"17 years"	"17"	"Male"	"M"	556	650669	85.5
	"1999"	"1999"	"18 years"	"18"	"Female"	"F"	233	595186	39.1
	"1999"	"1999"	"18 years"	"18"	"Male"	"M"	667	637415	104.6
	"1999"	"1999"	"19 years"	"19"	"Female"	"F"	259	612163	42.3
	"1999"	"1999"	"19 years"	"19"	"Male"	"M"	768	652064	117.8
	"1999"	"1999"	"20 years"	"20"	"Female"	"F"	245	586328	41.8
	"1999"	"1999"	"20 years"	"20"	"Male"	"M"	794	628556	126.3
	"1999"	"1999"	"21 years"	"21"	"Female"	"F"	242	567994	42.6
	"1999"	"1999"	"21 years"	"21"	"Male"	"M"	775	604049	128.3
	"1999"	"1999"	"22 years"	"22"	"Female"	"F"	214	565486	37.8
	"1999"	"1999"	"22 years"	"22"	"Male"	"M"	723	598181	120.9
	"1999"	"1999"	"23 years"	"23"	"Female"	"F"	238	554955	42.9
	"1999"	"1999"	"23 years"	"23"	"Male"	"M"	712	582058	122.3
	"1999"	"1999"	"24 years"	"24"	"Female"	"F"	236	575858	41.0
	"1999"	"1999"	"24 years"	"24"	"Male"	"M"	683	599750	113.9
	"1999"	"1999"	"25 years"	"25"	"Female"	"F"	268	579487	46.2
	"1999"	"1999"	"25 years"	"25"	"Male"	"M"	597	602061	99.2
	"1999"	"1999"	"26 years"	"26"	"Female"	"F"	254	587743	43.2
	"1999"	"1999"	"26 years"	"26"	"Male"	"M"	702	604390	116.2
	"1999"	"1999"	"27 years"	"27"	"Female"	"F"	280	624341	44.8
	"1999"	"1999"	"27 years"	"27"	"Male"	"M"	717	641159	111.8
	"1999"	"1999"	"28 years"	"28"	"Female"	"F"	324	660831	49.0
	"1999"	"1999"	"28 years"	"28"	"Male"	"M"	754	674163	111.8
