"Notes"	"Year"	"Year Code"	"Single-Year Ages"	"Single-Year Ages Code"	"Gender"	"Gender Code"	Deaths	Population	Crude Rate
	"1999"	"1999"	"< 1 year"	"0"	"Female"	"F"	3474	591286	587.5
	"1999"	"1999"	"< 1 year"	"0"	"Male"	"M"	4252	620116	685.7
	"1999"	"1999"	"1 year"	"1"	"Female"	"F"	264	587634	44.9
	"1999"	"1999"	"1 year"	"1"	"Male"	"M"	320	615967	52.0
	"1999"	"1999"	"2 years"	"2"	"Female"	"F"	160	592343	27.0
	"1999"	"1999"	"2 years"	"2"	"Male"	"M"	245	618844	39.6
	"1999"	"1999"	"3 years"	"3"	"Female"	"F"	143	605548	23.6
	"1999"	"1999"	"3 years"	"3"	"Male"	"M"	174	634258	27.4
	"1999"	"1999"	"4 years"	"4"	"Female"	"F"	107	628568	17.0
	"1999"	"1999"	"4 years"	"4"	"Male"	"M"	130	659573	19.7
	"1999"	"1999"	"5 years"	"5"	"Female"	"F"	99	636143	15.6
	"1999"	"1999"	"5 years"	"5"	"Male"	"M"	132	666492	19.8
	"1999"	"1999"	"6 years"	"6"	"Female"	"F"	87	641437	13.6
	"1999"	"1999"	"6 years"	"6"	"Male"	"M"	108	673429	16.0
	"1999"	"1999"	"7 years"	"7"	"Female"	"F"	92	659007	14.0
	"1999"	"1999"	"7 years"	"7"	"Male"	"M"	128	688204	18.6
	"1999"	"1999"	"8 years"	"8"	"Female"	"F"	95	657977	14.4
	"1999"	"1999"	"8 years"	"8"	"Male"	"M"	104	689861	15.1
	"1999"	"1999"	"9 years"	"9"	"Female"	"F"	86	646775	13.3
	"1999"	"1999"	"9 years"	"9"	"Male"	"M"	109	679878	16.0
	"1999"	"1999"	"10 years"	"10"	"Female"	"F"	91	633708	14.4
	"1999"	"1999"	"10 years"	"10"	"Male"	"M"	110	666392	16.5
	"1999"	"1999"	"11 years"	"11"	"Female"	"F"	83	620083	13.4
	"1999"	"1999"	"11 years"	"11"	"Male"	"M"	134	650177	20.6
	"1999"	"1999"	"12 years"	"12"	"Female"	"F"	94	612410	15.3
	"1999"	"1999"	"12 years"	"12"	"Male"	"M"	108	642930	16.8
	"1999"	"1999"	"13 years"	"13"	"Female"	"F"	96	608196	15.8
	"1999"	"1999"	"13 years"	"13"	"Male"	"M"	173	638532	27.1
	"1999"	"1999"	"14 years"	"14"	"Female"	"F"	104	605444	17.2
	"1999"	"1999"	"14 years"	"14"	"Male"	"M"	200	636815	31.4
	"1999"	"1999"	"15 years"	"15"	"Female"	"F"	134	591814	22.6
	"1999"	"1999"	"15 years"	"15"	"Male"	"M"	255	624074	40.9
	"1999"	"1999"	"16 years"	"16"	"Female"	"F"	186	603147	30.8
	"1999"	"1999"	"16 years"	"16"	"Male"	"M"	406	644059	63.0
	"1999"	"1999"	"17 years"	"17"	"Female"	"F"	258	599744	43.0
	"1999"	"1999"	"17 years"	"17"	"Male"	"M"	551	648674	84.9
	"1999"	"1999"	"18 years"	"18"	"Female"	"F"	230	592080	38.8
	"1999"	"1999"	"18 years"	"18"	"Male"	"M"	668	634228	105.3
	"1999"	"1999"	"19 years"	"19"	"Female"	"F"	260	607559	42.8
	"1999"	"1999"	"19 years"	"19"	"Male"	"M"	773	647342	119.4
	"1999"	"1999"	"20 years"	"20"	"Female"	"F"	243	581860	41.8
	"1999"	"1999"	"20 years"	"20"	"Male"	"M"	795	623900	127.4
	"1999"	"1999"	"21 years"	"21"	"Female"	"F"	242	563567	42.9
	"1999"	"1999"	"21 years"	"21"	"Male"	"M"	774	599225	129.2
	"1999"	"1999"	"22 years"	"22"	"Female"	"F"	213	560837	38.0
	"1999"	"1999"	"22 years"	"22"	"Male"	"M"	715	593466	120.5
	"1999"	"1999"	"23 years"	"23"	"Female"	"F"	236	550390	42.9
	"1999"	"1999"	"23 years"	"23"	"Male"	"M"	708	577268	122.6
	"1999"	"1999"	"24 years"	"24"	"Female"	"F"	232	571122	40.6
	"1999"	"1999"	"24 years"	"24"	"Male"	"M"	677	594836	113.8
	"1999"	"1999"	"25 years"	"25"	"Female"	"F"	260	574978	45.2
	"1999"	"1999"	"25 years"	"25"	"Male"	"M"	599	597355	100.3
	"1999"	"1999"	"26 years"	"26"	"Female"	"F"	254	583642	43.5
	"1999"	"1999"	"26 years"	"26"	"Male"	"M"	696	599998	116.0
	"1999"	"1999"	"27 years"	"27"	"Female"	"F"	278	620001	44.8
	"1999"	"1999"	"27 years"	"27"	"Male"	"M"	717	636605	112.6
	"1999"	"1999"	"28 years"	"28"	"Female"	"F"	318	656039	48.5
