"Notes"	"Year"	"Year Code"	"Single-Year Ages"	"Single-Year Ages Code"	"Gender"	"Gender Code"	Deaths	Population	Crude Rate
	"1999"	"1999"	"< 1 year"	"0"	"Female"	"F"	3470	591876	586.3
	"1999"	"1999"	"< 1 year"	"0"	"Male"	"M"	4245	620694	683.9
	"1999"	"1999"	"1 year"	"1"	"Female"	"F"	265	587886	45.1
	"1999"	"1999"	"1 year"	"1"	"Male"	"M"	319	616340	51.8
	"1999"	"1999"	"2 years"	"2"	"Female"	"F"	160	592461	27.0
	"1999"	"1999"	"2 years"	"2"	"Male"	"M"	246	619103	39.7
	"1999"	"1999"	"3 years"	"3"	"Female"	"F"	143	605739	23.6
	"1999"	"1999"	"3 years"	"3"	"Male"	"M"	172	634474	27.1
	"1999"	"1999"	"4 years"	"4"	"Female"	"F"	106	628781	16.9
	"1999"	"1999"	"4 years"	"4"	"Male"	"M"	130	659609	19.7
	"1999"	"1999"	"5 years"	"5"	"Female"	"F"	98	636276	15.4
	"1999"	"1999"	"5 years"	"5"	"Male"	"M"	133	666697	19.9
	"1999"	"1999"	"6 years"	"6"	"Female"	"F"	90	641875	14.0
	"1999"	"1999"	"6 years"	"6"	"Male"	"M"	107	673597	15.9
	"1999"	"1999"	"7 years"	"7"	"Female"	"F"	91	659322	13.8
	"1999"	"1999"	"7 years"	"7"	"Male"	"M"	128	688481	18.6
	"1999"	"1999"	"8 years"	"8"	"Female"	"F"	95	658090	14.4
	"1999"	"1999"	"8 years"	"8"	"Male"	"M"	105	690017	15.2
	"1999"	"1999"	"9 years"	"9"	"Female"	"F"	86	646942	13.3
	"1999"	"1999"	"9 years"	"9"	"Male"	"M"	110	679985	16.2
	"1999"	"1999"	"10 years"	"10"	"Female"	"F"	92	633846	14.5
	"1999"	"1999"	"10 years"	"10"	"Male"	"M"	112	666320	16.8
	"1999"	"1999"	"11 years"	"11"	"Female"	"F"	82	620089	13.2
	"1999"	"1999"	"11 years"	"11"	"Male"	"M"	136	650138	20.9
	"1999"	"1999"	"12 years"	"12"	"Female"	"F"	96	612403	15.7
	"1999"	"1999"	"12 years"	"12"	"Male"	"M"	108	642920	16.8
	"1999"	"1999"	"13 years"	"13"	"Female"	"F"	96	607927	15.8
	"1999"	"1999"	"13 years"	"13"	"Male"	"M"	172	638435	26.9
	"1999"	"1999"	"14 years"	"14"	"Female"	"F"	103	605197	17.0
	"1999"	"1999"	"14 years"	"14"	"Male"	"M"	199	636514	31.3
	"1999"	"1999"	"15 years"	"15"	"Female"	"F"	133	591565	22.5
	"1999"	"1999"	"15 years"	"15"	"Male"	"M"	254	623740	40.7
	"1999"	"1999"	"16 years"	"16"	"Female"	"F"	185	602449	30.7
	"1999"	"1999"	"16 years"	"16"	"Male"	"M"	406	643656	63.1
	"1999"	"1999"	"17 years"	"17"	"Female"	"F"	258	599244	43.1
	"1999"	"1999"	"17 years"	"17"	"Male"	"M"	550	648208	84.8
	"1999"	"1999"	"18 years"	"18"	"Female"	"F"	233	591814	39.4
	"1999"	"1999"	"18 years"	"18"	"Male"	"M"	666	634089	105.0
	"1999"	"1999"	"19 years"	"19"	"Female"	"F"	257	607388	42.3
	"1999"	"1999"	"19 years"	"19"	"Male"	"M"	764	647410	118.0
	"1999"	"1999"	"20 years"	"20"	"Female"	"F"	245	581703	42.1
	"1999"	"1999"	"20 years"	"20"	"Male"	"M"	795	623954	127.4
	"1999"	"1999"	"21 years"	"21"	"Female"	"F"	242	563433	43.0
	"1999"	"1999"	"21 years"	"21"	"Male"	"M"	778	599390	129.8
	"1999"	"1999"	"22 years"	"22"	"Female"	"F"	211	561078	37.6
	"1999"	"1999"	"22 years"	"22"	"Male"	"M"	719	593834	121.1
	"1999"	"1999"	"23 years"	"23"	"Female"	"F"	236	550867	42.8
	"1999"	"1999"	"23 years"	"23"	"Male"	"M"	710	577968	122.8
	"1999"	"1999"	"24 years"	"24"	"Female"	"F"	232	572109	40.6
	"1999"	"1999"	"24 years"	"24"	"Male"	"M"	682	596145	114.4
	"1999"	"1999"	"25 years"	"25"	"Female"	"F"	264	576055	45.8
	"1999"	"1999"	"25 years"	"25"	"Male"	"M"	602	598637	100.6
	"1999"	"1999"	"26 years"	"26"	"Female"	"F"	255	584727	43.6
	"1999"	"1999"	"26 years"	"26"	"Male"	"M"	695	601434	115.6
	"1999"	"1999"	"27 years"	"27"	"Female"	"F"	277	621548	44.6
	"1999"	"1999"	"27 years"	"27"	"Male"	"M"	719	638401	112.6
	"1999"	"1999"	"28 years"	"28"	"Female"	"F"	318	657995	48.3
	"1999"	"1999"	"28 years"	"28"	"Male"	"M"	751	671248	111.9
	"1999"	"1999"	"29 years"	"29"	"Female"	"F"	330	668947	49.3
	"1999"	"1999"	"29 years"	"29"	"Male"	"M"	783	682255	114.8
	"1999"	"1999"	"30 years"	"30"	"Female"	"F"	337	672400	50.1
	"1999"	"1999"	"30 years"	"30"	"Male"	"M"	799	694960	115.0
	"1999"	"1999"	"31 years"	"31"	"Female"	"F"	375	632478	59.3
	"1999"	"1999"	"31 years"	"31"	"Male"	"M"	849	645164	131.6
	"1999"	"1999"	"32 years"	"32"	"Female"	"F"	447	646669	69.1
	"1999"	"1999"	"32 years"	"32"	"Male"	"M"	932	659425	141.3
	"1999"	"1999"	"33 years"	"33"	"Female"	"F"	466	649524	71.7
	"1999"	"1999"	"33 years"	"33"	"Male"	"M"	999	660268	151.3
	"1999"	"1999"	"34 years"	"34"	"Female"	"F"	501	684493	73.2
	"1999"	"1999"	"34 years"	"34"	"Male"	"M"	1097	697809	157.2
	"1999"	"1999"	"35 years"	"35"	"Female"	"F"	534	717555	74.4
	"1999"	"1999"	"35 years"	"35"	"Male"	"M"	1159	733075	158.1
	"1999"	"1999"	"36 years"	"36"	"Female"	"F"	672	711223	94.5
	"1999"	"1999"	"36 years"	"36"	"Male"	"M"	1240	712134	174.1
	"1999"	"1999"	"37 years"	"37"	"Female"	"F"	724	710152	102.0
	"1999"	"1999"	"37 years"	"37"	"Male"	"M"	1351	713872	189.2
	"1999"	"1999"	"38 years"	"38"	"Female"	"F"	864	706124	122.4
	"1999"	"1999"	"38 years"	"38"	"Male"	"M"	1495	705394	211.9
	"1999"	"1999"	"39 years"	"39"	"Female"	"F"	836	712341	117.4
	"1999"	"1999"	"39 years"	"39"	"Male"	"M"	1573	711485	221.1
	"1999"	"1999"	"40 years"	"40"	"Female"	"F"	923	717956	128.6
	"1999"	"1999"	"40 years"	"40"	"Male"	"M"	1681	723088	232.5
	"1999"	"1999"	"41 years"	"41"	"Female"	"F"	1014	683812	148.3
	"1999"	"1999"	"41 years"	"41"	"Male"	"M"	1804	677673	266.2
	"1999"	"1999"	"42 years"	"42"	"Female"	"F"	1078	687729	156.7
	"1999"	"1999"	"42 years"	"42"	"Male"	"M"	1905	683416	278.7
	"1999"	"1999"	"43 years"	"43"	"Female"	"F"	1159	664939	174.3
	"1999"	"1999"	"43 years"	"43"	"Male"	"M"	2014	649609	310.0
	"1999"	"1999"	"44 years"	"44"	"Female"	"F"	1225	649643	188.6
	"1999"	"1999"	"44 years"	"44"	"Male"	"M"	2250	640515	351.3
	"1999"	"1999"	"45 years"	"45"	"Female"	"F"	1349	645465	209.0
	"1999"	"1999"	"45 years"	"45"	"Male"	"M"	2348	634095	370.3
	"1999"	"1999"	"46 years"	"46"	"Female"	"F"	1388	610331	227.4
	"1999"	"1999"	"46 years"	"46"	"Male"	"M"	2452	590525	415.2
	"1999"	"1999"	"47 years"	"47"	"Female"	"F"	1444	600133	240.6
	"1999"	"1999"	"47 years"	"47"	"Male"	"M"	2429	579315	419.3
	"1999"	"1999"	"48 years"	"48"	"Female"	"F"	1543	569558	270.9
	"1999"	"1999"	"48 years"	"48"	"Male"	"M"	2583	548049	471.3
	"1999"	"1999"	"49 years"	"49"	"Female"	"F"	1630	573788	284.1
	"1999"	"1999"	"49 years"	"49"	"Male"	"M"	2710	551568	491.3
	"1999"	"1999"	"50 years"	"50"	"Female"	"F"	1718	575064	298.7
	"1999"	"1999"	"50 years"	"50"	"Male"	"M"	2853	550687	518.1
	"1999"	"1999"	"51 years"	"51"	"Female"	"F"	1833	548501	334.2
	"1999"	"1999"	"51 years"	"51"	"Male"	"M"	2973	519882	571.9
	"1999"	"1999"	"52 years"	"52"	"Female"	"F"	2079	586809	354.3
	"1999"	"1999"	"52 years"	"52"	"Male"	"M"	3272	560706	583.6
	"1999"	"1999"	"53 years"	"53"	"Female"	"F"	1847	431047	428.5
	"1999"	"1999"	"53 years"	"53"	"Male"	"M"	2832	406035	697.5
	"1999"	"1999"	"54 years"	"54"	"Female"	"F"	1983	448207	442.4
	"1999"	"1999"	"54 years"	"54"	"Male"	"M"	3005	422610	711.1
	"1999"	"1999"	"55 years"	"55"	"Female"	"F"	2200	434813	506.0
	"1999"	"1999"	"55 years"	"55"	"Male"	"M"	3317	406043	816.9
	"1999"	"1999"	"56 years"	"56"	"Female"	"F"	2342	443680	527.9
	"1999"	"1999"	"56 years"	"56"	"Male"	"M"	3664	414167	884.7
	"1999"	"1999"	"57 years"	"57"	"Female"	"F"	2285	388062	588.8
	"1999"	"1999"	"57 years"	"57"	"Male"	"M"	3522	356471	988.0
	"1999"	"1999"	"58 years"	"58"	"Female"	"F"	2403	369667	650.0
	"1999"	"1999"	"58 years"	"58"	"Male"	"M"	3547	340511	1041.7
	"1999"	"1999"	"59 years"	"59"	"Female"	"F"	2510	353337	710.4
	"1999"	"1999"	"59 years"	"59"	"Male"	"M"	3673	322510	1138.9
	"1999"	"1999"	"60 years"	"60"	"Female"	"F"	2593	352481	735.6
	"1999"	"1999"	"60 years"	"60"	"Male"	"M"	3733	320708	1164.0
	"1999"	"1999"	"61 years"	"61"	"Female"	"F"	2876	331733	867.0
	"1999"	"1999"	"61 years"	"61"	"Male"	"M"	4055	300516	1349.3
	"1999"	"1999"	"62 years"	"62"	"Female"	"F"	2980	318119	936.8
	"1999"	"1999"	"62 years"	"62"	"Male"	"M"	4294	285077	1506.3
	"1999"	"1999"	"63 years"	"63"	"Female"	"F"	3221	318001	1012.9
	"1999"	"1999"	"63 years"	"63"	"Male"	"M"	4660	281132	1657.6
	"1999"	"1999"	"64 years"	"64"	"Female"	"F"	3630	319138	1137.4
	"1999"	"1999"	"64 years"	"64"	"Male"	"M"	4958	278368	1781.1
	"1999"	"1999"	"65 years"	"65"	"Female"	"F"	3791	296799	1277.3
	"1999"	"1999"	"65 years"	"65"	"Male"	"M"	5008	257966	1941.3
	"1999"	"1999"	"66 years"	"66"	"Female"	"F"	3988	295481	1349.7
	"1999"	"1999"	"66 years"	"66"	"Male"	"M"	5231	252640	2070.5
	"1999"	"1999"	"67 years"	"67"	"Female"	"F"	4423	298502	1481.7
	"1999"	"1999"	"67 years"	"67"	"Male"	"M"	5757	252137	2283.3
	"1999"	"1999"	"68 years"	"68"	"Female"	"F"	4761	298892	1592.9
	"1999"	"1999"	"68 years"	"68"	"Male"	"M"	6139	252045	2435.7
	"1999"	"1999"	"69 years"	"69"	"Female"	"F"	5300	298816	1773.7
	"1999"	"1999"	"69 years"	"69"	"Male"	"M"	6919	249418	2774.1
	"1999"	"1999"	"70 years"	"70"	"Female"	"F"	5697	302726	1881.9
