"Notes"	"Year"	"Year Code"	"Single-Year Ages"	"Single-Year Ages Code"	"Gender"	"Gender Code"	Deaths	Population	Crude Rate
	"1999"	"1999"	"< 1 year"	"0"	"Female"	"F"	3468	591141	586.7
	"1999"	"1999"	"< 1 year"	"0"	"Male"	"M"	4242	619895	684.3
	"1999"	"1999"	"1 year"	"1"	"Female"	"F"	263	587356	44.8
	"1999"	"1999"	"1 year"	"1"	"Male"	"M"	318	615689	51.6
	"1999"	"1999"	"2 years"	"2"	"Female"	"F"	161	591957	27.2
	"1999"	"1999"	"2 years"	"2"	"Male"	"M"	245	618626	39.6
	"1999"	"1999"	"3 years"	"3"	"Female"	"F"	144	605204	23.8
	"1999"	"1999"	"3 years"	"3"	"Male"	"M"	173	634013	27.3
	"1999"	"1999"	"4 years"	"4"	"Female"	"F"	107	628279	17.0
	"1999"	"1999"	"4 years"	"4"	"Male"	"M"	131	658982	19.9
	"1999"	"1999"	"5 years"	"5"	"Female"	"F"	98	635793	15.4
	"1999"	"1999"	"5 years"	"5"	"Male"	"M"	132	666227	19.8
	"1999"	"1999"	"6 years"	"6"	"Female"	"F"	88	641381	13.7
	"1999"	"1999"	"6 years"	"6"	"Male"	"M"	107	673255	15.9
	"1999"	"1999"	"7 years"	"7"	"Female"	"F"	91	658753	13.8
	"1999"	"1999"	"7 years"	"7"	"Male"	"M"	126	687947	18.3
	"1999"	"1999"	"8 years"	"8"	"Female"	"F"	95	657675	14.4
	"1999"	"1999"	"8 years"	"8"	"Male"	"M"	102	689434	14.8
	"1999"	"1999"	"9 years"	"9"	"Female"	"F"	86	646372	13.3
	"1999"	"1999"	"9 years"	"9"	"Male"	"M"	110	679378	16.2
	"1999"	"1999"	"10 years"	"10"	"Female"	"F"	91	633429	14.4
	"1999"	"1999"	"10 years"	"10"	"Male"	"M"	111	665889	16.7
	"1999"	"1999"	"11 years"	"11"	"Female"	"F"	83	619755	13.4
	"1999"	"1999"	"11 years"	"11"	"Male"	"M"	135	649733	20.8
	"1999"	"1999"	"12 years"	"12"	"Female"	"F"	94	611866	15.4
	"1999"	"1999"	"12 years"	"12"	"Male"	"M"	110	642504	17.1
	"1999"	"1999"	"13 years"	"13"	"Female"	"F"	96	607728	15.8
	"1999"	"1999"	"13 years"	"13"	"Male"	"M"	173	637799	27.1
	"1999"	"1999"	"14 years"	"14"	"Female"	"F"	103	604969	17.0
	"1999"	"1999"	"14 years"	"14"	"Male"	"M"	202	636085	31.8
	"1999"	"1999"	"15 years"	"15"	"Female"	"F"	134	591200	22.7
	"1999"	"1999"	"15 years"	"15"	"Male"	"M"	254	623314	40.7
	"1999"	"1999"	"16 years"	"16"	"Female"	"F"	186	602121	30.9
	"1999"	"1999"	"16 years"	"16"	"Male"	"M"	405	643127	63.0
	"1999"	"1999"	"17 years"	"17"	"Female"	"F"	255	598705	42.6
	"1999"	"1999"	"17 years"	"17"	"Male"	"M"	549	647685	84.8
	"1999"	"1999"	"18 years"	"18"	"Female"	"F"	231	591683	39.0
	"1999"	"1999"	"18 years"	"18"	"Male"	"M"	666	633893	105.1
	"1999"	"1999"	"19 years"	"19"	"Female"	"F"	258	607437	42.5
	"1999"	"1999"	"19 years"	"19"	"Male"	"M"	767	647840	118.4
	"1999"	"1999"	"20 years"	"20"	"Female"	"F"	243	581827	41.8
