GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Under 18 years:,Margin of Error; Under 18 years:,Estimate; Under 18 years: - With health insurance coverage,Margin of Error; Under 18 years: - With health insurance coverage,Estimate; Under 18 years: - No health insurance coverage,Margin of Error; Under 18 years: - No health insurance coverage,Estimate; 18 to 64 years:,Margin of Error; 18 to 64 years:,Estimate; 18 to 64 years: - With health insurance coverage,Margin of Error; 18 to 64 years: - With health insurance coverage,Estimate; 18 to 64 years: - No health insurance coverage,Margin of Error; 18 to 64 years: - No health insurance coverage,Estimate; 65 years and over:,Margin of Error; 65 years and over:,Estimate; 65 years and over: - With health insurance coverage,Margin of Error; 65 years and over: - With health insurance coverage,Estimate; 65 years and over: - No health insurance coverage,Margin of Error; 65 years and over: - No health insurance coverage
0500000US01003,01003,"Baldwin County, Alabama",150463,943,32646,273,29880,1324,2766,1324,90524,594,75447,2590,15077,2558,27293,615,27228,626,65,106
0500000US01015,01015,"Calhoun County, Alabama",84768,1009,18148,273,17116,795,1032,795,52334,806,44166,1684,8168,1545,14286,531,13973,616,313,297
0500000US01043,01043,"Cullman County, Alabama",75089,730,16825,44,15398,937,1427,936,46298,72,35536,1949,10762,1961,11966,727,11966,727,0,273
0500000US01049,01049,"DeKalb County, Alabama",57897,891,12962,273,12130,518,832,518,35994,273,27801,2086,8193,2086,8941,891,8941,891,0,273
0500000US01051,01051,"Elmore County, Alabama",54100,3960,13616,22,13021,392,595,385,34107,1339,29868,1603,4239,966,6377,2700,6302,2707,75,118
0500000US01055,01055,"Etowah County, Alabama",81207,1711,17522,273,16191,646,1331,646,50001,709,40846,1707,9155,1584,13684,1158,13684,1158,0,273
0500000US01069,01069,"Houston County, Alabama",68392,893,14938,148,14063,498,875,393,41585,336,33872,1018,7713,1065,11869,818,11697,832,172,263
0500000US01073,01073,"Jefferson County, Alabama",346268,1465,68637,532,65843,1417,2794,1354,218698,959,195946,3458,22752,3348,58933,1032,58851,1038,82,136
0500000US01077,01077,"Lauderdale County, Alabama",76913,464,15284,273,14619,480,665,480,47700,334,38613,1886,9087,1869,13929,228,13887,241,42,74
0500000US01081,01081,"Lee County, Alabama",95742,701,18983,273,17850,761,1133,761,67448,701,57670,2106,9778,2056,9311,273,9311,273,0,273
0500000US01083,01083,"Limestone County, Alabama",60233,1707,13966,273,12999,691,967,691,38510,1513,31923,1598,6587,1137,7757,828,7757,828,0,273
0500000US01089,01089,"Madison County, Alabama",217358,2205,48186,155,46598,603,1588,591,136111,2201,121072,2834,15039,2473,33061,885,33061,885,0,273
0500000US01095,01095,"Marshall County, Alabama",74993,895,17118,273,16421,575,697,575,45527,471,36525,1766,9002,1682,12348,562,12348,562,0,273
0500000US01097,01097,"Mobile County, Alabama",243730,1031,55905,156,51083,2189,4822,2137,152093,746,125076,3352,27017,3306,35732,416,35732,416,0,273
0500000US01101,01101,"Montgomery County, Alabama",89621,934,17323,167,16675,481,648,453,54999,742,50515,1178,4484,1044,17299,560,17299,560,0,273
0500000US01103,01103,"Morgan County, Alabama",91258,984,19934,273,19532,359,402,359,56594,675,48157,1598,8437,1493,14730,838,14645,846,85,144
0500000US01115,01115,"St. Clair County, Alabama",70556,764,16647,894,15407,1224,1240,1060,44189,1162,34482,2169,9707,2097,9720,1084,9720,1084,0,273
0500000US01117,01117,"Shelby County, Alabama",157308,1716,38852,707,37720,855,1132,617,102789,801,94602,1937,8187,1899,15667,797,15667,797,0,273
0500000US01121,01121,"Talladega County, Alabama",51457,538,11161,309,10714,450,447,327,31535,314,25334,1640,6201,1595,8761,314,8761,314,0,273
0500000US01125,01125,"Tuscaloosa County, Alabama",117458,1000,23530,87,22764,527,766,526,78556,887,69883,1614,8673,1384,15372,209,15372,209,0,273
0500000US01127,01127,"Walker County, Alabama",61065,887,13532,273,13121,356,411,356,37268,607,29466,1666,7802,1492,10265,817,10265,817,0,273
0500000US02020,02020,"Anchorage Municipality, Alaska",176974,1789,39714,7,36920,931,2794,930,122157,1761,99940,3094,22217,2856,15103,150,15043,188,60,99
0500000US02090,02090,"Fairbanks North Star Borough, Alaska",69541,895,16901,244,16181,700,720,700,47795,875,40227,1656,7568,1703,4845,208,4845,208,0,244
0500000US02170,02170,"Matanuska-Susitna Borough, Alaska",73015,375,18744,244,16389,1235,2355,1235,48118,323,34028,2126,14090,2097,6153,70,6153,70,0,244
0500000US04001,04001,"Apache County, Arizona",13423,496,3331,305,2743,481,588,481,8058,496,7244,767,814,636,2034,305,2034,305,0,305
0500000US04003,04003,"Cochise County, Arizona",70473,1919,13998,305,13513,401,485,401,40579,1008,36082,1709,4497,1390,15896,1706,15896,1706,0,305
0500000US04005,04005,"Coconino County, Arizona",68823,855,13418,305,12986,339,432,339,48601,855,41182,1669,7419,1558,6804,305,6804,305,0,305
0500000US04013,04013,"Maricopa County, Arizona",2289885,3680,463492,2130,428604,4916,34888,4333,1451520,2091,1235838,9542,215682,9383,374873,1662,373018,1712,1855,766
0500000US04015,04015,"Mohave County, Arizona",154951,588,28876,305,24868,1802,4008,1802,86350,363,67827,2989,18523,3013,39725,360,39379,597,346,481
0500000US04017,04017,"Navajo County, Arizona",47510,155,11147,305,10011,960,1136,960,27837,192,23230,1353,4607,1321,8526,53,8526,53,0,305
0500000US04019,04019,"Pima County, Arizona",563895,1468,92010,369,86987,1627,5023,1590,352077,1195,300439,4575,51638,4381,119808,701,119702,712,106,129
0500000US04021,04021,"Pinal County, Arizona",189580,2202,40020,891,36604,1866,3416,1672,110620,1448,92568,2963,18052,2945,38940,330,38700,427,240,275
0500000US04025,04025,"Yavapai County, Arizona",175817,856,28136,364,24581,1675,3555,1618,100579,613,79457,2950,21122,2865,47102,862,46758,1063,344,583
0500000US04027,04027,"Yuma County, Arizona",70855,794,11395,96,10042,802,1353,798,31008,712,26116,1190,4892,1333,28452,302,28406,311,46,78
0500000US05007,05007,"Benton County, Arkansas",172358,1450,41096,273,38333,1218,2763,1218,107646,917,83547,3072,24099,3304,23616,1019,23616,1019,0,273
0500000US05031,05031,"Craighead County, Arkansas",76771,1236,17054,273,16346,631,708,631,49701,660,38888,1845,10813,1817,10016,949,10016,949,0,273
0500000US05045,05045,"Faulkner County, Arkansas",89837,1194,20747,39,19949,771,798,771,59503,531,49671,1782,9832,1825,9587,937,9559,937,28,47
0500000US05051,05051,"Garland County, Arkansas",82199,1428,15540,365,14441,867,1099,906,47355,475,35646,1915,11709,1863,19304,1035,19130,1063,174,286
