GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Under 18 years:,Margin of Error; Under 18 years:,Estimate; Under 18 years: - With health insurance coverage,Margin of Error; Under 18 years: - With health insurance coverage,Estimate; Under 18 years: - No health insurance coverage,Margin of Error; Under 18 years: - No health insurance coverage,Estimate; 18 to 64 years:,Margin of Error; 18 to 64 years:,Estimate; 18 to 64 years: - With health insurance coverage,Margin of Error; 18 to 64 years: - With health insurance coverage,Estimate; 18 to 64 years: - No health insurance coverage,Margin of Error; 18 to 64 years: - No health insurance coverage,Estimate; 65 years and over:,Margin of Error; 65 years and over:,Estimate; 65 years and over: - With health insurance coverage,Margin of Error; 65 years and over: - With health insurance coverage,Estimate; 65 years and over: - No health insurance coverage,Margin of Error; 65 years and over: - No health insurance coverage
0500000US01003,01003,"Baldwin County, Alabama",157106,922,32939,169,31620,779,1319,779,93295,856,79073,2610,14222,2507,30872,260,30872,260,0,184
0500000US01015,01015,"Calhoun County, Alabama",85048,446,17410,184,17089,270,321,270,52835,342,44193,1595,8642,1487,14803,204,14803,204,0,184
0500000US01043,01043,"Cullman County, Alabama",73884,439,16057,99,15350,503,707,495,44819,376,35548,1397,9271,1343,13008,219,13008,219,0,184
0500000US01049,01049,"DeKalb County, Alabama",62420,2833,14198,1751,13975,1757,223,332,38307,1302,31611,2336,6696,1804,9915,326,9915,326,0,184
0500000US01051,01051,"Elmore County, Alabama",57840,627,12877,115,12166,547,711,512,36005,600,31999,1400,4006,1121,8958,243,8958,243,0,184
0500000US01055,01055,"Etowah County, Alabama",81232,413,16962,119,15541,1240,1421,1265,49552,265,39209,1638,10343,1592,14718,221,14718,221,0,184
0500000US01069,01069,"Houston County, Alabama",69388,532,14665,20,14351,146,314,146,42065,465,34208,1437,7857,1374,12658,214,12658,214,0,184
0500000US01073,01073,"Jefferson County, Alabama",333842,865,65197,135,64463,453,734,444,210089,593,186950,3021,23139,2987,58556,669,58418,672,138,131
0500000US01077,01077,"Lauderdale County, Alabama",78233,419,15578,13,15369,217,209,217,47948,325,38280,1820,9668,1828,14707,212,14621,253,86,147
