GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Under 18 years:,Margin of Error; Under 18 years:,Estimate; Under 18 years: - With health insurance coverage,Margin of Error; Under 18 years: - With health insurance coverage,Estimate; Under 18 years: - No health insurance coverage,Margin of Error; Under 18 years: - No health insurance coverage,Estimate; 18 to 64 years:,Margin of Error; 18 to 64 years:,Estimate; 18 to 64 years: - With health insurance coverage,Margin of Error; 18 to 64 years: - With health insurance coverage,Estimate; 18 to 64 years: - No health insurance coverage,Margin of Error; 18 to 64 years: - No health insurance coverage,Estimate; 65 years and over:,Margin of Error; 65 years and over:,Estimate; 65 years and over: - With health insurance coverage,Margin of Error; 65 years and over: - With health insurance coverage,Estimate; 65 years and over: - No health insurance coverage,Margin of Error; 65 years and over: - No health insurance coverage
0500000US01003,01003,"Baldwin County, Alabama",154188,516,32549,86,31932,515,617,504,92323,492,76344,3068,15979,2950,29316,156,29111,284,205,242
0500000US01015,01015,"Calhoun County, Alabama",85165,618,17528,140,16909,754,619,752,53151,586,41394,2427,11757,2330,14486,180,14486,180,0,190
0500000US01043,01043,"Cullman County, Alabama",73321,871,15919,366,15351,877,568,789,44876,539,36471,1526,8405,1473,12526,147,12526,147,0,190
0500000US01049,01049,"DeKalb County, Alabama",57278,314,12538,14,11057,1028,1481,1028,35486,102,28991,1580,6495,1551,9254,255,9254,255,0,190
0500000US01051,01051,"Elmore County, Alabama",56791,730,12863,18,12142,560,721,562,35616,713,31501,1506,4115,1197,8312,213,8312,213,0,190
0500000US01055,01055,"Etowah County, Alabama",81321,376,17045,24,16410,677,635,676,50030,258,40918,1584,9112,1549,14246,253,14045,384,201,298
0500000US01069,01069,"Houston County, Alabama",69441,491,14782,31,14414,169,368,170,42489,245,35511,909,6978,848,12170,351,12153,352,17,29
0500000US01073,01073,"Jefferson County, Alabama",334266,982,65626,212,63725,1300,1901,1279,211947,871,187761,3290,24186,3154,56693,526,56645,538,48,85
0500000US01077,01077,"Lauderdale County, Alabama",78425,430,15644,25,15502,213,142,213,48581,169,40768,1862,7813,1888,14200,393,14200,393,0,190
0500000US01081,01081,"Lee County, Alabama",98244,810,19398,11,18610,954,788,953,68628,800,58954,2207,9674,2493,10218,123,10218,123,0,190
0500000US01083,01083,"Limestone County, Alabama",63497,1197,14500,109,14317,210,183,178,39640,1168,33658,1973,5982,1623,9357,185,9357,185,0,190
0500000US01089,01089,"Madison County, Alabama",222057,518,47025,93,45129,910,1896,907,141499,392,117669,3455,23830,3448,33533,320,33533,320,0,190
