GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Under 18 years:,Margin of Error; Under 18 years:,Estimate; Under 18 years: - With health insurance coverage,Margin of Error; Under 18 years: - With health insurance coverage,Estimate; Under 18 years: - No health insurance coverage,Margin of Error; Under 18 years: - No health insurance coverage,Estimate; 18 to 64 years:,Margin of Error; 18 to 64 years:,Estimate; 18 to 64 years: - With health insurance coverage,Margin of Error; 18 to 64 years: - With health insurance coverage,Estimate; 18 to 64 years: - No health insurance coverage,Margin of Error; 18 to 64 years: - No health insurance coverage,Estimate; 65 years and over:,Margin of Error; 65 years and over:,Estimate; 65 years and over: - With health insurance coverage,Margin of Error; 65 years and over: - With health insurance coverage,Estimate; 65 years and over: - No health insurance coverage,Margin of Error; 65 years and over: - No health insurance coverage
0500000US01003,01003,"Baldwin County, Alabama",171637,900,34459,136,33414,815,1045,793,99612,855,88831,2461,10781,2406,37566,330,36992,938,574,878
0500000US01015,01015,"Calhoun County, Alabama",82328,564,16056,142,15952,222,104,170,50506,364,42711,1621,7795,1613,15766,220,15766,220,0,195
0500000US01043,01043,"Cullman County, Alabama",75388,569,16191,128,16016,251,175,217,45061,378,37124,2005,7937,1961,14136,411,14136,411,0,195
0500000US01049,01049,"DeKalb County, Alabama",56432,489,11918,195,11745,212,173,212,33911,410,27709,1573,6202,1532,10603,227,10603,227,0,195
0500000US01051,01051,"Elmore County, Alabama",57580,689,12630,195,12316,315,314,315,34690,639,31896,1129,2794,887,10260,156,10260,156,0,195
0500000US01055,01055,"Etowah County, Alabama",79231,342,15709,235,15582,279,127,150,47802,87,41954,1310,5848,1291,15720,241,15720,241,0,195
0500000US01069,01069,"Houston County, Alabama",69053,424,13994,93,13569,285,425,268,41154,293,35230,1070,5924,1096,13905,295,13802,316,103,135
0500000US01073,01073,"Jefferson County, Alabama",327622,1097,62427,636,61242,1020,1185,838,203184,664,188710,2573,14474,2622,62011,517,61871,539,140,166
0500000US01077,01077,"Lauderdale County, Alabama",77602,316,14660,23,14529,145,131,142,47437,149,42346,1342,5091,1352,15505,239,15505,239,0,195
