GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Under 18 years:,Margin of Error; Under 18 years:,Estimate; Under 18 years: - With health insurance coverage,Margin of Error; Under 18 years: - With health insurance coverage,Estimate; Under 18 years: - No health insurance coverage,Margin of Error; Under 18 years: - No health insurance coverage,Estimate; 18 to 64 years:,Margin of Error; 18 to 64 years:,Estimate; 18 to 64 years: - With health insurance coverage,Margin of Error; 18 to 64 years: - With health insurance coverage,Estimate; 18 to 64 years: - No health insurance coverage,Margin of Error; 18 to 64 years: - No health insurance coverage,Estimate; 65 years and over:,Margin of Error; 65 years and over:,Estimate; 65 years and over: - With health insurance coverage,Margin of Error; 65 years and over: - With health insurance coverage,Estimate; 65 years and over: - No health insurance coverage,Margin of Error; 65 years and over: - No health insurance coverage
0500000US01003,01003,"Baldwin County, Alabama",163973,1095,33651,333,32187,1121,1464,1110,96218,934,75593,3980,20625,3926,34104,247,33988,322,116,179
0500000US01015,01015,"Calhoun County, Alabama",83711,660,16733,40,16600,145,133,140,51506,667,44988,1307,6518,1221,15472,133,15413,164,59,98
0500000US01043,01043,"Cullman County, Alabama",74130,650,15917,124,15334,416,583,420,44604,506,35050,2054,9554,1891,13609,388,13609,388,0,189
0500000US01049,01049,"DeKalb County, Alabama",56535,435,11871,14,11235,400,636,400,34532,294,26300,1989,8232,2032,10132,327,10132,327,0,189
0500000US01051,01051,"Elmore County, Alabama",57413,543,12608,292,12496,337,112,158,35133,448,30913,1436,4220,1357,9672,210,9672,210,0,189
0500000US01055,01055,"Etowah County, Alabama",80122,703,16223,72,15326,1005,897,1001,48636,645,41043,1531,7593,1512,15263,304,15213,313,50,85
0500000US01069,01069,"Houston County, Alabama",69620,311,14231,74,13764,383,467,377,41849,260,35535,922,6314,994,13540,166,13504,168,36,43
0500000US01073,01073,"Jefferson County, Alabama",332172,871,64479,87,63530,759,949,750,207491,759,185046,3025,22445,2810,60202,519,60055,544,147,158
0500000US01077,01077,"Lauderdale County, Alabama",78310,322,14996,78,14613,352,383,337,48232,70,40103,1626,8129,1637,15082,302,15082,302,0,189
0500000US01081,01081,"Lee County, Alabama",103018,759,20054,173,19307,774,747,761,70871,701,62150,2155,8721,2166,12093,280,12093,280,0,189
0500000US01083,01083,"Limestone County, Alabama",68392,677,15160,189,15035,215,125,215,42474,596,35302,2014,7172,1966,10758,317,10719,325,39,70
0500000US01089,01089,"Madison County, Alabama",225178,1185,45388,420,44604,648,784,446,142167,1079,125746,2797,16421,2628,37623,341,37623,341,0,189
0500000US01095,01095,"Marshall County, Alabama",76957,357,16038,183,15611,480,427,446,46598,201,36149,2442,10449,2454,14321,238,14283,245,38,66
0500000US01097,01097,"Mobile County, Alabama",235107,1235,49713,42,47138,1976,2575,1972,144021,1179,120767,3595,23254,3662,41373,314,41373,314,0,189
0500000US01101,01101,"Montgomery County, Alabama",79328,707,14589,82,14394,165,195,148,47684,544,42065,1536,5619,1481,17055,354,17055,354,0,189
0500000US01103,01103,"Morgan County, Alabama",90598,579,18407,31,17524,643,883,657,55386,524,45667,2261,9719,2235,16805,260,16805,260,0,189
0500000US01115,01115,"St. Clair County, Alabama",73741,321,16501,189,16002,494,499,494,45048,310,39647,1416,5401,1379,12192,174,12192,174,0,189
0500000US01117,01117,"Shelby County, Alabama",160663,893,36079,207,33817,1550,2262,1540,100617,846,90426,1996,10191,1928,23967,231,23967,231,0,189
0500000US01121,01121,"Talladega County, Alabama",50254,688,10216,163,9862,484,354,461,30483,490,25546,1413,4937,1379,9555,522,9555,522,0,189
0500000US01125,01125,"Tuscaloosa County, Alabama",126825,664,22413,461,22222,539,191,262,86597,448,78579,1952,8018,1931,17815,231,17718,315,97,173
0500000US01127,01127,"Walker County, Alabama",57994,435,12159,21,11420,703,739,702,34900,347,28028,1434,6872,1388,10935,254,10924,255,11,24
0500000US02020,02020,"Anchorage Municipality, Alaska",172059,1189,34575,102,32546,1038,2029,1038,118085,1244,101999,3187,16086,2996,19399,238,19205,397,194,313
0500000US02090,02090,"Fairbanks North Star Borough, Alaska",67192,971,14993,145,13905,698,1088,698,45605,971,41882,1772,3723,1421,6594,145,6594,145,0,145
