GEO.id,GEO.id2,GEO.display-label,VD01
Id,Id2,Geography,Median household income in 1999
0500000US04017,04017,"Navajo County, Arizona",28569
0500000US04019,04019,"Pima County, Arizona",36758
0500000US04021,04021,"Pinal County, Arizona",35856
0500000US04023,04023,"Santa Cruz County, Arizona",29710
0500000US04025,04025,"Yavapai County, Arizona",34901
0500000US04027,04027,"Yuma County, Arizona",32182
0500000US05001,05001,"Arkansas County, Arkansas",30316
0500000US05003,05003,"Ashley County, Arkansas",31758
0500000US05005,05005,"Baxter County, Arkansas",29106
0500000US05007,05007,"Benton County, Arkansas",40281
0500000US05009,05009,"Boone County, Arkansas",29988
0500000US05011,05011,"Bradley County, Arkansas",24821
0500000US05013,05013,"Calhoun County, Arkansas",28438
0500000US05015,05015,"Carroll County, Arkansas",27924
0500000US05017,05017,"Chicot County, Arkansas",22024
0500000US05019,05019,"Clark County, Arkansas",28845
0500000US05021,05021,"Clay County, Arkansas",25345
0500000US05023,05023,"Cleburne County, Arkansas",31531
0500000US05025,05025,"Cleveland County, Arkansas",32405
0500000US05027,05027,"Columbia County, Arkansas",27640
0500000US05029,05029,"Conway County, Arkansas",31209
0500000US05031,05031,"Craighead County, Arkansas",32425
0500000US05033,05033,"Crawford County, Arkansas",32871
0500000US05035,05035,"Crittenden County, Arkansas",30109
0500000US05037,05037,"Cross County, Arkansas",29362
0500000US05039,05039,"Dallas County, Arkansas",26608
0500000US05041,05041,"Desha County, Arkansas",24121
0500000US05043,05043,"Drew County, Arkansas",28627
0500000US05045,05045,"Faulkner County, Arkansas",38204
0500000US05047,05047,"Franklin County, Arkansas",30848
0500000US05049,05049,"Fulton County, Arkansas",25529
0500000US05051,05051,"Garland County, Arkansas",31724
0500000US05053,05053,"Grant County, Arkansas",37182
0500000US05055,05055,"Greene County, Arkansas",30828
0500000US05057,05057,"Hempstead County, Arkansas",28622
0500000US05059,05059,"Hot Spring County, Arkansas",31543
0500000US05061,05061,"Howard County, Arkansas",28699
0500000US05063,05063,"Independence County, Arkansas",31920
0500000US05065,05065,"Izard County, Arkansas",25670
0500000US05067,05067,"Jackson County, Arkansas",25081
0500000US05069,05069,"Jefferson County, Arkansas",31327
0500000US05071,05071,"Johnson County, Arkansas",27910
0500000US05073,05073,"Lafayette County, Arkansas",24831
0500000US05075,05075,"Lawrence County, Arkansas",27139
0500000US05077,05077,"Lee County, Arkansas",20510
0500000US05079,05079,"Lincoln County, Arkansas",29607
0500000US05081,05081,"Little River County, Arkansas",29417
0500000US05083,05083,"Logan County, Arkansas",28344
0500000US05085,05085,"Lonoke County, Arkansas",40314
0500000US05087,05087,"Madison County, Arkansas",27895
0500000US05089,05089,"Marion County, Arkansas",26737
0500000US05091,05091,"Miller County, Arkansas",30951
0500000US05093,05093,"Mississippi County, Arkansas",27479
0500000US05095,05095,"Monroe County, Arkansas",22632
0500000US05097,05097,"Montgomery County, Arkansas",28421
0500000US05099,05099,"Nevada County, Arkansas",26962
0500000US05101,05101,"Newton County, Arkansas",24756
0500000US05103,05103,"Ouachita County, Arkansas",29341
0500000US05105,05105,"Perry County, Arkansas",31083
0500000US05107,05107,"Phillips County, Arkansas",22231
0500000US05109,05109,"Pike County, Arkansas",27695
0500000US05111,05111,"Poinsett County, Arkansas",26558
0500000US05113,05113,"Polk County, Arkansas",25180
0500000US05115,05115,"Pope County, Arkansas",32069
0500000US05117,05117,"Prairie County, Arkansas",29990
0500000US05119,05119,"Pulaski County, Arkansas",38120
0500000US05121,05121,"Randolph County, Arkansas",27583
0500000US05123,05123,"St. Francis County, Arkansas",26146
0500000US05125,05125,"Saline County, Arkansas",42569
0500000US05127,05127,"Scott County, Arkansas",26412
0500000US05129,05129,"Searcy County, Arkansas",21397
0500000US05131,05131,"Sebastian County, Arkansas",33889
0500000US05133,05133,"Sevier County, Arkansas",30144
0500000US05135,05135,"Sharp County, Arkansas",25152
0500000US05137,05137,"Stone County, Arkansas",22209
0500000US05139,05139,"Union County, Arkansas",29809
0500000US05141,05141,"Van Buren County, Arkansas",27004
0500000US05143,05143,"Washington County, Arkansas",34691
0500000US05145,05145,"White County, Arkansas",32203
0500000US05147,05147,"Woodruff County, Arkansas",22099
0500000US05149,05149,"Yell County, Arkansas",28916
0500000US06001,06001,"Alameda County, California",55946
0500000US06003,06003,"Alpine County, California",41875
0500000US06005,06005,"Amador County, California",42280
0500000US06007,06007,"Butte County, California",31924
0500000US06009,06009,"Calaveras County, California",41022
0500000US06011,06011,"Colusa County, California",35062
0500000US06013,06013,"Contra Costa County, California",63675
0500000US06015,06015,"Del Norte County, California",29642
0500000US06017,06017,"El Dorado County, California",51484
0500000US06019,06019,"Fresno County, California",34725
0500000US06021,06021,"Glenn County, California",32107
0500000US06023,06023,"Humboldt County, California",31226
0500000US06025,06025,"Imperial County, California",31870
0500000US06027,06027,"Inyo County, California",35006
0500000US06029,06029,"Kern County, California",35446
0500000US06031,06031,"Kings County, California",35749
0500000US06033,06033,"Lake County, California",29627
0500000US06035,06035,"Lassen County, California",36310
0500000US06037,06037,"Los Angeles County, California",42189
0500000US06039,06039,"Madera County, California",36286
0500000US06041,06041,"Marin County, California",71306
0500000US06043,06043,"Mariposa County, California",34626
0500000US06045,06045,"Mendocino County, California",35996
0500000US06047,06047,"Merced County, California",35532
0500000US06049,06049,"Modoc County, California",27522
0500000US06051,06051,"Mono County, California",44992
0500000US06053,06053,"Monterey County, California",48305
0500000US06055,06055,"Napa County, California",51738
0500000US06057,06057,"Nevada County, California",45864
0500000US06059,06059,"Orange County, California",58820
0500000US06061,06061,"Placer County, California",57535
0500000US06063,06063,"Plumas County, California",36351
0500000US06065,06065,"Riverside County, California",42887
0500000US06067,06067,"Sacramento County, California",43816
0500000US06069,06069,"San Benito County, California",57469
0500000US06071,06071,"San Bernardino County, California",42066
0500000US06073,06073,"San Diego County, California",47067
0500000US06075,06075,"San Francisco County, California",55221
0500000US06077,06077,"San Joaquin County, California",41282
0500000US06079,06079,"San Luis Obispo County, California",42428
0500000US06081,06081,"San Mateo County, California",70819
0500000US06083,06083,"Santa Barbara County, California",46677
0500000US06085,06085,"Santa Clara County, California",74335
0500000US06087,06087,"Santa Cruz County, California",53998
0500000US06089,06089,"Shasta County, California",34335
0500000US06091,06091,"Sierra County, California",35827
0500000US06093,06093,"Siskiyou County, California",29530
0500000US06095,06095,"Solano County, California",54099
0500000US06097,06097,"Sonoma County, California",53076
0500000US06099,06099,"Stanislaus County, California",40101
0500000US06101,06101,"Sutter County, California",38375
0500000US06103,06103,"Tehama County, California",31206
0500000US06105,06105,"Trinity County, California",27711
0500000US06107,06107,"Tulare County, California",33983
0500000US06109,06109,"Tuolumne County, California",38725
0500000US06111,06111,"Ventura County, California",59666
0500000US06113,06113,"Yolo County, California",40769
0500000US06115,06115,"Yuba County, California",30460
0500000US08001,08001,"Adams County, Colorado",47323
0500000US08003,08003,"Alamosa County, Colorado",29447
0500000US08005,08005,"Arapahoe County, Colorado",53570
0500000US08007,08007,"Archuleta County, Colorado",37901
0500000US08009,08009,"Baca County, Colorado",28099
0500000US08011,08011,"Bent County, Colorado",28125
0500000US08013,08013,"Boulder County, Colorado",55861
0500000US08015,08015,"Chaffee County, Colorado",34368
0500000US08017,08017,"Cheyenne County, Colorado",37054
0500000US08019,08019,"Clear Creek County, Colorado",50997
0500000US08021,08021,"Conejos County, Colorado",24744
0500000US08023,08023,"Costilla County, Colorado",19531
0500000US08025,08025,"Crowley County, Colorado",26803
0500000US08027,08027,"Custer County, Colorado",34731
0500000US08029,08029,"Delta County, Colorado",32785
0500000US08031,08031,"Denver County, Colorado",39500
0500000US08033,08033,"Dolores County, Colorado",32196
0500000US08035,08035,"Douglas County, Colorado",82929
0500000US08037,08037,"Eagle County, Colorado",62682
0500000US08039,08039,"Elbert County, Colorado",62480
0500000US08041,08041,"El Paso County, Colorado",46844
0500000US08043,08043,"Fremont County, Colorado",34150
0500000US08045,08045,"Garfield County, Colorado",47016
0500000US08047,08047,"Gilpin County, Colorado",51942
0500000US08049,08049,"Grand County, Colorado",47759
0500000US08051,08051,"Gunnison County, Colorado",36916
0500000US08053,08053,"Hinsdale County, Colorado",37279
0500000US08055,08055,"Huerfano County, Colorado",25775
0500000US08057,08057,"Jackson County, Colorado",31821
0500000US08059,08059,"Jefferson County, Colorado",57339
0500000US08061,08061,"Kiowa County, Colorado",30494
0500000US08063,08063,"Kit Carson County, Colorado",33152
0500000US08065,08065,"Lake County, Colorado",37691
0500000US08067,08067,"La Plata County, Colorado",40159
0500000US08069,08069,"Larimer County, Colorado",48655
0500000US08071,08071,"Las Animas County, Colorado",28273
0500000US08073,08073,"Lincoln County, Colorado",31914
0500000US08075,08075,"Logan County, Colorado",32724
0500000US08077,08077,"Mesa County, Colorado",35864
0500000US08079,08079,"Mineral County, Colorado",34844
0500000US08081,08081,"Moffat County, Colorado",41528
0500000US08083,08083,"Montezuma County, Colorado",32083
0500000US08085,08085,"Montrose County, Colorado",35234
0500000US08087,08087,"Morgan County, Colorado",34568
0500000US08089,08089,"Otero County, Colorado",29738
0500000US08091,08091,"Ouray County, Colorado",42019
0500000US08093,08093,"Park County, Colorado",51899
0500000US08095,08095,"Phillips County, Colorado",32177
0500000US08097,08097,"Pitkin County, Colorado",59375
0500000US08099,08099,"Prowers County, Colorado",29935
0500000US08101,08101,"Pueblo County, Colorado",32775
0500000US08103,08103,"Rio Blanco County, Colorado",37711
0500000US08105,08105,"Rio Grande County, Colorado",31836
0500000US08107,08107,"Routt County, Colorado",53612
0500000US08109,08109,"Saguache County, Colorado",25495
0500000US08111,08111,"San Juan County, Colorado",30764
0500000US08113,08113,"San Miguel County, Colorado",48514
0500000US08115,08115,"Sedgwick County, Colorado",28278
0500000US08117,08117,"Summit County, Colorado",56587
0500000US08119,08119,"Teller County, Colorado",50165
0500000US08121,08121,"Washington County, Colorado",32431
0500000US08123,08123,"Weld County, Colorado",42321
0500000US08125,08125,"Yuma County, Colorado",33169
0500000US09001,09001,"Fairfield County, Connecticut",65249
0500000US09003,09003,"Hartford County, Connecticut",50756
0500000US09005,09005,"Litchfield County, Connecticut",56273
0500000US09007,09007,"Middlesex County, Connecticut",59175
0500000US09009,09009,"New Haven County, Connecticut",48834
0500000US09011,09011,"New London County, Connecticut",50646
0500000US09013,09013,"Tolland County, Connecticut",59044
0500000US09015,09015,"Windham County, Connecticut",45115
0500000US10001,10001,"Kent County, Delaware",40950
0500000US10003,10003,"New Castle County, Delaware",52419
0500000US10005,10005,"Sussex County, Delaware",39208
0500000US11001,11001,"District of Columbia, District of Columbia",40127
0500000US12001,12001,"Alachua County, Florida",31426
0500000US12003,12003,"Baker County, Florida",40035
0500000US12005,12005,"Bay County, Florida",36092
0500000US12007,12007,"Bradford County, Florida",33140
0500000US12009,12009,"Brevard County, Florida",40099
0500000US12011,12011,"Broward County, Florida",41691
0500000US12013,12013,"Calhoun County, Florida",26575
0500000US12015,12015,"Charlotte County, Florida",36379
0500000US12017,12017,"Citrus County, Florida",31001
0500000US12019,12019,"Clay County, Florida",48854
0500000US12021,12021,"Collier County, Florida",48289
0500000US12023,12023,"Columbia County, Florida",30881
0500000US12027,12027,"DeSoto County, Florida",30714
0500000US12029,12029,"Dixie County, Florida",26082
0500000US12031,12031,"Duval County, Florida",40703
0500000US12033,12033,"Escambia County, Florida",35234
0500000US12035,12035,"Flagler County, Florida",40214
0500000US12037,12037,"Franklin County, Florida",26756
0500000US12039,12039,"Gadsden County, Florida",31248
0500000US12041,12041,"Gilchrist County, Florida",30328
0500000US12043,12043,"Glades County, Florida",30774
0500000US12045,12045,"Gulf County, Florida",30276
0500000US12047,12047,"Hamilton County, Florida",25638
0500000US12049,12049,"Hardee County, Florida",30183
0500000US12051,12051,"Hendry County, Florida",33592
0500000US12053,12053,"Hernando County, Florida",32572
0500000US12055,12055,"Highlands County, Florida",30160
0500000US12057,12057,"Hillsborough County, Florida",40663
0500000US12059,12059,"Holmes County, Florida",27923
0500000US12061,12061,"Indian River County, Florida",39635
0500000US12063,12063,"Jackson County, Florida",29744
0500000US12065,12065,"Jefferson County, Florida",32998
0500000US12067,12067,"Lafayette County, Florida",30651
0500000US12069,12069,"Lake County, Florida",36903
0500000US12071,12071,"Lee County, Florida",40319
0500000US12073,12073,"Leon County, Florida",37517
0500000US12075,12075,"Levy County, Florida",26959
0500000US12077,12077,"Liberty County, Florida",28840
0500000US12079,12079,"Madison County, Florida",26533
0500000US12081,12081,"Manatee County, Florida",38673
0500000US12083,12083,"Marion County, Florida",31944
0500000US12085,12085,"Martin County, Florida",43083
0500000US12086,12086,"Miami-Dade County, Florida",35966
0500000US12087,12087,"Monroe County, Florida",42283
0500000US12089,12089,"Nassau County, Florida",46022
0500000US12091,12091,"Okaloosa County, Florida",41474
0500000US12093,12093,"Okeechobee County, Florida",30456
0500000US12095,12095,"Orange County, Florida",41311
0500000US12097,12097,"Osceola County, Florida",38214
0500000US12099,12099,"Palm Beach County, Florida",45062
0500000US12101,12101,"Pasco County, Florida",32969
0500000US12103,12103,"Pinellas County, Florida",37111
0500000US12105,12105,"Polk County, Florida",36036
0500000US12107,12107,"Putnam County, Florida",28180
0500000US12109,12109,"St. Johns County, Florida",50099
0500000US12111,12111,"St. Lucie County, Florida",36363
0500000US12113,12113,"Santa Rosa County, Florida",41881
0500000US12115,12115,"Sarasota County, Florida",41957
0500000US12117,12117,"Seminole County, Florida",49326
0500000US12119,12119,"Sumter County, Florida",32073
0500000US12121,12121,"Suwannee County, Florida",29963
0500000US12123,12123,"Taylor County, Florida",30032
0500000US12125,12125,"Union County, Florida",34563
0500000US12127,12127,"Volusia County, Florida",35219
0500000US12129,12129,"Wakulla County, Florida",37149
0500000US12131,12131,"Walton County, Florida",32407
0500000US12133,12133,"Washington County, Florida",27922
0500000US13001,13001,"Appling County, Georgia",30266
0500000US13003,13003,"Atkinson County, Georgia",26470
0500000US13005,13005,"Bacon County, Georgia",26910
0500000US13007,13007,"Baker County, Georgia",30338
0500000US13009,13009,"Baldwin County, Georgia",35159
0500000US13011,13011,"Banks County, Georgia",38523
0500000US13013,13013,"Barrow County, Georgia",45019
0500000US13015,13015,"Bartow County, Georgia",43660
0500000US13017,13017,"Ben Hill County, Georgia",27100
0500000US13019,13019,"Berrien County, Georgia",30044
0500000US13021,13021,"Bibb County, Georgia",34532
0500000US13023,13023,"Bleckley County, Georgia",33448
0500000US13025,13025,"Brantley County, Georgia",30361
0500000US13027,13027,"Brooks County, Georgia",26911
0500000US13029,13029,"Bryan County, Georgia",48345
0500000US13031,13031,"Bulloch County, Georgia",29499
0500000US13033,13033,"Burke County, Georgia",27877
0500000US13035,13035,"Butts County, Georgia",39879
0500000US13037,13037,"Calhoun County, Georgia",24588
0500000US13039,13039,"Camden County, Georgia",41056
0500000US13043,13043,"Candler County, Georgia",25022
0500000US13045,13045,"Carroll County, Georgia",38799
0500000US13047,13047,"Catoosa County, Georgia",39998
0500000US13049,13049,"Charlton County, Georgia",27869
0500000US13051,13051,"Chatham County, Georgia",37752
0500000US13053,13053,"Chattahoochee County, Georgia",37106
0500000US13055,13055,"Chattooga County, Georgia",30664
0500000US13057,13057,"Cherokee County, Georgia",60896
0500000US13059,13059,"Clarke County, Georgia",28403
0500000US13061,13061,"Clay County, Georgia",21448
0500000US13063,13063,"Clayton County, Georgia",42697
0500000US13065,13065,"Clinch County, Georgia",26755
0500000US13067,13067,"Cobb County, Georgia",58289
0500000US13069,13069,"Coffee County, Georgia",30710
0500000US13071,13071,"Colquitt County, Georgia",28539
0500000US13073,13073,"Columbia County, Georgia",55682
0500000US13075,13075,"Cook County, Georgia",27582
0500000US13077,13077,"Coweta County, Georgia",52706
0500000US13079,13079,"Crawford County, Georgia",37848
0500000US13081,13081,"Crisp County, Georgia",26547
0500000US13083,13083,"Dade County, Georgia",35259
0500000US13085,13085,"Dawson County, Georgia",47486
0500000US13087,13087,"Decatur County, Georgia",28820
0500000US13089,13089,"DeKalb County, Georgia",49117
0500000US13091,13091,"Dodge County, Georgia",27607
0500000US13093,13093,"Dooly County, Georgia",27980
0500000US13095,13095,"Dougherty County, Georgia",30934
0500000US13097,13097,"Douglas County, Georgia",50108
0500000US13099,13099,"Early County, Georgia",25629
0500000US13101,13101,"Echols County, Georgia",25851
0500000US13103,13103,"Effingham County, Georgia",46505
0500000US13105,13105,"Elbert County, Georgia",28724
0500000US13107,13107,"Emanuel County, Georgia",24383
0500000US13109,13109,"Evans County, Georgia",25447
0500000US13111,13111,"Fannin County, Georgia",30612
0500000US13113,13113,"Fayette County, Georgia",71227
0500000US13115,13115,"Floyd County, Georgia",35615
0500000US13117,13117,"Forsyth County, Georgia",68890
0500000US13119,13119,"Franklin County, Georgia",32134
0500000US13121,13121,"Fulton County, Georgia",47321
0500000US13123,13123,"Gilmer County, Georgia",35140
0500000US13125,13125,"Glascock County, Georgia",29743
0500000US13127,13127,"Glynn County, Georgia",38765
0500000US13129,13129,"Gordon County, Georgia",38831
0500000US13131,13131,"Grady County, Georgia",28656
0500000US13133,13133,"Greene County, Georgia",33479
0500000US13135,13135,"Gwinnett County, Georgia",60537
0500000US13137,13137,"Habersham County, Georgia",36321
0500000US13139,13139,"Hall County, Georgia",44908
0500000US13141,13141,"Hancock County, Georgia",22003
0500000US13143,13143,"Haralson County, Georgia",31656
0500000US13145,13145,"Harris County, Georgia",47763
0500000US13147,13147,"Hart County, Georgia",32833
0500000US13149,13149,"Heard County, Georgia",33038
0500000US13151,13151,"Henry County, Georgia",57309
0500000US13153,13153,"Houston County, Georgia",43638
0500000US13155,13155,"Irwin County, Georgia",30257
0500000US13157,13157,"Jackson County, Georgia",40349
0500000US13159,13159,"Jasper County, Georgia",39890
0500000US13161,13161,"Jeff Davis County, Georgia",27310
0500000US13163,13163,"Jefferson County, Georgia",26120
0500000US13165,13165,"Jenkins County, Georgia",24025
0500000US13167,13167,"Johnson County, Georgia",23848
0500000US13169,13169,"Jones County, Georgia",43301
0500000US13171,13171,"Lamar County, Georgia",37087
0500000US13173,13173,"Lanier County, Georgia",29171
0500000US13175,13175,"Laurens County, Georgia",32010
0500000US13177,13177,"Lee County, Georgia",48600
0500000US13179,13179,"Liberty County, Georgia",33477
0500000US13181,13181,"Lincoln County, Georgia",31952
0500000US13183,13183,"Long County, Georgia",30640
0500000US13185,13185,"Lowndes County, Georgia",32132
0500000US13187,13187,"Lumpkin County, Georgia",39167
0500000US13189,13189,"McDuffie County, Georgia",31920
0500000US13191,13191,"McIntosh County, Georgia",30102
0500000US13193,13193,"Macon County, Georgia",24224
0500000US13195,13195,"Madison County, Georgia",36347
0500000US13197,13197,"Marion County, Georgia",29145
0500000US13199,13199,"Meriwether County, Georgia",31870
0500000US13201,13201,"Miller County, Georgia",27335
0500000US13205,13205,"Mitchell County, Georgia",26581
0500000US13207,13207,"Monroe County, Georgia",44195
0500000US13209,13209,"Montgomery County, Georgia",30240
0500000US13211,13211,"Morgan County, Georgia",40249
0500000US13213,13213,"Murray County, Georgia",36996
0500000US13215,13215,"Muscogee County, Georgia",34798
0500000US13217,13217,"Newton County, Georgia",44875
0500000US13219,13219,"Oconee County, Georgia",55211
0500000US13221,13221,"Oglethorpe County, Georgia",35578
0500000US13223,13223,"Paulding County, Georgia",52161
0500000US13225,13225,"Peach County, Georgia",34453
0500000US13227,13227,"Pickens County, Georgia",41387
0500000US13229,13229,"Pierce County, Georgia",29895
0500000US13231,13231,"Pike County, Georgia",44370
0500000US13233,13233,"Polk County, Georgia",32328
0500000US13235,13235,"Pulaski County, Georgia",31895
0500000US13237,13237,"Putnam County, Georgia",36956
0500000US13239,13239,"Quitman County, Georgia",25875
0500000US13241,13241,"Rabun County, Georgia",33899
0500000US13243,13243,"Randolph County, Georgia",22004
0500000US13245,13245,"Richmond County, Georgia",33086
0500000US13247,13247,"Rockdale County, Georgia",53599
0500000US13249,13249,"Schley County, Georgia",32035
0500000US13251,13251,"Screven County, Georgia",29312
0500000US13253,13253,"Seminole County, Georgia",27094
0500000US13255,13255,"Spalding County, Georgia",36221
0500000US13257,13257,"Stephens County, Georgia",29466
0500000US13259,13259,"Stewart County, Georgia",24789
0500000US13261,13261,"Sumter County, Georgia",30904
0500000US13263,13263,"Talbot County, Georgia",26611
0500000US13265,13265,"Taliaferro County, Georgia",23750
0500000US13267,13267,"Tattnall County, Georgia",28664
0500000US13269,13269,"Taylor County, Georgia",25148
0500000US13271,13271,"Telfair County, Georgia",26097
0500000US13273,13273,"Terrell County, Georgia",26969
0500000US13275,13275,"Thomas County, Georgia",31115
0500000US13277,13277,"Tift County, Georgia",32616
0500000US13279,13279,"Toombs County, Georgia",26811
0500000US13281,13281,"Towns County, Georgia",31950
0500000US13283,13283,"Treutlen County, Georgia",24644
0500000US13285,13285,"Troup County, Georgia",35469
0500000US13287,13287,"Turner County, Georgia",25676
0500000US13289,13289,"Twiggs County, Georgia",31608
0500000US13291,13291,"Union County, Georgia",31893
0500000US13293,13293,"Upson County, Georgia",31201
0500000US13295,13295,"Walker County, Georgia",32406
0500000US13297,13297,"Walton County, Georgia",46479
0500000US13299,13299,"Ware County, Georgia",28360
0500000US13301,13301,"Warren County, Georgia",27366
0500000US13303,13303,"Washington County, Georgia",29910
0500000US13305,13305,"Wayne County, Georgia",32766
0500000US13307,13307,"Webster County, Georgia",27992
0500000US13309,13309,"Wheeler County, Georgia",24053
0500000US13311,13311,"White County, Georgia",36084
0500000US13313,13313,"Whitfield County, Georgia",39377
0500000US13315,13315,"Wilcox County, Georgia",27483
0500000US13317,13317,"Wilkes County, Georgia",27644
0500000US13319,13319,"Wilkinson County, Georgia",32723
0500000US13321,13321,"Worth County, Georgia",32384
0500000US15001,15001,"Hawaii County, Hawaii",39805
0500000US15003,15003,"Honolulu County, Hawaii",51914
0500000US15005,15005,"Kalawao County, Hawaii",9333
0500000US15007,15007,"Kauai County, Hawaii",45020
0500000US15009,15009,"Maui County, Hawaii",49489
0500000US16001,16001,"Ada County, Idaho",46140
0500000US16003,16003,"Adams County, Idaho",28423
0500000US16005,16005,"Bannock County, Idaho",36683
0500000US16007,16007,"Bear Lake County, Idaho",32162
0500000US16009,16009,"Benewah County, Idaho",31517
0500000US16011,16011,"Bingham County, Idaho",36423
