GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25,HD01_VD26,HD02_VD26,HD01_VD27,HD02_VD27,HD01_VD28,HD02_VD28,HD01_VD29,HD02_VD29,HD01_VD30,HD02_VD30,HD01_VD31,HD02_VD31
Id,Id2,Geography,Estimate; Total living in area 1 year ago:,Margin of Error; Total living in area 1 year ago:,Estimate; Total living in area 1 year ago: - Less than high school graduate,Margin of Error; Total living in area 1 year ago: - Less than high school graduate,Estimate; Total living in area 1 year ago: - High school graduate (includes equivalency),Margin of Error; Total living in area 1 year ago: - High school graduate (includes equivalency),Estimate; Total living in area 1 year ago: - Some college or associate's degree,Margin of Error; Total living in area 1 year ago: - Some college or associate's degree,Estimate; Total living in area 1 year ago: - Bachelor's degree,Margin of Error; Total living in area 1 year ago: - Bachelor's degree,Estimate; Total living in area 1 year ago: - Graduate or professional degree,Margin of Error; Total living in area 1 year ago: - Graduate or professional degree,Estimate; Total living in area 1 year ago: - Same house:,Margin of Error; Total living in area 1 year ago: - Same house:,Estimate; Total living in area 1 year ago: - Same house: - Less than high school graduate,Margin of Error; Total living in area 1 year ago: - Same house: - Less than high school graduate,Estimate; Total living in area 1 year ago: - Same house: - High school graduate (includes equivalency),Margin of Error; Total living in area 1 year ago: - Same house: - High school graduate (includes equivalency),Estimate; Total living in area 1 year ago: - Same house: - Some college or associate's degree,Margin of Error; Total living in area 1 year ago: - Same house: - Some college or associate's degree,Estimate; Total living in area 1 year ago: - Same house: - Bachelor's degree,Margin of Error; Total living in area 1 year ago: - Same house: - Bachelor's degree,Estimate; Total living in area 1 year ago: - Same house: - Graduate or professional degree,Margin of Error; Total living in area 1 year ago: - Same house: - Graduate or professional degree,Estimate; Total living in area 1 year ago: - Moved within same county:,Margin of Error; Total living in area 1 year ago: - Moved within same county:,Estimate; Total living in area 1 year ago: - Moved within same county: - Less than high school graduate,Margin of Error; Total living in area 1 year ago: - Moved within same county: - Less than high school graduate,Estimate; Total living in area 1 year ago: - Moved within same county: - High school graduate (includes equivalency),Margin of Error; Total living in area 1 year ago: - Moved within same county: - High school graduate (includes equivalency),Estimate; Total living in area 1 year ago: - Moved within same county: - Some college or associate's degree,Margin of Error; Total living in area 1 year ago: - Moved within same county: - Some college or associate's degree,Estimate; Total living in area 1 year ago: - Moved within same county: - Bachelor's degree,Margin of Error; Total living in area 1 year ago: - Moved within same county: - Bachelor's degree,Estimate; Total living in area 1 year ago: - Moved within same county: - Graduate or professional degree,Margin of Error; Total living in area 1 year ago: - Moved within same county: - Graduate or professional degree,Estimate; Total living in area 1 year ago: - Moved to different county within same state:,Margin of Error; Total living in area 1 year ago: - Moved to different county within same state:,Estimate; Total living in area 1 year ago: - Moved to different county within same state: - Less than high school graduate,Margin of Error; Total living in area 1 year ago: - Moved to different county within same state: - Less than high school graduate,Estimate; Total living in area 1 year ago: - Moved to different county within same state: - High school graduate (includes equivalency),Margin of Error; Total living in area 1 year ago: - Moved to different county within same state: - High school graduate (includes equivalency),Estimate; Total living in area 1 year ago: - Moved to different county within same state: - Some college or associate's degree,Margin of Error; Total living in area 1 year ago: - Moved to different county within same state: - Some college or associate's degree,Estimate; Total living in area 1 year ago: - Moved to different county within same state: - Bachelor's degree,Margin of Error; Total living in area 1 year ago: - Moved to different county within same state: - Bachelor's degree,Estimate; Total living in area 1 year ago: - Moved to different county within same state: - Graduate or professional degree,Margin of Error; Total living in area 1 year ago: - Moved to different county within same state: - Graduate or professional degree,Estimate; Total living in area 1 year ago: - Moved to different state:,Margin of Error; Total living in area 1 year ago: - Moved to different state:,Estimate; Total living in area 1 year ago: - Moved to different state: - Less than high school graduate,Margin of Error; Total living in area 1 year ago: - Moved to different state: - Less than high school graduate,Estimate; Total living in area 1 year ago: - Moved to different state: - High school graduate (includes equivalency),Margin of Error; Total living in area 1 year ago: - Moved to different state: - High school graduate (includes equivalency),Estimate; Total living in area 1 year ago: - Moved to different state: - Some college or associate's degree,Margin of Error; Total living in area 1 year ago: - Moved to different state: - Some college or associate's degree,Estimate; Total living in area 1 year ago: - Moved to different state: - Bachelor's degree,Margin of Error; Total living in area 1 year ago: - Moved to different state: - Bachelor's degree,Estimate; Total living in area 1 year ago: - Moved to different state: - Graduate or professional degree,Margin of Error; Total living in area 1 year ago: - Moved to different state: - Graduate or professional degree
0500000US01003,01003,"Baldwin County, Alabama",131270,3004,12376,2287,38681,3631,41784,3408,26348,3069,12081,2136,114398,3414,10440,2018,33325,3377,37595,3482,22079,2769,10959,2101,11904,2841,1135,797,3797,1710,3258,1516,2932,1246,782,392,2311,777,670,535,690,440,563,292,274,177,114,115,2657,1008,131,178,869,478,368,206,1063,698,226,221
0500000US01015,01015,"Calhoun County, Alabama",76179,2260,14988,2116,25982,2349,23925,2158,6194,1212,5090,1178,66861,2599,13192,1937,22796,2282,20803,2127,5511,1151,4559,1051,6428,1873,891,547,2624,1118,2078,1102,385,258,450,549,1982,725,816,523,313,232,690,356,82,137,81,152,908,810,89,161,249,369,354,425,216,238,0,192
0500000US01043,01043,"Cullman County, Alabama",55967,992,8569,1507,18052,1552,19139,1809,6643,984,3564,937,52884,876,8103,1403,16980,1445,18079,1881,6315,929,3407,917,1650,600,403,297,383,245,688,327,129,146,47,81,1341,793,63,98,689,599,326,279,153,214,110,183,92,153,0,192,0,192,46,76,46,77,0,192
0500000US01049,01049,"DeKalb County, Alabama",47684,1977,14384,1825,16058,2001,11753,1778,3085,864,2404,882,42585,1624,12238,1666,14645,1894,10762,1809,2792,736,2148,783,2412,934,775,714,506,332,746,489,129,175,256,370,1332,874,581,463,572,520,179,138,0,192,0,192,1355,930,790,592,335,353,66,121,164,253,0,192
0500000US01051,01051,"Elmore County, Alabama",53293,2383,6147,1026,21597,1937,16059,2479,5396,1081,4094,1079,46930,2566,5116,930,19244,1869,13898,2346,4794,1033,3878,1055,2529,1368,277,316,1449,1165,803,590,0,192,0,192,2767,1127,610,251,706,392,931,811,415,473,105,121,1067,756,144,182,198,251,427,422,187,162,111,121
0500000US01055,01055,"Etowah County, Alabama",69829,1363,12289,1337,22014,2061,24119,1937,7093,1337,4314,844,61833,1591,11179,1266,19093,1848,21609,1829,5782,1180,4170,813,6033,1484,559,339,2382,922,2005,785,1026,643,61,102,1515,772,397,360,337,321,443,407,255,313,83,118,448,321,154,201,202,230,62,83,30,49,0,192
0500000US01069,01069,"Houston County, Alabama",69491,934,10527,851,22971,1200,22072,1293,9035,751,4886,522,62637,1150,9176,830,21054,1107,19674,1313,8263,768,4470,509,4391,893,739,274,1262,344,1734,504,537,256,119,72,1207,486,412,289,359,236,349,210,87,108,0,192,1256,490,200,204,296,275,315,300,148,167,297,221
0500000US01073,01073,"Jefferson County, Alabama",441433,3741,50888,4111,115989,4940,137371,5645,83117,5057,54068,3198,383630,4537,42699,3690,101079,5028,119841,5332,72493,4948,47518,2926,42746,4257,6963,1717,11843,2305,12786,2283,6993,1750,4161,1045,10283,2235,806,339,2207,959,3536,1242,2376,871,1358,652,4774,1076,420,269,860,480,1208,518,1255,568,1031,367
0500000US01077,01077,"Lauderdale County, Alabama",61888,1651,10604,1756,21311,2081,19041,1967,6930,1324,4002,1049,54554,1934,8995,1700,18915,2246,17190,1931,5638,1136,3816,1018,4481,1352,788,458,1697,743,1173,639,770,435,53,91,1779,976,516,376,281,253,527,457,322,343,133,227,1074,728,305,320,418,356,151,142,200,211,0,192
