GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25,HD01_VD26,HD02_VD26,HD01_VD27,HD02_VD27,HD01_VD28,HD02_VD28,HD01_VD29,HD02_VD29,HD01_VD30,HD02_VD30,HD01_VD31,HD02_VD31
Id,Id2,Geography,Estimate; Total living in area 1 year ago:,Margin of Error; Total living in area 1 year ago:,Estimate; Total living in area 1 year ago: - Less than high school graduate,Margin of Error; Total living in area 1 year ago: - Less than high school graduate,Estimate; Total living in area 1 year ago: - High school graduate (includes equivalency),Margin of Error; Total living in area 1 year ago: - High school graduate (includes equivalency),Estimate; Total living in area 1 year ago: - Some college or associate's degree,Margin of Error; Total living in area 1 year ago: - Some college or associate's degree,Estimate; Total living in area 1 year ago: - Bachelor's degree,Margin of Error; Total living in area 1 year ago: - Bachelor's degree,Estimate; Total living in area 1 year ago: - Graduate or professional degree,Margin of Error; Total living in area 1 year ago: - Graduate or professional degree,Estimate; Total living in area 1 year ago: - Same house:,Margin of Error; Total living in area 1 year ago: - Same house:,Estimate; Total living in area 1 year ago: - Same house: - Less than high school graduate,Margin of Error; Total living in area 1 year ago: - Same house: - Less than high school graduate,Estimate; Total living in area 1 year ago: - Same house: - High school graduate (includes equivalency),Margin of Error; Total living in area 1 year ago: - Same house: - High school graduate (includes equivalency),Estimate; Total living in area 1 year ago: - Same house: - Some college or associate's degree,Margin of Error; Total living in area 1 year ago: - Same house: - Some college or associate's degree,Estimate; Total living in area 1 year ago: - Same house: - Bachelor's degree,Margin of Error; Total living in area 1 year ago: - Same house: - Bachelor's degree,Estimate; Total living in area 1 year ago: - Same house: - Graduate or professional degree,Margin of Error; Total living in area 1 year ago: - Same house: - Graduate or professional degree,Estimate; Total living in area 1 year ago: - Moved within same county:,Margin of Error; Total living in area 1 year ago: - Moved within same county:,Estimate; Total living in area 1 year ago: - Moved within same county: - Less than high school graduate,Margin of Error; Total living in area 1 year ago: - Moved within same county: - Less than high school graduate,Estimate; Total living in area 1 year ago: - Moved within same county: - High school graduate (includes equivalency),Margin of Error; Total living in area 1 year ago: - Moved within same county: - High school graduate (includes equivalency),Estimate; Total living in area 1 year ago: - Moved within same county: - Some college or associate's degree,Margin of Error; Total living in area 1 year ago: - Moved within same county: - Some college or associate's degree,Estimate; Total living in area 1 year ago: - Moved within same county: - Bachelor's degree,Margin of Error; Total living in area 1 year ago: - Moved within same county: - Bachelor's degree,Estimate; Total living in area 1 year ago: - Moved within same county: - Graduate or professional degree,Margin of Error; Total living in area 1 year ago: - Moved within same county: - Graduate or professional degree,Estimate; Total living in area 1 year ago: - Moved to different county within same state:,Margin of Error; Total living in area 1 year ago: - Moved to different county within same state:,Estimate; Total living in area 1 year ago: - Moved to different county within same state: - Less than high school graduate,Margin of Error; Total living in area 1 year ago: - Moved to different county within same state: - Less than high school graduate,Estimate; Total living in area 1 year ago: - Moved to different county within same state: - High school graduate (includes equivalency),Margin of Error; Total living in area 1 year ago: - Moved to different county within same state: - High school graduate (includes equivalency),Estimate; Total living in area 1 year ago: - Moved to different county within same state: - Some college or associate's degree,Margin of Error; Total living in area 1 year ago: - Moved to different county within same state: - Some college or associate's degree,Estimate; Total living in area 1 year ago: - Moved to different county within same state: - Bachelor's degree,Margin of Error; Total living in area 1 year ago: - Moved to different county within same state: - Bachelor's degree,Estimate; Total living in area 1 year ago: - Moved to different county within same state: - Graduate or professional degree,Margin of Error; Total living in area 1 year ago: - Moved to different county within same state: - Graduate or professional degree,Estimate; Total living in area 1 year ago: - Moved to different state:,Margin of Error; Total living in area 1 year ago: - Moved to different state:,Estimate; Total living in area 1 year ago: - Moved to different state: - Less than high school graduate,Margin of Error; Total living in area 1 year ago: - Moved to different state: - Less than high school graduate,Estimate; Total living in area 1 year ago: - Moved to different state: - High school graduate (includes equivalency),Margin of Error; Total living in area 1 year ago: - Moved to different state: - High school graduate (includes equivalency),Estimate; Total living in area 1 year ago: - Moved to different state: - Some college or associate's degree,Margin of Error; Total living in area 1 year ago: - Moved to different state: - Some college or associate's degree,Estimate; Total living in area 1 year ago: - Moved to different state: - Bachelor's degree,Margin of Error; Total living in area 1 year ago: - Moved to different state: - Bachelor's degree,Estimate; Total living in area 1 year ago: - Moved to different state: - Graduate or professional degree,Margin of Error; Total living in area 1 year ago: - Moved to different state: - Graduate or professional degree
0500000US01003,01003,"Baldwin County, Alabama",138189,2645,15602,2344,35549,3585,46445,3592,26926,3145,13667,2270,125857,3928,14280,2322,32819,3561,39683,3837,25702,2986,13373,2286,7470,3153,850,730,1610,696,4182,2863,699,517,129,215,1540,596,114,128,201,158,982,530,145,131,98,123,3322,1152,358,361,919,561,1598,854,380,341,67,70
0500000US01015,01015,"Calhoun County, Alabama",77228,2278,12938,1767,24412,2203,25407,2135,9273,1762,5198,1006,67678,2001,11159,1701,21793,2161,21895,2202,8216,1711,4615,878,6575,1472,1266,856,1752,650,2734,941,526,322,297,198,1378,874,251,338,554,398,117,145,170,178,286,378,1597,852,262,239,313,337,661,529,361,353,0,187
0500000US01043,01043,"Cullman County, Alabama",55937,1220,8884,1495,21778,2043,16989,1769,5304,1159,2982,846,52607,1186,8409,1491,20417,2062,15976,1765,5068,1150,2737,794,1630,759,119,136,777,543,558,402,46,78,130,158,794,355,271,215,141,168,196,171,71,73,115,117,906,640,85,98,443,484,259,255,119,192,0,187
0500000US01049,01049,"DeKalb County, Alabama",46493,1685,11462,1750,15260,1583,13987,1781,3677,979,2107,704,42101,2288,10235,1816,13133,1503,13284,1804,3390,1003,2059,699,2889,1348,1172,1004,1053,536,523,284,130,121,11,17,679,406,19,33,582,397,0,187,41,51,37,68,824,503,36,61,492,368,180,299,116,190,0,187
0500000US01051,01051,"Elmore County, Alabama",54995,2001,5970,1160,21516,1977,15113,1651,7614,1540,4782,1101,46996,1793,4647,992,18366,1788,13533,1467,6221,1379,4229,957,3144,1145,645,453,908,440,410,283,930,694,251,348,3770,1308,678,417,1598,824,871,573,463,436,160,175,1085,707,0,187,644,406,299,303,0,187,142,201
0500000US01055,01055,"Etowah County, Alabama",73116,1500,12340,1863,23448,2039,24825,1988,7380,1271,5123,1030,64592,1560,10820,1762,20560,1968,22287,1972,6665,1208,4260,1024,5135,1154,684,500,2053,734,1640,639,481,289,277,204,2580,966,506,364,713,432,798,515,234,192,329,298,809,449,330,286,122,148,100,123,0,187,257,311
0500000US01069,01069,"Houston County, Alabama",69886,1283,11474,1207,22373,1322,22303,1166,9352,852,4384,579,61759,1059,10289,1194,19894,1230,19493,997,8335,748,3748,476,5525,884,778,210,1893,465,2034,531,544,293,276,208,1373,563,286,221,186,167,335,178,238,282,328,267,1229,1035,121,143,400,380,441,549,235,204,32,55
0500000US01073,01073,"Jefferson County, Alabama",445103,4414,49426,3519,125025,4908,134573,5438,81052,4700,55027,3507,381432,4313,41280,3067,109429,4635,115124,4782,68609,4248,46990,3325,45600,3981,5169,1231,11382,1931,15376,2382,8594,1762,5079,1668,9891,2413,1200,832,3019,1140,2630,879,1795,796,1247,711,8180,1660,1777,899,1195,589,1443,642,2054,661,1711,673
0500000US01077,01077,"Lauderdale County, Alabama",64341,1886,9169,1280,22373,2238,18056,1976,8272,1380,6471,1406,54722,1896,7379,1050,19166,1915,14974,1955,7546,1293,5657,1231,5137,1414,1580,719,1298,652,1690,660,250,192,319,207,3555,1632,210,157,1457,1071,977,621,476,332,435,447,927,489,0,187,452,374,415,340,0,187,60,84
