GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25,HD01_VD26,HD02_VD26,HD01_VD27,HD02_VD27,HD01_VD28,HD02_VD28,HD01_VD29,HD02_VD29,HD01_VD30,HD02_VD30,HD01_VD31,HD02_VD31
Id,Id2,Geography,Estimate; Total living in area 1 year ago:,Margin of Error; Total living in area 1 year ago:,Estimate; Total living in area 1 year ago: - Less than high school graduate,Margin of Error; Total living in area 1 year ago: - Less than high school graduate,Estimate; Total living in area 1 year ago: - High school graduate (includes equivalency),Margin of Error; Total living in area 1 year ago: - High school graduate (includes equivalency),Estimate; Total living in area 1 year ago: - Some college or associate's degree,Margin of Error; Total living in area 1 year ago: - Some college or associate's degree,Estimate; Total living in area 1 year ago: - Bachelor's degree,Margin of Error; Total living in area 1 year ago: - Bachelor's degree,Estimate; Total living in area 1 year ago: - Graduate or professional degree,Margin of Error; Total living in area 1 year ago: - Graduate or professional degree,Estimate; Total living in area 1 year ago: - Same house:,Margin of Error; Total living in area 1 year ago: - Same house:,Estimate; Total living in area 1 year ago: - Same house: - Less than high school graduate,Margin of Error; Total living in area 1 year ago: - Same house: - Less than high school graduate,Estimate; Total living in area 1 year ago: - Same house: - High school graduate (includes equivalency),Margin of Error; Total living in area 1 year ago: - Same house: - High school graduate (includes equivalency),Estimate; Total living in area 1 year ago: - Same house: - Some college or associate's degree,Margin of Error; Total living in area 1 year ago: - Same house: - Some college or associate's degree,Estimate; Total living in area 1 year ago: - Same house: - Bachelor's degree,Margin of Error; Total living in area 1 year ago: - Same house: - Bachelor's degree,Estimate; Total living in area 1 year ago: - Same house: - Graduate or professional degree,Margin of Error; Total living in area 1 year ago: - Same house: - Graduate or professional degree,Estimate; Total living in area 1 year ago: - Moved within same county:,Margin of Error; Total living in area 1 year ago: - Moved within same county:,Estimate; Total living in area 1 year ago: - Moved within same county: - Less than high school graduate,Margin of Error; Total living in area 1 year ago: - Moved within same county: - Less than high school graduate,Estimate; Total living in area 1 year ago: - Moved within same county: - High school graduate (includes equivalency),Margin of Error; Total living in area 1 year ago: - Moved within same county: - High school graduate (includes equivalency),Estimate; Total living in area 1 year ago: - Moved within same county: - Some college or associate's degree,Margin of Error; Total living in area 1 year ago: - Moved within same county: - Some college or associate's degree,Estimate; Total living in area 1 year ago: - Moved within same county: - Bachelor's degree,Margin of Error; Total living in area 1 year ago: - Moved within same county: - Bachelor's degree,Estimate; Total living in area 1 year ago: - Moved within same county: - Graduate or professional degree,Margin of Error; Total living in area 1 year ago: - Moved within same county: - Graduate or professional degree,Estimate; Total living in area 1 year ago: - Moved to different county within same state:,Margin of Error; Total living in area 1 year ago: - Moved to different county within same state:,Estimate; Total living in area 1 year ago: - Moved to different county within same state: - Less than high school graduate,Margin of Error; Total living in area 1 year ago: - Moved to different county within same state: - Less than high school graduate,Estimate; Total living in area 1 year ago: - Moved to different county within same state: - High school graduate (includes equivalency),Margin of Error; Total living in area 1 year ago: - Moved to different county within same state: - High school graduate (includes equivalency),Estimate; Total living in area 1 year ago: - Moved to different county within same state: - Some college or associate's degree,Margin of Error; Total living in area 1 year ago: - Moved to different county within same state: - Some college or associate's degree,Estimate; Total living in area 1 year ago: - Moved to different county within same state: - Bachelor's degree,Margin of Error; Total living in area 1 year ago: - Moved to different county within same state: - Bachelor's degree,Estimate; Total living in area 1 year ago: - Moved to different county within same state: - Graduate or professional degree,Margin of Error; Total living in area 1 year ago: - Moved to different county within same state: - Graduate or professional degree,Estimate; Total living in area 1 year ago: - Moved to different state:,Margin of Error; Total living in area 1 year ago: - Moved to different state:,Estimate; Total living in area 1 year ago: - Moved to different state: - Less than high school graduate,Margin of Error; Total living in area 1 year ago: - Moved to different state: - Less than high school graduate,Estimate; Total living in area 1 year ago: - Moved to different state: - High school graduate (includes equivalency),Margin of Error; Total living in area 1 year ago: - Moved to different state: - High school graduate (includes equivalency),Estimate; Total living in area 1 year ago: - Moved to different state: - Some college or associate's degree,Margin of Error; Total living in area 1 year ago: - Moved to different state: - Some college or associate's degree,Estimate; Total living in area 1 year ago: - Moved to different state: - Bachelor's degree,Margin of Error; Total living in area 1 year ago: - Moved to different state: - Bachelor's degree,Estimate; Total living in area 1 year ago: - Moved to different state: - Graduate or professional degree,Margin of Error; Total living in area 1 year ago: - Moved to different state: - Graduate or professional degree
0500000US01003,01003,"Baldwin County, Alabama",126699,3959,12464,2803,37534,4173,41647,4088,22681,3362,12373,2031,108243,3599,10445,2645,32030,4249,34006,3513,20379,3195,11383,1736,11268,3156,1079,772,3675,1419,4912,1989,894,525,708,898,2160,1000,196,248,677,499,903,610,242,175,142,128,5028,1518,744,629,1152,566,1826,907,1166,733,140,197
0500000US01015,01015,"Calhoun County, Alabama",77982,1841,18601,2200,24013,2361,23762,2332,7727,1272,3879,1132,69193,2104,16204,2203,20917,2190,21037,2150,7225,1204,3810,1133,5747,1697,1882,989,1976,1010,1784,824,105,139,0,193,1871,927,345,333,810,618,570,425,77,89,69,99,1171,678,170,265,310,282,371,362,320,437,0,193
0500000US01051,01051,"Elmore County, Alabama",52694,2001,6186,1225,16206,1876,18115,1989,8455,1410,3732,1067,46054,1517,5462,1191,14334,1557,16446,1917,7049,1119,2763,901,2513,1075,499,398,665,664,408,329,629,609,312,290,2510,1002,225,132,1091,651,802,521,259,339,133,130,1617,1195,0,193,116,126,459,400,518,574,524,516
0500000US01055,01055,"Etowah County, Alabama",72661,1892,13270,2178,23330,2132,26243,1748,5496,893,4322,1083,64537,1763,10634,1817,20855,2015,23322,1857,5474,884,4252,1080,4980,1400,1384,562,1269,556,2235,904,22,40,70,84,2997,1389,1235,1112,1076,579,686,480,0,193,0,193,147,225,17,34,130,223,0,193,0,193,0,193
0500000US01069,01069,"Houston County, Alabama",69908,1378,10962,951,24090,1232,21111,1396,8952,1106,4793,767,61791,1006,9640,838,21527,1172,18126,905,8070,1042,4428,740,4591,812,1125,306,1731,592,1361,379,222,125,152,69,1842,597,113,111,387,227,736,443,393,373,213,221,1684,1095,84,98,445,356,888,884,267,313,0,193
0500000US01073,01073,"Jefferson County, Alabama",437021,4550,59246,4421,112478,4557,134705,5583,80730,5062,49862,3258,379973,5565,50125,4138,97433,4167,115683,5085,71274,5152,45458,3253,41327,4117,6806,1755,11583,2085,14475,2471,5543,1444,2920,1043,9225,2279,1915,861,2295,970,2590,1070,1632,705,793,412,6496,1942,400,317,1167,833,1957,935,2281,1282,691,346
0500000US01077,01077,"Lauderdale County, Alabama",62688,1199,10577,1665,20916,2497,17468,1653,7994,1482,5733,1211,56798,1595,9573,1664,19191,2578,15983,1877,7033,1278,5018,1150,3882,1201,659,449,1132,526,1014,555,756,665,321,339,1266,521,248,230,431,296,192,156,205,283,190,265,742,524,97,160,162,206,279,359,0,193,204,250
0500000US01081,01081,"Lee County, Alabama",78690,2918,10181,1826,22015,2499,19209,2456,16420,2399,10865,2072,66430,2468,8719,1812,19050,2497,17025,2246,12055,1647,9581,1929,6478,2116,1254,789,1804,1104,911,516,1972,1151,537,336,2650,1478,158,129,894,811,305,302,1002,1172,291,266,3132,1332,50,73,267,258,968,642,1391,980,456,442
0500000US01083,01083,"Limestone County, Alabama",58430,1648,10122,1966,20121,2316,15956,1861,7327,1404,4904,1131,53556,1380,9573,1923,18851,2277,14204,1771,6245,1228,4683,1107,2477,902,310,224,401,255,1175,557,402,387,189,222,953,441,239,203,367,268,297,193,50,84,0,193,1444,1068,0,193,502,440,280,232,630,938,32,58
