GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25,HD01_VD26,HD02_VD26,HD01_VD27,HD02_VD27,HD01_VD28,HD02_VD28,HD01_VD29,HD02_VD29,HD01_VD30,HD02_VD30,HD01_VD31,HD02_VD31
Id,Id2,Geography,Estimate; Total living in area 1 year ago:,Margin of Error; Total living in area 1 year ago:,Estimate; Total living in area 1 year ago: - Less than high school graduate,Margin of Error; Total living in area 1 year ago: - Less than high school graduate,Estimate; Total living in area 1 year ago: - High school graduate (includes equivalency),Margin of Error; Total living in area 1 year ago: - High school graduate (includes equivalency),Estimate; Total living in area 1 year ago: - Some college or associate's degree,Margin of Error; Total living in area 1 year ago: - Some college or associate's degree,Estimate; Total living in area 1 year ago: - Bachelor's degree,Margin of Error; Total living in area 1 year ago: - Bachelor's degree,Estimate; Total living in area 1 year ago: - Graduate or professional degree,Margin of Error; Total living in area 1 year ago: - Graduate or professional degree,Estimate; Total living in area 1 year ago: - Same house:,Margin of Error; Total living in area 1 year ago: - Same house:,Estimate; Total living in area 1 year ago: - Same house: - Less than high school graduate,Margin of Error; Total living in area 1 year ago: - Same house: - Less than high school graduate,Estimate; Total living in area 1 year ago: - Same house: - High school graduate (includes equivalency),Margin of Error; Total living in area 1 year ago: - Same house: - High school graduate (includes equivalency),Estimate; Total living in area 1 year ago: - Same house: - Some college or associate's degree,Margin of Error; Total living in area 1 year ago: - Same house: - Some college or associate's degree,Estimate; Total living in area 1 year ago: - Same house: - Bachelor's degree,Margin of Error; Total living in area 1 year ago: - Same house: - Bachelor's degree,Estimate; Total living in area 1 year ago: - Same house: - Graduate or professional degree,Margin of Error; Total living in area 1 year ago: - Same house: - Graduate or professional degree,Estimate; Total living in area 1 year ago: - Moved within same county:,Margin of Error; Total living in area 1 year ago: - Moved within same county:,Estimate; Total living in area 1 year ago: - Moved within same county: - Less than high school graduate,Margin of Error; Total living in area 1 year ago: - Moved within same county: - Less than high school graduate,Estimate; Total living in area 1 year ago: - Moved within same county: - High school graduate (includes equivalency),Margin of Error; Total living in area 1 year ago: - Moved within same county: - High school graduate (includes equivalency),Estimate; Total living in area 1 year ago: - Moved within same county: - Some college or associate's degree,Margin of Error; Total living in area 1 year ago: - Moved within same county: - Some college or associate's degree,Estimate; Total living in area 1 year ago: - Moved within same county: - Bachelor's degree,Margin of Error; Total living in area 1 year ago: - Moved within same county: - Bachelor's degree,Estimate; Total living in area 1 year ago: - Moved within same county: - Graduate or professional degree,Margin of Error; Total living in area 1 year ago: - Moved within same county: - Graduate or professional degree,Estimate; Total living in area 1 year ago: - Moved to different county within same state:,Margin of Error; Total living in area 1 year ago: - Moved to different county within same state:,Estimate; Total living in area 1 year ago: - Moved to different county within same state: - Less than high school graduate,Margin of Error; Total living in area 1 year ago: - Moved to different county within same state: - Less than high school graduate,Estimate; Total living in area 1 year ago: - Moved to different county within same state: - High school graduate (includes equivalency),Margin of Error; Total living in area 1 year ago: - Moved to different county within same state: - High school graduate (includes equivalency),Estimate; Total living in area 1 year ago: - Moved to different county within same state: - Some college or associate's degree,Margin of Error; Total living in area 1 year ago: - Moved to different county within same state: - Some college or associate's degree,Estimate; Total living in area 1 year ago: - Moved to different county within same state: - Bachelor's degree,Margin of Error; Total living in area 1 year ago: - Moved to different county within same state: - Bachelor's degree,Estimate; Total living in area 1 year ago: - Moved to different county within same state: - Graduate or professional degree,Margin of Error; Total living in area 1 year ago: - Moved to different county within same state: - Graduate or professional degree,Estimate; Total living in area 1 year ago: - Moved to different state:,Margin of Error; Total living in area 1 year ago: - Moved to different state:,Estimate; Total living in area 1 year ago: - Moved to different state: - Less than high school graduate,Margin of Error; Total living in area 1 year ago: - Moved to different state: - Less than high school graduate,Estimate; Total living in area 1 year ago: - Moved to different state: - High school graduate (includes equivalency),Margin of Error; Total living in area 1 year ago: - Moved to different state: - High school graduate (includes equivalency),Estimate; Total living in area 1 year ago: - Moved to different state: - Some college or associate's degree,Margin of Error; Total living in area 1 year ago: - Moved to different state: - Some college or associate's degree,Estimate; Total living in area 1 year ago: - Moved to different state: - Bachelor's degree,Margin of Error; Total living in area 1 year ago: - Moved to different state: - Bachelor's degree,Estimate; Total living in area 1 year ago: - Moved to different state: - Graduate or professional degree,Margin of Error; Total living in area 1 year ago: - Moved to different state: - Graduate or professional degree
0500000US01003,01003,"Baldwin County, Alabama",149165,2553,15680,2558,36838,4195,46762,4087,33967,3228,15918,2307,137261,3049,15064,2513,34275,3974,41494,3800,31708,3151,14720,2177,7357,2130,354,300,1753,657,3065,1184,1761,840,424,372,1362,596,177,176,355,314,631,325,142,185,57,92,3185,1208,85,98,455,351,1572,735,356,278,717,541
0500000US01015,01015,"Calhoun County, Alabama",79958,1707,11370,1731,27206,2336,26129,2482,8602,1352,6651,1449,69472,1900,10246,1663,23272,2339,22030,2595,7966,1361,5958,1402,7126,1848,374,215,2891,1150,2852,1260,394,306,615,489,1625,628,412,225,336,278,717,453,82,126,78,103,1735,891,338,361,707,547,530,306,160,168,0,198
0500000US01043,01043,"Cullman County, Alabama",57775,1215,10533,1508,20978,1897,19209,1874,4233,1102,2822,808,52408,1530,9502,1492,19058,1773,17258,1703,3931,1065,2659,789,3385,1204,648,523,900,559,1646,826,125,172,66,106,1637,638,263,161,969,574,194,140,114,181,97,120,345,279,120,144,51,94,111,131,63,107,0,198
0500000US01051,01051,"Elmore County, Alabama",55264,2646,6354,1424,18114,2515,16555,2166,9096,1436,5145,1130,48213,2364,5475,1189,15830,2178,13939,1922,8245,1364,4724,1091,3033,1281,728,586,734,477,1286,634,285,216,0,198,2473,936,109,142,906,550,681,423,494,362,283,237,1545,1123,42,66,644,760,649,627,72,95,138,170
0500000US01055,01055,"Etowah County, Alabama",71553,1950,11390,1387,24281,2475,21636,2594,8656,1821,5590,1162,62870,2257,10133,1257,21773,2389,18818,2378,7262,1644,4884,1000,5609,2032,1235,723,1563,892,1753,1043,704,627,354,413,848,555,8,18,166,173,441,431,107,139,126,202,2226,1109,14,30,779,687,624,538,583,354,226,305
0500000US01069,01069,"Houston County, Alabama",72818,1390,9446,991,23934,1694,23545,1198,9531,988,6362,950,64435,918,8493,963,21422,1487,20605,1162,8414,840,5501,741,4325,613,576,209,1176,331,1754,347,588,200,231,169,2374,867,280,208,551,472,752,444,250,297,541,421,1684,779,97,158,785,510,434,309,279,264,89,152
0500000US01073,01073,"Jefferson County, Alabama",445447,4142,44620,3457,117015,5777,135369,6511,91703,4645,56740,3321,383686,4898,37041,3123,102395,5678,114898,6005,79565,4180,49787,3470,44287,4567,6087,1653,11551,2182,14899,2501,7360,1508,4390,1018,9008,1804,823,392,1935,741,3533,1072,2056,841,661,445,8466,2091,669,672,1134,735,2039,907,2722,1070,1902,803
0500000US01077,01077,"Lauderdale County, Alabama",62979,2020,7052,1301,23638,2214,16881,2205,9246,1500,6162,1390,54140,1807,6143,1187,20554,2009,14035,2071,8516,1459,4892,1004,5704,1446,789,406,2180,874,1850,877,350,272,535,385,1311,798,21,35,536,603,539,500,139,170,76,126,1824,1113,99,155,368,369,457,440,241,235,659,902
0500000US01081,01081,"Lee County, Alabama",98773,2629,8320,1495,24157,3211,31821,3110,18360,1975,16115,2011,86064,2653,7445,1472,21566,3076,28510,2884,14844,1732,13699,2031,5097,1543,399,420,1080,674,1725,790,1461,808,432,278,3898,1165,424,430,650,492,1198,754,884,461,742,522,3714,1100,52,83,861,463,388,337,1171,549,1242,535
