GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25,HD01_VD26,HD02_VD26,HD01_VD27,HD02_VD27,HD01_VD28,HD02_VD28,HD01_VD29,HD02_VD29,HD01_VD30,HD02_VD30,HD01_VD31,HD02_VD31
Id,Id2,Geography,Estimate; Total living in area 1 year ago:,Margin of Error; Total living in area 1 year ago:,Estimate; Total living in area 1 year ago: - Less than high school graduate,Margin of Error; Total living in area 1 year ago: - Less than high school graduate,Estimate; Total living in area 1 year ago: - High school graduate (includes equivalency),Margin of Error; Total living in area 1 year ago: - High school graduate (includes equivalency),Estimate; Total living in area 1 year ago: - Some college or associate's degree,Margin of Error; Total living in area 1 year ago: - Some college or associate's degree,Estimate; Total living in area 1 year ago: - Bachelor's degree,Margin of Error; Total living in area 1 year ago: - Bachelor's degree,Estimate; Total living in area 1 year ago: - Graduate or professional degree,Margin of Error; Total living in area 1 year ago: - Graduate or professional degree,Estimate; Total living in area 1 year ago: - Same house:,Margin of Error; Total living in area 1 year ago: - Same house:,Estimate; Total living in area 1 year ago: - Same house: - Less than high school graduate,Margin of Error; Total living in area 1 year ago: - Same house: - Less than high school graduate,Estimate; Total living in area 1 year ago: - Same house: - High school graduate (includes equivalency),Margin of Error; Total living in area 1 year ago: - Same house: - High school graduate (includes equivalency),Estimate; Total living in area 1 year ago: - Same house: - Some college or associate's degree,Margin of Error; Total living in area 1 year ago: - Same house: - Some college or associate's degree,Estimate; Total living in area 1 year ago: - Same house: - Bachelor's degree,Margin of Error; Total living in area 1 year ago: - Same house: - Bachelor's degree,Estimate; Total living in area 1 year ago: - Same house: - Graduate or professional degree,Margin of Error; Total living in area 1 year ago: - Same house: - Graduate or professional degree,Estimate; Total living in area 1 year ago: - Moved within same county:,Margin of Error; Total living in area 1 year ago: - Moved within same county:,Estimate; Total living in area 1 year ago: - Moved within same county: - Less than high school graduate,Margin of Error; Total living in area 1 year ago: - Moved within same county: - Less than high school graduate,Estimate; Total living in area 1 year ago: - Moved within same county: - High school graduate (includes equivalency),Margin of Error; Total living in area 1 year ago: - Moved within same county: - High school graduate (includes equivalency),Estimate; Total living in area 1 year ago: - Moved within same county: - Some college or associate's degree,Margin of Error; Total living in area 1 year ago: - Moved within same county: - Some college or associate's degree,Estimate; Total living in area 1 year ago: - Moved within same county: - Bachelor's degree,Margin of Error; Total living in area 1 year ago: - Moved within same county: - Bachelor's degree,Estimate; Total living in area 1 year ago: - Moved within same county: - Graduate or professional degree,Margin of Error; Total living in area 1 year ago: - Moved within same county: - Graduate or professional degree,Estimate; Total living in area 1 year ago: - Moved to different county within same state:,Margin of Error; Total living in area 1 year ago: - Moved to different county within same state:,Estimate; Total living in area 1 year ago: - Moved to different county within same state: - Less than high school graduate,Margin of Error; Total living in area 1 year ago: - Moved to different county within same state: - Less than high school graduate,Estimate; Total living in area 1 year ago: - Moved to different county within same state: - High school graduate (includes equivalency),Margin of Error; Total living in area 1 year ago: - Moved to different county within same state: - High school graduate (includes equivalency),Estimate; Total living in area 1 year ago: - Moved to different county within same state: - Some college or associate's degree,Margin of Error; Total living in area 1 year ago: - Moved to different county within same state: - Some college or associate's degree,Estimate; Total living in area 1 year ago: - Moved to different county within same state: - Bachelor's degree,Margin of Error; Total living in area 1 year ago: - Moved to different county within same state: - Bachelor's degree,Estimate; Total living in area 1 year ago: - Moved to different county within same state: - Graduate or professional degree,Margin of Error; Total living in area 1 year ago: - Moved to different county within same state: - Graduate or professional degree,Estimate; Total living in area 1 year ago: - Moved to different state:,Margin of Error; Total living in area 1 year ago: - Moved to different state:,Estimate; Total living in area 1 year ago: - Moved to different state: - Less than high school graduate,Margin of Error; Total living in area 1 year ago: - Moved to different state: - Less than high school graduate,Estimate; Total living in area 1 year ago: - Moved to different state: - High school graduate (includes equivalency),Margin of Error; Total living in area 1 year ago: - Moved to different state: - High school graduate (includes equivalency),Estimate; Total living in area 1 year ago: - Moved to different state: - Some college or associate's degree,Margin of Error; Total living in area 1 year ago: - Moved to different state: - Some college or associate's degree,Estimate; Total living in area 1 year ago: - Moved to different state: - Bachelor's degree,Margin of Error; Total living in area 1 year ago: - Moved to different state: - Bachelor's degree,Estimate; Total living in area 1 year ago: - Moved to different state: - Graduate or professional degree,Margin of Error; Total living in area 1 year ago: - Moved to different state: - Graduate or professional degree
0500000US01003,01003,"Baldwin County, Alabama",144198,2657,14529,2516,40681,4099,45800,3542,24930,3564,18258,2701,132581,2740,13957,2355,36159,3801,42178,3571,23637,3508,16650,2470,6911,1939,458,437,2894,1231,2571,821,368,371,620,304,2045,895,114,137,662,438,168,224,262,222,839,640,2661,759,0,193,966,512,883,385,663,460,149,171
0500000US01015,01015,"Calhoun County, Alabama",79801,1937,14609,1869,25773,2245,26492,2800,7386,1401,5541,1183,68860,1935,11541,1532,21961,1997,23675,2800,6286,1404,5397,1165,6544,1728,2110,940,2029,899,1877,765,428,450,100,123,2796,1076,569,410,997,686,797,377,433,390,0,193,1601,1010,389,386,786,550,143,165,239,277,44,74
0500000US01049,01049,"DeKalb County, Alabama",47841,1322,11426,1431,15655,1861,15450,1753,3414,1094,1896,731,43513,1417,10814,1403,14491,1864,13363,1720,3030,1046,1815,720,2958,986,497,380,749,393,1521,584,110,160,81,137,563,225,115,105,283,179,152,91,13,23,0,193,807,514,0,193,132,130,414,322,261,334,0,193
0500000US01051,01051,"Elmore County, Alabama",53787,2112,7568,1719,15737,1962,16704,1963,8718,1370,5060,1261,48818,1708,6525,1602,14513,1936,15022,1845,7912,1293,4846,1266,1611,719,214,216,478,344,595,361,233,173,91,121,2804,1084,748,513,584,260,1010,564,462,359,0,193,554,456,81,135,162,175,77,99,111,146,123,154
0500000US01055,01055,"Etowah County, Alabama",69019,2180,12567,1956,24368,2291,21373,2402,6659,1512,4052,828,61312,2186,9917,1769,22268,2185,19231,2081,5911,1462,3985,819,5912,1497,2408,1038,1730,669,1423,725,327,346,24,47,967,499,197,176,369,353,206,238,152,127,43,75,828,505,45,76,1,3,513,386,269,278,0,193
0500000US01069,01069,"Houston County, Alabama",71715,1496,11799,1148,21282,1177,24720,1804,9174,937,4740,617,63575,1043,10166,978,19149,1165,21286,1339,8320,849,4654,602,5130,757,932,282,1844,477,1776,413,492,185,86,67,1981,986,570,511,131,143,1194,756,86,137,0,193,1029,591,131,220,158,274,464,505,276,263,0,193
0500000US01073,01073,"Jefferson County, Alabama",448200,3503,47357,3778,117255,5318,135869,5196,90505,4783,57214,3903,388895,4666,40067,3466,102735,5065,118272,5269,77973,4214,49848,3409,42424,4141,5336,1393,10588,2150,13603,2715,8227,1638,4670,1413,9347,1863,1266,750,2524,1031,2556,953,1931,727,1070,429,7534,1723,688,496,1408,698,1438,786,2374,965,1626,719
0500000US01077,01077,"Lauderdale County, Alabama",61076,1600,8877,1667,21910,1791,16787,2037,9114,1395,4388,1086,54926,2028,8206,1583,19470,1754,15090,1963,8042,1213,4118,1060,4719,1317,336,337,2163,1129,1147,490,826,555,247,242,855,473,131,142,187,215,336,229,201,204,0,193,576,296,204,214,90,118,214,204,45,53,23,38
0500000US01081,01081,"Lee County, Alabama",92815,3264,12009,2184,20137,2458,27883,2930,17663,2306,15123,1959,80527,2834,10544,2155,17252,2289,24898,2819,14931,2236,12902,1798,5528,1726,355,263,1846,738,1750,1111,1097,584,480,327,3718,1119,1110,589,511,348,699,422,1081,530,317,252,3042,1360,0,193,528,456,536,345,554,543,1424,840
