GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25,HD01_VD26,HD02_VD26,HD01_VD27,HD02_VD27,HD01_VD28,HD02_VD28,HD01_VD29,HD02_VD29,HD01_VD30,HD02_VD30,HD01_VD31,HD02_VD31
Id,Id2,Geography,Estimate; Total living in area 1 year ago:,Margin of Error; Total living in area 1 year ago:,Estimate; Total living in area 1 year ago: - Less than high school graduate,Margin of Error; Total living in area 1 year ago: - Less than high school graduate,Estimate; Total living in area 1 year ago: - High school graduate (includes equivalency),Margin of Error; Total living in area 1 year ago: - High school graduate (includes equivalency),Estimate; Total living in area 1 year ago: - Some college or associate's degree,Margin of Error; Total living in area 1 year ago: - Some college or associate's degree,Estimate; Total living in area 1 year ago: - Bachelor's degree,Margin of Error; Total living in area 1 year ago: - Bachelor's degree,Estimate; Total living in area 1 year ago: - Graduate or professional degree,Margin of Error; Total living in area 1 year ago: - Graduate or professional degree,Estimate; Total living in area 1 year ago: - Same house:,Margin of Error; Total living in area 1 year ago: - Same house:,Estimate; Total living in area 1 year ago: - Same house: - Less than high school graduate,Margin of Error; Total living in area 1 year ago: - Same house: - Less than high school graduate,Estimate; Total living in area 1 year ago: - Same house: - High school graduate (includes equivalency),Margin of Error; Total living in area 1 year ago: - Same house: - High school graduate (includes equivalency),Estimate; Total living in area 1 year ago: - Same house: - Some college or associate's degree,Margin of Error; Total living in area 1 year ago: - Same house: - Some college or associate's degree,Estimate; Total living in area 1 year ago: - Same house: - Bachelor's degree,Margin of Error; Total living in area 1 year ago: - Same house: - Bachelor's degree,Estimate; Total living in area 1 year ago: - Same house: - Graduate or professional degree,Margin of Error; Total living in area 1 year ago: - Same house: - Graduate or professional degree,Estimate; Total living in area 1 year ago: - Moved within same county:,Margin of Error; Total living in area 1 year ago: - Moved within same county:,Estimate; Total living in area 1 year ago: - Moved within same county: - Less than high school graduate,Margin of Error; Total living in area 1 year ago: - Moved within same county: - Less than high school graduate,Estimate; Total living in area 1 year ago: - Moved within same county: - High school graduate (includes equivalency),Margin of Error; Total living in area 1 year ago: - Moved within same county: - High school graduate (includes equivalency),Estimate; Total living in area 1 year ago: - Moved within same county: - Some college or associate's degree,Margin of Error; Total living in area 1 year ago: - Moved within same county: - Some college or associate's degree,Estimate; Total living in area 1 year ago: - Moved within same county: - Bachelor's degree,Margin of Error; Total living in area 1 year ago: - Moved within same county: - Bachelor's degree,Estimate; Total living in area 1 year ago: - Moved within same county: - Graduate or professional degree,Margin of Error; Total living in area 1 year ago: - Moved within same county: - Graduate or professional degree,Estimate; Total living in area 1 year ago: - Moved to different county within same state:,Margin of Error; Total living in area 1 year ago: - Moved to different county within same state:,Estimate; Total living in area 1 year ago: - Moved to different county within same state: - Less than high school graduate,Margin of Error; Total living in area 1 year ago: - Moved to different county within same state: - Less than high school graduate,Estimate; Total living in area 1 year ago: - Moved to different county within same state: - High school graduate (includes equivalency),Margin of Error; Total living in area 1 year ago: - Moved to different county within same state: - High school graduate (includes equivalency),Estimate; Total living in area 1 year ago: - Moved to different county within same state: - Some college or associate's degree,Margin of Error; Total living in area 1 year ago: - Moved to different county within same state: - Some college or associate's degree,Estimate; Total living in area 1 year ago: - Moved to different county within same state: - Bachelor's degree,Margin of Error; Total living in area 1 year ago: - Moved to different county within same state: - Bachelor's degree,Estimate; Total living in area 1 year ago: - Moved to different county within same state: - Graduate or professional degree,Margin of Error; Total living in area 1 year ago: - Moved to different county within same state: - Graduate or professional degree,Estimate; Total living in area 1 year ago: - Moved to different state:,Margin of Error; Total living in area 1 year ago: - Moved to different state:,Estimate; Total living in area 1 year ago: - Moved to different state: - Less than high school graduate,Margin of Error; Total living in area 1 year ago: - Moved to different state: - Less than high school graduate,Estimate; Total living in area 1 year ago: - Moved to different state: - High school graduate (includes equivalency),Margin of Error; Total living in area 1 year ago: - Moved to different state: - High school graduate (includes equivalency),Estimate; Total living in area 1 year ago: - Moved to different state: - Some college or associate's degree,Margin of Error; Total living in area 1 year ago: - Moved to different state: - Some college or associate's degree,Estimate; Total living in area 1 year ago: - Moved to different state: - Bachelor's degree,Margin of Error; Total living in area 1 year ago: - Moved to different state: - Bachelor's degree,Estimate; Total living in area 1 year ago: - Moved to different state: - Graduate or professional degree,Margin of Error; Total living in area 1 year ago: - Moved to different state: - Graduate or professional degree
0500000US01003,01003,"Baldwin County, Alabama",130790,2689,14252,2176,36279,3377,42504,3609,24144,2568,13611,2155,114529,3378,13016,2131,30637,3133,36056,3220,22466,2610,12354,2185,11286,2685,930,548,4333,1659,4690,1657,1000,749,333,293,1531,629,211,179,551,490,621,397,123,100,25,44,3444,1422,95,153,758,440,1137,750,555,335,899,884
0500000US01015,01015,"Calhoun County, Alabama",79046,1875,15516,1721,26455,2185,23525,2035,8573,1479,4977,1306,69037,1733,13422,1710,23357,1906,20407,1969,7238,1316,4613,1205,6155,1513,1913,814,1425,573,1779,669,876,698,162,170,3174,1428,163,158,1551,1091,961,579,297,214,202,249,680,404,18,31,122,152,378,351,162,171,0,184
0500000US01043,01043,"Cullman County, Alabama",55703,1012,9222,1339,18180,1804,21241,1809,4052,970,3008,730,49175,1481,7794,1195,16404,1785,18536,1725,3608,903,2833,713,4704,1293,1242,601,1201,507,1970,807,291,274,0,184,1127,508,146,149,410,315,492,327,0,184,79,128,697,418,40,57,165,169,243,254,153,152,96,131
0500000US01049,01049,"DeKalb County, Alabama",46769,1035,11461,1884,19462,2099,12129,1682,2290,780,1427,503,42679,1154,10233,1762,18047,2115,10958,1635,2171,764,1270,498,2438,980,1055,586,611,476,695,436,0,184,77,113,880,513,37,50,321,233,323,238,119,194,80,103,772,610,136,163,483,488,153,171,0,184,0,184
0500000US01051,01051,"Elmore County, Alabama",53358,1875,6140,1179,20056,1912,16248,1823,6873,1152,4041,1060,47281,1681,5146,1123,18350,1933,13559,1754,6471,1136,3755,1033,2533,1037,453,316,638,406,1313,856,129,159,0,184,2989,1061,541,338,1068,610,1087,620,212,288,81,138,555,496,0,184,0,184,289,311,61,105,205,188
0500000US01055,01055,"Etowah County, Alabama",70848,2257,13935,2287,24897,1846,21511,2190,7710,1355,2795,761,61513,2293,11352,1461,21770,1798,19535,1910,6247,1174,2609,707,6750,1709,1619,822,2254,947,1470,616,1221,783,186,204,2160,1665,963,1712,508,367,506,517,183,213,0,184,425,280,1,3,365,265,0,184,59,94,0,184
0500000US01069,01069,"Houston County, Alabama",70681,1413,10714,1005,23951,1435,20313,1161,10210,916,5493,829,61383,1182,9146,816,20734,1350,17618,1155,9159,889,4726,701,5189,956,1096,403,1878,540,1378,314,606,312,231,176,2605,924,257,213,829,575,936,480,445,314,138,140,1504,626,215,154,510,295,381,341,0,184,398,302
0500000US01073,01073,"Jefferson County, Alabama",445029,3284,51113,4202,115314,4942,143371,5388,79915,3883,55316,4037,385276,4924,44536,3960,99474,4552,123466,4883,69234,3906,48566,3911,37934,4323,4858,1389,10523,1915,13690,2329,5593,1515,3270,1318,13908,1671,1252,416,3798,1171,4751,1037,2781,865,1326,580,7911,2079,467,270,1519,1034,1464,615,2307,815,2154,944
0500000US01077,01077,"Lauderdale County, Alabama",64991,1326,11103,1778,22577,2061,17563,1745,7821,1290,5927,1268,55796,2007,8933,1571,19238,1865,15268,1724,6886,1232,5471,1227,5868,1682,1740,985,1876,716,1456,851,571,529,225,226,2365,849,284,253,910,522,756,459,314,208,101,113,962,469,146,135,553,398,83,81,50,79,130,164
