GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25,HD01_VD26,HD02_VD26,HD01_VD27,HD02_VD27,HD01_VD28,HD02_VD28,HD01_VD29,HD02_VD29,HD01_VD30,HD02_VD30,HD01_VD31,HD02_VD31
Id,Id2,Geography,Estimate; Total living in area 1 year ago:,Margin of Error; Total living in area 1 year ago:,Estimate; Total living in area 1 year ago: - Less than high school graduate,Margin of Error; Total living in area 1 year ago: - Less than high school graduate,Estimate; Total living in area 1 year ago: - High school graduate (includes equivalency),Margin of Error; Total living in area 1 year ago: - High school graduate (includes equivalency),Estimate; Total living in area 1 year ago: - Some college or associate's degree,Margin of Error; Total living in area 1 year ago: - Some college or associate's degree,Estimate; Total living in area 1 year ago: - Bachelor's degree,Margin of Error; Total living in area 1 year ago: - Bachelor's degree,Estimate; Total living in area 1 year ago: - Graduate or professional degree,Margin of Error; Total living in area 1 year ago: - Graduate or professional degree,Estimate; Total living in area 1 year ago: - Same house:,Margin of Error; Total living in area 1 year ago: - Same house:,Estimate; Total living in area 1 year ago: - Same house: - Less than high school graduate,Margin of Error; Total living in area 1 year ago: - Same house: - Less than high school graduate,Estimate; Total living in area 1 year ago: - Same house: - High school graduate (includes equivalency),Margin of Error; Total living in area 1 year ago: - Same house: - High school graduate (includes equivalency),Estimate; Total living in area 1 year ago: - Same house: - Some college or associate's degree,Margin of Error; Total living in area 1 year ago: - Same house: - Some college or associate's degree,Estimate; Total living in area 1 year ago: - Same house: - Bachelor's degree,Margin of Error; Total living in area 1 year ago: - Same house: - Bachelor's degree,Estimate; Total living in area 1 year ago: - Same house: - Graduate or professional degree,Margin of Error; Total living in area 1 year ago: - Same house: - Graduate or professional degree,Estimate; Total living in area 1 year ago: - Moved within same county:,Margin of Error; Total living in area 1 year ago: - Moved within same county:,Estimate; Total living in area 1 year ago: - Moved within same county: - Less than high school graduate,Margin of Error; Total living in area 1 year ago: - Moved within same county: - Less than high school graduate,Estimate; Total living in area 1 year ago: - Moved within same county: - High school graduate (includes equivalency),Margin of Error; Total living in area 1 year ago: - Moved within same county: - High school graduate (includes equivalency),Estimate; Total living in area 1 year ago: - Moved within same county: - Some college or associate's degree,Margin of Error; Total living in area 1 year ago: - Moved within same county: - Some college or associate's degree,Estimate; Total living in area 1 year ago: - Moved within same county: - Bachelor's degree,Margin of Error; Total living in area 1 year ago: - Moved within same county: - Bachelor's degree,Estimate; Total living in area 1 year ago: - Moved within same county: - Graduate or professional degree,Margin of Error; Total living in area 1 year ago: - Moved within same county: - Graduate or professional degree,Estimate; Total living in area 1 year ago: - Moved to different county within same state:,Margin of Error; Total living in area 1 year ago: - Moved to different county within same state:,Estimate; Total living in area 1 year ago: - Moved to different county within same state: - Less than high school graduate,Margin of Error; Total living in area 1 year ago: - Moved to different county within same state: - Less than high school graduate,Estimate; Total living in area 1 year ago: - Moved to different county within same state: - High school graduate (includes equivalency),Margin of Error; Total living in area 1 year ago: - Moved to different county within same state: - High school graduate (includes equivalency),Estimate; Total living in area 1 year ago: - Moved to different county within same state: - Some college or associate's degree,Margin of Error; Total living in area 1 year ago: - Moved to different county within same state: - Some college or associate's degree,Estimate; Total living in area 1 year ago: - Moved to different county within same state: - Bachelor's degree,Margin of Error; Total living in area 1 year ago: - Moved to different county within same state: - Bachelor's degree,Estimate; Total living in area 1 year ago: - Moved to different county within same state: - Graduate or professional degree,Margin of Error; Total living in area 1 year ago: - Moved to different county within same state: - Graduate or professional degree,Estimate; Total living in area 1 year ago: - Moved to different state:,Margin of Error; Total living in area 1 year ago: - Moved to different state:,Estimate; Total living in area 1 year ago: - Moved to different state: - Less than high school graduate,Margin of Error; Total living in area 1 year ago: - Moved to different state: - Less than high school graduate,Estimate; Total living in area 1 year ago: - Moved to different state: - High school graduate (includes equivalency),Margin of Error; Total living in area 1 year ago: - Moved to different state: - High school graduate (includes equivalency),Estimate; Total living in area 1 year ago: - Moved to different state: - Some college or associate's degree,Margin of Error; Total living in area 1 year ago: - Moved to different state: - Some college or associate's degree,Estimate; Total living in area 1 year ago: - Moved to different state: - Bachelor's degree,Margin of Error; Total living in area 1 year ago: - Moved to different state: - Bachelor's degree,Estimate; Total living in area 1 year ago: - Moved to different state: - Graduate or professional degree,Margin of Error; Total living in area 1 year ago: - Moved to different state: - Graduate or professional degree
0500000US01003,01003,"Baldwin County, Alabama",142374,2363,13513,2508,45173,3758,42324,3601,30138,3729,11226,1766,130223,2589,11482,2145,42617,3780,38219,3351,27743,3572,10162,1772,7539,1768,1347,769,1418,610,2995,1041,844,538,935,686,1355,685,232,264,225,212,509,392,389,412,0,189,3257,1228,452,644,913,448,601,334,1162,950,129,144
0500000US01015,01015,"Calhoun County, Alabama",78260,1671,14315,2037,23607,2587,26472,2959,7959,1366,5907,1221,69625,1653,13268,2020,20103,2290,23985,2837,6818,1297,5451,1153,5455,1498,569,419,2615,1047,1731,591,540,396,0,189,1619,774,478,382,523,383,78,102,233,236,307,266,1561,964,0,189,366,365,678,821,368,241,149,192
0500000US01043,01043,"Cullman County, Alabama",56530,893,9647,1413,22747,2489,16778,2055,4519,1205,2839,740,53506,1050,9355,1427,21502,2405,15804,2072,4100,1130,2745,738,1954,733,186,171,702,379,764,437,208,238,94,116,718,510,106,112,345,414,210,171,57,90,0,189,352,308,0,189,198,169,0,189,154,260,0,189
0500000US01049,01049,"DeKalb County, Alabama",45448,1942,13528,1677,16892,1686,10183,1496,2358,597,2487,877,40837,1776,11558,1447,15560,1664,9071,1450,2259,575,2389,872,3038,1093,1547,954,783,355,609,371,99,112,0,189,1323,766,423,633,449,318,353,319,0,189,98,146,250,232,0,189,100,98,150,204,0,189,0,189
0500000US01051,01051,"Elmore County, Alabama",56572,1770,8459,1846,19856,2196,16896,2096,7460,1383,3901,848,49047,1570,7499,1854,16823,2017,14735,1639,6182,1183,3808,845,2821,1191,185,262,877,518,799,529,960,685,0,189,4440,1501,775,361,2014,796,1240,811,318,409,93,102,264,240,0,189,142,178,122,160,0,189,0,189
0500000US01055,01055,"Etowah County, Alabama",71186,1983,11274,1506,22800,2243,24791,2063,7487,1218,4834,1172,61713,1520,9261,1368,19401,1947,22074,2060,6772,1267,4205,989,6836,1211,1630,750,2187,728,2192,814,583,359,244,320,1885,1277,358,473,815,715,467,303,13,23,232,321,752,562,25,43,397,433,58,95,119,153,153,252
0500000US01069,01069,"Houston County, Alabama",72672,1635,9507,819,23938,1738,24251,1345,8884,995,6092,807,63837,1126,8665,823,20587,1414,20782,1117,8111,884,5692,755,4209,689,489,176,1311,341,1748,401,432,211,229,99,2355,1041,353,357,556,420,1315,722,95,99,36,48,2271,1045,0,189,1484,982,406,309,246,262,135,232
0500000US01073,01073,"Jefferson County, Alabama",448029,4531,49451,4489,117281,5324,140114,5289,87124,4313,54059,3454,382455,4654,40029,3450,102368,4989,119725,4815,73018,3771,47315,3234,46304,3622,7294,2197,10744,1742,15675,2245,8944,1650,3647,1082,10333,2116,1185,744,2949,1175,2636,875,2231,794,1332,791,8937,1874,943,648,1220,542,2078,969,2931,1168,1765,810
0500000US01077,01077,"Lauderdale County, Alabama",63818,1898,8934,1486,20694,1963,18267,1961,9568,1572,6355,1501,57174,1652,8269,1389,18690,1911,16675,1899,7936,1284,5604,1369,3184,1295,202,158,1378,783,760,413,443,404,401,350,2425,1023,381,370,508,328,590,421,805,547,141,162,1035,677,82,134,118,196,242,228,384,469,209,273
