GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25,HD01_VD26,HD02_VD26,HD01_VD27,HD02_VD27,HD01_VD28,HD02_VD28,HD01_VD29,HD02_VD29,HD01_VD30,HD02_VD30,HD01_VD31,HD02_VD31
Id,Id2,Geography,Estimate; Total living in area 1 year ago:,Margin of Error; Total living in area 1 year ago:,Estimate; Total living in area 1 year ago: - Less than high school graduate,Margin of Error; Total living in area 1 year ago: - Less than high school graduate,Estimate; Total living in area 1 year ago: - High school graduate (includes equivalency),Margin of Error; Total living in area 1 year ago: - High school graduate (includes equivalency),Estimate; Total living in area 1 year ago: - Some college or associate's degree,Margin of Error; Total living in area 1 year ago: - Some college or associate's degree,Estimate; Total living in area 1 year ago: - Bachelor's degree,Margin of Error; Total living in area 1 year ago: - Bachelor's degree,Estimate; Total living in area 1 year ago: - Graduate or professional degree,Margin of Error; Total living in area 1 year ago: - Graduate or professional degree,Estimate; Total living in area 1 year ago: - Same house:,Margin of Error; Total living in area 1 year ago: - Same house:,Estimate; Total living in area 1 year ago: - Same house: - Less than high school graduate,Margin of Error; Total living in area 1 year ago: - Same house: - Less than high school graduate,Estimate; Total living in area 1 year ago: - Same house: - High school graduate (includes equivalency),Margin of Error; Total living in area 1 year ago: - Same house: - High school graduate (includes equivalency),Estimate; Total living in area 1 year ago: - Same house: - Some college or associate's degree,Margin of Error; Total living in area 1 year ago: - Same house: - Some college or associate's degree,Estimate; Total living in area 1 year ago: - Same house: - Bachelor's degree,Margin of Error; Total living in area 1 year ago: - Same house: - Bachelor's degree,Estimate; Total living in area 1 year ago: - Same house: - Graduate or professional degree,Margin of Error; Total living in area 1 year ago: - Same house: - Graduate or professional degree,Estimate; Total living in area 1 year ago: - Moved within same county:,Margin of Error; Total living in area 1 year ago: - Moved within same county:,Estimate; Total living in area 1 year ago: - Moved within same county: - Less than high school graduate,Margin of Error; Total living in area 1 year ago: - Moved within same county: - Less than high school graduate,Estimate; Total living in area 1 year ago: - Moved within same county: - High school graduate (includes equivalency),Margin of Error; Total living in area 1 year ago: - Moved within same county: - High school graduate (includes equivalency),Estimate; Total living in area 1 year ago: - Moved within same county: - Some college or associate's degree,Margin of Error; Total living in area 1 year ago: - Moved within same county: - Some college or associate's degree,Estimate; Total living in area 1 year ago: - Moved within same county: - Bachelor's degree,Margin of Error; Total living in area 1 year ago: - Moved within same county: - Bachelor's degree,Estimate; Total living in area 1 year ago: - Moved within same county: - Graduate or professional degree,Margin of Error; Total living in area 1 year ago: - Moved within same county: - Graduate or professional degree,Estimate; Total living in area 1 year ago: - Moved to different county within same state:,Margin of Error; Total living in area 1 year ago: - Moved to different county within same state:,Estimate; Total living in area 1 year ago: - Moved to different county within same state: - Less than high school graduate,Margin of Error; Total living in area 1 year ago: - Moved to different county within same state: - Less than high school graduate,Estimate; Total living in area 1 year ago: - Moved to different county within same state: - High school graduate (includes equivalency),Margin of Error; Total living in area 1 year ago: - Moved to different county within same state: - High school graduate (includes equivalency),Estimate; Total living in area 1 year ago: - Moved to different county within same state: - Some college or associate's degree,Margin of Error; Total living in area 1 year ago: - Moved to different county within same state: - Some college or associate's degree,Estimate; Total living in area 1 year ago: - Moved to different county within same state: - Bachelor's degree,Margin of Error; Total living in area 1 year ago: - Moved to different county within same state: - Bachelor's degree,Estimate; Total living in area 1 year ago: - Moved to different county within same state: - Graduate or professional degree,Margin of Error; Total living in area 1 year ago: - Moved to different county within same state: - Graduate or professional degree,Estimate; Total living in area 1 year ago: - Moved to different state:,Margin of Error; Total living in area 1 year ago: - Moved to different state:,Estimate; Total living in area 1 year ago: - Moved to different state: - Less than high school graduate,Margin of Error; Total living in area 1 year ago: - Moved to different state: - Less than high school graduate,Estimate; Total living in area 1 year ago: - Moved to different state: - High school graduate (includes equivalency),Margin of Error; Total living in area 1 year ago: - Moved to different state: - High school graduate (includes equivalency),Estimate; Total living in area 1 year ago: - Moved to different state: - Some college or associate's degree,Margin of Error; Total living in area 1 year ago: - Moved to different state: - Some college or associate's degree,Estimate; Total living in area 1 year ago: - Moved to different state: - Bachelor's degree,Margin of Error; Total living in area 1 year ago: - Moved to different state: - Bachelor's degree,Estimate; Total living in area 1 year ago: - Moved to different state: - Graduate or professional degree,Margin of Error; Total living in area 1 year ago: - Moved to different state: - Graduate or professional degree
0500000US01003,01003,"Baldwin County, Alabama",124332,2912,15589,2041,38609,3091,36477,2885,24594,2370,9063,1476,106613,3107,12339,1894,33646,3116,30983,2761,21478,2327,8167,1408,11050,2379,2195,1213,3084,1180,3519,1344,2053,936,199,175,2331,771,414,284,866,517,382,271,394,433,275,232,4338,1498,641,551,1013,549,1593,729,669,418,422,350
0500000US01015,01015,"Calhoun County, Alabama",79454,2214,16913,2449,27029,2350,23225,2354,7902,1479,4385,1003,67932,2374,13556,2004,23577,2222,20102,2030,6959,1407,3738,883,6641,2100,1670,831,2174,1177,1967,975,645,442,185,231,3062,1475,1214,1288,747,469,561,468,109,147,431,375,1819,789,473,433,531,405,595,317,189,189,31,55
0500000US01043,01043,"Cullman County, Alabama",55713,1334,10038,1572,18914,2076,18820,1940,5163,1241,2778,884,47619,1832,8196,1346,15789,1891,16188,1715,4668,1228,2778,884,5368,1627,1361,758,2019,972,1703,919,285,320,0,273,1720,1010,225,221,727,513,655,573,113,137,0,273,1006,679,256,321,379,353,274,308,97,115,0,273
0500000US01049,01049,"DeKalb County, Alabama",46696,1714,12505,1777,16226,1596,12622,1679,3424,804,1919,724,41129,1611,11137,1673,13996,1582,11302,1610,2809,721,1885,730,3000,1251,811,636,1044,647,554,479,557,466,34,60,1943,1360,490,498,742,655,711,721,0,273,0,273,624,574,67,91,444,531,55,90,58,101,0,273
0500000US01051,01051,"Elmore County, Alabama",52311,2139,6935,1376,16721,1767,16907,2304,7516,1399,4232,1011,46336,1910,5638,1303,14674,1738,15258,2249,6758,1316,4008,995,2024,953,476,347,587,397,798,466,102,166,61,105,2738,1015,612,411,1329,553,282,254,352,395,163,162,1213,710,209,276,131,125,569,535,304,347,0,273
0500000US01055,01055,"Etowah County, Alabama",69830,1514,13463,2420,23258,2420,24395,2310,5440,1207,3274,821,61384,2071,11036,2224,21147,2153,21569,1998,4460,1008,3172,814,6920,1854,2048,1163,1769,967,2081,1000,980,663,42,67,1417,683,379,213,342,267,696,554,0,273,0,273,109,131,0,273,0,273,49,82,0,273,60,102
0500000US01069,01069,"Houston County, Alabama",68376,1614,11513,1094,23189,1476,20956,1538,7905,741,4813,767,59933,1198,9808,947,20686,1510,17988,1207,7171,664,4280,639,4676,807,1162,446,1727,469,1402,372,189,103,196,94,2867,1146,437,358,552,382,1112,654,493,388,273,327,900,637,106,172,224,284,454,421,52,85,64,104
0500000US01073,01073,"Jefferson County, Alabama",437980,4140,61346,3991,120235,4494,131944,4849,77723,4554,46732,3134,377692,5549,50685,3860,104026,4285,111880,4478,70126,4165,40975,2916,42320,4404,7077,1250,12122,2131,14927,2587,5123,1228,3071,1037,11680,2325,2946,1190,2933,887,3409,1141,1480,824,912,583,6288,1472,638,669,1154,537,1728,717,994,387,1774,695
0500000US01077,01077,"Lauderdale County, Alabama",59593,1587,8696,1316,20091,2032,16481,1894,8795,1710,5530,1137,54547,1946,8180,1301,17889,1934,15627,1863,7922,1556,4929,1082,3078,1250,387,357,1414,1038,429,286,465,332,383,319,912,568,129,146,303,216,56,94,274,401,150,181,1056,626,0,273,485,466,369,372,134,223,68,120
