"Notes"	"Year"	"Year Code"	"Single-Year Ages"	"Single-Year Ages Code"	Deaths	Population	Crude Rate
	"1999"	"1999"	"< 1 year"	"0"	15917	2373557	670.6
	"1999"	"1999"	"1 year"	"1"	1143	2362645	48.4
	"1999"	"1999"	"2 years"	"2"	790	2364561	33.4
	"1999"	"1999"	"3 years"	"3"	616	2405260	25.6
	"1999"	"1999"	"4 years"	"4"	499	2481084	20.1
	"1999"	"1999"	"5 years"	"5"	457	2508725	18.2
	"1999"	"1999"	"6 years"	"6"	393	2534864	15.5
	"1999"	"1999"	"7 years"	"7"	423	2612609	16.2
	"1999"	"1999"	"8 years"	"8"	422	2612801	16.2
	"1999"	"1999"	"9 years"	"9"	377	2632834	14.3
	"1999"	"1999"	"10 years"	"10"	409	2580374	15.9
	"1999"	"1999"	"11 years"	"11"	425	2514122	16.9
	"1999"	"1999"	"12 years"	"12"	407	2495968	16.3
	"1999"	"1999"	"13 years"	"13"	519	2486236	20.9
	"1999"	"1999"	"14 years"	"14"	694	2486656	27.9
	"1999"	"1999"	"15 years"	"15"	881	2436799	36.2
	"1999"	"1999"	"16 years"	"16"	1281	2489895	51.4
	"1999"	"1999"	"17 years"	"17"	1594	2493229	63.9
	"1999"	"1999"	"18 years"	"18"	1934	2453964	78.8
	"1999"	"1999"	"19 years"	"19"	2022	2505990	80.7
	"1999"	"1999"	"20 years"	"20"	1940	2399044	80.9
	"1999"	"1999"	"21 years"	"21"	1954	2307565	84.7
	"1999"	"1999"	"22 years"	"22"	1806	2278550	79.3
	"1999"	"1999"	"23 years"	"23"	1784	2208935	80.8
	"1999"	"1999"	"24 years"	"24"	1718	2271031	75.6
	"1999"	"1999"	"25 years"	"25"	1642	2275255	72.2
	"1999"	"1999"	"26 years"	"26"	1777	2285616	77.7
	"1999"	"1999"	"27 years"	"27"	1843	2438281	75.6
	"1999"	"1999"	"28 years"	"28"	1963	2577886	76.1
	"1999"	"1999"	"29 years"	"29"	2047	2613024	78.3
	"1999"	"1999"	"30 years"	"30"	2100	2639424	79.6
