"Notes"	"Year"	"Year Code"	"Single-Year Ages"	"Single-Year Ages Code"	Deaths	Population	Crude Rate
	"1999"	"1999"	"< 1 year"	"0"	15950	2375463	671.4
	"1999"	"1999"	"1 year"	"1"	1145	2364346	48.4
	"1999"	"1999"	"2 years"	"2"	791	2366185	33.4
	"1999"	"1999"	"3 years"	"3"	615	2406849	25.6
	"1999"	"1999"	"4 years"	"4"	497	2482833	20.0
	"1999"	"1999"	"5 years"	"5"	456	2510225	18.2
	"1999"	"1999"	"6 years"	"6"	393	2536646	15.5
	"1999"	"1999"	"7 years"	"7"	426	2614380	16.3
	"1999"	"1999"	"8 years"	"8"	423	2614460	16.2
	"1999"	"1999"	"9 years"	"9"	378	2634371	14.3
	"1999"	"1999"	"10 years"	"10"	409	2582304	15.8
	"1999"	"1999"	"11 years"	"11"	426	2515871	16.9
	"1999"	"1999"	"12 years"	"12"	409	2497555	16.4
	"1999"	"1999"	"13 years"	"13"	521	2487943	20.9
	"1999"	"1999"	"14 years"	"14"	697	2488399	28.0
	"1999"	"1999"	"15 years"	"15"	884	2438468	36.3
	"1999"	"1999"	"16 years"	"16"	1285	2491498	51.6
	"1999"	"1999"	"17 years"	"17"	1600	2494676	64.1
	"1999"	"1999"	"18 years"	"18"	1946	2455186	79.3
	"1999"	"1999"	"19 years"	"19"	2022	2506104	80.7
	"1999"	"1999"	"20 years"	"20"	1943	2398970	81.0
	"1999"	"1999"	"21 years"	"21"	1964	2307346	85.1
	"1999"	"1999"	"22 years"	"22"	1820	2279064	79.9
	"1999"	"1999"	"23 years"	"23"	1788	2210540	80.9
	"1999"	"1999"	"24 years"	"24"	1717	2273052	75.5
	"1999"	"1999"	"25 years"	"25"	1646	2277230	72.3
	"1999"	"1999"	"26 years"	"26"	1783	2287643	77.9
	"1999"	"1999"	"27 years"	"27"	1846	2440535	75.6
	"1999"	"1999"	"28 years"	"28"	1960	2580290	76.0
	"1999"	"1999"	"29 years"	"29"	2051	2615159	78.4
	"1999"	"1999"	"30 years"	"30"	2105	2641550	79.7
	"1999"	"1999"	"31 years"	"31"	2246	2485016	90.4
	"1999"	"1999"	"32 years"	"32"	2479	2550728	97.2
	"1999"	"1999"	"33 years"	"33"	2676	2567272	104.2
