"Notes"	"Year"	"Year Code"	"Single-Year Ages"	"Single-Year Ages Code"	Deaths	Population	Crude Rate
	"1999"	"1999"	"< 1 year"	"0"	15983	2374796	673.0
	"1999"	"1999"	"1 year"	"1"	1145	2363720	48.4
	"1999"	"1999"	"2 years"	"2"	796	2365674	33.6
	"1999"	"1999"	"3 years"	"3"	616	2406294	25.6
	"1999"	"1999"	"4 years"	"4"	498	2482467	20.1
	"1999"	"1999"	"5 years"	"5"	458	2509997	18.2
	"1999"	"1999"	"6 years"	"6"	394	2536489	15.5
	"1999"	"1999"	"7 years"	"7"	423	2613859	16.2
	"1999"	"1999"	"8 years"	"8"	423	2613935	16.2
	"1999"	"1999"	"9 years"	"9"	377	2634038	14.3
	"1999"	"1999"	"10 years"	"10"	415	2581919	16.1
	"1999"	"1999"	"11 years"	"11"	427	2515468	17.0
	"1999"	"1999"	"12 years"	"12"	408	2497301	16.3
	"1999"	"1999"	"13 years"	"13"	519	2487963	20.9
	"1999"	"1999"	"14 years"	"14"	697	2488346	28.0
	"1999"	"1999"	"15 years"	"15"	882	2438506	36.2
	"1999"	"1999"	"16 years"	"16"	1286	2491656	51.6
	"1999"	"1999"	"17 years"	"17"	1599	2494972	64.1
	"1999"	"1999"	"18 years"	"18"	1936	2455344	78.8
	"1999"	"1999"	"19 years"	"19"	2030	2506922	81.0
	"1999"	"1999"	"20 years"	"20"	1941	2399579	80.9
	"1999"	"1999"	"21 years"	"21"	1964	2308239	85.1
	"1999"	"1999"	"22 years"	"22"	1823	2280067	80.0
	"1999"	"1999"	"23 years"	"23"	1793	2210996	81.1
	"1999"	"1999"	"24 years"	"24"	1723	2273611	75.8
	"1999"	"1999"	"25 years"	"25"	1649	2277382	72.4
	"1999"	"1999"	"26 years"	"26"	1776	2287656	77.6
	"1999"	"1999"	"27 years"	"27"	1850	2440209	75.8
	"1999"	"1999"	"28 years"	"28"	1965	2579867	76.2
	"1999"	"1999"	"29 years"	"29"	2045	2614665	78.2
	"1999"	"1999"	"30 years"	"30"	2102	2640997	79.6
	"1999"	"1999"	"31 years"	"31"	2242	2484610	90.2
	"1999"	"1999"	"32 years"	"32"	2483	2550052	97.4
	"1999"	"1999"	"33 years"	"33"	2676	2566654	104.3
	"1999"	"1999"	"34 years"	"34"	2962	2730799	108.5
	"1999"	"1999"	"35 years"	"35"	3307	2872975	115.1
	"1999"	"1999"	"36 years"	"36"	3545	2831133	125.2
	"1999"	"1999"	"37 years"	"37"	3881	2850993	136.1
	"1999"	"1999"	"38 years"	"38"	4247	2821866	150.5
	"1999"	"1999"	"39 years"	"39"	4588	2865484	160.1
	"1999"	"1999"	"40 years"	"40"	4821	2895094	166.5
	"1999"	"1999"	"41 years"	"41"	5239	2756773	190.0
	"1999"	"1999"	"42 years"	"42"	5629	2777932	202.6
	"1999"	"1999"	"43 years"	"43"	6080	2656126	228.9
	"1999"	"1999"	"44 years"	"44"	6512	2625220	248.1
	"1999"	"1999"	"45 years"	"45"	6890	2612144	263.8
	"1999"	"1999"	"46 years"	"46"	7291	2460052	296.4
	"1999"	"1999"	"47 years"	"47"	7594	2421792	313.6
	"1999"	"1999"	"48 years"	"48"	7900	2281220	346.3
	"1999"	"1999"	"49 years"	"49"	8403	2310086	363.8
	"1999"	"1999"	"50 years"	"50"	8897	2306729	385.7
	"1999"	"1999"	"51 years"	"51"	9633	2198828	438.1
	"1999"	"1999"	"52 years"	"52"	10643	2362222	450.6
	"1999"	"1999"	"53 years"	"53"	9319	1705304	546.5
	"1999"	"1999"	"54 years"	"54"	10052	1773568	566.8
	"1999"	"1999"	"55 years"	"55"	11052	1733625	637.5
	"1999"	"1999"	"56 years"	"56"	12108	1771433	683.5
	"1999"	"1999"	"57 years"	"57"	11779	1536362	766.7
	"1999"	"1999"	"58 years"	"58"	12122	1448295	837.0
	"1999"	"1999"	"59 years"	"59"	12682	1383445	916.7
	"1999"	"1999"	"60 years"	"60"	13151	1376685	955.3
	"1999"	"1999"	"61 years"	"61"	14221	1293505	1099.4
	"1999"	"1999"	"62 years"	"62"	14884	1231012	1209.1
	"1999"	"1999"	"63 years"	"63"	16036	1217717	1316.9
	"1999"	"1999"	"64 years"	"64"	17588	1217939	1444.1
	"1999"	"1999"	"65 years"	"65"	18171	1126625	1612.9
	"1999"	"1999"	"66 years"	"66"	19183	1117294	1716.9
	"1999"	"1999"	"67 years"	"67"	20819	1125494	1849.8
	"1999"	"1999"	"68 years"	"68"	22701	1127112	2014.1
	"1999"	"1999"	"69 years"	"69"	25144	1114332	2256.4
	"1999"	"1999"	"70 years"	"70"	26364	1101088	2394.4
	"1999"	"1999"	"71 years"	"71"	28416	1071494	2652.0
	"1999"	"1999"	"72 years"	"72"	30512	1023220	2982.0
	"1999"	"1999"	"73 years"	"73"	32433	1003596	3231.7
	"1999"	"1999"	"74 years"	"74"	34442	1003424	3432.4
	"2000"	"2000"	"< 1 year"	"0"	16048	2378445	674.7
	"2000"	"2000"	"1 year"	"1"	1136	2385410	47.6
	"2000"	"2000"	"2 years"	"2"	789	2368959	33.3
	"2000"	"2000"	"3 years"	"3"	525	2406252	21.8
	"2000"	"2000"	"4 years"	"4"	478	2465775	19.4
	"2000"	"2000"	"5 years"	"5"	445	2487463	17.9
	"2000"	"2000"	"6 years"	"6"	401	2520767	15.9
	"2000"	"2000"	"7 years"	"7"	391	2580808	15.2
	"2000"	"2000"	"8 years"	"8"	377	2616689	14.4
	"2000"	"2000"	"9 years"	"9"	365	2666849	13.7
	"2000"	"2000"	"10 years"	"10"	363	2666540	13.6
	"2000"	"2000"	"11 years"	"11"	440	2566423	17.1
	"2000"	"2000"	"12 years"	"12"	430	2542319	16.9
	"2000"	"2000"	"13 years"	"13"	508	2498779	20.3
	"2000"	"2000"	"14 years"	"14"	681	2516281	27.1
	"2000"	"2000"	"15 years"	"15"	880	2492091	35.3
	"2000"	"2000"	"16 years"	"16"	1233	2467669	50.0
	"2000"	"2000"	"17 years"	"17"	1548	2511894	61.6
	"2000"	"2000"	"18 years"	"18"	1868	2504880	74.6
	"2000"	"2000"	"19 years"	"19"	2036	2529930	80.5
	"2000"	"2000"	"20 years"	"20"	2077	2481320	83.7
	"2000"	"2000"	"21 years"	"21"	2097	2363249	88.7
	"2000"	"2000"	"22 years"	"22"	1920	2322841	82.7
	"2000"	"2000"	"23 years"	"23"	1842	2286460	80.6
	"2000"	"2000"	"24 years"	"24"	1816	2280399	79.6
	"2000"	"2000"	"25 years"	"25"	1745	2342923	74.5
	"2000"	"2000"	"26 years"	"26"	1792	2263328	79.2
	"2000"	"2000"	"27 years"	"27"	1876	2365536	79.3
	"2000"	"2000"	"28 years"	"28"	1903	2479377	76.8
	"2000"	"2000"	"29 years"	"29"	2096	2649178	79.1
	"2000"	"2000"	"30 years"	"30"	2130	2701471	78.8
	"2000"	"2000"	"31 years"	"31"	2337	2524942	92.6
	"2000"	"2000"	"32 years"	"32"	2332	2515588	92.7
	"2000"	"2000"	"33 years"	"33"	2632	2527012	104.2
	"2000"	"2000"	"34 years"	"34"	2856	2626104	108.8
	"2000"	"2000"	"35 years"	"35"	3167	2822258	112.2
	"2000"	"2000"	"36 years"	"36"	3579	2808186	127.4
	"2000"	"2000"	"37 years"	"37"	3892	2812303	138.4
	"2000"	"2000"	"38 years"	"38"	4201	2829511	148.5
	"2000"	"2000"	"39 years"	"39"	4479	2861822	156.5
	"2000"	"2000"	"40 years"	"40"	5011	2926799	171.2
	"2000"	"2000"	"41 years"	"41"	5365	2763603	194.1
	"2000"	"2000"	"42 years"	"42"	5765	2807826	205.3
	"2000"	"2000"	"43 years"	"43"	6306	2718071	232.0
	"2000"	"2000"	"44 years"	"44"	6620	2656938	249.2
	"2000"	"2000"	"45 years"	"45"	7069	2675920	264.2
	"2000"	"2000"	"46 years"	"46"	7337	2515967	291.6
