GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17
0500000US01081,01081,"Lee County, Alabama",49779,93,24826,270,744,286,2303,759,5616,933,5989,941,2197,788,4483,841,3494,720,24953,93,969,494,2799,875,6656,1025,4710,920,2228,736,4419,843,3172,632
0500000US01083,01083,"Limestone County, Alabama",38890,270,18837,270,1387,514,3116,892,5734,976,4722,985,882,464,2251,678,745,381,20053,270,726,311,2424,679,7721,1067,4090,764,1238,403,2878,729,976,481
0500000US01089,01089,"Madison County, Alabama",143392,86,69732,270,2058,640,4852,1144,11948,2050,12322,1689,3021,1000,21577,1882,13954,1760,73660,86,2024,654,5513,1281,17355,1812,16470,1642,4689,898,19686,2172,7923,1260
0500000US01095,01095,"Marshall County, Alabama",51752,270,24354,270,2241,728,3670,951,6154,1064,6715,1222,1798,651,2525,612,1251,515,27398,270,1953,696,3863,902,8906,1314,5724,887,2677,781,2722,723,1553,559
0500000US01097,01097,"Mobile County, Alabama",164442,135,78985,94,3277,1264,8850,1335,27082,2253,15743,2007,5294,1366,11312,1345,7427,1250,85457,89,1860,617,10319,1713,31072,2954,18221,1859,5681,1331,11448,1303,6856,1447
0500000US01101,01101,"Montgomery County, Alabama",66407,111,31107,270,694,376,2293,857,4830,883,6686,1032,1613,559,7370,1101,7621,1453,35300,111,763,367,2463,965,10450,1296,6528,869,1564,557,8559,1415,4973,965
0500000US01103,01103,"Morgan County, Alabama",63639,270,30545,270,2134,799,3307,889,8444,1220,7427,1284,2359,755,5013,947,1861,574,33094,270,2155,650,3682,865,11139,1328,7222,1174,2954,768,3955,775,1987,636
0500000US01115,01115,"St. Clair County, Alabama",43327,2575,21495,1406,593,330,2474,701,8760,1615,4824,953,1134,470,1848,678,1862,972,21832,1420,784,414,2539,812,7878,1320,5182,1077,1303,813,3017,1477,1129,557
0500000US01117,01117,"Shelby County, Alabama",97013,73,47064,73,851,443,2748,1141,9090,1554,9726,1363,2377,727,14635,1430,7637,1286,49949,270,1478,745,2801,705,12960,1502,10830,1452,3946,914,12602,1157,5332,872
0500000US01121,01121,"Talladega County, Alabama",36737,169,17444,169,1771,636,2520,810,4916,1024,3597,851,1588,664,2101,690,951,375,19293,270,1190,530,2914,798,7054,916,4202,868,1593,838,1386,495,954,370
0500000US01125,01125,"Tuscaloosa County, Alabama",71480,135,34959,270,1624,538,3709,822,9184,1463,7741,1153,2292,1002,6591,1165,3818,1054,36521,135,1320,552,3556,736,10646,1505,7598,1307,2796,852,6342,1249,4263,895
0500000US01127,01127,"Walker County, Alabama",44296,270,20860,270,2039,813,3219,685,6610,1070,4839,910,1275,511,1542,533,1336,421,23436,270,1550,546,3974,813,9608,1099,3674,901,2416,722,1249,483,965,391
0500000US02020,02020,"Anchorage Municipality, Alaska",116846,124,59215,113,666,456,2270,596,12843,1517,17097,1721,4609,858,12476,1481,9254,1309,57631,55,539,291,1952,742,12183,1481,15551,1563,4335,862,14091,1681,8980,1115
0500000US02090,02090,"Fairbanks North Star Borough, Alaska",38546,135,20110,71,426,288,544,365,5137,989,5915,984,1772,583,3423,814,2893,664,18436,116,106,136,730,287,4504,944,4870,864,1859,629,3716,769,2651,674
0500000US02170,02170,"Matanuska-Susitna Borough, Alaska",41677,511,21015,61,587,291,1042,538,7474,823,5618,709,2090,548,2579,677,1625,506,20662,510,206,149,834,435,5990,833,6373,935,1725,516,3876,781,1658,815
0500000US04001,04001,"Apache County, Arizona",8484,441,3940,258,122,120,182,163,1138,442,1022,428,209,283,468,277,799,416,4544,308,24,47,157,124,1736,625,860,368,459,366,680,345,628,384
0500000US04003,04003,"Cochise County, Arizona",52602,86,25614,86,479,319,1478,413,5468,982,8708,1097,2172,573,4600,929,2709,687,26988,291,644,286,2077,655,7868,1015,8012,1206,2737,694,3001,650,2649,606
0500000US04005,04005,"Coconino County, Arizona",43926,137,22201,137,635,462,1137,561,3478,892,5270,926,1692,593,6509,1080,3480,668,21725,291,285,378,1215,485,4197,900,4957,993,2109,628,4904,1044,4058,783
0500000US04013,04013,"Maricopa County, Arizona",1546773,1238,749721,697,10437,1522,39521,3465,153482,7109,198703,6548,71395,5119,179685,6892,96498,4960,797052,830,10074,1651,40505,3714,201399,6459,229335,7369,76044,4768,155913,6156,83782,4790
0500000US04015,04015,"Mohave County, Arizona",111546,389,54228,291,1291,495,6294,1228,18418,1861,15754,1826,3436,822,6056,1277,2979,1075,57318,389,1511,628,7543,1369,22882,2149,15928,2072,3354,1083,4033,1009,2067,617
0500000US04017,04017,"Navajo County, Arizona",28523,590,13846,291,615,462,973,535,3361,981,4548,1015,960,458,2272,748,1117,572,14677,590,163,159,1212,512,3692,1036,5934,1160,993,346,1070,470,1613,598
0500000US04019,04019,"Pima County, Arizona",384448,1215,184692,694,2319,593,10627,1760,38827,2949,45543,2447,14825,2176,40101,2477,32450,2548,199756,615,2498,794,10212,1506,46935,2802,51117,3202,18858,1895,42747,2511,27389,1878
0500000US04021,04021,"Pinal County, Arizona",93197,380,44950,359,1033,459,4233,814,14434,1620,12237,1404,3328,781,6250,975,3435,812,48247,102,754,317,4074,1006,16185,1296,12936,1363,4369,850,6473,948,3456,844
0500000US04025,04025,"Yavapai County, Arizona",122942,79,58418,79,1136,439,4592,1041,16406,2110,15758,2066,5438,1483,8952,1529,6136,1241,64524,291,906,421,4932,1297,20491,1971,17731,1787,5882,1078,9504,1779,5078,1040
0500000US04027,04027,"Yuma County, Arizona",55199,136,26806,291,927,398,2841,784,8504,1112,6746,1050,2036,724,3479,805,2273,677,28393,136,873,410,3266,829,10289,1118,6880,1095,1747,515,3256,923,2082,738
0500000US05007,05007,"Benton County, Arkansas",101672,240,49249,240,1753,716,3020,829,14236,1827,12966,1527,2129,698,9884,1452,5261,1144,52423,260,1455,545,5465,1337,16713,1925,11157,1308,3834,950,10218,1423,3581,873
0500000US05031,05031,"Craighead County, Arkansas",48093,102,23292,260,969,430,3182,928,7474,1210,3966,897,698,372,4241,1177,2762,792,24801,102,930,383,2334,706,10053,1502,4967,928,904,411,3098,761,2515,648
0500000US05045,05045,"Faulkner County, Arkansas",50706,202,24592,117,795,307,2454,731,7746,1184,6570,927,653,312,4074,778,2300,698,26114,87,567,319,2041,621,7793,1328,7028,1106,1350,480,4933,915,2402,626
0500000US05051,05051,"Garland County, Arkansas",57707,260,27173,260,1459,654,2142,812,8283,1361,6595,1332,2303,651,4143,874,2248,643,30534,260,1665,676,3440,914,10523,1398,7477,1399,1678,614,4167,963,1584,512
0500000US05069,05069,"Jefferson County, Arkansas",25269,260,11976,260,1059,382,1201,460,4513,726,3187,732,77,111,1458,488,481,303,13293,260,605,320,1865,735,5595,758,2833,739,643,321,1189,445,563,283
0500000US05119,05119,"Pulaski County, Arkansas",154201,565,73004,300,1346,526,4506,1221,16147,1753,16833,1717,4244,845,18706,1788,11222,1436,81197,283,1514,783,5298,945,22811,2003,18901,2033,4604,1294,17048,1633,11021,1344
0500000US05125,05125,"Saline County, Arkansas",56890,99,27724,71,545,296,2687,739,10681,1238,6693,1158,1539,453,3958,933,1621,558,29166,66,881,413,2528,641,11468,1075,6492,1090,2201,680,4018,869,1578,499
0500000US05131,05131,"Sebastian County, Arkansas",60846,267,28830,265,704,329,3762,800,9502,1179,7263,1163,1647,585,3827,942,2125,620,32016,34,1127,500,4161,887,11276,1091,7073,857,2603,657,4176,922,1600,606
0500000US05143,05143,"Washington County, Arkansas",88907,298,43198,298,2316,887,3652,914,11802,1391,9668,1475,1787,565,8383,1219,5590,1188,45709,64,1834,568,3555,931,14333,1657,9846,1391,2257,701,9726,1413,4158,954
0500000US05145,05145,"White County, Arkansas",41395,260,19895,260,1381,419,2416,586,7974,1131,4921,1142,768,405,1564,536,871,330,21500,260,1775,543,1819,526,9504,1105,3082,847,1932,590,2368,715,1020,453
0500000US06001,06001,"Alameda County, California",392958,1028,191637,615,2486,718,8096,1682,35478,3419,37985,2493,13678,2100,52836,3806,41078,2780,201321,680,3598,1156,8954,1789,39926,3479,38550,3232,14612,2008,54743,3248,40938,3061
0500000US06007,06007,"Butte County, California",109453,293,51937,293,1410,553,4195,928,12398,1967,14649,1631,5051,1038,9384,1575,4850,896,57516,293,937,394,3237,774,14982,1569,17344,1637,4807,943,11638,1739,4571,1044
0500000US06013,06013,"Contra Costa County, California",380399,634,183229,271,1851,894,7740,1412,30695,3027,43262,3161,13273,2091,52145,3302,34263,2268,197170,470,1904,761,7058,1257,38114,3172,53080,3295,18497,2551,51054,2986,27463,2395
0500000US06017,06017,"El Dorado County, California",100813,1008,48992,996,558,300,2139,664,10158,1484,14830,1684,5413,1293,10707,1574,5187,1072,51821,154,463,353,3101,898,11525,1463,15466,1801,5828,1237,10667,1453,4771,941
0500000US06019,06019,"Fresno County, California",220853,345,104016,249,3120,936,8338,1687,22215,2224,26416,2720,9748,1593,22125,2693,12054,1666,116837,156,3575,1045,7926,1337,30394,2288,32242,2348,10480,1335,22914,2111,9306,1629
0500000US06023,06023,"Humboldt County, California",69298,367,33516,203,549,384,1960,532,10618,1283,9363,1285,2484,723,5946,949,2596,707,35782,254,327,277,1864,521,9040,1316,10025,1390,3937,865,7415,1093,3174,770
0500000US06025,06025,"Imperial County, California",18320,390,9191,128,546,339,482,283,3017,529,2014,588,1462,532,1121,434,549,281,9129,366,547,369,1324,532,2475,650,1886,495,1060,428,1049,515,788,391
0500000US06029,06029,"Kern County, California",214634,617,102448,434,1688,551,10080,1544,33580,2581,24053,2113,9050,1225,15063,1570,8934,1371,112186,390,4339,1216,12270,1657,32786,2756,31817,2432,9773,1490,15730,1933,5471,903
0500000US06031,06031,"Kings County, California",32580,103,15823,103,565,364,852,449,5380,847,4326,950,2223,669,1433,421,1044,388,16757,293,763,366,1090,433,4764,784,4888,765,2123,613,2577,646,552,294
0500000US06033,06033,"Lake County, California",35930,1002,17522,867,214,217,1612,681,7245,1429,5462,1184,832,387,1148,591,1009,440,18408,507,11,19,1623,772,6679,1255,5631,1270,1508,538,1623,683,1333,611
0500000US06037,06037,"Los Angeles County, California",2113742,2368,1042198,1593,24457,3374,50896,3498,185432,6503,227354,7153,77503,4794,281346,9015,195210,6981,1071544,1569,30007,3482,56995,3766,220397,8563,246284,7649,92971,5504,268017,7415,156873,6339
0500000US06039,06039,"Madera County, California",41623,742,19938,704,786,463,1486,548,5065,945,6643,1176,1981,714,2521,863,1456,444,21685,173,607,346,1582,568,6464,1053,6575,1085,2532,745,3085,762,840,498
0500000US06041,06041,"Marin County, California",138810,173,64924,136,394,405,752,328,7304,1630,10465,1397,3482,935,22255,2338,20272,1986,73886,105,192,152,1050,569,7369,1348,13552,1573,5258,1192,29614,2018,16851,1866
0500000US06045,06045,"Mendocino County, California",45714,120,21881,89,409,326,1621,646,5416,999,4992,985,2551,770,4052,889,2840,755,23833,89,680,427,1143,499,6527,1200,6584,1095,2231,706,4205,919,2463,800
0500000US06047,06047,"Merced County, California",57865,997,27446,250,1405,571,2559,571,7751,1076,7731,1153,2665,771,3452,784,1883,612,30419,772,1266,440,3967,854,7325,1077,8609,1372,2808,771,4914,936,1530,442
0500000US06053,06053,"Monterey County, California",106010,843,50053,443,769,432,2582,808,8637,1414,11594,1255,4417,968,10803,1308,11251,1516,55957,422,732,360,1920,556,10710,1452,15549,2032,6606,1319,13104,1873,7336,1005
0500000US06055,06055,"Napa County, California",58920,293,27267,293,567,335,804,352,5999,1208,6303,1125,2475,637,6442,1181,4677,1055,31653,293,347,398,1415,545,7083,1162,8555,1601,3060,899,8107,1457,3086,766
0500000US06057,06057,"Nevada County, California",62048,743,30725,163,572,429,1410,614,6851,1113,7968,1360,3241,855,6476,1232,4207,1057,31323,724,726,476,1324,716,6013,1150,8718,1176,3691,1037,7911,1077,2940,772
0500000US06059,06059,"Orange County, California",1001995,1709,485488,891,5131,1085,17084,2156,73537,4610,116003,4814,41102,3030,140207,5819,92424,4802,516507,1108,7296,1828,21675,2444,103419,3906,144316,6212,49856,3761,121733,5184,68212,4039
0500000US06061,06061,"Placer County, California",176260,397,85115,299,878,471,4574,1451,17239,1907,22017,2410,8492,2087,22717,2296,9198,1362,91145,189,1169,667,4018,1021,23406,2736,25746,2278,9877,1490,19445,1844,7484,1539
0500000US06065,06065,"Riverside County, California",612414,1996,294679,1107,3292,802,23356,3020,73045,4272,85522,4809,23545,2769,55000,3629,30919,2998,317735,1270,4692,1121,24518,3697,89533,5429,97522,5242,26310,2456,48787,3768,26373,2700
0500000US06067,06067,"Sacramento County, California",493283,750,233418,482,4206,1270,17746,2691,48438,3247,61206,4292,23105,2276,50877,3456,27840,2880,259865,494,5850,1395,15379,1865,64047,4643,73952,4278,27432,3072,49414,3426,23791,2024
0500000US06071,06071,"San Bernardino County, California",489424,1148,235747,684,4670,1185,21207,3175,65918,4366,64705,3385,20652,2373,33266,3685,25329,2925,253677,784,5250,1425,22327,2968,74840,5268,75734,5142,21832,2460,35567,2871,18127,2193
0500000US06073,06073,"San Diego County, California",1049028,1566,520034,739,5730,1556,19061,2083,90780,3684,125806,5275,42205,3337,140218,5515,96234,4274,528994,1264,8820,1801,24155,2127,102341,4908,139774,5374,47291,3628,131400,5360,75213,3983
0500000US06075,06075,"San Francisco County, California",269296,496,144193,280,1744,818,2494,715,13222,1994,21966,2487,5591,1423,60542,2649,38634,2842,125103,364,2004,698,1548,584,10321,1240,17825,2283,4217,1214,49195,2699,39993,2412
0500000US06077,06077,"San Joaquin County, California",180104,711,85083,683,1834,725,8275,1188,22736,1865,23083,2102,9185,1798,13766,1649,6204,1266,95021,146,3342,899,8209,1474,26591,2094,26903,2297,10037,1723,14272,1836,5667,882
0500000US06079,06079,"San Luis Obispo County, California",126575,327,60211,264,980,897,3673,1119,12690,1577,16105,1950,4374,1033,14281,1675,8108,1291,66364,112,1329,737,3135,841,16467,2098,17676,2145,8382,1363,12421,1461,6954,1380
0500000US06081,06081,"San Mateo County, California",242754,980,118428,528,1637,592,3398,869,16369,1799,23045,2154,8786,1339,35856,2604,29337,2049,124326,480,2448,806,4495,981,21667,2389,28939,2610,10397,1987,34379,2363,22001,2165
0500000US06083,06083,"Santa Barbara County, California",146073,86,69371,293,1854,1302,2993,882,11772,1810,16606,1799,4735,1047,17985,2003,13426,1894,76702,86,1241,478,3052,822,14222,1844,18496,2176,7640,1475,21037,2474,11014,1323
0500000US06085,06085,"Santa Clara County, California",482754,1243,242674,748,3551,1313,9016,2124,32137,2614,44927,3148,18146,2761,71090,3521,63807,3422,240080,720,3399,862,9778,1884,39092,2905,51213,3487,23443,2469,68691,3925,44464,3104
0500000US06087,06087,"Santa Cruz County, California",113186,185,55147,116,559,313,2107,802,8928,1510,14361,1633,4745,1165,13582,1654,10865,1447,58039,142,915,482,1638,614,7689,1149,15445,1824,5165,1021,17740,1919,9447,1504
0500000US06089,06089,"Shasta County, California",102987,614,48929,381,732,339,5877,1247,14421,1650,13154,1464,5104,933,6935,1085,2706,693,54058,321,1092,560,5359,1204,15889,1423,16056,1370,5770,1123,6975,1245,2917,856
0500000US06095,06095,"Solano County, California",122195,662,59114,320,509,379,2951,771,14505,1753,19251,1823,6436,1171,10206,1250,5256,968,63081,402,1040,624,3596,881,15403,1629,19745,1713,6724,1273,11736,1352,4837,912
0500000US06097,06097,"Sonoma County, California",230578,459,108284,355,1608,761,6399,1636,28307,4601,27655,2598,7105,1200,23533,2306,13677,1805,122294,177,1250,501,6410,1114,23470,1967,36104,2677,12919,1690,27334,2244,14807,1851
0500000US06099,06099,"Stanislaus County, California",172375,837,81097,576,2711,661,8227,1535,24784,2085,22878,2242,7457,1381,8375,1248,6665,1338,91278,318,2867,690,10642,2094,27651,2546,26331,2510,7485,1613,11949,1609,4353,914
0500000US06101,06101,"Sutter County, California",33128,391,15774,280,407,223,930,364,4282,731,4566,745,2273,764,2082,528,1234,432,17354,122,109,122,1389,431,5314,810,4867,803,2555,612,2589,746,531,318
0500000US06107,06107,"Tulare County, California",104696,248,49023,155,2016,529,5610,962,12908,1375,12261,1345,5315,1115,7675,1099,3238,620,55673,115,1659,515,6360,1015,16075,1437,14666,1483,6411,993,7240,1021,3262,890
0500000US06111,06111,"Ventura County, California",291440,1027,141649,542,798,376,5846,1601,26314,2579,36145,2509,13023,2106,36540,2795,22983,2055,149791,820,1285,545,6221,1195,31770,2476,43264,2573,17315,2743,32291,2277,17645,1966
0500000US06113,06113,"Yolo County, California",63104,469,29506,447,284,185,1568,597,6158,1139,5942,1091,1625,590,6379,937,7550,968,33598,114,526,339,1525,660,7585,1256,7210,1266,2503,721,7612,1176,6637,1055
0500000US06115,06115,"Yuba County, California",27005,53,13051,293,661,259,2087,838,4151,870,2802,704,1181,563,1109,558,1060,459,13954,53,606,372,1532,544,4611,985,3776,726,1666,727,1020,431,743,454
0500000US08001,08001,"Adams County, Colorado",149629,479,73740,317,1360,486,5398,1014,22494,1958,20030,2111,7253,1190,12875,1346,4330,834,75889,259,1419,545,5321,1308,22610,1654,21758,1891,6535,1277,12579,1524,5667,878
0500000US08005,08005,"Arapahoe County, Colorado",243311,180,116603,274,834,954,5726,1311,22433,2025,25095,1960,9744,1536,32821,2361,19950,2013,126708,180,1150,968,4238,1300,27770,2470,30803,2022,9841,1610,35899,2462,17007,1804
0500000US08013,08013,"Boulder County, Colorado",150516,149,75296,118,158,122,1260,560,9273,1292,12266,1567,3271,933,27796,2010,21272,1487,75220,121,486,307,860,377,11699,1242,13978,1494,4068,851,27780,2464,16349,1762
0500000US08031,08031,"Denver County, Colorado",213590,423,104478,278,914,356,3430,889,17265,2365,20522,2309,6734,1333,34297,2611,21316,1928,109112,254,1575,597,4407,978,18858,2352,19914,1810,6431,1261,36291,2340,21636,2075
0500000US08035,08035,"Douglas County, Colorado",137149,80,67829,80,198,164,865,588,7876,1481,13307,1659,5631,1432,26169,1964,13783,1447,69320,274,378,247,1392,715,9127,1313,15904,1985,6826,1142,24630,2036,11063,1889
0500000US08041,08041,"El Paso County, Colorado",273507,351,132982,177,901,396,6396,1317,25314,2674,31371,2859,13767,1951,31897,1996,23336,2020,140525,216,1071,469,5285,949,37185,2968,35544,2980,13656,1859,31555,2243,16229,1823
0500000US08059,08059,"Jefferson County, Colorado",294224,397,143914,183,1694,572,6393,1033,31459,2644,30326,1943,10349,1337,40301,2521,23392,2328,150310,323,1465,497,5930,956,35013,2398,38620,2998,11776,1846,38798,2404,18708,1784
0500000US08069,08069,"Larimer County, Colorado",150153,479,73980,381,572,319,2260,794,14080,1716,17101,1949,5088,928,21828,1916,13051,1605,76173,196,612,368,2239,637,17055,1739,17079,1554,6480,1169,20559,1738,12149,1419
0500000US08077,08077,"Mesa County, Colorado",74762,63,35712,274,767,376,2639,812,11855,1470,7950,1180,3676,952,4971,1031,3854,843,39050,63,660,311,3149,911,11822,1453,10256,1283,3492,626,6856,1039,2815,637
0500000US08101,08101,"Pueblo County, Colorado",58666,521,27962,253,497,344,1645,629,7748,1213,7975,1201,1998,634,5198,888,2901,690,30704,288,364,219,1589,565,8623,1150,8604,1010,4045,749,5093,789,2386,745
0500000US08123,08123,"Weld County, Colorado",101221,52,49602,23,840,342,3588,945,12278,1418,11534,1270,5187,983,11677,1410,4498,812,51619,34,1733,709,2821,799,14429,1552,11517,1547,4476,997,11934,1572,4709,873
0500000US09001,09001,"Fairfield County, Connecticut",435294,1261,206258,607,6374,1289,10192,1312,43210,2778,27842,2007,9696,1445,60898,3379,48046,2723,229036,845,8163,1275,10803,1655,50240,2915,33912,2872,19589,2153,64399,3020,41930,2430
0500000US09003,09003,"Hartford County, Connecticut",434918,229,204853,115,6129,1008,13448,1770,53742,2753,39876,3080,13288,1700,46749,2769,31621,2254,230065,153,7773,1292,15102,2206,67076,3424,37471,2681,21156,1779,47755,2636,33732,2333
0500000US09005,09005,"Litchfield County, Connecticut",123209,175,59319,274,1322,493,4527,882,19076,1662,10017,1340,4234,1059,12204,1369,7939,1218,63890,175,1753,824,5062,1192,17940,1675,11238,1310,6863,1060,11902,1459,9132,1260
0500000US09007,09007,"Middlesex County, Connecticut",99713,274,47577,274,971,684,3346,982,14882,1789,8026,1065,3755,794,9653,1594,6944,1043,52136,274,978,345,3096,956,13631,1372,9317,1367,6128,1079,10874,1651,8112,1317
0500000US09009,09009,"New Haven County, Connecticut",422497,531,198341,460,5187,1216,13356,2208,65004,3518,34622,3030,10255,1254,38776,3034,31141,2464,224156,271,7484,1594,14014,2322,68168,3439,39455,2709,18207,1828,37599,2807,39229,2825
0500000US09011,09011,"New London County, Connecticut",149251,385,71750,196,2246,686,4323,1135,22909,1951,12472,1331,5095,1136,14116,1568,10589,1656,77501,217,1992,643,4551,1065,27662,2370,13163,1564,7960,1506,13577,1687,8596,1110
0500000US09013,09013,"Tolland County, Connecticut",84464,274,41021,274,984,557,2251,772,12280,1484,7237,1331,3521,832,9216,1283,5532,944,43443,274,786,480,2491,646,12777,1521,9703,1366,4174,957,7553,1078,5959,1033
0500000US09015,09015,"Windham County, Connecticut",67925,164,32656,77,1368,559,4229,985,11782,1239,5643,1303,1700,574,4989,1061,2945,635,35269,88,1786,812,2381,564,12756,1526,6580,997,3232,856,4882,845,3652,934
0500000US10001,10001,"Kent County, Delaware",68588,108,32755,262,1724,566,4361,1019,11804,1353,7026,973,2229,542,3474,818,2137,568,35833,108,1213,541,3440,750,14822,1462,7213,984,2826,885,3799,808,2520,694
0500000US10003,10003,"New Castle County, Delaware",236134,574,112863,285,2348,715,7990,1229,35014,2358,19042,1802,6519,1101,24108,1936,17842,1779,123271,291,1982,634,8821,1550,36992,2262,21801,2304,11690,1356,26390,2127,15595,1583
0500000US10005,10005,"Sussex County, Delaware",102583,209,48994,162,2152,666,7351,1150,16186,1595,8877,1345,2864,825,7254,1013,4310,855,53589,76,1078,376,5632,1045,21242,1584,8630,1213,4872,982,7376,1098,4759,881
0500000US11001,11001,"District of Columbia, District of Columbia",124762,970,62167,490,324,215,811,443,2218,703,3280,855,1216,412,20906,1785,33412,1960,62595,596,404,296,438,307,3407,784,4474,920,1616,544,22549,1585,29707,1654
0500000US12001,12001,"Alachua County, Florida",88934,248,43234,172,273,204,2673,825,8023,1356,7755,1396,5046,1328,8543,1381,10921,1376,45700,97,487,337,2657,860,9607,1486,8426,1235,5721,1161,10529,1327,8273,1237
0500000US12005,12005,"Bay County, Florida",90890,108,44509,301,1347,451,5281,1330,13774,1569,11187,1376,3048,783,7067,1211,2805,659,46381,108,1053,488,6820,1620,15054,1611,11653,1494,3826,1033,5841,1111,2134,615
0500000US12009,12009,"Brevard County, Florida",311464,287,150579,206,2330,677,10056,1243,39203,2889,35452,2838,13680,2076,29812,3314,20046,2247,160885,129,2757,813,14051,2620,49696,3555,37906,2601,19869,2349,24210,2608,12396,1484
0500000US12011,12011,"Broward County, Florida",651055,1138,311513,542,6520,1437,19853,1830,85881,4280,63722,3521,24152,2682,70364,4145,41021,2966,339542,787,7164,1309,23428,2482,112893,3953,71937,3908,29585,2594,65152,3467,29383,2720
0500000US12015,12015,"Charlotte County, Florida",110241,236,51857,153,1088,500,5244,1301,18622,1555,13469,1474,4110,1117,5332,1056,3992,984,58384,100,759,439,5899,1309,27442,2068,10317,1458,3977,956,5931,1340,4059,952
0500000US12017,12017,"Citrus County, Florida",93884,91,44302,301,1925,663,6197,1383,16443,1440,8531,1094,2875,896,5694,1289,2637,746,49582,91,1647,665,6341,1025,20919,1450,9905,1215,4393,1115,4437,947,1940,550
