SCH_YEAR,CNTYNO,CNTYNAME,DIST_NUMBER,DIST_NAME,SCH_NUMBER,SCH_NAME,SCH_CD,STATE_SCH_ID,NCESID,COOP,COOP_CODE,DEMOGRAPHIC,SUPPRESSED,GRADS,ACADEMIC,ACADEMICALT,CAREER,CAREERALT,NONDUP,EL,BONUS,TRANSITIONRATE,TRANRATEWBONUS
20172018,026,CLAY,125,Clay County,100,Clay County High School,125100,026125100,210123000249,SESC,907,TST,N,177,69,0,92,0,119,0,8,67.2,68.4
20172018,026,CLAY,125,Clay County,100,Clay County High School,125100,026125100,210123000249,SESC,907,SXM,N,97,30,0,63,0,71,0,4,73.2,74.2
20172018,026,CLAY,125,Clay County,100,Clay County High School,125100,026125100,210123000249,SESC,907,SXF,N,80,39,0,29,0,48,0,4,60,61.3
20172018,026,CLAY,125,Clay County,100,Clay County High School,125100,026125100,210123000249,SESC,907,MIL,Y,0,,,,,,,,,
20172018,026,CLAY,125,Clay County,100,Clay County High School,125100,026125100,210123000249,SESC,907,MIG,Y,0,,,,,,,,,
20172018,026,CLAY,125,Clay County,100,Clay County High School,125100,026125100,210123000249,SESC,907,LUP,N,123,38,0,64,0,75,0,7,61,62.4
20172018,026,CLAY,125,Clay County,100,Clay County High School,125100,026125100,210123000249,SESC,907,LUN,N,54,31,0,28,0,44,0,1,81.5,81.9
20172018,026,CLAY,125,Clay County,100,Clay County High School,125100,026125100,210123000249,SESC,907,LEP,Y,0,,,,,,,,,
20172018,026,CLAY,125,Clay County,100,Clay County High School,125100,026125100,210123000249,SESC,907,LEN,N,177,69,0,92,0,119,0,8,67.2,68.4
20172018,026,CLAY,125,Clay County,100,Clay County High School,125100,026125100,210123000249,SESC,907,HOM,Y,1,,,,,,,,,
20172018,026,CLAY,125,Clay County,100,Clay County High School,125100,026125100,210123000249,SESC,907,FOS,Y,1,,,,,,,,,
20172018,026,CLAY,125,Clay County,100,Clay County High School,125100,026125100,210123000249,SESC,907,ETW,Y,172,,,,,,,,,
20172018,026,CLAY,125,Clay County,100,Clay County High School,125100,026125100,210123000249,SESC,907,ETP,Y,0,,,,,,,,,
20172018,026,CLAY,125,Clay County,100,Clay County High School,125100,026125100,210123000249,SESC,907,ETO,Y,1,,,,,,,,,
20172018,026,CLAY,125,Clay County,100,Clay County High School,125100,026125100,210123000249,SESC,907,ETI,Y,0,,,,,,,,,
20172018,026,CLAY,125,Clay County,100,Clay County High School,125100,026125100,210123000249,SESC,907,ETH,Y,0,,,,,,,,,
20172018,026,CLAY,125,Clay County,100,Clay County High School,125100,026125100,210123000249,SESC,907,ETB,Y,4,,,,,,,,,
20172018,026,CLAY,125,Clay County,100,Clay County High School,125100,026125100,210123000249,SESC,907,ETA,Y,0,,,,,,,,,
20172018,026,CLAY,125,Clay County,100,Clay County High School,125100,026125100,210123000249,SESC,907,ELM,Y,0,,,,,,,,,
20172018,026,CLAY,125,Clay County,100,Clay County High School,125100,026125100,210123000249,SESC,907,CSG,N,22,0,0,4,0,4,0,2,18.2,20.5
20172018,026,CLAY,125,Clay County,,---District Total---,125,,,SESC,907,ACD,N,20,0,0,3,0,3,0,2,15,17.5
20172018,026,CLAY,125,Clay County,,---District Total---,125,,,SESC,907,TST,N,181,72,0,93,0,122,0,8,67.4,68.5
20172018,026,CLAY,125,Clay County,,---District Total---,125,,,SESC,907,SXF,N,82,40,0,29,0,49,0,4,59.8,61
20172018,026,CLAY,125,Clay County,,---District Total---,125,,,SESC,907,MIL,Y,0,,,,,,,,,
20172018,026,CLAY,125,Clay County,,---District Total---,125,,,SESC,907,MIG,Y,0,,,,,,,,,
20172018,026,CLAY,125,Clay County,,---District Total---,125,,,SESC,907,LUP,N,127,41,0,65,0,78,0,7,61.4,62.8
20172018,026,CLAY,125,Clay County,,---District Total---,125,,,SESC,907,LUN,N,54,31,0,28,0,44,0,1,81.5,81.9
20172018,026,CLAY,125,Clay County,,---District Total---,125,,,SESC,907,LEP,Y,0,,,,,,,,,
20172018,026,CLAY,125,Clay County,,---District Total---,125,,,SESC,907,LEN,N,181,72,0,93,0,122,0,8,67.4,68.5
20172018,026,CLAY,125,Clay County,,---District Total---,125,,,SESC,907,HOM,Y,1,,,,,,,,,
20172018,026,CLAY,125,Clay County,,---District Total---,125,,,SESC,907,FOS,Y,1,,,,,,,,,
20172018,026,CLAY,125,Clay County,,---District Total---,125,,,SESC,907,ETW,Y,176,,,,,,,,,
20172018,026,CLAY,125,Clay County,,---District Total---,125,,,SESC,907,ETP,Y,0,,,,,,,,,
20172018,026,CLAY,125,Clay County,,---District Total---,125,,,SESC,907,ETO,Y,1,,,,,,,,,
20172018,026,CLAY,125,Clay County,,---District Total---,125,,,SESC,907,ETI,Y,0,,,,,,,,,
20172018,026,CLAY,125,Clay County,,---District Total---,125,,,SESC,907,ETH,Y,0,,,,,,,,,
20172018,026,CLAY,125,Clay County,,---District Total---,125,,,SESC,907,ETB,Y,4,,,,,,,,,
20172018,026,CLAY,125,Clay County,,---District Total---,125,,,SESC,907,ETA,Y,0,,,,,,,,,
20172018,026,CLAY,125,Clay County,,---District Total---,125,,,SESC,907,ELM,Y,0,,,,,,,,,
20172018,026,CLAY,125,Clay County,,---District Total---,125,,,SESC,907,CSG,N,22,0,0,4,0,4,0,2,18.2,20.5
20172018,026,CLAY,125,Clay County,,---District Total---,125,,,SESC,907,ACO,N,161,72,0,90,0,119,0,6,73.9,74.8
20172018,026,CLAY,125,Clay County,,---District Total---,125,,,SESC,907,SXM,N,99,32,0,64,0,73,0,4,73.7,74.7
20172018,027,CLINTON,131,Clinton County,050,Clinton County High School,131050,027131050,210126000259,GRREC,902,ACD,N,13,0,1,1,0,2,0,1,15.4,17.3
20172018,027,CLINTON,131,Clinton County,050,Clinton County High School,131050,027131050,210126000259,GRREC,902,ACO,N,109,29,0,57,0,66,0,8,60.6,62.4
20172018,027,CLINTON,131,Clinton County,050,Clinton County High School,131050,027131050,210126000259,GRREC,902,TST,N,122,29,1,58,0,68,0,9,55.7,57.6
20172018,027,CLINTON,131,Clinton County,050,Clinton County High School,131050,027131050,210126000259,GRREC,902,SXM,N,59,10,0,25,0,29,0,7,49.2,52.1
20172018,027,CLINTON,131,Clinton County,050,Clinton County High School,131050,027131050,210126000259,GRREC,902,SXF,N,63,19,1,33,0,39,0,2,61.9,62.7
20172018,027,CLINTON,131,Clinton County,050,Clinton County High School,131050,027131050,210126000259,GRREC,902,MIL,Y,0,,,,,,,,,
20172018,027,CLINTON,131,Clinton County,050,Clinton County High School,131050,027131050,210126000259,GRREC,902,MIG,Y,5,,,,,,,,,
20172018,027,CLINTON,131,Clinton County,050,Clinton County High School,131050,027131050,210126000259,GRREC,902,LUP,N,87,12,1,39,0,44,0,9,50.6,53.2
20172018,027,CLINTON,131,Clinton County,050,Clinton County High School,131050,027131050,210126000259,GRREC,902,LUN,N,35,17,0,19,0,24,0,0,68.6,68.6
20172018,027,CLINTON,131,Clinton County,050,Clinton County High School,131050,027131050,210126000259,GRREC,902,LEP,Y,4,,,,,,,,,
20172018,027,CLINTON,131,Clinton County,050,Clinton County High School,131050,027131050,210126000259,GRREC,902,LEN,Y,118,,,,,,,,,
20172018,027,CLINTON,131,Clinton County,050,Clinton County High School,131050,027131050,210126000259,GRREC,902,HOM,Y,1,,,,,,,,,
20172018,027,CLINTON,131,Clinton County,050,Clinton County High School,131050,027131050,210126000259,GRREC,902,FOS,Y,0,,,,,,,,,
20172018,027,CLINTON,131,Clinton County,050,Clinton County High School,131050,027131050,210126000259,GRREC,902,ETW,Y,113,,,,,,,,,
20172018,027,CLINTON,131,Clinton County,050,Clinton County High School,131050,027131050,210126000259,GRREC,902,ETP,Y,0,,,,,,,,,
20172018,027,CLINTON,131,Clinton County,050,Clinton County High School,131050,027131050,210126000259,GRREC,902,ETO,Y,0,,,,,,,,,
20172018,027,CLINTON,131,Clinton County,050,Clinton County High School,131050,027131050,210126000259,GRREC,902,ETI,Y,0,,,,,,,,,
20172018,027,CLINTON,131,Clinton County,050,Clinton County High School,131050,027131050,210126000259,GRREC,902,ETH,Y,7,,,,,,,,,
20172018,027,CLINTON,131,Clinton County,050,Clinton County High School,131050,027131050,210126000259,GRREC,902,ETB,Y,1,,,,,,,,,
20172018,027,CLINTON,131,Clinton County,050,Clinton County High School,131050,027131050,210126000259,GRREC,902,ETA,Y,1,,,,,,,,,
20172018,027,CLINTON,131,Clinton County,050,Clinton County High School,131050,027131050,210126000259,GRREC,902,ELM,Y,4,,,,,,,,,
20172018,027,CLINTON,131,Clinton County,050,Clinton County High School,131050,027131050,210126000259,GRREC,902,CSG,N,14,2,1,4,0,5,0,2,35.7,39.3
20172018,027,CLINTON,131,Clinton County,,---District Total---,131,,,GRREC,902,ACD,N,13,0,1,1,0,2,0,1,15.4,17.3
20172018,027,CLINTON,131,Clinton County,,---District Total---,131,,,GRREC,902,TST,N,122,29,1,58,0,68,0,9,55.7,57.6
20172018,027,CLINTON,131,Clinton County,,---District Total---,131,,,GRREC,902,SXF,N,63,19,1,33,0,39,0,2,61.9,62.7
20172018,027,CLINTON,131,Clinton County,,---District Total---,131,,,GRREC,902,MIL,Y,0,,,,,,,,,
20172018,027,CLINTON,131,Clinton County,,---District Total---,131,,,GRREC,902,MIG,Y,5,,,,,,,,,
20172018,027,CLINTON,131,Clinton County,,---District Total---,131,,,GRREC,902,LUP,N,87,12,1,39,0,44,0,9,50.6,53.2
20172018,027,CLINTON,131,Clinton County,,---District Total---,131,,,GRREC,902,LUN,N,35,17,0,19,0,24,0,0,68.6,68.6
20172018,027,CLINTON,131,Clinton County,,---District Total---,131,,,GRREC,902,LEP,Y,4,,,,,,,,,
20172018,027,CLINTON,131,Clinton County,,---District Total---,131,,,GRREC,902,LEN,Y,118,,,,,,,,,
20172018,027,CLINTON,131,Clinton County,,---District Total---,131,,,GRREC,902,HOM,Y,1,,,,,,,,,
20172018,027,CLINTON,131,Clinton County,,---District Total---,131,,,GRREC,902,FOS,Y,0,,,,,,,,,
20172018,027,CLINTON,131,Clinton County,,---District Total---,131,,,GRREC,902,ETW,Y,113,,,,,,,,,
20172018,027,CLINTON,131,Clinton County,,---District Total---,131,,,GRREC,902,ETP,Y,0,,,,,,,,,
20172018,027,CLINTON,131,Clinton County,,---District Total---,131,,,GRREC,902,ETO,Y,0,,,,,,,,,
20172018,027,CLINTON,131,Clinton County,,---District Total---,131,,,GRREC,902,ETI,Y,0,,,,,,,,,
20172018,027,CLINTON,131,Clinton County,,---District Total---,131,,,GRREC,902,ETH,Y,7,,,,,,,,,
20172018,027,CLINTON,131,Clinton County,,---District Total---,131,,,GRREC,902,ETB,Y,1,,,,,,,,,
20172018,027,CLINTON,131,Clinton County,,---District Total---,131,,,GRREC,902,ETA,Y,1,,,,,,,,,
20172018,027,CLINTON,131,Clinton County,,---District Total---,131,,,GRREC,902,ELM,Y,4,,,,,,,,,
20172018,027,CLINTON,131,Clinton County,,---District Total---,131,,,GRREC,902,CSG,N,14,2,1,4,0,5,0,2,35.7,39.3
20172018,027,CLINTON,131,Clinton County,,---District Total---,131,,,GRREC,902,ACO,N,109,29,0,57,0,66,0,8,60.6,62.4
20172018,027,CLINTON,131,Clinton County,,---District Total---,131,,,GRREC,902,SXM,N,59,10,0,25,0,29,0,7,49.2,52.1
20172018,014,BRECKINRIDGE,132,Cloverport Independent,010,Frederick Fraize High School,132010,014132010,210129000261,GRREC,902,ETO,Y,0,,,,,,,,,
20172018,014,BRECKINRIDGE,132,Cloverport Independent,010,Frederick Fraize High School,132010,014132010,210129000261,GRREC,902,ETP,Y,0,,,,,,,,,
20172018,014,BRECKINRIDGE,132,Cloverport Independent,010,Frederick Fraize High School,132010,014132010,210129000261,GRREC,902,ETH,Y,1,,,,,,,,,
20172018,014,BRECKINRIDGE,132,Cloverport Independent,010,Frederick Fraize High School,132010,014132010,210129000261,GRREC,902,ETB,Y,0,,,,,,,,,
20172018,014,BRECKINRIDGE,132,Cloverport Independent,010,Frederick Fraize High School,132010,014132010,210129000261,GRREC,902,ETA,Y,0,,,,,,,,,
20172018,014,BRECKINRIDGE,132,Cloverport Independent,010,Frederick Fraize High School,132010,014132010,210129000261,GRREC,902,ELM,Y,0,,,,,,,,,
20172018,014,BRECKINRIDGE,132,Cloverport Independent,010,Frederick Fraize High School,132010,014132010,210129000261,GRREC,902,CSG,Y,2,,,,,,,,,
20172018,014,BRECKINRIDGE,132,Cloverport Independent,010,Frederick Fraize High School,132010,014132010,210129000261,GRREC,902,ACO,Y,25,,,,,,,,,
20172018,014,BRECKINRIDGE,132,Cloverport Independent,010,Frederick Fraize High School,132010,014132010,210129000261,GRREC,902,ACD,Y,1,,,,,,,,,
20172018,014,BRECKINRIDGE,132,Cloverport Independent,010,Frederick Fraize High School,132010,014132010,210129000261,GRREC,902,TST,N,26,12,0,8,0,16,0,3,61.5,64.4
20172018,014,BRECKINRIDGE,132,Cloverport Independent,010,Frederick Fraize High School,132010,014132010,210129000261,GRREC,902,SXM,N,14,7,0,5,0,9,0,1,64.3,66.1
20172018,014,BRECKINRIDGE,132,Cloverport Independent,010,Frederick Fraize High School,132010,014132010,210129000261,GRREC,902,SXF,N,12,5,0,3,0,7,0,2,58.3,62.5
20172018,014,BRECKINRIDGE,132,Cloverport Independent,010,Frederick Fraize High School,132010,014132010,210129000261,GRREC,902,MIL,Y,0,,,,,,,,,
20172018,014,BRECKINRIDGE,132,Cloverport Independent,010,Frederick Fraize High School,132010,014132010,210129000261,GRREC,902,MIG,Y,0,,,,,,,,,
20172018,014,BRECKINRIDGE,132,Cloverport Independent,010,Frederick Fraize High School,132010,014132010,210129000261,GRREC,902,LUP,N,15,5,0,6,0,9,0,2,60,63.3
20172018,014,BRECKINRIDGE,132,Cloverport Independent,010,Frederick Fraize High School,132010,014132010,210129000261,GRREC,902,LUN,N,11,7,0,2,0,7,0,1,63.6,65.9
20172018,014,BRECKINRIDGE,132,Cloverport Independent,010,Frederick Fraize High School,132010,014132010,210129000261,GRREC,902,LEP,Y,0,,,,,,,,,
20172018,014,BRECKINRIDGE,132,Cloverport Independent,010,Frederick Fraize High School,132010,014132010,210129000261,GRREC,902,LEN,N,26,12,0,8,0,16,0,3,61.5,64.4
20172018,014,BRECKINRIDGE,132,Cloverport Independent,010,Frederick Fraize High School,132010,014132010,210129000261,GRREC,902,HOM,Y,1,,,,,,,,,
20172018,014,BRECKINRIDGE,132,Cloverport Independent,010,Frederick Fraize High School,132010,014132010,210129000261,GRREC,902,FOS,Y,1,,,,,,,,,
20172018,014,BRECKINRIDGE,132,Cloverport Independent,010,Frederick Fraize High School,132010,014132010,210129000261,GRREC,902,ETW,Y,25,,,,,,,,,
20172018,014,BRECKINRIDGE,132,Cloverport Independent,010,Frederick Fraize High School,132010,014132010,210129000261,GRREC,902,ETI,Y,0,,,,,,,,,
20172018,014,BRECKINRIDGE,132,Cloverport Independent,,---District Total---,132,,,GRREC,902,ETO,Y,0,,,,,,,,,
20172018,014,BRECKINRIDGE,132,Cloverport Independent,,---District Total---,132,,,GRREC,902,ETI,Y,0,,,,,,,,,
20172018,014,BRECKINRIDGE,132,Cloverport Independent,,---District Total---,132,,,GRREC,902,ETH,Y,1,,,,,,,,,
20172018,014,BRECKINRIDGE,132,Cloverport Independent,,---District Total---,132,,,GRREC,902,ETB,Y,0,,,,,,,,,
20172018,014,BRECKINRIDGE,132,Cloverport Independent,,---District Total---,132,,,GRREC,902,ETA,Y,0,,,,,,,,,
20172018,014,BRECKINRIDGE,132,Cloverport Independent,,---District Total---,132,,,GRREC,902,ELM,Y,0,,,,,,,,,
20172018,014,BRECKINRIDGE,132,Cloverport Independent,,---District Total---,132,,,GRREC,902,CSG,Y,2,,,,,,,,,
20172018,014,BRECKINRIDGE,132,Cloverport Independent,,---District Total---,132,,,GRREC,902,ACO,Y,25,,,,,,,,,
20172018,014,BRECKINRIDGE,132,Cloverport Independent,,---District Total---,132,,,GRREC,902,ACD,Y,1,,,,,,,,,
20172018,014,BRECKINRIDGE,132,Cloverport Independent,,---District Total---,132,,,GRREC,902,TST,N,26,12,0,8,0,16,0,3,61.5,64.4
20172018,014,BRECKINRIDGE,132,Cloverport Independent,,---District Total---,132,,,GRREC,902,SXM,N,14,7,0,5,0,9,0,1,64.3,66.1
20172018,014,BRECKINRIDGE,132,Cloverport Independent,,---District Total---,132,,,GRREC,902,SXF,N,12,5,0,3,0,7,0,2,58.3,62.5
20172018,014,BRECKINRIDGE,132,Cloverport Independent,,---District Total---,132,,,GRREC,902,MIL,Y,0,,,,,,,,,
20172018,014,BRECKINRIDGE,132,Cloverport Independent,,---District Total---,132,,,GRREC,902,MIG,Y,0,,,,,,,,,
20172018,014,BRECKINRIDGE,132,Cloverport Independent,,---District Total---,132,,,GRREC,902,LUP,N,15,5,0,6,0,9,0,2,60,63.3
20172018,014,BRECKINRIDGE,132,Cloverport Independent,,---District Total---,132,,,GRREC,902,LUN,N,11,7,0,2,0,7,0,1,63.6,65.9
20172018,014,BRECKINRIDGE,132,Cloverport Independent,,---District Total---,132,,,GRREC,902,LEP,Y,0,,,,,,,,,
20172018,014,BRECKINRIDGE,132,Cloverport Independent,,---District Total---,132,,,GRREC,902,LEN,N,26,12,0,8,0,16,0,3,61.5,64.4
20172018,014,BRECKINRIDGE,132,Cloverport Independent,,---District Total---,132,,,GRREC,902,HOM,Y,1,,,,,,,,,
20172018,014,BRECKINRIDGE,132,Cloverport Independent,,---District Total---,132,,,GRREC,902,ETP,Y,0,,,,,,,,,
20172018,014,BRECKINRIDGE,132,Cloverport Independent,,---District Total---,132,,,GRREC,902,ETW,Y,25,,,,,,,,,
20172018,014,BRECKINRIDGE,132,Cloverport Independent,,---District Total---,132,,,GRREC,902,FOS,Y,1,,,,,,,,,
20172018,118,WHITLEY,133,Corbin Independent,040,Corbin High School,133040,118133040,210132000266,SESC,907,ACD,Y,6,,,,,,,,,
20172018,118,WHITLEY,133,Corbin Independent,040,Corbin High School,133040,118133040,210132000266,SESC,907,ACO,Y,215,,,,,,,,,
20172018,118,WHITLEY,133,Corbin Independent,040,Corbin High School,133040,118133040,210132000266,SESC,907,CSG,N,12,3,0,2,0,3,0,0,25,25
20172018,118,WHITLEY,133,Corbin Independent,040,Corbin High School,133040,118133040,210132000266,SESC,907,ELM,Y,2,,,,,,,,,
20172018,118,WHITLEY,133,Corbin Independent,040,Corbin High School,133040,118133040,210132000266,SESC,907,ETA,Y,6,,,,,,,,,
20172018,118,WHITLEY,133,Corbin Independent,040,Corbin High School,133040,118133040,210132000266,SESC,907,ETB,Y,1,,,,,,,,,
20172018,118,WHITLEY,133,Corbin Independent,040,Corbin High School,133040,118133040,210132000266,SESC,907,ETH,Y,1,,,,,,,,,
20172018,118,WHITLEY,133,Corbin Independent,040,Corbin High School,133040,118133040,210132000266,SESC,907,ETI,Y,0,,,,,,,,,
20172018,118,WHITLEY,133,Corbin Independent,040,Corbin High School,133040,118133040,210132000266,SESC,907,ETO,Y,2,,,,,,,,,
20172018,118,WHITLEY,133,Corbin Independent,040,Corbin High School,133040,118133040,210132000266,SESC,907,ETP,Y,0,,,,,,,,,
20172018,118,WHITLEY,133,Corbin Independent,040,Corbin High School,133040,118133040,210132000266,SESC,907,ETW,N,211,142,0,135,0,174,0,5,82.5,83.1
20172018,118,WHITLEY,133,Corbin Independent,040,Corbin High School,133040,118133040,210132000266,SESC,907,FOS,Y,0,,,,,,,,,
20172018,118,WHITLEY,133,Corbin Independent,040,Corbin High School,133040,118133040,210132000266,SESC,907,HOM,Y,1,,,,,,,,,
20172018,118,WHITLEY,133,Corbin Independent,040,Corbin High School,133040,118133040,210132000266,SESC,907,LEN,Y,219,,,,,,,,,
20172018,118,WHITLEY,133,Corbin Independent,040,Corbin High School,133040,118133040,210132000266,SESC,907,LEP,Y,2,,,,,,,,,
20172018,118,WHITLEY,133,Corbin Independent,040,Corbin High School,133040,118133040,210132000266,SESC,907,LUN,N,121,96,0,83,0,109,0,2,90.1,90.5
20172018,118,WHITLEY,133,Corbin Independent,040,Corbin High School,133040,118133040,210132000266,SESC,907,LUP,N,100,53,0,56,0,72,0,3,72,72.8
20172018,118,WHITLEY,133,Corbin Independent,040,Corbin High School,133040,118133040,210132000266,SESC,907,MIG,Y,0,,,,,,,,,
20172018,118,WHITLEY,133,Corbin Independent,040,Corbin High School,133040,118133040,210132000266,SESC,907,MIL,Y,0,,,,,,,,,
20172018,118,WHITLEY,133,Corbin Independent,040,Corbin High School,133040,118133040,210132000266,SESC,907,SXF,N,112,79,0,67,0,89,0,0,79.5,79.5
20172018,118,WHITLEY,133,Corbin Independent,040,Corbin High School,133040,118133040,210132000266,SESC,907,SXM,N,109,70,0,72,0,92,0,5,84.4,85.6
20172018,118,WHITLEY,133,Corbin Independent,040,Corbin High School,133040,118133040,210132000266,SESC,907,TST,N,221,149,0,139,0,181,0,5,81.9,82.5
20172018,118,WHITLEY,133,Corbin Independent,,---District Total---,133,,,SESC,907,ACD,Y,6,,,,,,,,,
20172018,118,WHITLEY,133,Corbin Independent,,---District Total---,133,,,SESC,907,TST,N,231,149,0,140,0,182,0,5,78.8,79.3
20172018,118,WHITLEY,133,Corbin Independent,,---District Total---,133,,,SESC,907,CSG,N,12,3,0,2,0,3,0,0,25,25
20172018,118,WHITLEY,133,Corbin Independent,,---District Total---,133,,,SESC,907,ELM,Y,2,,,,,,,,,
20172018,118,WHITLEY,133,Corbin Independent,,---District Total---,133,,,SESC,907,ETA,Y,6,,,,,,,,,
20172018,118,WHITLEY,133,Corbin Independent,,---District Total---,133,,,SESC,907,ETB,Y,1,,,,,,,,,
20172018,118,WHITLEY,133,Corbin Independent,,---District Total---,133,,,SESC,907,ETH,Y,1,,,,,,,,,
20172018,118,WHITLEY,133,Corbin Independent,,---District Total---,133,,,SESC,907,ETI,Y,0,,,,,,,,,
20172018,118,WHITLEY,133,Corbin Independent,,---District Total---,133,,,SESC,907,ETO,Y,2,,,,,,,,,
20172018,118,WHITLEY,133,Corbin Independent,,---District Total---,133,,,SESC,907,ETP,Y,0,,,,,,,,,
20172018,118,WHITLEY,133,Corbin Independent,,---District Total---,133,,,SESC,907,ETW,N,221,142,0,136,0,175,0,5,79.2,79.8
20172018,118,WHITLEY,133,Corbin Independent,,---District Total---,133,,,SESC,907,FOS,Y,0,,,,,,,,,
20172018,118,WHITLEY,133,Corbin Independent,,---District Total---,133,,,SESC,907,HOM,Y,1,,,,,,,,,
20172018,118,WHITLEY,133,Corbin Independent,,---District Total---,133,,,SESC,907,LEN,Y,229,,,,,,,,,
20172018,118,WHITLEY,133,Corbin Independent,,---District Total---,133,,,SESC,907,LEP,Y,2,,,,,,,,,
20172018,118,WHITLEY,133,Corbin Independent,,---District Total---,133,,,SESC,907,LUN,N,125,96,0,83,0,109,0,2,87.2,87.6
20172018,118,WHITLEY,133,Corbin Independent,,---District Total---,133,,,SESC,907,LUP,N,106,53,0,57,0,73,0,3,68.9,69.6
20172018,118,WHITLEY,133,Corbin Independent,,---District Total---,133,,,SESC,907,MIG,Y,0,,,,,,,,,
20172018,118,WHITLEY,133,Corbin Independent,,---District Total---,133,,,SESC,907,MIL,Y,0,,,,,,,,,
20172018,118,WHITLEY,133,Corbin Independent,,---District Total---,133,,,SESC,907,SXF,N,119,79,0,68,0,90,0,0,75.6,75.6
20172018,118,WHITLEY,133,Corbin Independent,,---District Total---,133,,,SESC,907,SXM,N,112,70,0,72,0,92,0,5,82.1,83.3
20172018,118,WHITLEY,133,Corbin Independent,,---District Total---,133,,,SESC,907,ACO,Y,225,,,,,,,,,
20172018,059,KENTON,134,Covington Independent,019,Holmes High School,134019,059134019,210135002049,NKCES,905,ETW,N,74,28,0,15,0,31,0,0,41.9,41.9
20172018,059,KENTON,134,Covington Independent,019,Holmes High School,134019,059134019,210135002049,NKCES,905,FOS,Y,2,,,,,,,,,
20172018,059,KENTON,134,Covington Independent,019,Holmes High School,134019,059134019,210135002049,NKCES,905,ETO,N,15,6,0,3,0,8,0,0,53.3,53.3
20172018,059,KENTON,134,Covington Independent,019,Holmes High School,134019,059134019,210135002049,NKCES,905,ETI,Y,0,,,,,,,,,
20172018,059,KENTON,134,Covington Independent,019,Holmes High School,134019,059134019,210135002049,NKCES,905,ETH,N,24,0,0,0,0,2,2,0,8.3,8.3
20172018,059,KENTON,134,Covington Independent,019,Holmes High School,134019,059134019,210135002049,NKCES,905,ETB,N,50,9,0,5,0,12,0,1,24,24.5
20172018,059,KENTON,134,Covington Independent,019,Holmes High School,134019,059134019,210135002049,NKCES,905,ETA,Y,0,,,,,,,,,
20172018,059,KENTON,134,Covington Independent,019,Holmes High School,134019,059134019,210135002049,NKCES,905,ELM,N,20,0,0,0,0,2,2,0,10,10
20172018,059,KENTON,134,Covington Independent,019,Holmes High School,134019,059134019,210135002049,NKCES,905,CSG,N,100,15,0,8,0,22,2,1,22,22.3
20172018,059,KENTON,134,Covington Independent,019,Holmes High School,134019,059134019,210135002049,NKCES,905,ACO,N,146,42,0,23,0,52,2,1,35.6,35.8
20172018,059,KENTON,134,Covington Independent,019,Holmes High School,134019,059134019,210135002049,NKCES,905,ACD,N,17,1,0,0,0,1,0,0,5.9,5.9
20172018,059,KENTON,134,Covington Independent,019,Holmes High School,134019,059134019,210135002049,NKCES,905,TST,N,163,43,0,23,0,53,2,1,32.5,32.7
20172018,059,KENTON,134,Covington Independent,019,Holmes High School,134019,059134019,210135002049,NKCES,905,SXM,N,93,24,0,19,0,33,2,1,35.5,35.8
20172018,059,KENTON,134,Covington Independent,019,Holmes High School,134019,059134019,210135002049,NKCES,905,SXF,N,70,19,0,4,0,20,0,0,28.6,28.6
20172018,059,KENTON,134,Covington Independent,019,Holmes High School,134019,059134019,210135002049,NKCES,905,MIL,Y,0,,,,,,,,,
20172018,059,KENTON,134,Covington Independent,019,Holmes High School,134019,059134019,210135002049,NKCES,905,MIG,Y,0,,,,,,,,,
20172018,059,KENTON,134,Covington Independent,019,Holmes High School,134019,059134019,210135002049,NKCES,905,LUP,N,133,28,0,13,0,35,2,1,26.3,26.5
20172018,059,KENTON,134,Covington Independent,019,Holmes High School,134019,059134019,210135002049,NKCES,905,LUN,N,30,15,0,10,0,18,0,0,60,60
20172018,059,KENTON,134,Covington Independent,019,Holmes High School,134019,059134019,210135002049,NKCES,905,LEP,N,18,0,0,0,0,1,1,0,5.6,5.6
20172018,059,KENTON,134,Covington Independent,019,Holmes High School,134019,059134019,210135002049,NKCES,905,LEN,N,145,43,0,23,0,52,1,1,35.9,36
20172018,059,KENTON,134,Covington Independent,019,Holmes High School,134019,059134019,210135002049,NKCES,905,HOM,N,12,4,0,0,0,4,0,0,33.3,33.3
20172018,059,KENTON,134,Covington Independent,019,Holmes High School,134019,059134019,210135002049,NKCES,905,ETP,Y,0,,,,,,,,,
20172018,059,KENTON,134,Covington Independent,,---District Total---,134,,,NKCES,905,ETW,N,77,28,0,15,0,31,0,0,40.3,40.3
20172018,059,KENTON,134,Covington Independent,,---District Total---,134,,,NKCES,905,ETP,Y,0,,,,,,,,,
20172018,059,KENTON,134,Covington Independent,,---District Total---,134,,,NKCES,905,ETO,N,15,6,0,3,0,8,0,0,53.3,53.3
20172018,059,KENTON,134,Covington Independent,,---District Total---,134,,,NKCES,905,ETI,Y,0,,,,,,,,,
20172018,059,KENTON,134,Covington Independent,,---District Total---,134,,,NKCES,905,ETH,N,26,0,0,0,0,2,2,0,7.7,7.7
20172018,059,KENTON,134,Covington Independent,,---District Total---,134,,,NKCES,905,ETB,N,52,9,0,5,0,12,0,1,23.1,23.6
20172018,059,KENTON,134,Covington Independent,,---District Total---,134,,,NKCES,905,ETA,Y,0,,,,,,,,,
