GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Male:,Margin of Error; Male:,Estimate; Male: - Under 18 years:,Margin of Error; Male: - Under 18 years:,Estimate; Male: - Under 18 years: - With health insurance coverage,Margin of Error; Male: - Under 18 years: - With health insurance coverage,Estimate; Male: - Under 18 years: - No health insurance coverage,Margin of Error; Male: - Under 18 years: - No health insurance coverage,Estimate; Male: - 18 to 64 years:,Margin of Error; Male: - 18 to 64 years:,Estimate; Male: - 18 to 64 years: - With health insurance coverage,Margin of Error; Male: - 18 to 64 years: - With health insurance coverage,Estimate; Male: - 18 to 64 years: - No health insurance coverage,Margin of Error; Male: - 18 to 64 years: - No health insurance coverage,Estimate; Male: - 65 years and over:,Margin of Error; Male: - 65 years and over:,Estimate; Male: - 65 years and over: - With health insurance coverage,Margin of Error; Male: - 65 years and over: - With health insurance coverage,Estimate; Male: - 65 years and over: - No health insurance coverage,Margin of Error; Male: - 65 years and over: - No health insurance coverage,Estimate; Female:,Margin of Error; Female:,Estimate; Female: - Under 18 years:,Margin of Error; Female: - Under 18 years:,Estimate; Female: - Under 18 years: - With health insurance coverage,Margin of Error; Female: - Under 18 years: - With health insurance coverage,Estimate; Female: - Under 18 years: - No health insurance coverage,Margin of Error; Female: - Under 18 years: - No health insurance coverage,Estimate; Female: - 18 to 64 years:,Margin of Error; Female: - 18 to 64 years:,Estimate; Female: - 18 to 64 years: - With health insurance coverage,Margin of Error; Female: - 18 to 64 years: - With health insurance coverage,Estimate; Female: - 18 to 64 years: - No health insurance coverage,Margin of Error; Female: - 18 to 64 years: - No health insurance coverage,Estimate; Female: - 65 years and over:,Margin of Error; Female: - 65 years and over:,Estimate; Female: - 65 years and over: - With health insurance coverage,Margin of Error; Female: - 65 years and over: - With health insurance coverage,Estimate; Female: - 65 years and over: - No health insurance coverage,Margin of Error; Female: - 65 years and over: - No health insurance coverage
0500000US01003,01003,"Baldwin County, Alabama",197501,1354,96154,2083,22487,1368,21834,1432,653,539,56028,1398,42283,2461,13745,2383,17639,725,17388,780,251,283,101347,1783,22068,1811,20115,1593,1953,1059,59665,442,47108,2582,12557,2554,19614,465,19614,465,0,189
0500000US01015,01015,"Calhoun County, Alabama",114583,829,54810,648,12896,288,12657,327,239,204,34186,592,27537,1365,6649,1282,7728,212,7669,236,59,98,59773,599,12695,375,12652,375,43,72,36725,604,31505,1048,5220,1009,10353,321,10259,355,94,103
0500000US01043,01043,"Cullman County, Alabama",80363,714,39488,797,9398,489,8868,651,530,435,24033,594,18962,1236,5071,1132,6057,142,6057,142,0,189,40875,693,8910,490,8583,565,327,327,24139,360,18343,1428,5796,1333,7826,355,7826,355,0,189
0500000US01049,01049,"DeKalb County, Alabama",70329,453,35673,1284,9711,942,9071,987,640,396,20965,554,15116,1448,5849,1328,4997,335,4997,335,0,189,34656,1203,8120,910,7511,782,609,576,20942,521,15332,1218,5610,1246,5594,278,5594,278,0,189
0500000US01051,01051,"Elmore County, Alabama",75906,1096,36084,1069,9936,597,9816,586,120,170,20855,904,17116,1372,3739,1093,5293,299,5293,299,0,189,39822,879,8655,595,8530,620,125,143,25607,723,22687,972,2920,785,5560,341,5560,341,0,189
0500000US01055,01055,"Etowah County, Alabama",102664,336,50008,551,11697,455,11385,654,312,391,30719,439,23614,1022,7105,1069,7592,204,7542,226,50,85,52656,614,10870,477,10197,919,673,907,31999,372,27372,1183,4627,1152,9787,354,9787,354,0,189
0500000US01069,01069,"Houston County, Alabama",103448,591,49384,423,12873,126,12425,273,448,225,29351,408,23388,715,5963,725,7160,57,7160,57,0,189,54064,376,11788,130,11227,371,561,341,32938,218,27929,753,5009,766,9338,316,9294,319,44,45
0500000US01073,01073,"Jefferson County, Alabama",653190,1458,307591,1301,77392,393,75045,998,2347,850,192060,1410,156881,3367,35179,3315,38139,848,38049,853,90,144,345599,1026,75234,401,73050,902,2184,855,216712,865,184908,3378,31804,3205,53653,643,53445,709,208,249
0500000US01077,01077,"Lauderdale County, Alabama",92363,516,43889,593,9502,361,9283,383,219,210,27084,505,21794,1086,5290,1095,7303,276,7303,276,0,189,48474,563,9809,457,9645,512,164,172,29406,303,23881,1234,5525,1227,9259,335,9259,335,0,189
0500000US01081,01081,"Lee County, Alabama",152493,963,75022,1124,17334,990,16811,1155,523,551,50742,486,44143,1724,6599,1702,6946,74,6946,74,0,189,77471,1261,15918,994,15694,1013,224,249,52931,942,46082,1562,6849,1480,8622,663,8622,663,0,189
0500000US01083,01083,"Limestone County, Alabama",87799,927,42905,1148,10773,689,10648,710,125,215,26747,891,21164,1242,5583,1229,5385,401,5385,401,0,189,44894,729,10439,694,10395,675,44,78,27698,436,22603,1400,5095,1416,6757,438,6718,463,39,70
0500000US01089,01089,"Madison County, Alabama",345064,1538,166586,1466,39582,668,37905,870,1677,590,106740,1274,89515,2767,17225,2509,20264,575,20140,503,124,173,178478,911,38906,660,37649,1115,1257,735,112755,603,95707,2167,17048,2111,26817,614,26412,726,405,458
0500000US01095,01095,"Marshall County, Alabama",93767,296,46025,478,11984,297,10972,667,1012,640,27661,341,18717,1474,8944,1534,6380,188,6322,197,58,78,47742,487,11254,327,10482,683,772,569,28049,262,21403,1624,6646,1577,8439,225,8439,225,0,189
0500000US01097,01097,"Mobile County, Alabama",405479,1685,190653,2264,50821,1094,48571,1893,2250,1469,115132,1955,92428,3223,22704,2778,24700,341,24677,346,23,40,214826,1377,48909,1092,46894,1351,2015,996,132072,762,107419,2795,24653,2844,33845,587,33022,499,823,474
0500000US01101,01101,"Montgomery County, Alabama",220971,1205,103683,1329,27954,629,27102,799,852,483,63417,1146,48482,2585,14935,2426,12312,380,12160,328,152,187,117288,884,26154,589,25786,607,368,239,73940,429,63229,1752,10711,1689,17194,496,17052,475,142,185
0500000US01103,01103,"Morgan County, Alabama",117946,956,56628,1127,13033,859,12322,1033,711,559,35717,900,28257,1676,7460,1678,7878,240,7878,240,0,189,61318,928,15258,718,14957,778,301,254,36178,622,28214,1620,7964,1673,9882,497,9717,388,165,275
0500000US01115,01115,"St. Clair County, Alabama",84976,508,41835,758,10754,509,10161,583,593,394,25095,616,21633,1077,3462,1097,5986,287,5986,287,0,189,43141,619,9213,607,8972,683,241,285,26655,568,22633,1022,4022,1132,7273,594,7273,594,0,189
