GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Male:,Margin of Error; Male:,Estimate; Male: - Under 18 years:,Margin of Error; Male: - Under 18 years:,Estimate; Male: - Under 18 years: - With health insurance coverage,Margin of Error; Male: - Under 18 years: - With health insurance coverage,Estimate; Male: - Under 18 years: - No health insurance coverage,Margin of Error; Male: - Under 18 years: - No health insurance coverage,Estimate; Male: - 18 to 64 years:,Margin of Error; Male: - 18 to 64 years:,Estimate; Male: - 18 to 64 years: - With health insurance coverage,Margin of Error; Male: - 18 to 64 years: - With health insurance coverage,Estimate; Male: - 18 to 64 years: - No health insurance coverage,Margin of Error; Male: - 18 to 64 years: - No health insurance coverage,Estimate; Male: - 65 years and over:,Margin of Error; Male: - 65 years and over:,Estimate; Male: - 65 years and over: - With health insurance coverage,Margin of Error; Male: - 65 years and over: - With health insurance coverage,Estimate; Male: - 65 years and over: - No health insurance coverage,Margin of Error; Male: - 65 years and over: - No health insurance coverage,Estimate; Female:,Margin of Error; Female:,Estimate; Female: - Under 18 years:,Margin of Error; Female: - Under 18 years:,Estimate; Female: - Under 18 years: - With health insurance coverage,Margin of Error; Female: - Under 18 years: - With health insurance coverage,Estimate; Female: - Under 18 years: - No health insurance coverage,Margin of Error; Female: - Under 18 years: - No health insurance coverage,Estimate; Female: - 18 to 64 years:,Margin of Error; Female: - 18 to 64 years:,Estimate; Female: - 18 to 64 years: - With health insurance coverage,Margin of Error; Female: - 18 to 64 years: - With health insurance coverage,Estimate; Female: - 18 to 64 years: - No health insurance coverage,Margin of Error; Female: - 18 to 64 years: - No health insurance coverage,Estimate; Female: - 65 years and over:,Margin of Error; Female: - 65 years and over:,Estimate; Female: - 65 years and over: - With health insurance coverage,Margin of Error; Female: - 65 years and over: - With health insurance coverage,Estimate; Female: - 65 years and over: - No health insurance coverage,Margin of Error; Female: - 65 years and over: - No health insurance coverage
0500000US01003,01003,"Baldwin County, Alabama",206237,1090,98982,1612,23207,1187,22612,1210,595,382,57404,1290,49539,2187,7865,2102,18371,608,17797,1041,574,878,107255,1275,22673,1220,22124,1361,549,601,62937,1158,55666,2209,7271,1770,21645,703,21645,703,0,195
0500000US01015,01015,"Calhoun County, Alabama",113079,1156,54536,1199,12929,602,12753,645,176,183,33768,953,27432,1568,6336,1350,7839,157,7839,157,0,195,58543,808,11903,624,11799,659,104,170,36040,351,30895,1197,5145,1155,10600,248,10600,248,0,195
0500000US01043,01043,"Cullman County, Alabama",81563,844,40008,611,9071,267,8896,343,175,217,24517,430,18735,1449,5782,1355,6420,361,6420,361,0,195,41555,755,8870,483,8870,483,0,195,24425,584,20860,1286,3565,1132,8260,322,8260,322,0,195
0500000US01049,01049,"DeKalb County, Alabama",70070,548,34122,803,8387,630,8332,637,55,58,20802,549,16352,1426,4450,1377,4933,121,4933,121,0,195,35948,669,8715,585,8513,627,202,276,20688,600,16353,955,4335,853,6545,670,6010,322,535,555
0500000US01051,01051,"Elmore County, Alabama",76689,1070,36073,1290,9858,874,9579,896,279,288,21154,1006,17975,1285,3179,975,5061,253,5061,253,0,195,40616,1095,8761,823,8726,828,35,64,25449,596,23584,851,1865,690,6406,210,6406,210,0,195
0500000US01055,01055,"Etowah County, Alabama",101745,319,49558,822,11683,721,11431,650,252,281,30030,521,25320,1166,4710,1069,7845,484,7845,484,0,195,52187,829,10891,796,10865,791,26,45,31111,260,26890,1133,4221,1167,10185,440,10185,440,0,195
0500000US01069,01069,"Houston County, Alabama",103201,546,49481,504,12793,204,12356,371,437,309,29251,452,23830,838,5421,793,7437,63,7355,149,82,133,53720,393,11586,205,11316,250,270,166,32241,155,27482,761,4759,763,9893,340,9771,320,122,136
0500000US01073,01073,"Jefferson County, Alabama",652623,1221,306439,1344,76773,685,75331,944,1442,792,190293,1006,161417,3887,28876,3699,39373,547,39233,514,140,148,346184,1102,74768,600,71891,1495,2877,1369,213778,773,191493,2562,22285,2626,57638,803,57336,811,302,318
0500000US01077,01077,"Lauderdale County, Alabama",91319,569,44375,815,10458,852,10410,859,48,75,26678,669,23661,985,3017,1030,7239,465,7050,307,189,361,46944,719,8435,580,8022,528,413,411,29166,525,25348,1262,3818,1180,9343,353,9298,349,45,78
