GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Male:,Margin of Error; Male:,Estimate; Male: - Under 18 years:,Margin of Error; Male: - Under 18 years:,Estimate; Male: - Under 18 years: - With health insurance coverage,Margin of Error; Male: - Under 18 years: - With health insurance coverage,Estimate; Male: - Under 18 years: - No health insurance coverage,Margin of Error; Male: - Under 18 years: - No health insurance coverage,Estimate; Male: - 18 to 64 years:,Margin of Error; Male: - 18 to 64 years:,Estimate; Male: - 18 to 64 years: - With health insurance coverage,Margin of Error; Male: - 18 to 64 years: - With health insurance coverage,Estimate; Male: - 18 to 64 years: - No health insurance coverage,Margin of Error; Male: - 18 to 64 years: - No health insurance coverage,Estimate; Male: - 65 years and over:,Margin of Error; Male: - 65 years and over:,Estimate; Male: - 65 years and over: - With health insurance coverage,Margin of Error; Male: - 65 years and over: - With health insurance coverage,Estimate; Male: - 65 years and over: - No health insurance coverage,Margin of Error; Male: - 65 years and over: - No health insurance coverage,Estimate; Female:,Margin of Error; Female:,Estimate; Female: - Under 18 years:,Margin of Error; Female: - Under 18 years:,Estimate; Female: - Under 18 years: - With health insurance coverage,Margin of Error; Female: - Under 18 years: - With health insurance coverage,Estimate; Female: - Under 18 years: - No health insurance coverage,Margin of Error; Female: - Under 18 years: - No health insurance coverage,Estimate; Female: - 18 to 64 years:,Margin of Error; Female: - 18 to 64 years:,Estimate; Female: - 18 to 64 years: - With health insurance coverage,Margin of Error; Female: - 18 to 64 years: - With health insurance coverage,Estimate; Female: - 18 to 64 years: - No health insurance coverage,Margin of Error; Female: - 18 to 64 years: - No health insurance coverage,Estimate; Female: - 65 years and over:,Margin of Error; Female: - 65 years and over:,Estimate; Female: - 65 years and over: - With health insurance coverage,Margin of Error; Female: - 65 years and over: - With health insurance coverage,Estimate; Female: - 65 years and over: - No health insurance coverage,Margin of Error; Female: - 65 years and over: - No health insurance coverage
0500000US01003,01003,"Baldwin County, Alabama",184756,863,88502,2466,20450,1366,20332,1379,118,175,53743,2071,42566,2682,11177,2142,14309,315,14104,403,205,242,96254,2075,21741,1110,21040,1220,701,505,57358,1385,47335,2468,10023,2220,17155,746,17155,746,0,190
0500000US01015,01015,"Calhoun County, Alabama",116239,846,55814,582,13876,295,13208,474,668,344,35007,448,26122,1689,8885,1652,6931,149,6931,149,0,190,60425,564,12926,288,11814,883,1112,854,37298,507,29800,1501,7498,1528,10201,414,10201,414,0,190
0500000US01043,01043,"Cullman County, Alabama",79860,537,39655,676,9505,381,8891,765,614,791,24497,535,19767,1094,4730,980,5653,210,5653,210,0,190,40205,501,9042,402,8898,402,144,63,23712,359,19109,995,4603,998,7451,180,7451,180,0,190
0500000US01049,01049,"DeKalb County, Alabama",70735,433,34762,1137,8779,742,6870,707,1909,984,21816,1121,15818,1431,5998,1654,4167,58,4167,58,0,190,35973,1096,8493,959,7404,1189,1089,729,22332,723,17483,1143,4849,1233,5148,238,5148,238,0,190
0500000US01051,01051,"Elmore County, Alabama",74403,1999,34043,2050,9153,507,9004,518,149,181,20884,1980,17491,1791,3393,991,4006,170,4006,170,0,190,40360,774,9311,506,8714,724,597,463,25916,558,22186,1385,3730,1231,5133,219,5133,219,0,190
0500000US01055,01055,"Etowah County, Alabama",102674,749,49888,929,12837,597,12486,503,351,269,30229,645,23254,1051,6975,889,6822,231,6621,357,201,298,52786,860,10778,586,10208,885,570,670,32540,476,25865,1173,6675,1125,9468,394,9468,394,0,190
0500000US01069,01069,"Houston County, Alabama",101547,578,48309,329,12580,136,11961,265,619,253,29284,320,22805,709,6479,737,6445,115,6401,103,44,49,53238,446,12244,118,11937,197,307,139,32349,228,25773,864,6576,808,8645,294,8592,295,53,51
0500000US01073,01073,"Jefferson County, Alabama",651402,2779,305937,2860,77570,748,72691,1411,4879,1180,194179,2736,152631,3376,41548,3149,34188,446,34161,445,27,45,345465,1408,76791,734,72841,1691,3950,1393,218823,840,182348,3033,36475,3050,49851,659,49803,673,48,85
0500000US01077,01077,"Lauderdale County, Alabama",92104,500,44212,460,10316,358,10183,423,133,184,27224,392,22477,1009,4747,1035,6672,363,6672,363,0,190,47892,535,9597,363,9477,423,120,211,29439,319,24285,1326,5154,1295,8856,374,8856,374,0,190
