GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Male:,Margin of Error; Male:,Estimate; Male: - Under 19 years:,Margin of Error; Male: - Under 19 years:,Estimate; Male: - Under 19 years: - With health insurance coverage,Margin of Error; Male: - Under 19 years: - With health insurance coverage,Estimate; Male: - Under 19 years: - No health insurance coverage,Margin of Error; Male: - Under 19 years: - No health insurance coverage,Estimate; Male: - 19 to 64 years:,Margin of Error; Male: - 19 to 64 years:,Estimate; Male: - 19 to 64 years: - With health insurance coverage,Margin of Error; Male: - 19 to 64 years: - With health insurance coverage,Estimate; Male: - 19 to 64 years: - No health insurance coverage,Margin of Error; Male: - 19 to 64 years: - No health insurance coverage,Estimate; Male: - 65 years and over:,Margin of Error; Male: - 65 years and over:,Estimate; Male: - 65 years and over: - With health insurance coverage,Margin of Error; Male: - 65 years and over: - With health insurance coverage,Estimate; Male: - 65 years and over: - No health insurance coverage,Margin of Error; Male: - 65 years and over: - No health insurance coverage,Estimate; Female:,Margin of Error; Female:,Estimate; Female: - Under 19 years:,Margin of Error; Female: - Under 19 years:,Estimate; Female: - Under 19 years: - With health insurance coverage,Margin of Error; Female: - Under 19 years: - With health insurance coverage,Estimate; Female: - Under 19 years: - No health insurance coverage,Margin of Error; Female: - Under 19 years: - No health insurance coverage,Estimate; Female: - 19 to 64 years:,Margin of Error; Female: - 19 to 64 years:,Estimate; Female: - 19 to 64 years: - With health insurance coverage,Margin of Error; Female: - 19 to 64 years: - With health insurance coverage,Estimate; Female: - 19 to 64 years: - No health insurance coverage,Margin of Error; Female: - 19 to 64 years: - No health insurance coverage,Estimate; Female: - 65 years and over:,Margin of Error; Female: - 65 years and over:,Estimate; Female: - 65 years and over: - With health insurance coverage,Margin of Error; Female: - 65 years and over: - With health insurance coverage,Estimate; Female: - 65 years and over: - No health insurance coverage,Margin of Error; Female: - 65 years and over: - No health insurance coverage
0500000US01003,01003,"Baldwin County, Alabama",210224,1157,102835,1965,25114,1330,24291,1490,823,773,57728,1649,47255,2898,10473,2491,19993,718,19993,718,0,200,107389,1525,22845,1559,21573,1350,1272,782,62591,1524,55813,2050,6778,1630,21953,368,21930,365,23,40
0500000US01015,01015,"Calhoun County, Alabama",113033,1287,54076,1249,14040,892,14002,893,38,68,31746,1388,25416,1587,6330,1171,8290,442,8240,451,50,84,58957,740,12961,704,12732,702,229,176,34832,590,29243,1212,5589,1147,11164,284,11164,284,0,200
0500000US01043,01043,"Cullman County, Alabama",81881,849,40375,864,9766,387,9555,477,211,245,24244,745,20045,1313,4199,1094,6365,325,6365,325,0,200,41506,588,9125,395,8543,558,582,463,24298,388,20206,1111,4092,1099,8083,225,8083,225,0,200
0500000US01049,01049,"DeKalb County, Alabama",70863,580,34112,1097,8369,804,8055,787,314,247,20432,490,16371,1203,4061,1114,5311,417,5298,417,13,22,36751,1046,9471,898,9471,898,0,200,21073,701,16556,1159,4517,1000,6207,239,6160,273,47,75
0500000US01051,01051,"Elmore County, Alabama",76213,980,35458,1309,9993,943,9869,921,124,215,20003,1000,17883,1257,2120,936,5462,178,5462,178,0,200,40755,1140,9715,1302,9432,1273,283,232,24697,995,22989,1289,1708,688,6343,253,6343,253,0,200
0500000US01055,01055,"Etowah County, Alabama",101960,310,48829,737,12025,1004,11610,911,415,320,28806,735,22682,1614,6124,1478,7998,462,7998,462,0,200,53131,771,11929,804,11611,839,318,268,30558,334,25720,1260,4838,1219,10644,353,10644,353,0,200
0500000US01069,01069,"Houston County, Alabama",103579,623,49631,434,13078,207,12851,258,227,150,28904,434,24269,678,4635,701,7649,101,7631,106,18,30,53948,381,12150,186,12019,233,131,106,31589,347,27343,773,4246,593,10209,120,10167,125,42,51
0500000US01073,01073,"Jefferson County, Alabama",652276,1824,307315,1832,79756,1094,76060,1556,3696,1353,186648,2021,156870,3301,29778,3357,40911,509,40911,509,0,200,344961,1016,79567,1129,75957,1662,3610,1402,208265,1262,185763,2647,22502,2243,57129,696,56752,726,377,344
0500000US01077,01077,"Lauderdale County, Alabama",91578,434,42884,664,9812,573,9638,606,174,205,25248,526,21023,1263,4225,1109,7824,305,7711,328,113,141,48694,547,9906,579,9496,657,410,420,28820,481,24543,1164,4277,1011,9968,434,9968,434,0,200
