GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Male:,Margin of Error; Male:,Estimate; Male: - Under 18 years:,Margin of Error; Male: - Under 18 years:,Estimate; Male: - Under 18 years: - With health insurance coverage,Margin of Error; Male: - Under 18 years: - With health insurance coverage,Estimate; Male: - Under 18 years: - No health insurance coverage,Margin of Error; Male: - Under 18 years: - No health insurance coverage,Estimate; Male: - 18 to 64 years:,Margin of Error; Male: - 18 to 64 years:,Estimate; Male: - 18 to 64 years: - With health insurance coverage,Margin of Error; Male: - 18 to 64 years: - With health insurance coverage,Estimate; Male: - 18 to 64 years: - No health insurance coverage,Margin of Error; Male: - 18 to 64 years: - No health insurance coverage,Estimate; Male: - 65 years and over:,Margin of Error; Male: - 65 years and over:,Estimate; Male: - 65 years and over: - With health insurance coverage,Margin of Error; Male: - 65 years and over: - With health insurance coverage,Estimate; Male: - 65 years and over: - No health insurance coverage,Margin of Error; Male: - 65 years and over: - No health insurance coverage,Estimate; Female:,Margin of Error; Female:,Estimate; Female: - Under 18 years:,Margin of Error; Female: - Under 18 years:,Estimate; Female: - Under 18 years: - With health insurance coverage,Margin of Error; Female: - Under 18 years: - With health insurance coverage,Estimate; Female: - Under 18 years: - No health insurance coverage,Margin of Error; Female: - Under 18 years: - No health insurance coverage,Estimate; Female: - 18 to 64 years:,Margin of Error; Female: - 18 to 64 years:,Estimate; Female: - 18 to 64 years: - With health insurance coverage,Margin of Error; Female: - 18 to 64 years: - With health insurance coverage,Estimate; Female: - 18 to 64 years: - No health insurance coverage,Margin of Error; Female: - 18 to 64 years: - No health insurance coverage,Estimate; Female: - 65 years and over:,Margin of Error; Female: - 65 years and over:,Estimate; Female: - 65 years and over: - With health insurance coverage,Margin of Error; Female: - 65 years and over: - With health insurance coverage,Estimate; Female: - 65 years and over: - No health insurance coverage,Margin of Error; Female: - 65 years and over: - No health insurance coverage
0500000US01003,01003,"Baldwin County, Alabama",177696,1158,86480,1485,20888,1056,18698,1373,2190,933,51483,991,40259,2166,11224,2020,14109,579,13925,578,184,203,91216,1322,20554,1015,18246,1385,2308,1170,54845,570,44061,1716,10784,1698,15817,565,15817,565,0,273
0500000US01015,01015,"Calhoun County, Alabama",112710,1276,53406,1101,13149,252,12400,527,749,525,33493,1087,26538,1590,6955,1384,6764,514,6397,574,367,298,59304,553,13425,244,12747,527,678,473,35821,342,29953,1109,5868,1088,10058,507,9822,479,236,177
0500000US01043,01043,"Cullman County, Alabama",81141,828,39755,754,9879,400,9090,701,789,510,24817,272,18224,1389,6593,1423,5059,432,5059,432,0,273,41386,571,9215,326,8306,606,909,560,25008,303,18742,1147,6266,1238,7163,381,7163,381,0,273
0500000US01049,01049,"DeKalb County, Alabama",68837,891,33401,754,8704,657,7738,740,966,667,20625,472,15401,1169,5224,1221,4072,236,4026,207,46,90,35436,1048,9312,727,8993,795,319,285,20917,241,15348,1607,5569,1557,5207,823,5207,823,0,273
0500000US01051,01051,"Elmore County, Alabama",71612,4081,34517,1528,9068,498,8730,586,338,340,21261,1240,16963,1168,4298,1140,4188,500,4113,516,75,118,37095,3229,10158,497,9659,576,499,307,23197,1001,20011,1219,3186,887,3740,2348,3740,2348,0,273
0500000US01055,01055,"Etowah County, Alabama",101602,1759,49031,1016,11871,674,11125,798,746,390,30818,706,23536,1203,7282,1214,6342,455,6342,455,0,273,52571,1432,12074,671,10804,740,1270,584,31413,592,24762,1095,6651,979,9084,877,9084,877,0,273
0500000US01069,01069,"Houston County, Alabama",98179,1126,46731,741,12492,215,11936,339,556,303,27834,716,21114,943,6720,893,6405,54,6329,134,76,124,51448,868,12025,202,11210,471,815,386,31118,185,24770,774,6348,734,8305,822,8209,808,96,142
0500000US01073,01073,"Jefferson County, Alabama",654024,1933,309032,1567,79359,735,74567,1681,4792,1565,195432,1394,157511,3184,37921,3171,34241,828,34241,828,0,273,344992,1617,77164,862,73015,1537,4149,1299,216690,805,182205,3548,34485,3379,51138,1253,50996,1264,142,168
0500000US01077,01077,"Lauderdale County, Alabama",88954,737,43146,727,9939,615,9601,725,338,327,26937,757,20728,1341,6209,1397,6270,214,6270,214,0,273,45808,737,8959,540,8632,615,327,307,28461,478,23370,1210,5091,1177,8388,349,8346,360,42,74
