GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Male:,Margin of Error; Male:,Estimate; Male: - Under 18 years:,Margin of Error; Male: - Under 18 years:,Estimate; Male: - Under 18 years: - With health insurance coverage,Margin of Error; Male: - Under 18 years: - With health insurance coverage,Estimate; Male: - Under 18 years: - No health insurance coverage,Margin of Error; Male: - Under 18 years: - No health insurance coverage,Estimate; Male: - 18 to 64 years:,Margin of Error; Male: - 18 to 64 years:,Estimate; Male: - 18 to 64 years: - With health insurance coverage,Margin of Error; Male: - 18 to 64 years: - With health insurance coverage,Estimate; Male: - 18 to 64 years: - No health insurance coverage,Margin of Error; Male: - 18 to 64 years: - No health insurance coverage,Estimate; Male: - 65 years and over:,Margin of Error; Male: - 65 years and over:,Estimate; Male: - 65 years and over: - With health insurance coverage,Margin of Error; Male: - 65 years and over: - With health insurance coverage,Estimate; Male: - 65 years and over: - No health insurance coverage,Margin of Error; Male: - 65 years and over: - No health insurance coverage,Estimate; Female:,Margin of Error; Female:,Estimate; Female: - Under 18 years:,Margin of Error; Female: - Under 18 years:,Estimate; Female: - Under 18 years: - With health insurance coverage,Margin of Error; Female: - Under 18 years: - With health insurance coverage,Estimate; Female: - Under 18 years: - No health insurance coverage,Margin of Error; Female: - Under 18 years: - No health insurance coverage,Estimate; Female: - 18 to 64 years:,Margin of Error; Female: - 18 to 64 years:,Estimate; Female: - 18 to 64 years: - With health insurance coverage,Margin of Error; Female: - 18 to 64 years: - With health insurance coverage,Estimate; Female: - 18 to 64 years: - No health insurance coverage,Margin of Error; Female: - 18 to 64 years: - No health insurance coverage,Estimate; Female: - 65 years and over:,Margin of Error; Female: - 65 years and over:,Estimate; Female: - 65 years and over: - With health insurance coverage,Margin of Error; Female: - 65 years and over: - With health insurance coverage,Estimate; Female: - 65 years and over: - No health insurance coverage,Margin of Error; Female: - 65 years and over: - No health insurance coverage
0500000US01003,01003,"Baldwin County, Alabama",201190,1545,97994,1726,23678,556,23061,712,617,465,56442,1560,48354,2843,8088,1995,17874,857,17874,857,0,192,103196,873,21100,486,21063,486,37,67,60678,728,53069,1846,7609,1691,21418,437,21418,437,0,192
0500000US01015,01015,"Calhoun County, Alabama",114127,919,54892,858,13544,473,12960,592,584,554,33597,791,28333,1309,5264,1283,7751,72,7751,72,0,192,59235,749,11829,421,11472,401,357,295,36967,626,33066,1065,3901,972,10439,262,10439,262,0,192
0500000US01043,01043,"Cullman County, Alabama",81197,780,39791,572,9153,279,8799,535,354,434,24301,614,18882,1332,5419,1229,6337,100,6337,100,0,192,41406,484,9186,243,8815,473,371,434,24147,220,18866,1194,5281,1192,8073,319,8073,319,0,192
0500000US01049,01049,"DeKalb County, Alabama",70371,515,34618,726,9634,373,9125,531,509,544,20260,636,14492,1272,5768,1198,4724,89,4621,188,103,167,35753,565,8337,469,8224,491,113,114,21528,502,17842,1151,3686,1098,5888,292,5888,292,0,192
0500000US01051,01051,"Elmore County, Alabama",77038,1114,36214,1165,9418,601,9245,596,173,117,21645,930,18989,1157,2656,731,5151,312,5151,312,0,192,40824,1030,9435,597,9423,589,12,22,25372,737,23004,1055,2368,774,6017,183,6017,183,0,192
0500000US01055,01055,"Etowah County, Alabama",102284,273,49460,605,11423,442,11079,537,344,272,30573,361,24985,740,5588,769,7464,133,7464,133,0,192,52824,611,11075,405,10678,442,397,299,31654,358,28247,861,3407,888,10095,168,10095,168,0,192
0500000US01069,01069,"Houston County, Alabama",103308,608,49315,531,12709,160,12430,231,279,172,29290,496,24228,803,5062,708,7316,57,7316,57,0,192,53993,249,11784,171,11457,270,327,218,32610,137,27921,597,4689,565,9599,168,9559,174,40,40
0500000US01073,01073,"Jefferson County, Alabama",653229,1177,308382,1496,77287,677,74287,1275,3000,1151,191944,1280,160268,3383,31676,3156,39151,382,39100,403,51,85,344847,1000,74732,656,71193,1474,3539,1352,215409,860,187020,3343,28389,3353,54706,542,54452,671,254,330
0500000US01077,01077,"Lauderdale County, Alabama",91676,532,44228,779,9812,634,9790,648,22,37,27081,546,23210,997,3871,826,7335,329,7335,329,0,192,47448,755,8818,657,8694,667,124,164,29122,404,25797,1048,3325,954,9508,466,9508,466,0,192
