GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Male:,Margin of Error; Male:,Estimate; Male: - Under 18 years:,Margin of Error; Male: - Under 18 years:,Estimate; Male: - Under 18 years: - With health insurance coverage,Margin of Error; Male: - Under 18 years: - With health insurance coverage,Estimate; Male: - Under 18 years: - No health insurance coverage,Margin of Error; Male: - Under 18 years: - No health insurance coverage,Estimate; Male: - 18 to 64 years:,Margin of Error; Male: - 18 to 64 years:,Estimate; Male: - 18 to 64 years: - With health insurance coverage,Margin of Error; Male: - 18 to 64 years: - With health insurance coverage,Estimate; Male: - 18 to 64 years: - No health insurance coverage,Margin of Error; Male: - 18 to 64 years: - No health insurance coverage,Estimate; Male: - 65 years and over:,Margin of Error; Male: - 65 years and over:,Estimate; Male: - 65 years and over: - With health insurance coverage,Margin of Error; Male: - 65 years and over: - With health insurance coverage,Estimate; Male: - 65 years and over: - No health insurance coverage,Margin of Error; Male: - 65 years and over: - No health insurance coverage,Estimate; Female:,Margin of Error; Female:,Estimate; Female: - Under 18 years:,Margin of Error; Female: - Under 18 years:,Estimate; Female: - Under 18 years: - With health insurance coverage,Margin of Error; Female: - Under 18 years: - With health insurance coverage,Estimate; Female: - Under 18 years: - No health insurance coverage,Margin of Error; Female: - Under 18 years: - No health insurance coverage,Estimate; Female: - 18 to 64 years:,Margin of Error; Female: - 18 to 64 years:,Estimate; Female: - 18 to 64 years: - With health insurance coverage,Margin of Error; Female: - 18 to 64 years: - With health insurance coverage,Estimate; Female: - 18 to 64 years: - No health insurance coverage,Margin of Error; Female: - 18 to 64 years: - No health insurance coverage,Estimate; Female: - 65 years and over:,Margin of Error; Female: - 65 years and over:,Estimate; Female: - 65 years and over: - With health insurance coverage,Margin of Error; Female: - 65 years and over: - With health insurance coverage,Estimate; Female: - 65 years and over: - No health insurance coverage,Margin of Error; Female: - 65 years and over: - No health insurance coverage
0500000US01003,01003,"Baldwin County, Alabama",180735,888,88086,1217,21481,1028,18703,1648,2778,1273,52937,907,39037,2314,13900,2108,13668,598,13668,598,0,273,92649,1090,20658,975,17697,1650,2961,1476,56042,648,43533,2029,12509,1996,15949,565,15949,565,0,273
0500000US01015,01015,"Calhoun County, Alabama",117641,991,55812,1056,13249,558,12869,648,380,311,35829,525,28006,2247,7823,2246,6734,553,6734,553,0,273,61829,643,13712,502,13125,694,587,443,38219,385,30505,1403,7714,1351,9898,388,9898,388,0,273
0500000US01043,01043,"Cullman County, Alabama",79992,740,39686,745,10329,584,9961,655,368,377,23891,546,17776,1490,6115,1322,5466,124,5466,124,0,273,40306,526,8878,249,8543,302,335,219,24269,390,18601,1246,5668,1205,7159,30,7159,30,0,273
0500000US01049,01049,"DeKalb County, Alabama",70764,640,35530,849,10184,707,10123,703,61,76,21228,643,14605,1392,6623,1317,4118,180,4118,180,0,273,35234,809,8360,503,7798,626,562,496,21479,468,17176,1080,4303,1237,5395,386,5395,386,0,273
0500000US01051,01051,"Elmore County, Alabama",71895,3183,34170,1379,9669,380,9349,446,320,235,20616,1318,16979,1346,3637,1158,3885,195,3885,195,0,273,37725,3180,8668,346,8006,584,662,480,24107,3172,20875,2864,3232,926,4950,366,4950,366,0,273
0500000US01055,01055,"Etowah County, Alabama",103672,891,51045,722,12711,531,11530,668,1181,635,31440,579,23296,1666,8144,1510,6894,138,6894,138,0,273,52627,1000,11098,620,10270,857,828,467,32125,905,24162,1501,7963,1530,9404,382,9393,383,11,19
0500000US01069,01069,"Houston County, Alabama",99301,1313,47103,1149,12198,899,11582,860,616,333,28856,645,22518,853,6338,783,6049,169,6049,169,0,273,52198,547,12153,170,11393,354,760,348,32059,251,25061,999,6998,957,7986,594,7939,598,47,75
0500000US01073,01073,"Jefferson County, Alabama",649986,2152,305736,2043,76943,1478,72093,1999,4850,1656,195108,1516,151988,3419,43120,3211,33685,332,33495,429,190,306,344250,1664,76570,1100,72119,1868,4451,1684,217648,1187,178439,3455,39209,3352,50032,614,50032,614,0,273
0500000US01077,01077,"Lauderdale County, Alabama",92234,688,43692,357,9848,308,8982,664,866,559,27496,325,23049,1328,4447,1295,6348,160,6348,160,0,273,48542,699,10336,416,9553,643,783,665,29369,655,24608,1192,4761,1098,8837,582,8745,581,92,150
