GEO.id,GEO.id2,GEO.display-label,popchg4201072014,natinc4201072014,births4201072014,deaths4201072014,netmig4201072014,intlmig4201072014,dommig4201072014,popchg20132014,natinc20132014,births20132014,deaths20132014,netmig20132014,intlmig20132014,dommig20132014
Id,Id2,Geography,"Cumulative Estimates of the Components of Population Change - April 1, 2010 to July 1, 2014 - Total Population Change [1]","Cumulative Estimates of the Components of Population Change - April 1, 2010 to July 1, 2014 - Natural Increase","Cumulative Estimates of the Components of Population Change - April 1, 2010 to July 1, 2014 - Vital Events - Births","Cumulative Estimates of the Components of Population Change - April 1, 2010 to July 1, 2014 - Vital Events - Deaths","Cumulative Estimates of the Components of Population Change - April 1, 2010 to July 1, 2014 - Net Migration - Total","Cumulative Estimates of the Components of Population Change - April 1, 2010 to July 1, 2014 - Net Migration - International [2]","Cumulative Estimates of the Components of Population Change - April 1, 2010 to July 1, 2014 - Net Migration - Domestic","Annual Estimates of the Components of Population Change - July 1, 2013 to July 1, 2014 - Total Population Change [1]","Annual Estimates of the Components of Population Change - July 1, 2013 to July 1, 2014 - Natural Increase","Annual Estimates of the Components of Population Change - July 1, 2013 to July 1, 2014 - Vital Events - Births","Annual Estimates of the Components of Population Change - July 1, 2013 to July 1, 2014 - Vital Events - Deaths","Annual Estimates of the Components of Population Change - July 1, 2013 to July 1, 2014 - Net Migration - Total","Annual Estimates of the Components of Population Change - July 1, 2013 to July 1, 2014 - Net Migration - International [2]","Annual Estimates of the Components of Population Change - July 1, 2013 to July 1, 2014 - Net Migration - Domestic"
310M200US10100,10100,"Aberdeen, SD Micro Area",1789,469,2245,1776,1369,449,920,194,149,546,397,70,116,-46
310M200US10140,10140,"Aberdeen, WA Micro Area",-1979,7,3376,3369,-1867,217,-2084,-183,-16,777,793,-116,55,-171
310M200US10180,10180,"Abilene, TX Metro Area",3340,3160,9934,6774,132,1374,-1242,1140,696,2351,1655,429,291,138
310M200US10220,10220,"Ada, OK Micro Area",513,395,2288,1893,148,87,61,-68,22,517,495,-66,23,-89
310M200US10300,10300,"Adrian, MI Micro Area",-845,373,4435,4062,-1233,434,-1667,-1,45,1026,981,-34,105,-139
310M200US10420,10420,"Akron, OH Metro Area",618,3188,32228,29040,-1891,4599,-6490,615,680,7604,6924,384,1126,-742
310M200US10460,10460,"Alamogordo, NM Micro Area",1283,1831,4140,2309,-468,1341,-1809,-818,391,954,563,-1188,307,-1495
310M200US10500,10500,"Albany, GA Metro Area",-2575,3366,9314,5948,-5996,410,-6406,-865,672,2093,1421,-1522,95,-1617
310M200US10540,10540,"Albany, OR Metro Area",2684,1282,6101,4819,1351,178,1173,712,226,1412,1186,469,44,425
310M200US10580,10580,"Albany-Schenectady-Troy, NY Metro Area",9447,6494,38851,32357,3497,10054,-6557,1688,1451,9186,7735,479,2447,-1968
310M200US10620,10620,"Albemarle, NC Micro Area",15,-18,2726,2744,29,141,-112,-30,-23,631,654,-30,33,-63
310M200US10660,10660,"Albert Lea, MN Micro Area",-415,-9,1504,1513,-400,103,-503,-132,3,354,351,-112,25,-137
310M200US10700,10700,"Albertville, AL Micro Area",1617,856,5386,4530,750,564,186,67,129,1211,1082,-61,146,-207
310M200US10740,10740,"Albuquerque, NM Metro Area",17512,17517,46560,29043,-49,4683,-4732,1242,3560,10774,7214,-2264,1159,-3423
310M200US10780,10780,"Alexandria, LA Metro Area",950,1964,8610,6646,-882,681,-1563,-31,457,2014,1557,-462,165,-627
310M200US10820,10820,"Alexandria, MN Micro Area",781,7,1679,1672,665,68,597,227,-19,391,410,214,18,196
310M200US10860,10860,"Alice, TX Micro Area",514,1005,2707,1702,-494,4,-498,-316,257,636,379,-592,2,-594
310M200US10900,10900,"Allentown-Bethlehem-Easton, PA-NJ Metro Area",8532,3723,36523,32800,4981,10080,-5099,2791,951,8630,7679,2120,2429,-309
310M200US10940,10940,"Alma, MI Micro Area",-811,-37,1768,1805,-854,97,-951,-369,-21,402,423,-371,25,-396
310M200US10980,10980,"Alpena, MI Micro Area",-610,-416,1116,1532,-144,60,-204,-93,-86,251,337,23,15,8
310M200US11020,11020,"Altoona, PA Metro Area",-1123,-1037,5714,6751,-197,152,-349,-424,-300,1327,1627,-149,37,-186
310M200US11060,11060,"Altus, OK Micro Area",-448,935,1943,1008,-1382,342,-1724,-226,264,468,204,-504,72,-576
310M200US11100,11100,"Amarillo, TX Metro Area",7952,6685,16101,9416,1225,2743,-1518,1052,1581,3793,2212,-495,682,-1177
310M200US11140,11140,"Americus, GA Micro Area",-1432,454,1984,1530,-1904,48,-1952,-34,127,455,328,-174,14,-188
310M200US11180,11180,"Ames, IA Metro Area",4531,2058,4018,1960,2552,2782,-230,663,446,938,492,247,693,-446
310M200US11220,11220,"Amsterdam, NY Micro Area",-457,62,2439,2377,-489,417,-906,-51,25,570,545,-63,101,-164
310M200US11260,11260,"Anchorage, AK Metro Area",18071,16651,25538,8887,1392,5421,-4029,1371,3833,6040,2207,-2641,1238,-3879
310M200US11380,11380,"Andrews, TX Micro Area",2691,807,1271,464,1871,63,1808,669,249,336,87,420,15,405
