GEO.id,GEO.id2,GEO.display-label,popchg4201072016,natinc4201072016,births4201072016,deaths4201072016,netmig4201072016,intlmig4201072016,dommig4201072016,popchg20152016,natinc20152016,births20152016,deaths20152016,netmig20152016,intlmig20152016,dommig20152016
Id,Id2,Geography,"Cumulative Estimates of the Components of Population Change - April 1, 2010 to July 1, 2016 - Total Population Change [1]","Cumulative Estimates of the Components of Population Change - April 1, 2010 to July 1, 2016 - Natural Increase","Cumulative Estimates of the Components of Population Change - April 1, 2010 to July 1, 2016 - Vital Events - Births","Cumulative Estimates of the Components of Population Change - April 1, 2010 to July 1, 2016 - Vital Events - Deaths","Cumulative Estimates of the Components of Population Change - April 1, 2010 to July 1, 2016 - Net Migration - Total","Cumulative Estimates of the Components of Population Change - April 1, 2010 to July 1, 2016 - Net Migration - International [2]","Cumulative Estimates of the Components of Population Change - April 1, 2010 to July 1, 2016 - Net Migration - Domestic","Annual Estimates of the Components of Population Change - July 1, 2015 to July 1, 2016 - Total Population Change [1]","Annual Estimates of the Components of Population Change - July 1, 2015 to July 1, 2016 - Natural Increase","Annual Estimates of the Components of Population Change - July 1, 2015 to July 1, 2016 - Vital Events - Births","Annual Estimates of the Components of Population Change - July 1, 2015 to July 1, 2016 - Vital Events - Deaths","Annual Estimates of the Components of Population Change - July 1, 2015 to July 1, 2016 - Net Migration - Total","Annual Estimates of the Components of Population Change - July 1, 2015 to July 1, 2016 - Net Migration - International [2]","Annual Estimates of the Components of Population Change - July 1, 2015 to July 1, 2016 - Net Migration - Domestic"
310M300US10100,10100,"Aberdeen, SD Micro Area",2478,728,3333,2605,1812,863,949,372,142,532,390,253,152,101
310M300US10140,10140,"Aberdeen, WA Micro Area",-1176,-148,4910,5058,-979,292,-1271,605,-68,757,825,661,50,611
310M300US10180,10180,"Abilene, TX Metro Area",5112,4575,14808,10233,522,2490,-1968,471,690,2445,1755,-218,381,-599
310M300US10220,10220,"Ada, OK Micro Area",838,655,3392,2737,203,228,-25,62,5,515,510,76,44,32
310M300US10300,10300,"Adrian, MI Micro Area",-1388,496,6564,6068,-1802,234,-2036,115,52,1037,985,139,36,103
310M300US10420,10420,"Akron, OH Metro Area",-982,4112,47673,43561,-3839,8021,-11860,-1137,448,7641,7193,-1106,1364,-2470
310M300US10460,10460,"Alamogordo, NM Micro Area",1611,2005,5561,3556,-269,2709,-2978,980,290,892,602,722,458,264
310M300US10500,10500,"Albany, GA Metro Area",-5281,4358,13277,8919,-9768,672,-10440,-1289,422,1937,1515,-1787,100,-1887
310M300US10540,10540,"Albany, OR Metro Area",6177,1559,9006,7447,4360,74,4286,2405,146,1436,1290,2138,12,2126
310M300US10580,10580,"Albany-Schenectady-Troy, NY Metro Area",11147,9012,57223,48211,3810,15557,-11747,1036,1100,9158,8058,398,2595,-2197
310M300US10620,10620,"Albemarle, NC Micro Area",206,-9,4153,4162,248,176,72,205,-9,695,704,211,30,181
310M300US10660,10660,"Albert Lea, MN Micro Area",-809,-87,2154,2241,-651,96,-747,-124,-30,327,357,-63,16,-79
310M300US10700,10700,"Albertville, AL Micro Area",2138,1212,7999,6787,863,569,294,464,135,1280,1145,328,103,225
310M300US10740,10740,"Albuquerque, NM Metro Area",22826,22961,66702,43741,-80,6355,-6435,4732,2670,10272,7602,2028,1065,963
310M300US10760,10760,"Alexander City, AL Micro Area",-891,-387,2929,3316,-501,52,-553,-28,-93,450,543,80,8,72
310M300US10780,10780,"Alexandria, LA Metro Area",867,3052,13061,10009,-2028,870,-2898,127,531,2152,1621,-337,142,-479
310M300US10820,10820,"Alexandria, MN Micro Area",1447,71,2544,2473,1277,92,1185,399,-4,426,430,423,17,406
310M300US10860,10860,"Alice, TX Micro Area",311,1601,4137,2536,-1264,93,-1357,-307,276,680,404,-573,22,-595
310M300US10900,10900,"Allentown-Bethlehem-Easton, PA-NJ Metro Area",14386,4382,53935,49553,10342,17256,-6914,2603,524,8556,8032,2465,3100,-635
310M300US10940,10940,"Alma, MI Micro Area",-1274,-105,2586,2691,-1249,49,-1298,-311,-36,401,437,-277,7,-284
310M300US10980,10980,"Alpena, MI Micro Area",-894,-554,1672,2226,-285,18,-303,-87,-66,274,340,-14,2,-16
310M300US11020,11020,"Altoona, PA Metro Area",-2426,-1538,8435,9973,-1039,213,-1252,-856,-386,1287,1673,-437,36,-473
310M300US11060,11060,"Altus, OK Micro Area",-949,1136,2681,1545,-2093,494,-2587,-23,190,396,206,-219,66,-285
310M300US11100,11100,"Amarillo, TX Metro Area",11409,9529,23842,14313,1719,4889,-3170,1729,1465,3789,2324,255,882,-627
310M300US11140,11140,"Americus, GA Micro Area",-2340,459,2785,2326,-2841,74,-2915,-419,18,397,379,-426,13,-439
310M300US11180,11180,"Ames, IA Metro Area",7548,2806,5828,3022,4858,4836,22,744,384,886,502,403,875,-472
310M300US11220,11220,"Amsterdam, NY Micro Area",-981,118,3697,3579,-1062,641,-1703,-397,52,608,556,-442,118,-560
310M300US11260,11260,"Anchorage, AK Metro Area",21736,24522,37941,13419,-2706,7783,-10489,3125,3727,6074,2347,-551,1131,-1682
310M300US11380,11380,"Andrews, TX Micro Area",2974,1213,1953,740,1740,57,1683,-266,229,348,119,-489,11,-500
310M300US11420,11420,"Angola, IN Micro Area",-67,399,2303,1904,-404,121,-525,-227,44,366,322,-277,28,-305
310M300US11460,11460,"Ann Arbor, MI Metro Area",19643,9847,23359,13512,9891,12661,-2770,3862,1386,3709,2323,2504,2195,309
310M300US11500,11500,"Anniston-Oxford-Jacksonville, AL Metro Area",-3975,-456,8211,8667,-3373,214,-3587,-674,-204,1237,1441,-435,27,-462
310M300US11540,11540,"Appleton, WI Metro Area",8413,7692,17792,10100,722,1188,-466,1023,1117,2822,1705,-52,214,-266
310M300US11580,11580,"Arcadia, FL Micro Area",938,544,2383,1839,382,856,-474,445,60,372,312,360,169,191
310M300US11620,11620,"Ardmore, OK Micro Area",830,230,4133,3903,575,155,420,-110,18,685,667,-162,30,-192
310M300US11660,11660,"Arkadelphia, AR Micro Area",-336,-65,1521,1586,-283,77,-360,15,-3,244,247,4,14,-10
310M300US11680,11680,"Arkansas City-Winfield, KS Micro Area",-558,214,2866,2652,-778,318,-1096,-24,42,450,408,-45,58,-103
310M300US11700,11700,"Asheville, NC Metro Area",27466,-1922,27684,29606,28029,1319,26710,6181,-567,4510,5077,6525,226,6299
310M300US11740,11740,"Ashland, OH Micro Area",513,395,3844,3449,67,654,-587,272,27,606,579,250,132,118
310M300US11780,11780,"Ashtabula, OH Micro Area",-3257,-359,6812,7171,-2769,473,-3242,-313,-83,1035,1118,-164,90,-254
310M300US11820,11820,"Astoria, OR Micro Area",1603,201,2607,2406,1403,229,1174,837,12,410,398,814,29,785
310M300US11860,11860,"Atchison, KS Micro Area",-544,153,1273,1120,-696,17,-713,-29,28,199,171,-53,3,-56
310M300US11900,11900,"Athens, OH Micro Area",1414,447,3463,3016,971,1747,-776,487,63,554,491,429,306,123
310M300US11940,11940,"Athens, TN Micro Area",572,-554,3516,4070,1151,498,653,214,-81,556,637,324,96,228
310M300US11980,11980,"Athens, TX Micro Area",1367,-726,5610,6336,2129,82,2047,485,-204,882,1086,707,19,688
310M300US12020,12020,"Athens-Clarke County, GA Metro Area",12749,5591,13898,8307,6884,2827,4057,2468,836,2226,1390,1640,493,1147
310M300US12060,12060,"Atlanta-Sandy Springs-Roswell, GA Metro Area",502975,241489,455443,213954,257589,104223,153366,90650,35611,73772,38161,54441,17796,36645
310M300US12100,12100,"Atlantic City-Hammonton, NJ Metro Area",-3549,3782,20046,16264,-7210,9198,-16408,-2044,240,3019,2779,-2200,1518,-3718
310M300US12120,12120,"Atmore, AL Micro Area",-591,-17,2805,2822,-543,13,-556,-99,-18,440,458,-83,2,-85
310M300US12140,12140,"Auburn, IN Micro Area",523,881,3338,2457,-348,48,-396,189,149,548,399,43,7,36
310M300US12180,12180,"Auburn, NY Micro Area",-2142,301,4909,4608,-2320,467,-2787,-455,67,764,697,-550,84,-634
310M300US12220,12220,"Auburn-Opelika, AL Metro Area",18695,4929,11163,6234,13421,3544,9877,2224,848,1904,1056,1342,573,769
310M300US12260,12260,"Augusta-Richmond County, GA-SC Metro Area",30046,13872,46349,32477,15493,5722,9771,4872,1924,7494,5570,2913,826,2087
310M300US12300,12300,"Augusta-Waterville, ME Micro Area",-1582,-571,7480,8051,-276,386,-662,360,-74,1221,1295,517,77,440
310M300US12380,12380,"Austin, MN Micro Area",0,821,3137,2316,-851,521,-1372,-52,135,500,365,-209,98,-307
310M300US12420,12420,"Austin-Round Rock, TX Metro Area",340085,104865,161908,57043,229967,37592,192375,58301,17071,27375,10304,40273,6878,33395
310M300US12460,12460,"Bainbridge, GA Micro Area",-1020,324,2254,1930,-1371,-25,-1346,-361,19,351,332,-392,-4,-388
310M300US12540,12540,"Bakersfield, CA Metro Area",45161,53597,89042,35445,-7445,9557,-17002,5291,8079,14173,6094,-2508,1720,-4228
310M300US12580,12580,"Baltimore-Columbia-Towson, MD Metro Area",88303,63167,211423,148256,28008,54506,-26498,5049,8265,33978,25713,-2461,8801,-11262
310M300US12620,12620,"Bangor, ME Metro Area",-2114,-409,9058,9467,-1668,778,-2446,-672,-197,1380,1577,-356,132,-488
310M300US12660,12660,"Baraboo, WI Micro Area",1973,1119,4787,3668,753,441,312,303,136,760,624,212,74,138
310M300US12680,12680,"Bardstown, KY Micro Area",2122,1410,3704,2294,721,4,717,442,192,582,390,256,3,253
310M300US12700,12700,"Barnstable Town, MA Metro Area",-1592,-8019,9771,17790,6338,2310,4028,-345,-1402,1506,2908,1136,391,745
310M300US12740,12740,"Barre, VT Micro Area",-1022,354,3647,3293,-1312,193,-1505,-202,54,566,512,-255,40,-295
310M300US12780,12780,"Bartlesville, OK Micro Area",1113,205,3992,3787,994,682,312,-58,-9,645,654,-55,128,-183
310M300US12820,12820,"Bastrop, LA Micro Area",-1908,-60,2302,2362,-1853,43,-1896,-357,0,367,367,-369,7,-376
310M300US12860,12860,"Batavia, NY Micro Area",-1462,-80,3828,3908,-1393,411,-1804,-328,-19,622,641,-270,68,-338
310M300US12900,12900,"Batesville, AR Micro Area",521,289,2889,2600,309,169,140,95,38,457,419,82,34,48
310M300US12940,12940,"Baton Rouge, LA Metro Area",32675,27709,69142,41433,5190,7503,-2313,5434,4129,11167,7038,1538,1259,279
310M300US12980,12980,"Battle Creek, MI Metro Area",-1762,1300,10355,9055,-2917,1535,-4452,-61,233,1638,1405,-229,281,-510
310M300US13020,13020,"Bay City, MI Metro Area",-3024,-654,6654,7308,-2288,297,-2585,-810,-157,1011,1168,-580,49,-629
310M300US13060,13060,"Bay City, TX Micro Area",485,1068,3341,2273,-505,76,-581,347,166,556,390,200,22,178
310M300US13100,13100,"Beatrice, NE Micro Area",-512,-247,1484,1731,-272,-1,-271,-64,-35,233,268,-12,0,-12
310M300US13140,13140,"Beaumont-Port Arthur, TX Metro Area",6774,9072,34427,25355,-1993,3373,-5366,1707,1481,5704,4223,333,615,-282
310M300US13180,13180,"Beaver Dam, WI Micro Area",-693,-278,5230,5508,-572,243,-815,-366,-100,805,905,-271,43,-314
310M300US13220,13220,"Beckley, WV Metro Area",-3977,-1342,9098,10440,-2469,482,-2951,-1331,-435,1326,1761,-854,74,-928
310M300US13260,13260,"Bedford, IN Micro Area",-611,-440,2985,3425,-118,158,-276,33,-61,474,535,106,28,78
310M300US13300,13300,"Beeville, TX Micro Area",889,862,2407,1545,109,144,-35,77,176,406,230,-95,34,-129
310M300US13340,13340,"Bellefontaine, OH Micro Area",-689,362,3370,3008,-1031,79,-1110,-183,7,515,508,-174,15,-189
310M300US13380,13380,"Bellingham, WA Metro Area",15660,4860,14362,9502,10642,2290,8352,4636,791,2371,1580,3702,397,3305
310M300US13420,13420,"Bemidji, MN Micro Area",1664,1778,4342,2564,-142,252,-394,432,232,658,426,185,48,137
310M300US13460,13460,"Bend-Redmond, OR Metro Area",23574,2477,10916,8439,20568,-84,20652,6365,398,1853,1455,5698,3,5695
