"GEO_ID","NAME","B20017_001E","B20017_001M","B20017_002E","B20017_002M","B20017_003E","B20017_003M","B20017_004E","B20017_004M","B20017_005E","B20017_005M","B20017_006E","B20017_006M","B20017_007E","B20017_007M"
"id","Geographic Area Name","Estimate!!Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --!!Total (dollars)","Margin of Error!!Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --!!Total (dollars)","Estimate!!Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --!!Male --!!Total (dollars)","Margin of Error!!Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --!!Male --!!Total (dollars)","Estimate!!Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --!!Male --!!Worked full-time, year-round in the past 12 months (dollars)","Margin of Error!!Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --!!Male --!!Worked full-time, year-round in the past 12 months (dollars)","Estimate!!Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --!!Male --!!Other (dollars)","Margin of Error!!Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --!!Male --!!Other (dollars)","Estimate!!Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --!!Female --!!Total (dollars)","Margin of Error!!Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --!!Female --!!Total (dollars)","Estimate!!Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --!!Female --!!Worked full-time, year-round in the past 12 months (dollars)","Margin of Error!!Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --!!Female --!!Worked full-time, year-round in the past 12 months (dollars)","Estimate!!Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --!!Female --!!Other (dollars)","Margin of Error!!Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --!!Female --!!Other (dollars)"
"0500000US27163","Washington County, Minnesota","46484","1618","54110","3753","71080","2389","13335","2737","40290","2360","56485","3600","13893","1832"
"0500000US27171","Wright County, Minnesota","45418","2875","51977","2259","62359","6630","13547","2619","35724","2302","45718","3432","16567","3895"
"0500000US28033","DeSoto County, Mississippi","34440","2477","41796","2353","48452","4212","12002","3609","30130","2848","38535","2665","11570","1198"
"0500000US28035","Forrest County, Mississippi","20936","2934","26300","3903","41708","6795","6409","1119","16839","2673","30829","5394","7382","2737"
"0500000US28047","Harrison County, Mississippi","26422","1296","31294","4060","42244","2491","11826","2078","22013","2156","32480","3732","10032","2040"
"0500000US28049","Hinds County, Mississippi","27439","2086","30455","2941","40603","3194","9622","2074","25922","1754","33046","2823","13503","1432"
"0500000US28059","Jackson County, Mississippi","30956","1878","34942","4035","44897","5924","13454","5194","24783","3446","37343","6584","7733","4028"
"0500000US28067","Jones County, Mississippi","34700","3354","37853","2329","41367","2655","6921","4170","25248","5587","32289","4664","11546","1947"
"0500000US28075","Lauderdale County, Mississippi","27343","4313","31959","10728","41449","6834","7137","5836","22363","7337","35630","4058","5766","2921"
"0500000US28081","Lee County, Mississippi","31864","1652","40030","4697","44788","8256","11157","2951","24564","4275","31952","3761","9942","1848"
"0500000US28089","Madison County, Mississippi","38947","2440","50246","4655","61861","5942","12224","6974","27828","4168","45972","5430","10525","1949"
"0500000US28121","Rankin County, Mississippi","36525","3135","49775","3841","57238","5356","9325","3098","30102","4177","38138","3481","7861","4300"
"0500000US29019","Boone County, Missouri","27694","1847","30797","3612","46337","5777","7124","1107","25554","2761","40350","2260","7964","1026"
"0500000US29021","Buchanan County, Missouri","31056","1848","35202","3359","45802","3585","11155","2525","27133","1682","36217","3713","11673","3069"
"0500000US29031","Cape Girardeau County, Missouri","27062","2360","32480","2836","41237","4313","11241","2068","21505","2665","37578","4348","10501","1979"
"0500000US29037","Cass County, Missouri","37190","2495","43672","3143","55069","4859","13880","3011","32139","2818","45043","4817","11633","1845"
"0500000US29043","Christian County, Missouri","29233","2017","35602","3203","48980","5368","12905","2714","23250","2332","32119","3993","8921","3299"
"0500000US29047","Clay County, Missouri","39569","1900","44044","2749","52049","2237","10716","3115","33229","2741","46121","2089","12330","1564"
"0500000US29051","Cole County, Missouri","33610","2783","39879","4200","48742","3555","11946","5635","30142","4463","36619","2315","10409","1687"
"0500000US29071","Franklin County, Missouri","33199","2705","37286","1908","45173","5191","13534","4545","26112","4525","36076","3087","11975","1847"
"0500000US29077","Greene County, Missouri","30767","725","33450","2390","41018","1444","10120","1634","26908","979","36152","1151","9605","1546"
"0500000US29095","Jackson County, Missouri","35204","867","40838","653","50274","970","11609","867","30490","706","40642","992","11222","679"
"0500000US29097","Jasper County, Missouri","27250","2547","31488","1908","42410","4963","9090","1341","25189","2945","32609","1869","8859","2381"
"0500000US29099","Jefferson County, Missouri","36837","1211","45054","2468","52154","2245","11123","2049","31230","886","39725","2851","10525","1358"
"0500000US29165","Platte County, Missouri","41504","1454","51701","5960","62393","6785","10485","2917","35327","3247","43942","4579","12854","3014"
"0500000US29183","St. Charles County, Missouri","42585","2477","50786","1258","63467","4085","11684","1953","33348","2907","50781","1591","11113","762"
"0500000US29187","St. Francois County, Missouri","27020","2460","30032","3936","39746","9722","10438","2149","24725","3823","31447","4000","11023","3126"
"0500000US29189","St. Louis County, Missouri","38933","1362","47199","1634","61784","821","12702","1450","32184","847","46187","1475","11516","509"
"0500000US29510","St. Louis city, Missouri","35106","2522","39982","4137","50620","2264","12093","1310","31706","1296","42297","2441","10945","1202"
"0500000US30013","Cascade County, Montana","32493","2669","39073","4918","47101","5401","14512","5483","26843","2530","36573","2686","12107","2286"
"0500000US30029","Flathead County, Montana","29234","2108","33128","4054","45403","6628","15911","2228","26513","1574","35399","7558","12818","3683"
"0500000US30031","Gallatin County, Montana","29563","2047","36771","3793","52027","2535","15355","3093","22912","2540","35974","3903","12342","2729"
"0500000US30049","Lewis and Clark County, Montana","34016","4000","34243","4606","50599","3908","14631","5516","33778","5230","45335","5712","11304","1330"
"0500000US30063","Missoula County, Montana","27004","1472","30084","2639","50279","5281","11366","1715","25505","1592","39125","4532","15000","2726"
"0500000US30111","Yellowstone County, Montana","33342","2450","41117","2877","50544","2569","14404","4202","27722","2649","36897","2042","11325","1826"
"0500000US31055","Douglas County, Nebraska","36692","841","41837","974","53236","2652","11367","743","31369","776","44427","2168","11739","613"
"0500000US31109","Lancaster County, Nebraska","32012","961","38965","2237","50551","1508","9485","1129","26577","1399","40165","1701","10174","1215"
"0500000US31153","Sarpy County, Nebraska","40480","1482","46659","3302","59179","4931","11380","2608","32492","2975","45844","2020","9811","1515"
"0500000US32003","Clark County, Nevada","33537","747","36563","580","45117","1435","15818","774","30951","491","39621","1031","12490","743"
"0500000US32031","Washoe County, Nevada","35391","1048","40690","1204","50989","1489","16062","944","30823","763","41402","1262","12783","1886"
"0500000US33005","Cheshire County, New Hampshire","29343","3338","35952","5273","51936","5228","11454","1770","25320","2433","43104","3779","11028","1998"
"0500000US33009","Grafton County, New Hampshire","32154","3359","36480","1741","50809","3549","10941","2214","28263","4385","43347","3257","10272","1908"
"0500000US33011","Hillsborough County, New Hampshire","41492","832","51357","1411","62321","4081","15867","1359","33334","2912","46512","2403","11835","721"
"0500000US33013","Merrimack County, New Hampshire","38366","3001","45943","3290","54951","3517","9651","1337","31405","1702","42722","2651","11992","3247"
"0500000US33015","Rockingham County, New Hampshire","45513","1748","60054","3497","71701","2206","16380","1397","35001","2372","51026","2280","14912","2030"
"0500000US33017","Strafford County, New Hampshire","34580","2150","41668","3068","56787","6072","10825","2129","26332","2915","42474","3183","7936","1214"
"0500000US34001","Atlantic County, New Jersey","31729","1224","36953","3241","51855","2132","14902","2537","28036","2374","42871","4175","11621","853"
"0500000US34003","Bergen County, New Jersey","51705","810","61247","956","75322","1957","15750","1385","43001","2750","60235","1501","15427","1047"
"0500000US34005","Burlington County, New Jersey","45337","1785","52708","2791","66111","3954","12267","1548","37657","2340","51318","1398","14354","2130"
"0500000US34007","Camden County, New Jersey","39411","1864","45124","3421","60222","3688","13291","3135","34796","2449","46470","2065","13325","1981"
"0500000US34009","Cape May County, New Jersey","35725","3733","40886","3573","52406","8070","11366","1846","30837","3734","48697","4853","12310","3705"
"0500000US34011","Cumberland County, New Jersey","28624","3841","31150","2637","43204","4244","11499","4180","25508","2287","36226","5160","11691","1349"
"0500000US34013","Essex County, New Jersey","39437","1757","44254","3296","57568","5334","14668","2208","33500","2331","49588","2870","13496","1377"
"0500000US34015","Gloucester County, New Jersey","42420","2900","51517","1242","64992","3289","12412","1818","35333","2162","54047","3817","13060","2027"
"0500000US34017","Hudson County, New Jersey","42258","1543","49185","2648","60686","1532","16988","1323","35999","1776","51958","2293","15273","1008"
"0500000US34019","Hunterdon County, New Jersey","55697","4995","67298","7030","86035","12597","17490","7203","41829","8655","70538","7781","12503","3653"
"0500000US34021","Mercer County, New Jersey","40189","1931","43402","3211","65310","4828","12374","2033","32958","3262","53256","3088","11103","1028"
"0500000US34023","Middlesex County, New Jersey","47825","2457","57270","3598","72083","2597","16406","1249","38034","1944","52859","2057","15681","905"
"0500000US34025","Monmouth County, New Jersey","50720","892","61695","1057","79293","3666","15371","2244","39841","2532","59034","3453","13937","1520"
"0500000US34027","Morris County, New Jersey","55284","2870","70642","3317","91179","3135","11422","1592","41817","1567","66206","2883","14321","2195"
"0500000US34029","Ocean County, New Jersey","39726","2060","50342","1701","63638","3889","12422","1899","31240","1167","50427","1057","13395","1569"
"0500000US34031","Passaic County, New Jersey","38594","2839","44264","2909","51737","1624","17064","2092","31544","1771","47251","2868","13200","1374"
"0500000US34033","Salem County, New Jersey","36429","2562","42208","10764","52310","6608","13103","2640","30621","3055","37592","4011","16678","3153"
"0500000US34035","Somerset County, New Jersey","61305","2151","72068","4574","89108","5345","17041","3299","51901","2508","71402","3695","15296","2636"
"0500000US34037","Sussex County, New Jersey","46340","2907","53892","5110","70453","3982","16608","2638","37308","4444","52243","3890","14216","2497"
"0500000US34039","Union County, New Jersey","41959","1256","47045","2818","60190","3845","15676","1938","37303","2111","51551","1660","14720","1771"
"0500000US34041","Warren County, New Jersey","41277","1861","51873","4935","71701","3645","13532","3763","30688","1904","47023","3351","13939","3845"
"0500000US35001","Bernalillo County, New Mexico","30553","811","34638","1835","46232","1735","11979","824","26191","1092","38080","1808","10889","639"
"0500000US35005","Chaves County, New Mexico","25742","3033","31162","2909","41584","4516","10618","5993","21839","2955","29983","4042","10725","2275"
"0500000US35013","Doña Ana County, New Mexico","21650","929","25219","2398","35169","3306","9995","1816","17752","2669","30219","3736","7925","1685"
"0500000US35025","Lea County, New Mexico","32455","3203","50762","2220","56896","9034","6859","2458","18850","3612","28205","3783","8889","3209"
"0500000US35031","McKinley County, New Mexico","22367","3825","25713","3862","35944","9665","8556","3344","20586","3367","27022","1704","8213","2183"
"0500000US35035","Otero County, New Mexico","26536","3883","30082","4607","42092","12335","4940","7080","23843","3279","35136","4350","7054","5178"
"0500000US35043","Sandoval County, New Mexico","31687","1153","35513","1003","39707","1878","11632","3169","26884","3684","36080","1622","12139","3272"
"0500000US35045","San Juan County, New Mexico","30517","2003","35846","4549","47519","6041","8390","1517","24924","4349","37227","3215","8121","1236"
"0500000US35049","Santa Fe County, New Mexico","33848","2123","37421","2558","45126","6003","14666","4326","30401","2781","42242","4548","11631","2087"
"0500000US35061","Valencia County, New Mexico","31385","4835","36500","3655","45086","5845","11822","4800","23684","5257","41347","2998","8285","1999"
"0500000US36001","Albany County, New York","36821","1968","41488","1759","56313","2520","9043","1798","32951","3067","50807","1845","10351","1860"
"0500000US36005","Bronx County, New York","27672","987","30884","678","40475","1046","13522","1293","25263","761","40260","867","12097","479"
"0500000US36007","Broome County, New York","28398","2099","31325","1608","46854","4079","10465","2732","25445","2423","41118","2658","10781","1224"
"0500000US36009","Cattaraugus County, New York","30419","1450","36158","4439","44847","4683","12086","1946","25079","1771","36119","2037","11414","1192"
"0500000US36011","Cayuga County, New York","35497","2932","40505","2019","47080","3318","12047","3031","31008","2420","40717","2722","14092","2881"
"0500000US36013","Chautauqua County, New York","30150","1408","35282","3233","46863","3102","10944","2626","23562","1516","34981","2462","11364","1184"
"0500000US36015","Chemung County, New York","31544","1703","36282","3381","48471","5904","16053","7222","28792","2501","36089","3148","10523","1283"
"0500000US36019","Clinton County, New York","35952","2945","40890","3981","50585","3150","10920","1660","31243","3603","42613","5627","16042","4686"
"0500000US36027","Dutchess County, New York","39770","2163","45774","4846","61863","3289","11671","1192","32768","2580","52405","5700","12347","1378"
"0500000US36029","Erie County, New York","36167","659","40956","803","53213","2006","10916","707","31769","764","44464","1671","11648","431"
"0500000US36045","Jefferson County, New York","32637","2243","39665","4190","45999","2346","11125","1894","25799","1991","35718","3506","11294","1309"
"0500000US36047","Kings County, New York","40764","400","43264","1730","56026","1204","18484","1402","37389","835","51725","614","15082","557"
"0500000US36051","Livingston County, New York","36109","3290","42218","3546","54155","2697","10896","1672","29629","4000","44482","4869","6196","1512"
"0500000US36053","Madison County, New York","32156","2062","35340","2371","45716","6883","10022","4260","29878","4152","42168","5146","8822","1659"
"0500000US36055","Monroe County, New York","35881","985","41528","1060","55719","1457","11646","581","31125","900","47002","1539","11528","551"
"0500000US36059","Nassau County, New York","51306","673","61285","810","78831","3546","16265","1257","42265","1293","62072","1629","13382","1223"
"0500000US36061","New York County, New York","61224","829","70707","2176","92458","6341","20317","1528","54425","2898","74721","3009","14997","1501"
"0500000US36063","Niagara County, New York","36165","1389","42371","3732","52432","2684","12026","1790","30708","1625","42357","3125","12311","1683"
"0500000US36065","Oneida County, New York","33549","1725","37317","2045","47090","2800","11138","1019","29951","2181","40703","1468","11583","1001"
"0500000US36067","Onondaga County, New York","37344","1355","41254","1091","56096","2445","11577","1064","34823","1711","47263","2174","11978","1211"
"0500000US36069","Ontario County, New York","35736","3038","40799","1897","55437","4672","14813","2011","30116","2536","45673","4309","11327","1686"
"0500000US36071","Orange County, New York","36578","1353","45635","3726","60226","4736","15138","2166","31206","1363","47157","3762","13789","1970"
"0500000US36075","Oswego County, New York","30989","1242","36985","5356","49861","4032","9843","1678","26886","1414","37770","3645","10527","3325"
"0500000US36079","Putnam County, New York","45321","6015","56383","11119","79198","7849","11523","2894","32910","3968","61669","4649","13125","3136"
"0500000US36081","Queens County, New York","38642","934","41054","532","50481","490","16304","724","35670","713","47396","1107","13890","835"
"0500000US36083","Rensselaer County, New York","39924","3219","42491","3580","55144","2133","11727","1692","34414","4033","50082","2076","13246","3432"
"0500000US36085","Richmond County, New York","48165","2640","54412","3928","67364","5043","15684","4481","40362","1443","52591","3369","14722","1838"
"0500000US36087","Rockland County, New York","41656","1167","50001","3641","68241","6776","13985","3571","36709","2498","59805","2950","12902","1355"
"0500000US36089","St. Lawrence County, New York","29783","2966","32155","2790","52638","4494","8699","1241","26503","2940","41749","5181","9533","1914"
"0500000US36091","Saratoga County, New York","44754","3402","51284","1196","70248","7320","13548","4196","36186","2061","52066","3087","10678","1634"
"0500000US36093","Schenectady County, New York","35752","2105","39643","3049","55755","3317","8118","1695","31912","1554","46794","4267","9490","1737"
"0500000US36101","Steuben County, New York","35017","3115","40699","2297","51700","1700","14237","3886","27629","2861","41386","4037","11893","2645"
"0500000US36103","Suffolk County, New York","46976","804","56034","2228","70633","1810","14062","1586","40428","647","53865","2387","14527","1009"
"0500000US36105","Sullivan County, New York","32620","5078","40042","6340","52221","5863","13173","3957","26206","3734","40911","2758","12295","1739"
"0500000US36109","Tompkins County, New York","26714","3559","30687","3507","52360","6135","10670","1489","22066","4675","51730","3296","6499","1189"
"0500000US36111","Ulster County, New York","33367","3171","40342","4370","55131","9235","10994","1553","25786","2491","46106","2725","10509","989"
"0500000US36113","Warren County, New York","31807","2489","32355","4843","44725","5439","14875","4538","31192","2690","42445","2795","16556","2259"
"0500000US36117","Wayne County, New York","34684","2423","41412","1839","50044","3682","15602","2196","27235","2744","37942","3107","11493","1795"
"0500000US36119","Westchester County, New York","48475","2391","56716","3485","76796","3628","15191","1506","39164","3725","63347","3051","14584","1396"
"0500000US37001","Alamance County, North Carolina","31953","2018","36335","2754","46784","3878","11812","2117","28406","2814","37301","2411","11663","1002"
"0500000US37019","Brunswick County, North Carolina","30432","1908","35581","3512","49832","4531","10485","2696","25930","3321","36880","3092","13368","1715"
"0500000US37021","Buncombe County, North Carolina","32546","1200","34974","2082","44450","3269","15115","3764","30733","1294","39034","2835","12797","1182"
"0500000US37023","Burke County, North Carolina","29098","2600","35059","3424","40924","3397","10473","4211","21562","1524","32186","3244","11226","1518"
"0500000US37025","Cabarrus County, North Carolina","35807","1403","43755","3832","56439","4780","7976","2790","30048","2279","42356","4391","10227","1502"
"0500000US37027","Caldwell County, North Carolina","27996","3566","31362","2360","39464","3990","10904","2515","23496","4488","35494","4702","9749","1321"
"0500000US37031","Carteret County, North Carolina","28350","2819","31423","3211","45550","4754","8499","2954","24304","3633","32990","4089","9626","4229"
"0500000US37035","Catawba County, North Carolina","31122","1551","36655","2297","45533","5025","11697","1104","24077","3006","35779","1969","10446","966"
"0500000US37037","Chatham County, North Carolina","36178","3371","43166","5303","51011","3610","10678","5237","27311","6490","44686","7232","12192","7142"
"0500000US37045","Cleveland County, North Carolina","29126","2915","31614","2495","41046","6411","9567","6799","25735","2264","32042","3269","12347","1913"
"0500000US37049","Craven County, North Carolina","28408","2502","30648","1689","35584","3580","9628","2884","23412","3625","35572","4874","9885","1641"
"0500000US37051","Cumberland County, North Carolina","28482","1517","31218","1098","36841","1213","11075","1006","24790","1575","36352","1251","10294","890"
"0500000US37057","Davidson County, North Carolina","31424","987","35395","2707","41765","1912","11884","2737","27194","2105","36348","3297","12041","2291"
"0500000US37063","Durham County, North Carolina","35895","1484","35440","2479","51072","2904","15522","2032","36342","2040","46027","2479","11252","1128"
"0500000US37067","Forsyth County, North Carolina","32524","1374","36373","1338","45054","2904","11106","1060","30606","1115","38533","2671","11448","1074"
"0500000US37069","Franklin County, North Carolina","38240","2701","43428","4817","50780","7079","13750","6375","32000","5145","42877","4608","11901","844"
"0500000US37071","Gaston County, North Carolina","31240","1021","36863","2015","47241","1899","8528","2519","26521","1100","37933","2882","11679","1524"
"0500000US37081","Guilford County, North Carolina","31819","821","37890","1935","49441","3257","11858","1179","27416","1579","38264","1839","11103","863"
"0500000US37085","Harnett County, North Carolina","30643","1742","37942","4589","50094","4559","9139","3072","22779","2349","31409","2415","10524","1132"
"0500000US37089","Henderson County, North Carolina","30859","1711","33868","4699","42789","5104","12045","2291","29284","2657","35083","2441","11902","1237"
"0500000US37097","Iredell County, North Carolina","33601","2208","41829","1654","50706","1547","10624","1286","26167","2227","35807","1549","10723","1225"
"0500000US37101","Johnston County, North Carolina","31858","1726","38368","4545","48093","3743","15069","3840","25804","2408","36942","5046","11607","1653"
"0500000US37109","Lincoln County, North Carolina","35640","2525","40710","3796","50974","3001","16127","3704","29306","4034","40244","1898","10655","1811"
"0500000US37119","Mecklenburg County, North Carolina","37188","649","43555","1973","54483","2926","11903","726","31747","748","42129","1023","11099","646"
"0500000US37125","Moore County, North Carolina","33374","3709","39897","4811","50443","3389","12330","5264","26557","2920","39027","3950","11545","4162"
"0500000US37127","Nash County, North Carolina","28818","2668","40032","8547","47781","5954","9122","6882","26103","1954","31676","4495","10565","3187"
"0500000US37129","New Hanover County, North Carolina","31363","1541","36106","2114","45928","2477","10662","1256","26919","2003","40470","2731","10653","1026"
"0500000US37133","Onslow County, North Carolina","25392","1132","27450","1691","31817","2598","13396","3420","21553","1771","30985","2191","11180","1134"
"0500000US37135","Orange County, North Carolina","31202","2317","38667","4343","64743","12539","7329","2130","24578","4827","51368","5122","8070","2276"
"0500000US37147","Pitt County, North Carolina","26101","2186","31815","2317","45740","5139","10311","1223","21384","1548","39203","2919","8020","1657"
"0500000US37151","Randolph County, North Carolina","29557","1897","35297","3186","41952","2689","15000","2267","23904","2555","36399","2398","10514","1212"
"0500000US37155","Robeson County, North Carolina","28248","2157","31885","1492","37034","2660","15058","4841","23881","1540","30836","1579","11196","1284"
"0500000US37157","Rockingham County, North Carolina","27862","2913","31211","1502","40650","2535","11598","1649","23978","3355","35953","4543","10964","1412"
"0500000US37159","Rowan County, North Carolina","29591","3286","36295","2350","46611","3372","6715","1294","24081","2925","35926","2483","9049","3291"
"0500000US37161","Rutherford County, North Carolina","28858","3560","32840","2346","39827","9575","18254","9659","22539","3160","31856","5445","10479","3220"
"0500000US37171","Surry County, North Carolina","31273","2617","35881","2645","41911","2823","10042","6884","25822","3663","36023","3190","10741","2809"
"0500000US37179","Union County, North Carolina","37249","1760","46548","2589","62076","3210","10271","1676","27632","3637","45257","3144","10885","927"
"0500000US37183","Wake County, North Carolina","42254","962","49927","1861","62242","3284","12217","1200","36988","1480","50038","1125","11572","720"
"0500000US37191","Wayne County, North Carolina","27458","2026","30316","4756","37925","3040","11445","5578","26383","2133","32326","2574","7246","2498"
"0500000US37193","Wilkes County, North Carolina","26891","1814","29762","2965","37444","5445","11997","6215","22937","3938","35390","3294","8957","1122"
"0500000US37195","Wilson County, North Carolina","25327","2778","30721","1868","41191","7433","7508","4195","21797","1683","32236","4434","11699","2515"
"0500000US38015","Burleigh County, North Dakota","42285","3435","51210","2570","63508","6584","11597","3146","36495","3130","45666","2877","13220","4271"
"0500000US38017","Cass County, North Dakota","36452","2040","41981","3648","51415","1525","11752","1087","32062","2459","41758","2385","10961","1574"
"0500000US38035","Grand Forks County, North Dakota","31424","1595","38738","5139","51831","2460","10430","3767","27114","3581","36944","6056","8982","3707"
"0500000US38101","Ward County, North Dakota","36909","3814","45089","6099","50819","2034","12767","3840","28156","5073","39715","4247","11807","3775"
"0500000US39003","Allen County, Ohio","30549","1819","37689","3695","46548","2403","9423","1968","22696","1690","36496","2748","9894","1931"
"0500000US39007","Ashtabula County, Ohio","28038","4290","32163","5087","45019","5376","12165","2660","25581","1778","34959","4004","11024","2540"
"0500000US39009","Athens County, Ohio","12419","3080","12975","4526","40203","5674","5530","649","12185","3009","34771","3107","5476","1069"
"0500000US39013","Belmont County, Ohio","30236","4093","41136","2620","51388","3934","7127","1990","21924","1812","32036","2272","11595","2678"
"0500000US39017","Butler County, Ohio","32810","1287","40710","1726","52017","1220","9785","1492","26478","1523","40148","2248","10469","734"
"0500000US39023","Clark County, Ohio","30841","1033","38909","3861","48146","2125","9848","1824","25038","2472","35835","2914","7422","1741"
"0500000US39025","Clermont County, Ohio","36532","1878","41369","1807","53391","3003","11348","1555","32304","2421","42287","3511","12948","2105"
"0500000US39029","Columbiana County, Ohio","30419","3040","36700","2660","45930","3266","9431","2870","23458","1826","34029","3214","10908","955"
"0500000US39035","Cuyahoga County, Ohio","34492","968","40598","794","52066","856","11360","513","30539","704","42879","1541","10815","515"
"0500000US39041","Delaware County, Ohio","49857","2932","61742","4745","80364","5580","10309","2069","36333","4207","61713","3034","10665","1241"
"0500000US39043","Erie County, Ohio","32358","5438","41939","5059","51234","2583","10289","5150","26282","2953","35401","5305","11513","1842"
"0500000US39045","Fairfield County, Ohio","37163","1794","44143","4851","56653","4702","11080","2777","31933","3001","43632","5083","10281","1760"
"0500000US39049","Franklin County, Ohio","35463","744","40262","1107","52169","1188","10949","659","31367","743","42488","1244","11709","646"
"0500000US39055","Geauga County, Ohio","41482","2284","51800","2298","65003","7226","10552","3307","31809","1977","45483","5614","11936","3094"
"0500000US39057","Greene County, Ohio","35718","2041","42594","4410","58476","6034","9066","1878","28762","2875","47276","3758","8820","2874"
"0500000US39061","Hamilton County, Ohio","35909","731","40939","1264","54298","3343","10894","756","31380","864","44478","1548","11419","762"
"0500000US39063","Hancock County, Ohio","33933","2711","41450","4003","50722","3858","15446","3103","22504","6021","38752","3364","9395","1597"
"0500000US39081","Jefferson County, Ohio","27003","2536","35893","6050","53233","6789","10339","2289","22240","2558","35479","3545","9323","1608"
"0500000US39085","Lake County, Ohio","40300","1832","45142","2907","52164","1952","14371","2390","33271","2357","47927","2838","11345","988"
"0500000US39089","Licking County, Ohio","36841","1894","44100","3234","51849","2176","11955","2272","29924","2490","41887","3097","9461","1325"
"0500000US39093","Lorain County, Ohio","34540","1711","42251","3001","58027","4269","10855","1379","28468","3130","40491","2213","11086","1129"
"0500000US39095","Lucas County, Ohio","30623","746","34892","2036","49660","1791","10822","1069","26234","1140","37743","1729","11063","741"
"0500000US39099","Mahoning County, Ohio","29603","2457","35599","1964","46745","2365","10675","1654","25068","2249","40004","2811","10045","1143"
"0500000US39101","Marion County, Ohio","29941","6029","34404","4117","43099","9050","6760","1781","23558","3291","33742","5468","8903","3420"
"0500000US39103","Medina County, Ohio","41898","2042","51642","2506","61997","2360","13492","3768","31075","1822","46702","3118","10515","1110"
"0500000US39109","Miami County, Ohio","37377","2276","46533","1896","52413","3150","8671","3935","30540","2436","40624","2510","9345","2764"
"0500000US39113","Montgomery County, Ohio","31609","800","38351","2206","49917","2084","12146","1416","26435","1190","39401","2139","10300","709"
"0500000US39119","Muskingum County, Ohio","31344","1558","40586","5621","50470","2830","10542","2450","24819","2775","33230","4210","11044","1624"
"0500000US39133","Portage County, Ohio","30217","2094","36630","2520","51044","1606","8776","1889","22883","3107","44601","4362","7971","1208"
"0500000US39139","Richland County, Ohio","30935","1448","37771","3288","48436","6416","10717","2716","25344","1963","35166","4439","9841","2364"
"0500000US39141","Ross County, Ohio","32230","3238","41688","3644","50386","4695","8532","2607","24863","5714","38627","8142","8814","2567"
"0500000US39145","Scioto County, Ohio","30796","3416","40040","7573","51844","6531","11919","2421","21283","3973","36474","4017","10081","1578"
"0500000US39151","Stark County, Ohio","31333","855","37233","1852","49162","2737","11562","1054","26178","1093","39455","1698","10694","705"
"0500000US39153","Summit County, Ohio","35169","1080","41340","1188","53783","3583","11038","942","30558","860","42375","2637","11142","789"
"0500000US39155","Trumbull County, Ohio","30902","1401","39556","3825","48618","3638","11348","2046","25495","1707","34773","3079","10447","1155"
"0500000US39157","Tuscarawas County, Ohio","31358","1119","39490","4925","51462","3122","10088","3620","23220","4102","35432","2840","11669","1163"
"0500000US39165","Warren County, Ohio","43850","2854","55815","4750","69804","4724","9678","1834","33335","3323","50792","3340","12264","2540"
"0500000US39169","Wayne County, Ohio","31090","1117","40474","1536","50371","2507","9812","1460","23498","1758","32049","1754","9672","1974"
"0500000US39173","Wood County, Ohio","30997","1613","37890","4818","56993","4102","7403","982","23913","4112","43384","4173","9865","1749"
"0500000US40017","Canadian County, Oklahoma","35721","1388","42902","3985","51342","1404","10336","2528","30416","1620","37746","3581","9796","2289"
"0500000US40027","Cleveland County, Oklahoma","31848","891","40308","2579","50664","2053","9558","1855","27112","1743","36869","1409","10394","930"
"0500000US40031","Comanche County, Oklahoma","27497","3635","34641","4533","39992","1694","10709","1152","22202","1951","32398","3419","9512","2067"
"0500000US40037","Creek County, Oklahoma","35452","2204","41861","2694","52305","3426","11160","1265","27681","3187","36600","2506","12274","2056"
"0500000US40101","Muskogee County, Oklahoma","31381","1913","36457","3051","41251","2010","10300","3340","27139","3900","36618","3584","7317","2753"
"0500000US40109","Oklahoma County, Oklahoma","31034","615","36268","1025","46563","1655","11932","680","26302","794","36380","1159","10260","862"
"0500000US40119","Payne County, Oklahoma","22132","3230","30032","5142","45551","4765","7277","1631","16205","3868","36568","1001","6286","844"
"0500000US40125","Pottawatomie County, Oklahoma","29257","1906","35012","3450","44625","4469","10154","3140","24556","3244","33079","2886","7108","1610"
"0500000US40131","Rogers County, Oklahoma","36321","1033","46990","3319","52484","4215","9608","3820","26559","2438","37221","2122","10486","1165"
"0500000US40143","Tulsa County, Oklahoma","32630","891","40549","734","50601","574","11697","717","27366","947","37523","1258","10571","593"
"0500000US40145","Wagoner County, Oklahoma","36300","1401","42366","3186","50342","3003","14561","3338","30568","1765","40472","2165","10182","2055"
