"GEO_ID","NAME","B20017_001E","B20017_001M","B20017_002E","B20017_002M","B20017_003E","B20017_003M","B20017_004E","B20017_004M","B20017_005E","B20017_005M","B20017_006E","B20017_006M","B20017_007E","B20017_007M"
"id","Geographic Area Name","Estimate!!Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --!!Total (dollars)","Margin of Error!!Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --!!Total (dollars)","Estimate!!Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --!!Male --!!Total (dollars)","Margin of Error!!Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --!!Male --!!Total (dollars)","Estimate!!Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --!!Male --!!Worked full-time, year-round in the past 12 months (dollars)","Margin of Error!!Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --!!Male --!!Worked full-time, year-round in the past 12 months (dollars)","Estimate!!Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --!!Male --!!Other (dollars)","Margin of Error!!Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --!!Male --!!Other (dollars)","Estimate!!Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --!!Female --!!Total (dollars)","Margin of Error!!Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --!!Female --!!Total (dollars)","Estimate!!Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --!!Female --!!Worked full-time, year-round in the past 12 months (dollars)","Margin of Error!!Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --!!Female --!!Worked full-time, year-round in the past 12 months (dollars)","Estimate!!Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --!!Female --!!Other (dollars)","Margin of Error!!Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --!!Female --!!Other (dollars)"
"0500000US13063","Clayton County, Georgia","28059","2155","31183","1190","36553","1713","10961","2357","25640","1460","34600","4274","10486","1292"
"0500000US13067","Cobb County, Georgia","41814","863","49219","3377","61080","1578","12761","2112","36564","1245","51789","1165","12124","649"
"0500000US13073","Columbia County, Georgia","37522","4009","41912","5265","56030","5461","11990","2813","32482","4771","41889","6706","11496","3374"
"0500000US13077","Coweta County, Georgia","36187","2053","46940","4237","54257","4443","11659","7099","30049","4297","41163","1374","8895","1433"
"0500000US13089","DeKalb County, Georgia","37179","943","41816","1457","51701","1116","14838","1812","32911","1555","46141","2646","12620","940"
"0500000US13095","Dougherty County, Georgia","25779","2620","27129","4445","37900","6604","9873","3372","24731","2983","32294","3412","11565","2478"
"0500000US13097","Douglas County, Georgia","33713","4751","39527","2648","47994","4948","10810","1873","30101","3479","36863","6478","12181","2679"
"0500000US13113","Fayette County, Georgia","43857","5499","60965","8135","86695","10525","10178","3090","34120","4161","49896","3054","11221","1752"
"0500000US13115","Floyd County, Georgia","28362","2816","31584","1201","38352","5640","13635","3548","23214","4283","30886","2576","9745","1589"
"0500000US13117","Forsyth County, Georgia","50787","1386","66177","5155","81843","6387","15183","3861","36696","2167","56079","2951","10738","1106"
"0500000US13121","Fulton County, Georgia","42467","1907","51257","1214","66796","2719","13380","2511","36001","1281","52196","2016","13129","1710"
"0500000US13127","Glynn County, Georgia","28002","3232","32330","6639","41755","10140","11504","2756","25117","2994","39382","7797","9510","1549"
"0500000US13135","Gwinnett County, Georgia","36007","1207","41352","945","50983","1130","15570","1494","30590","849","40919","1230","11663","802"
"0500000US13139","Hall County, Georgia","31865","1462","37078","2147","41409","1256","14624","5083","26080","1918","33691","3131","11955","1393"
"0500000US13151","Henry County, Georgia","38547","2806","42303","4344","53042","4746","12908","3154","32956","3664","44287","3782","12127","1415"
"0500000US13153","Houston County, Georgia","35852","3123","41908","3373","51974","7055","12231","3907","28828","3851","41806","4387","11224","2065"
"0500000US13157","Jackson County, Georgia","35879","3173","47151","7690","60396","8971","12012","3484","26852","3298","37326","5996","10620","992"
"0500000US13185","Lowndes County, Georgia","27313","2267","30867","1460","37416","5817","9618","4679","23573","3463","31319","1114","8703","2028"
"0500000US13215","Muscogee County, Georgia","29726","2012","35888","3777","48748","4204","10227","3327","24666","1821","32858","2165","11218","2247"
"0500000US13217","Newton County, Georgia","31376","1362","36524","5857","49789","4215","7064","5952","27494","7728","39909","3236","11734","2074"
"0500000US13223","Paulding County, Georgia","40169","3456","42133","3281","51928","4536","15717","4797","32655","3670","44295","7359","10448","1787"
"0500000US13245","Richmond County, Georgia","25952","1919","29666","2364","36549","2680","11159","2564","22416","1800","31575","1872","9736","1905"
"0500000US13247","Rockdale County, Georgia","32205","6098","39629","6465","49626","7086","11086","2226","26555","3870","46885","9451","12251","4011"
"0500000US13255","Spalding County, Georgia","29508","4951","36021","8469","40109","4587","13750","10172","23221","3929","31125","2955","15240","4278"
"0500000US13285","Troup County, Georgia","29079","4171","32189","5413","41583","6987","11117","2205","21603","3755","33881","3842","10244","2080"
"0500000US13295","Walker County, Georgia","29111","3308","31361","1329","42163","8502","6749","3369","23072","4749","36350","8417","6894","2790"
"0500000US13297","Walton County, Georgia","35002","4404","41125","4074","50675","3135","10059","7320","26325","3564","39095","2686","8705","2712"
"0500000US13313","Whitfield County, Georgia","29743","1793","33515","3011","36518","1276","11831","5396","23649","6261","29985","2305","9543","2241"
"0500000US15001","Hawaii County, Hawaii","32314","2172","35001","3258","46134","5491","12334","3258","31120","1524","40975","2757","13642","1904"
"0500000US15003","Honolulu County, Hawaii","38829","1475","43575","2275","52108","912","15366","1398","33121","1271","43855","1593","11947","502"
"0500000US15007","Kauai County, Hawaii","34674","2306","39413","4087","43052","6295","18576","10835","32582","2145","36749","3905","17232","6419"
"0500000US15009","Maui County, Hawaii","35951","1789","41391","3104","50736","2131","20140","4414","31499","1920","42366","4887","11956","2125"
"0500000US16001","Ada County, Idaho","36401","1536","42089","1994","56493","3078","11561","1421","31237","1459","43261","3130","11528","594"
"0500000US16005","Bannock County, Idaho","26714","1202","32993","2717","44889","3972","8723","3652","21834","2546","33250","4139","10352","1797"
"0500000US16019","Bonneville County, Idaho","30628","3169","41769","2337","52270","5858","10069","3254","20626","6107","35761","2709","7517","2119"
"0500000US16027","Canyon County, Idaho","27826","1838","32404","1853","39682","2654","10195","2691","21781","1286","31680","1420","9657","1496"
"0500000US16055","Kootenai County, Idaho","30215","2220","39853","3842","44499","3898","15263","6657","24813","1848","35571","2292","11256","1380"
"0500000US16083","Twin Falls County, Idaho","30827","1830","38137","2587","45039","4913","8863","2196","24635","3966","35584","3561","7324","2927"
"0500000US17001","Adams County, Illinois","34748","3191","41203","1220","45336","2336","10017","2007","28885","2455","35415","3112","13750","2695"
"0500000US17019","Champaign County, Illinois","27162","1734","30450","2746","51196","1627","9696","1638","25047","2268","43890","5882","7080","1667"
"0500000US17031","Cook County, Illinois","39986","656","44995","1151","56384","918","15469","508","33993","993","49969","996","12937","578"
"0500000US17037","DeKalb County, Illinois","30720","2339","39854","2912","60556","6173","11283","3266","24654","3885","40884","2303","10374","1630"
"0500000US17043","DuPage County, Illinois","45458","1079","56733","1953","74999","2594","12371","980","35248","1528","53556","2957","12087","596"
"0500000US17089","Kane County, Illinois","36528","946","44186","3328","57047","2468","12807","2934","29939","2728","45006","2480","11533","820"
"0500000US17091","Kankakee County, Illinois","31376","2491","45419","7817","60192","5851","10887","1357","23075","2273","39098","3960","9304","1792"
"0500000US17093","Kendall County, Illinois","42489","5952","58197","7912","64429","6379","10511","2564","34502","4843","50994","3122","7109","2019"
"0500000US17097","Lake County, Illinois","40506","981","48531","3196","65408","2972","12396","2004","32878","1954","51113","999","11219","610"
"0500000US17099","LaSalle County, Illinois","31888","3824","41748","1717","52428","4562","10999","2726","24791","2187","39322","4477","11926","1478"
"0500000US17111","McHenry County, Illinois","41940","1584","51639","1521","65819","4165","12973","2696","31785","1895","50238","2598","10953","1027"
"0500000US17113","McLean County, Illinois","34271","2314","41318","1621","60159","5735","11028","1112","26445","2365","47740","5022","8318","1504"
"0500000US17115","Macon County, Illinois","31335","2170","40302","3641","50978","2534","9965","2260","24359","2169","36639","2483","9619","1701"
"0500000US17119","Madison County, Illinois","34171","2474","41993","1684","55575","2847","10686","1088","27049","1881","44559","2935","9499","1313"
"0500000US17143","Peoria County, Illinois","32008","1306","41066","1583","52189","4804","9842","1818","26172","1422","38472","5593","10621","622"
"0500000US17161","Rock Island County, Illinois","31660","1110","40458","3024","51674","1298","9486","2162","25174","2721","38938","5682","8836","2291"
"0500000US17163","St. Clair County, Illinois","35930","1327","42223","2729","52772","4000","11884","1673","30490","1520","41483","3651","11189","947"
"0500000US17167","Sangamon County, Illinois","36952","2354","44764","2706","55942","3520","11495","1793","31113","1362","43835","3018","13552","3299"
"0500000US17179","Tazewell County, Illinois","36331","1393","43243","4475","52395","5098","10820","3023","27420","2327","45445","4043","11434","799"
"0500000US17183","Vermilion County, Illinois","29790","1988","36561","2649","46327","4434","9354","2763","23246","2221","33165","4008","8839","1587"
"0500000US17197","Will County, Illinois","40778","927","51337","997","66432","995","11699","710","30928","954","50035","2213","11357","540"
"0500000US17199","Williamson County, Illinois","27465","4908","31926","7041","47798","3209","9775","1964","25431","2721","36305","4512","12304","3221"
"0500000US17201","Winnebago County, Illinois","31063","854","37147","2130","49966","4143","11230","920","25095","1991","38363","3329","10480","716"
"0500000US18003","Allen County, Indiana","31296","621","38043","2728","48714","2277","11891","1255","26091","848","36101","1732","11587","619"
"0500000US18005","Bartholomew County, Indiana","35125","4257","43392","6067","59822","5811","11639","1128","25600","3008","39190","4628","11411","1796"
"0500000US18011","Boone County, Indiana","42987","3244","54592","9815","70242","8885","17433","5114","36369","5316","46807","5274","12148","1808"
"0500000US18019","Clark County, Indiana","34959","1691","40711","840","45500","4167","12727","5332","30892","1686","40573","4931","11274","1134"
"0500000US18035","Delaware County, Indiana","24070","2902","31001","2285","43690","4176","7523","1382","20149","3190","34989","3532","8359","1917"
"0500000US18039","Elkhart County, Indiana","32301","1662","40431","1892","46741","4880","12026","2416","25890","1472","36175","1551","11384","2143"
"0500000US18043","Floyd County, Indiana","39564","3398","46100","2564","55718","3775","15225","5250","35257","4067","41790","1977","11471","964"
"0500000US18053","Grant County, Indiana","27681","3585","34254","3543","46682","6791","6553","1379","21448","1365","35190","1999","8914","3023"
"0500000US18057","Hamilton County, Indiana","50470","2163","68094","4153","80552","3056","10725","1578","37122","3047","51898","2136","11054","1074"
"0500000US18059","Hancock County, Indiana","41746","2157","50783","5992","58630","6141","16683","5657","32517","3517","42351","3615","14044","6784"
"0500000US18063","Hendricks County, Indiana","41154","1441","50893","2988","60834","4947","10583","2129","32092","3414","45689","4134","9543","2165"
"0500000US18067","Howard County, Indiana","32104","3196","41821","6280","51613","2007","11117","1552","27150","3768","41691","5031","11947","3184"
"0500000US18081","Johnson County, Indiana","37451","3023","41889","3739","51921","2424","10425","2897","32184","3098","43607","3793","10527","1554"
"0500000US18085","Kosciusko County, Indiana","31401","1109","41228","3518","49011","3649","16264","7011","22404","2275","31855","2502","11772","1050"
"0500000US18089","Lake County, Indiana","35270","1195","45153","2168","53973","3499","12294","1316","26868","1446","40429","1808","11280","649"
"0500000US18091","LaPorte County, Indiana","30742","1820","39992","5018","50127","4908","12459","6109","24254","2684","35827","2673","9769","2110"
"0500000US18095","Madison County, Indiana","30435","2071","36286","2166","45110","4474","13376","2955","24037","4642","35884","1797","10217","1662"
"0500000US18097","Marion County, Indiana","32221","465","36370","1052","46407","1263","12471","1655","30156","875","40062","1445","11425","638"
"0500000US18105","Monroe County, Indiana","22465","2006","26743","2795","51026","3149","10070","2373","16664","2397","40017","3247","7676","1103"
"0500000US18109","Morgan County, Indiana","35401","2635","46133","6783","56037","7550","11133","5696","30380","2225","38240","4225","11506","1984"
"0500000US18127","Porter County, Indiana","36976","2357","51819","3390","63747","4910","11762","2553","27136","3336","39557","3010","10736","1004"
"0500000US18141","St. Joseph County, Indiana","31886","1285","40541","1823","50546","1157","10298","1557","26462","1210","37710","1676","10236","937"
"0500000US18157","Tippecanoe County, Indiana","24753","1768","29064","2576","50059","5950","9015","1528","21533","1508","36403","3230","7151","1229"
"0500000US18163","Vanderburgh County, Indiana","31354","1244","38023","4822","47515","3798","11107","1789","25923","1986","36232","1590","10741","1331"
"0500000US18167","Vigo County, Indiana","27673","2730","32432","4017","45595","3826","10070","2657","25311","2693","37359","2765","7271","2028"
"0500000US18177","Wayne County, Indiana","30139","2466","36278","2038","43285","4862","11399","5861","24653","3454","32393","3810","10170","1512"
"0500000US19013","Black Hawk County, Iowa","28602","2112","34034","4522","47482","5080","7136","1917","21560","2206","36282","1588","9286","1212"
"0500000US19049","Dallas County, Iowa","50392","2640","60258","6822","72270","6874","8772","2348","39753","4375","51213","1848","10831","4485"
"0500000US19061","Dubuque County, Iowa","32816","2507","40217","2785","50524","1274","9132","1528","26765","2932","38426","3243","9971","3371"
"0500000US19103","Johnson County, Iowa","30997","1662","34502","3708","51852","5138","10318","1727","27121","2384","46919","4550","10162","3204"
"0500000US19113","Linn County, Iowa","37070","1441","47158","5699","60427","2649","11818","1412","31121","1300","41570","1167","10633","1421"
"0500000US19153","Polk County, Iowa","40189","1129","45502","2530","54048","3126","9322","1401","34559","1897","47095","1939","13070","1232"
"0500000US19155","Pottawattamie County, Iowa","31566","1745","37027","2573","45526","3717","10408","2515","25811","2424","36285","1986","10659","1515"
"0500000US19163","Scott County, Iowa","34806","1549","45174","3649","55573","3223","14645","5656","26850","2613","39309","2701","10831","982"
"0500000US19169","Story County, Iowa","22250","1526","23738","1854","51115","2084","6433","993","19432","3908","40144","2798","6379","775"
"0500000US19193","Woodbury County, Iowa","33294","1890","41594","2764","51520","2460","10561","1315","26512","1810","36372","1500","12167","1672"
"0500000US20015","Butler County, Kansas","35205","3223","42843","6629","54335","9296","7242","4360","24278","7183","42084","4956","9748","1802"
"0500000US20045","Douglas County, Kansas","27259","3388","31599","2517","53462","2668","7157","1926","25039","4293","40944","3159","8202","2494"
"0500000US20091","Johnson County, Kansas","46054","1015","55981","2155","70763","1382","11065","1343","36161","1227","51234","1091","12147","654"
"0500000US20103","Leavenworth County, Kansas","31721","2324","33033","4453","50792","2763","7105","2672","29154","3253","40686","5458","13092","4803"
"0500000US20161","Riley County, Kansas","19698","2491","22607","1911","34427","4763","6867","1259","15125","3434","40545","7907","7064","1310"
"0500000US20173","Sedgwick County, Kansas","32118","945","38616","3219","51429","1189","10426","835","27275","1344","40639","967","10281","880"
"0500000US20177","Shawnee County, Kansas","34109","2413","39748","2953","49266","3187","11087","1786","30043","2260","40848","2168","10556","879"
"0500000US20209","Wyandotte County, Kansas","30234","1207","32268","2330","41303","1339","11584","1107","25902","1675","35714","2116","11352","1055"
"0500000US21015","Boone County, Kentucky","39104","3902","42654","5413","55429","5166","11141","2556","35427","5512","49991","3727","14325","2504"
"0500000US21029","Bullitt County, Kentucky","34786","3282","38509","5069","49180","3944","7488","2971","31125","1825","39270","3707","10785","3017"
"0500000US21037","Campbell County, Kentucky","37376","2182","44753","7457","60981","3860","13362","3552","31598","3160","43192","3435","8150","2867"
"0500000US21047","Christian County, Kentucky","29243","2666","31193","3083","33881","2379","16193","2319","26494","4188","31840","3260","11123","3822"
"0500000US21059","Daviess County, Kentucky","30559","1931","41386","1925","46934","2777","13964","3624","24516","2161","33787","4153","10372","2044"
"0500000US21067","Fayette County, Kentucky","31203","1077","35501","1424","47494","2796","11327","865","26743","1554","41209","1444","9907","1251"
"0500000US21093","Hardin County, Kentucky","32811","3122","38665","3840","47919","3942","15003","6823","28368","4490","36436","4110","10845","1829"
"0500000US21111","Jefferson County, Kentucky","33599","1752","38409","2367","51124","938","11641","813","29835","1588","41538","1176","10988","549"
"0500000US21117","Kenton County, Kentucky","36206","1392","41022","1294","51565","1518","11282","1695","31489","1333","41420","2557","15228","3669"
"0500000US21145","McCracken County, Kentucky","27157","3579","30722","4711","39388","3901","10679","1970","24644","4877","36858","6898","10295","2914"
"0500000US21151","Madison County, Kentucky","24513","2676","30726","4429","45795","5841","6266","1131","20705","1928","35471","4451","9408","2559"
"0500000US21185","Oldham County, Kentucky","45203","4081","57050","11250","81637","7739","11030","3894","31334","1446","49277","5950","11905","1810"
"0500000US21227","Warren County, Kentucky","26123","1877","33317","3434","51500","2220","10400","1528","20044","2924","34972","4019","7348","1412"
"0500000US22005","Ascension Parish, Louisiana","46321","3278","60776","4285","70848","11530","11668","3473","34111","6674","45684","2786","13544","8106"
"0500000US22015","Bossier Parish, Louisiana","32080","3879","41294","5759","48455","5794","15987","2591","25160","5912","40422","6078","8544","1946"
"0500000US22017","Caddo Parish, Louisiana","26854","1352","31219","2038","44444","4430","11767","1362","24681","1699","31638","3063","10573","1667"
"0500000US22019","Calcasieu Parish, Louisiana","31497","2343","43411","3024","54703","8158","10673","1641","23419","2925","31110","3245","12455","2077"
"0500000US22033","East Baton Rouge Parish, Louisiana","31186","822","39889","3066","50842","1552","13753","3162","25930","1415","36371","2560","10914","1090"
"0500000US22045","Iberia Parish, Louisiana","26065","3197","35254","6783","48413","6632","15671","4022","20782","2717","31632","6487","9631","1821"
"0500000US22051","Jefferson Parish, Louisiana","31908","1397","39338","2662","46163","2459","14265","2102","27754","1946","40015","3345","10975","1009"
"0500000US22055","Lafayette Parish, Louisiana","32355","2477","44948","3623","54773","4296","7966","2793","24185","2207","37391","7056","10215","1374"
"0500000US22057","Lafourche Parish, Louisiana","36172","3280","49358","6057","64689","8710","17686","7798","24876","4878","36681","3664","9384","3097"
"0500000US22063","Livingston Parish, Louisiana","44915","6825","57254","8032","64731","9353","16248","4747","35565","3856","44871","7488","10807","1851"
"0500000US22071","Orleans Parish, Louisiana","31346","869","36671","2152","51272","1363","15606","2104","27576","2241","40389","1873","10865","1077"
"0500000US22073","Ouachita Parish, Louisiana","32122","3834","50689","5342","59786","6315","11524","3447","26248","1795","32267","4557","10594","1361"
"0500000US22079","Rapides Parish, Louisiana","31126","2026","40927","5073","51467","4458","9574","2405","26281","1752","32695","4356","9978","2383"
"0500000US22097","St. Landry Parish, Louisiana","26665","2641","36076","5189","48402","12683","13510","2857","22399","4014","27727","3384","8973","1394"
"0500000US22103","St. Tammany Parish, Louisiana","34737","3255","42228","2881","59365","5868","12108","2341","27875","2619","41064","1477","11288","853"
"0500000US22105","Tangipahoa Parish, Louisiana","28300","3581","36035","7057","51345","10545","13211","5067","21857","3832","41798","4518","9682","2330"
"0500000US22109","Terrebonne Parish, Louisiana","31633","1035","44437","5817","55432","5114","16868","8533","26047","2913","32452","6958","10242","2495"
"0500000US23001","Androscoggin County, Maine","32938","1521","35925","1851","41869","1750","15662","5890","30573","1687","37290","1747","10527","1748"
"0500000US23003","Aroostook County, Maine","28116","1853","35287","3710","42448","3255","10257","2308","24383","2040","31373","3748","10139","1429"
"0500000US23005","Cumberland County, Maine","39128","1574","40946","1393","53481","2772","11462","1255","36897","2056","51162","1214","13309","1785"
"0500000US23011","Kennebec County, Maine","31777","1539","38136","4218","45547","4100","11674","2992","27809","2536","36977","2337","10130","1399"
"0500000US23019","Penobscot County, Maine","30249","1601","33623","3183","46046","3020","9624","2088","26112","2198","36634","2944","11557","1238"
"0500000US23031","York County, Maine","36434","1336","41935","2956","52332","3173","11661","2326","31848","1110","45306","3114","12018","1735"
"0500000US24001","Allegany County, Maryland","25026","2773","30684","8065","46122","4078","10305","3192","20323","2978","33070","9560","10238","1217"
"0500000US24003","Anne Arundel County, Maryland","50762","882","57809","3081","68909","4700","12283","1058","41865","2104","58546","2981","13153","1694"
"0500000US24005","Baltimore County, Maryland","41591","772","49180","2648","61220","1008","11319","866","36680","1004","50454","1277","11936","729"
"0500000US24009","Calvert County, Maryland","52173","4106","69768","7910","80517","6332","18269","7803","39820","4759","60550","5403","11713","2556"
"0500000US24013","Carroll County, Maryland","46884","3373","60290","2464","71020","3421","12023","4099","34507","3341","52772","4506","11727","998"
"0500000US24015","Cecil County, Maryland","36953","2079","43054","5467","53718","5596","9879","3318","30875","2369","42595","5353","15291","1961"
"0500000US24017","Charles County, Maryland","48949","2385","58520","5967","66435","5299","14224","3891","44116","2829","59241","6401","13691","3107"
"0500000US24021","Frederick County, Maryland","50154","2153","58861","4340","72199","4965","10864","1841","40018","3411","59835","3643","12358","1625"
"0500000US24025","Harford County, Maryland","45049","2752","52280","2522","67902","6637","10968","1324","36842","1617","50589","1979","13071","1765"
"0500000US24027","Howard County, Maryland","59455","3747","71410","4177","90567","4566","16647","4728","48342","3371","70123","7127","14735","2802"
"0500000US24031","Montgomery County, Maryland","49025","2000","56071","1705","75967","2302","16022","1159","41369","987","66700","2274","14297","1591"
"0500000US24033","Prince George's County, Maryland","41014","824","41440","883","52879","2794","12825","1878","40440","1395","55864","1832","12223","851"
"0500000US24037","St. Mary's County, Maryland","49983","2005","60192","4500","77766","8863","11041","1511","35778","4553","53805","6411","10545","2076"
"0500000US24043","Washington County, Maryland","36491","1976","42110","2487","52646","3258","14523","2835","30005","2762","42254","2620","12223","1782"
"0500000US24045","Wicomico County, Maryland","28355","4017","34460","4040","47330","4660","10888","1744","24072","2374","38938","4781","8116","2513"
"0500000US24510","Baltimore city, Maryland","36970","1054","40643","1170","50983","1578","11459","1238","34985","1724","43472","1839","11740","1028"
"0500000US25001","Barnstable County, Massachusetts","35039","2450","37430","3422","56579","3682","11592","1569","32219","2174","51309","1574","15779","2521"
"0500000US25003","Berkshire County, Massachusetts","34814","2746","41786","2297","57447","3913","10537","2799","29831","3542","43823","3381","13055","2858"
"0500000US25005","Bristol County, Massachusetts","38516","1576","47089","2114","61106","1653","13049","2766","31788","1019","47732","2372","14241","1349"
"0500000US25009","Essex County, Massachusetts","40296","801","47307","2810","66050","1336","15190","1382","32864","1883","52326","3060","15122","942"
"0500000US25011","Franklin County, Massachusetts","37542","3812","40270","5743","53627","5912","12344","3447","36680","3464","46492","3251","16308","3374"
"0500000US25013","Hampden County, Massachusetts","35745","1320","41648","1901","52147","2448","11913","1128","30693","1000","47527","3150","14352","1654"
"0500000US25015","Hampshire County, Massachusetts","31172","1427","35434","4162","60729","3633","7862","2565","27129","2984","55798","4272","8271","1897"
"0500000US25017","Middlesex County, Massachusetts","51311","611","61858","752","80589","1273","16590","1011","41290","805","62567","2930","16390","770"
"0500000US25021","Norfolk County, Massachusetts","51829","809","62049","2713","81371","1343","17839","2083","42474","3075","67170","4441","15512","1952"
"0500000US25023","Plymouth County, Massachusetts","45513","1921","54338","4260","71052","1755","13966","1694","37034","1766","57117","2415","15280","1331"
"0500000US25025","Suffolk County, Massachusetts","40571","671","42908","2291","60993","994","14667","1844","36316","1273","56565","1354","12900","1464"
"0500000US25027","Worcester County, Massachusetts","40889","748","46813","1561","65001","4067","12974","2391","35554","935","50480","1255","14818","1319"
"0500000US26005","Allegan County, Michigan","35689","1586","42246","4391","51967","1639","10289","3436","28273","2405","40252","2455","11488","1626"
"0500000US26017","Bay County, Michigan","29674","2360","35074","4701","50810","1892","10872","2515","24582","3264","37363","4618","11689","1440"
"0500000US26021","Berrien County, Michigan","31371","1249","37485","3785","51640","1551","13549","1868","25293","2413","36682","2658","10599","1023"
"0500000US26025","Calhoun County, Michigan","30382","1522","32676","4424","44499","3962","11679","1741","25787","1795","33091","4245","9605","1480"
"0500000US26037","Clinton County, Michigan","35780","1927","46268","3708","53750","4858","12031","2315","26707","3238","41713","2526","11164","1083"
"0500000US26045","Eaton County, Michigan","35722","1853","41341","1478","52690","3373","10390","2160","31142","1718","43868","3991","10979","1475"
"0500000US26049","Genesee County, Michigan","30173","1223","37088","1971","50386","2357","11755","716","24209","1481","36718","1804","11191","818"
"0500000US26055","Grand Traverse County, Michigan","32330","2304","39653","2623","49128","3423","11601","2882","26474","1844","41132","2110","10876","829"
"0500000US26065","Ingham County, Michigan","26045","1024","31500","1109","51327","1734","8015","1011","21443","1214","42499","2712","8073","996"
"0500000US26073","Isabella County, Michigan","16805","1873","21012","2473","42151","4546","6651","1028","13700","2770","33937","2583","5931","1122"
"0500000US26075","Jackson County, Michigan","29597","2254","32856","3622","46492","4037","7801","2819","23946","3222","36690","2396","9584","1717"
"0500000US26077","Kalamazoo County, Michigan","30286","1715","34008","3189","51087","1353","8403","1897","26545","2043","44027","2890","8707","1185"
"0500000US26081","Kent County, Michigan","32600","1112","38814","2103","51409","767","11938","621","27566","1332","41415","917","11277","560"
"0500000US26087","Lapeer County, Michigan","31994","2405","41788","3636","53710","3874","11477","1560","27325","4413","40393","4336","10811","1288"
"0500000US26091","Lenawee County, Michigan","30854","1780","35511","2975","46100","3638","8359","2774","26821","3235","39414","2757","10574","1674"
"0500000US26093","Livingston County, Michigan","41651","1158","52006","1883","66769","3619","10858","1233","30921","1795","45678","2252","11955","675"
"0500000US26099","Macomb County, Michigan","35317","769","41825","900","55439","1790","12057","677","29534","1258","41864","968","12009","542"
"0500000US26103","Marquette County, Michigan","26347","1715","34878","5970","48843","3028","7678","2442","18151","4198","35437","3866","9106","1534"
"0500000US26111","Midland County, Michigan","32949","3187","42004","4524","57214","7261","9620","2369","25663","3558","43122","6633","8907","2283"
"0500000US26115","Monroe County, Michigan","39285","3492","50660","1811","59933","2911","15807","2478","27725","3610","44199","4380","12345","1555"
"0500000US26121","Muskegon County, Michigan","31172","1149","36134","1725","46652","3532","10730","1242","26654","2120","38817","3334","12135","1102"
"0500000US26125","Oakland County, Michigan","44294","1445","57256","2698","73585","2443","12066","613","34688","1780","51989","1027","12055","482"
"0500000US26139","Ottawa County, Michigan","31928","876","42276","2702","56274","1830","11829","1154","23776","2241","40151","1860","8628","1086"
"0500000US26145","Saginaw County, Michigan","30287","1635","36727","4209","51274","1435","9875","1857","25622","2020","37820","2645","11590","1436"
"0500000US26147","St. Clair County, Michigan","33016","3201","45308","5393","56446","4455","10946","1597","24991","1617","39173","1877","10541","1164"
"0500000US26155","Shiawassee County, Michigan","31595","1758","41760","3868","50312","3715","14301","2262","26083","2124","35339","2165","10989","856"
"0500000US26159","Van Buren County, Michigan","31313","1617","35042","4795","44434","4060","11094","3430","26530","4606","37405","3335","9425","1729"
"0500000US26161","Washtenaw County, Michigan","32044","1213","40415","1923","67024","3545","8957","1670","24102","2444","52382","1991","7575","999"
"0500000US26163","Wayne County, Michigan","31449","449","36223","842","50612","599","11675","634","27584","878","40521","633","11484","607"
"0500000US27003","Anoka County, Minnesota","42577","1907","51096","973","61273","773","11888","1088","35612","1580","48628","2407","14641","1670"
"0500000US27013","Blue Earth County, Minnesota","30121","3769","33482","5311","50304","4511","9753","2403","22269","3398","36603","1877","10170","1981"
"0500000US27019","Carver County, Minnesota","52006","2345","61687","5252","81311","5440","9232","2340","43281","4018","59226","5470","17298","4645"
"0500000US27037","Dakota County, Minnesota","44905","1820","53813","3629","66880","2098","12099","1270","38368","1718","51739","1202","14452","1983"
"0500000US27053","Hennepin County, Minnesota","43013","1079","49799","1574","62253","1158","15144","1112","38524","1234","54438","1632","14560","1072"
"0500000US27109","Olmsted County, Minnesota","41501","1530","46433","4657","61540","4319","15977","1824","38003","2411","51478","2888","16554","1834"
"0500000US27123","Ramsey County, Minnesota","35976","741","39558","1717","51266","1162","12091","812","32483","1313","46927","1804","12477","2003"
"0500000US27131","Rice County, Minnesota","32467","3801","42304","4077","52057","4164","6474","1021","26259","2313","42428","3659","6481","983"
"0500000US27137","St. Louis County, Minnesota","30628","755","35567","1724","52075","3280","9318","1180","25153","1915","40765","1283","11017","980"
"0500000US27139","Scott County, Minnesota","46283","1748","61371","2747","71446","1906","16272","5851","34978","3672","51792","2518","11330","1210"
"0500000US27141","Sherburne County, Minnesota","37414","3747","42272","4205","52082","7059","15978","5202","30840","3134","45113","4808","12828","2633"
"0500000US27145","Stearns County, Minnesota","30822","1140","36528","2582","50148","2913","9841","1699","25801","2001","42797","2077","10234","887"
