GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
Id,Id2,Geography,Estimate; Median household income in the past 12 months (in 2009 inflation-adjusted dollars),Margin of Error; Median household income in the past 12 months (in 2009 inflation-adjusted dollars)
0500000US01003,01003,"Baldwin County, Alabama",35046,9808
0500000US01015,01015,"Calhoun County, Alabama",18621,3124
0500000US01049,01049,"DeKalb County, Alabama",13562,1220
0500000US01051,01051,"Elmore County, Alabama",31565,4497
0500000US01055,01055,"Etowah County, Alabama",23605,7535
0500000US01069,01069,"Houston County, Alabama",21746,2198
0500000US01073,01073,"Jefferson County, Alabama",30035,1870
0500000US01077,01077,"Lauderdale County, Alabama",21472,10277
0500000US01081,01081,"Lee County, Alabama",27476,5189
0500000US01083,01083,"Limestone County, Alabama",33194,12990
0500000US01089,01089,"Madison County, Alabama",33597,3864
0500000US01095,01095,"Marshall County, Alabama",55000,38620
0500000US01097,01097,"Mobile County, Alabama",25975,2018
0500000US01101,01101,"Montgomery County, Alabama",31860,4056
0500000US01103,01103,"Morgan County, Alabama",18214,4168
0500000US01117,01117,"Shelby County, Alabama",44083,9124
0500000US01121,01121,"Talladega County, Alabama",20453,9899
0500000US01125,01125,"Tuscaloosa County, Alabama",30799,5405
0500000US01127,01127,"Walker County, Alabama",24649,18898
0500000US02020,02020,"Anchorage Municipality, Alaska",51852,10276
0500000US02170,02170,"Matanuska-Susitna Borough, Alaska",57204,49489
0500000US04001,04001,"Apache County, Arizona",-,**
0500000US04003,04003,"Cochise County, Arizona",80458,16703
0500000US04013,04013,"Maricopa County, Arizona",41573,4412
0500000US04015,04015,"Mohave County, Arizona",28217,20350
0500000US04017,04017,"Navajo County, Arizona",-,**
0500000US04019,04019,"Pima County, Arizona",31191,4605
0500000US04021,04021,"Pinal County, Arizona",55586,7499
0500000US04025,04025,"Yavapai County, Arizona",37036,20967
0500000US04027,04027,"Yuma County, Arizona",50589,18214
0500000US05007,05007,"Benton County, Arkansas",21149,3080
0500000US05031,05031,"Craighead County, Arkansas",18298,7388
0500000US05045,05045,"Faulkner County, Arkansas",38459,19446
0500000US05051,05051,"Garland County, Arkansas",14628,3257
0500000US05069,05069,"Jefferson County, Arkansas",23880,5439
0500000US05119,05119,"Pulaski County, Arkansas",28657,2121
0500000US05125,05125,"Saline County, Arkansas",37151,25020
0500000US05131,05131,"Sebastian County, Arkansas",30400,9426
0500000US05143,05143,"Washington County, Arkansas",49167,32575
0500000US05145,05145,"White County, Arkansas",19070,6515
0500000US06001,06001,"Alameda County, California",39210,3378
0500000US06007,06007,"Butte County, California",22500,16113
0500000US06013,06013,"Contra Costa County, California",49612,6773
0500000US06017,06017,"El Dorado County, California",44829,31772
0500000US06019,06019,"Fresno County, California",26373,7541
