GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25,HD01_VD26,HD02_VD26,HD01_VD27,HD02_VD27,HD01_VD28,HD02_VD28,HD01_VD29,HD02_VD29,HD01_VD30,HD02_VD30,HD01_VD31,HD02_VD31
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Male:,Margin of Error; Male:,Estimate; Male: - Under 5 years,Margin of Error; Male: - Under 5 years,Estimate; Male: - 5 to 9 years,Margin of Error; Male: - 5 to 9 years,Estimate; Male: - 10 to 14 years,Margin of Error; Male: - 10 to 14 years,Estimate; Male: - 15 to 17 years,Margin of Error; Male: - 15 to 17 years,Estimate; Male: - 18 and 19 years,Margin of Error; Male: - 18 and 19 years,Estimate; Male: - 20 to 24 years,Margin of Error; Male: - 20 to 24 years,Estimate; Male: - 25 to 29 years,Margin of Error; Male: - 25 to 29 years,Estimate; Male: - 30 to 34 years,Margin of Error; Male: - 30 to 34 years,Estimate; Male: - 35 to 44 years,Margin of Error; Male: - 35 to 44 years,Estimate; Male: - 45 to 54 years,Margin of Error; Male: - 45 to 54 years,Estimate; Male: - 55 to 64 years,Margin of Error; Male: - 55 to 64 years,Estimate; Male: - 65 to 74 years,Margin of Error; Male: - 65 to 74 years,Estimate; Male: - 75 to 84 years,Margin of Error; Male: - 75 to 84 years,Estimate; Male: - 85 years and over,Margin of Error; Male: - 85 years and over,Estimate; Female:,Margin of Error; Female:,Estimate; Female: - Under 5 years,Margin of Error; Female: - Under 5 years,Estimate; Female: - 5 to 9 years,Margin of Error; Female: - 5 to 9 years,Estimate; Female: - 10 to 14 years,Margin of Error; Female: - 10 to 14 years,Estimate; Female: - 15 to 17 years,Margin of Error; Female: - 15 to 17 years,Estimate; Female: - 18 and 19 years,Margin of Error; Female: - 18 and 19 years,Estimate; Female: - 20 to 24 years,Margin of Error; Female: - 20 to 24 years,Estimate; Female: - 25 to 29 years,Margin of Error; Female: - 25 to 29 years,Estimate; Female: - 30 to 34 years,Margin of Error; Female: - 30 to 34 years,Estimate; Female: - 35 to 44 years,Margin of Error; Female: - 35 to 44 years,Estimate; Female: - 45 to 54 years,Margin of Error; Female: - 45 to 54 years,Estimate; Female: - 55 to 64 years,Margin of Error; Female: - 55 to 64 years,Estimate; Female: - 65 to 74 years,Margin of Error; Female: - 65 to 74 years,Estimate; Female: - 75 to 84 years,Margin of Error; Female: - 75 to 84 years,Estimate; Female: - 85 years and over,Margin of Error; Female: - 85 years and over
0500000US01003,01003,"Baldwin County, Alabama",138729,103,68155,103,3995,270,2191,724,6321,724,2871,270,1577,270,4007,270,4655,270,4236,270,9607,270,9850,270,7970,103,6222,270,3769,400,884,400,70574,270,3744,270,3948,844,4013,844,2741,270,1452,270,3879,270,4633,270,4432,270,9865,270,10431,270,8734,270,6810,270,4072,617,1820,617
0500000US01015,01015,"Calhoun County, Alabama",83879,408,40891,270,2697,270,2403,482,2509,482,1601,270,940,270,2879,270,2616,270,2492,270,5803,270,6437,270,5158,270,3361,270,1602,243,393,243,42988,408,2365,270,2138,489,2619,489,1500,270,894,270,2966,270,2351,408,2495,270,5884,270,6602,270,5492,270,4028,270,2280,642,1374,642
0500000US01043,01043,"Cullman County, Alabama",74339,143,36643,79,2243,270,2822,823,1975,829,1577,270,963,270,2090,270,2605,270,2465,270,5497,270,5345,270,4333,270,2935,270,1359,281,434,281,37696,65,2144,270,2316,580,2160,591,1487,270,818,270,2222,270,2590,270,2447,270,5326,270,5336,270,4590,270,3398,270,2076,352,786,352
0500000US01049,01049,"DeKalb County, Alabama",58022,270,28401,270,1771,270,2331,617,1537,617,1183,270,633,270,1633,270,2004,270,1995,270,4152,270,4198,270,3445,270,2142,270,1363,24,14,24,29621,270,1619,270,1469,520,2161,520,1077,270,580,270,1654,270,2047,270,1938,270,4262,270,4288,270,3655,270,2681,270,1971,171,219,171
0500000US01051,01051,"Elmore County, Alabama",53498,484,26547,265,1745,270,1825,570,1849,570,1221,270,652,270,1622,270,1759,270,1793,270,4040,270,3788,265,3203,270,1942,270,1023,112,85,112,26951,224,1670,270,2011,356,1466,356,1126,270,574,270,1620,270,1903,270,1894,270,4075,270,3871,224,3179,270,2044,270,1085,411,433,411
0500000US01055,01055,"Etowah County, Alabama",82982,270,40263,270,2377,270,2419,484,2635,484,1623,270,937,270,2531,270,2544,270,2636,270,5666,270,6008,270,5201,270,3304,270,1853,274,529,274,42719,270,2280,270,2578,458,2127,458,1454,270,879,270,2294,270,2734,270,2774,270,5667,270,6382,270,5529,270,4020,270,3399,277,602,277
0500000US01069,01069,"Houston County, Alabama",65909,270,32007,270,2139,270,2106,342,1962,342,1398,270,789,270,1784,270,1835,270,2033,270,4707,270,4965,270,4085,270,2525,270,1330,161,349,161,33902,270,2012,270,1723,287,2142,287,1265,270,740,270,1597,270,2107,270,2085,270,4839,270,5236,270,4298,270,3030,270,2059,186,769,186
0500000US01073,01073,"Jefferson County, Alabama",350709,347,169464,186,10259,270,8686,1316,11417,1315,6571,270,4039,270,9608,270,9736,270,11328,25,25160,84,28067,270,21381,270,12725,270,8587,544,1900,544,181245,163,9828,89,10233,1202,8783,1202,6225,58,3438,270,9487,270,9888,270,10835,270,25729,77,29401,270,23290,270,16704,270,13062,740,4342,740
0500000US01077,01077,"Lauderdale County, Alabama",75524,98,36584,270,1997,270,2357,547,2042,547,1448,270,1025,270,2639,270,2351,270,2223,270,5187,270,5518,270,4501,270,3124,270,2008,170,164,170,38940,98,2030,270,1896,430,2420,430,1413,270,891,270,2677,270,2241,270,2464,270,5300,270,5855,270,4801,270,3732,270,2635,335,585,324
