GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25,HD01_VD26,HD02_VD26,HD01_VD27,HD02_VD27,HD01_VD28,HD02_VD28,HD01_VD29,HD02_VD29,HD01_VD30,HD02_VD30,HD01_VD31,HD02_VD31
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Male:,Margin of Error; Male:,Estimate; Male: - Under 5 years,Margin of Error; Male: - Under 5 years,Estimate; Male: - 5 to 9 years,Margin of Error; Male: - 5 to 9 years,Estimate; Male: - 10 to 14 years,Margin of Error; Male: - 10 to 14 years,Estimate; Male: - 15 to 17 years,Margin of Error; Male: - 15 to 17 years,Estimate; Male: - 18 and 19 years,Margin of Error; Male: - 18 and 19 years,Estimate; Male: - 20 to 24 years,Margin of Error; Male: - 20 to 24 years,Estimate; Male: - 25 to 29 years,Margin of Error; Male: - 25 to 29 years,Estimate; Male: - 30 to 34 years,Margin of Error; Male: - 30 to 34 years,Estimate; Male: - 35 to 44 years,Margin of Error; Male: - 35 to 44 years,Estimate; Male: - 45 to 54 years,Margin of Error; Male: - 45 to 54 years,Estimate; Male: - 55 to 64 years,Margin of Error; Male: - 55 to 64 years,Estimate; Male: - 65 to 74 years,Margin of Error; Male: - 65 to 74 years,Estimate; Male: - 75 to 84 years,Margin of Error; Male: - 75 to 84 years,Estimate; Male: - 85 years and over,Margin of Error; Male: - 85 years and over,Estimate; Female:,Margin of Error; Female:,Estimate; Female: - Under 5 years,Margin of Error; Female: - Under 5 years,Estimate; Female: - 5 to 9 years,Margin of Error; Female: - 5 to 9 years,Estimate; Female: - 10 to 14 years,Margin of Error; Female: - 10 to 14 years,Estimate; Female: - 15 to 17 years,Margin of Error; Female: - 15 to 17 years,Estimate; Female: - 18 and 19 years,Margin of Error; Female: - 18 and 19 years,Estimate; Female: - 20 to 24 years,Margin of Error; Female: - 20 to 24 years,Estimate; Female: - 25 to 29 years,Margin of Error; Female: - 25 to 29 years,Estimate; Female: - 30 to 34 years,Margin of Error; Female: - 30 to 34 years,Estimate; Female: - 35 to 44 years,Margin of Error; Female: - 35 to 44 years,Estimate; Female: - 45 to 54 years,Margin of Error; Female: - 45 to 54 years,Estimate; Female: - 55 to 64 years,Margin of Error; Female: - 55 to 64 years,Estimate; Female: - 65 to 74 years,Margin of Error; Female: - 65 to 74 years,Estimate; Female: - 75 to 84 years,Margin of Error; Female: - 75 to 84 years,Estimate; Female: - 85 years and over,Margin of Error; Female: - 85 years and over
0500000US01003,01003,"Baldwin County, Alabama",165712,582,80677,141,4189,189,4136,1315,5796,1315,3140,189,1627,189,4164,189,4209,189,4516,189,9993,189,11368,141,11383,189,9820,189,4965,596,1371,596,85035,444,3993,189,3862,988,5524,981,3011,189,1577,189,4144,189,4485,189,4677,189,10447,112,12061,189,12868,189,10871,189,5445,662,2070,653
0500000US01015,01015,"Calhoun County, Alabama",84450,189,40977,189,2139,189,1948,638,3002,638,1618,189,925,189,2666,189,2681,189,2509,189,5117,189,5808,189,5885,189,4216,189,2023,247,440,247,43473,189,1956,189,2170,573,2336,573,1582,189,849,189,2793,189,2740,189,2510,189,5176,189,5989,189,6395,189,4903,189,3198,316,876,316
0500000US01043,01043,"Cullman County, Alabama",74804,124,36769,124,1954,124,1574,681,3088,681,1481,189,819,189,2270,189,2310,189,2182,189,4666,189,5311,189,5004,189,3842,189,2111,159,157,159,38035,189,2069,189,2104,571,2221,571,1426,189,607,399,2379,399,2201,189,2165,189,4698,189,5150,189,5268,189,4385,189,2285,481,1077,481
0500000US01049,01049,"DeKalb County, Alabama",57253,63,28083,63,1424,189,1683,581,1898,581,1158,189,522,439,1876,439,1466,189,1601,189,3666,189,4065,63,4047,189,3012,189,1579,100,86,100,29170,189,1325,189,1173,468,2183,468,1033,189,416,338,1871,338,1510,189,1629,189,3706,189,4209,189,4188,189,3325,189,1730,279,872,279
0500000US01051,01051,"Elmore County, Alabama",59455,292,28712,102,1709,189,2285,509,1376,505,1135,189,972,579,2200,743,938,527,1671,189,3776,189,4189,189,3846,189,3018,189,1093,304,504,304,30743,193,1355,193,2039,444,1619,444,1090,189,930,663,1543,663,1909,189,1881,189,4277,189,4565,189,4232,189,3118,189,1394,337,791,337
0500000US01055,01055,"Etowah County, Alabama",80781,645,39035,492,2104,189,1819,547,2830,547,1559,189,820,112,2240,270,2189,189,2230,189,5079,189,5649,189,5619,118,4338,189,1828,279,731,279,41746,157,1980,189,2000,519,2479,519,1515,189,725,189,2341,189,2285,189,2379,189,5290,189,5690,157,6100,189,4957,189,2601,383,1404,383
0500000US01069,01069,"Houston County, Alabama",70052,73,33919,40,1869,22,2160,312,2095,312,1315,189,680,189,1864,189,2009,28,2112,189,4325,189,4896,189,4694,18,3594,189,1648,175,658,175,36133,42,1753,189,1785,352,2079,352,1249,20,625,189,1993,189,2098,20,2142,189,4481,24,5000,189,5211,189,4151,19,2444,303,1122,303
0500000US01073,01073,"Jefferson County, Alabama",335894,189,161982,189,9314,189,8249,1065,9903,1065,5553,189,3751,189,9783,189,11513,189,11229,189,20952,189,22685,189,23097,189,15130,189,7940,573,2883,573,173912,189,8719,189,9645,1062,7855,1062,5338,189,3827,189,10005,189,12072,189,11300,189,20607,189,23334,189,24953,189,17983,189,11705,915,6569,915
0500000US01077,01077,"Lauderdale County, Alabama",78854,62,37853,62,1979,189,2688,433,1558,437,1426,189,837,501,3462,501,2162,189,2169,189,4377,189,5182,189,5324,189,4064,189,2039,323,586,323,41001,189,1743,189,2624,494,1568,494,1431,189,913,466,3597,466,2122,189,2169,189,4561,189,5504,189,5898,189,4720,189,2891,555,1260,555
0500000US01081,01081,"Lee County, Alabama",104013,418,51910,301,2677,189,2847,559,3094,559,1818,189,2639,37,8663,194,3865,226,3394,189,5842,189,6103,189,5245,189,3717,189,1751,207,255,207,52103,210,2498,173,2240,786,3194,786,1696,189,2781,189,8027,189,3709,189,3355,189,6224,189,6049,118,5696,189,3875,189,2061,325,698,325
0500000US01083,01083,"Limestone County, Alabama",70110,189,35425,472,1826,189,2278,460,2204,460,1903,472,726,189,1903,189,2115,189,2358,189,4834,189,5632,189,4692,189,3184,189,1297,252,473,252,34685,472,1898,189,1201,449,2975,449,875,472,621,189,1937,189,2133,189,2205,189,4635,189,5389,189,4704,189,3529,189,1950,363,633,363
0500000US01089,01089,"Madison County, Alabama",228744,497,113400,311,5623,189,6176,917,6949,900,4350,165,2604,102,7021,189,7551,189,7296,39,13676,189,18959,65,16200,189,9831,189,5709,488,1455,488,115344,282,5337,105,5409,813,7207,848,4350,189,2278,189,6344,189,6999,35,7014,189,13942,189,18809,156,16098,189,11338,189,7105,690,3114,690
0500000US01095,01095,"Marshall County, Alabama",77679,205,37366,184,2008,189,2357,620,2223,611,1542,189,904,189,2410,189,2166,189,2038,189,4590,189,5547,189,5216,11,3999,189,1959,238,407,238,40313,87,1926,189,1922,452,2554,452,1509,189,775,189,2307,87,2320,189,2198,189,4938,189,5710,189,5735,189,4700,189,2702,319,1017,319
0500000US01097,01097,"Mobile County, Alabama",239892,247,116844,41,6802,189,5796,1148,8314,1154,4417,189,2673,189,7578,189,8012,189,7433,189,14517,189,16316,189,16542,189,11507,189,5298,433,1639,433,123048,245,6612,189,6747,1116,6805,1116,4224,189,2557,189,7735,105,8230,189,7538,189,14621,189,16816,224,17263,189,13227,189,6531,807,4142,807
0500000US01101,01101,"Montgomery County, Alabama",82093,71,40173,189,2100,189,2348,566,1992,566,1204,189,718,440,2638,440,2713,189,2551,189,4834,189,5613,189,5920,189,4452,189,2667,220,423,220,41920,71,1951,189,2456,593,1516,593,1174,189,498,313,2494,313,2374,71,2383,189,4527,189,5655,189,6642,189,5209,189,3737,375,1304,375
0500000US01103,01103,"Morgan County, Alabama",91565,189,44755,189,2364,189,2267,591,3069,591,1800,189,895,189,2669,189,2501,189,2600,189,5561,189,6998,189,6431,189,4648,189,2229,338,723,338,46810,189,2181,189,2455,656,2601,656,1685,189,839,189,2566,189,2506,189,2661,189,5605,189,7114,189,6946,189,5437,189,3141,511,1073,511
0500000US01115,01115,"St. Clair County, Alabama",74416,116,36809,116,2247,189,2173,641,2714,641,1445,189,1122,680,1757,680,2324,189,2369,189,4882,189,5394,189,4833,116,3590,189,1532,276,427,276,37607,189,2097,189,1558,724,2894,724,1373,189,785,509,1850,509,2320,189,2502,189,4927,189,5382,189,5194,189,4037,189,1819,400,869,400
0500000US01117,01117,"Shelby County, Alabama",161849,285,78734,207,4224,189,4637,879,6166,892,3433,189,1885,189,4457,189,4327,68,5016,189,11119,177,11767,189,10751,189,7064,189,3086,393,802,393,83115,177,4135,189,5045,685,5081,688,3410,189,1813,189,4351,146,4813,189,5219,189,11520,189,12512,189,11740,189,8051,189,3820,518,1605,518
0500000US01121,01121,"Talladega County, Alabama",51564,189,25138,189,1223,189,1404,477,1551,477,973,189,528,189,1493,189,1407,189,1453,189,3173,189,3717,189,3733,189,2887,189,1234,167,362,167,26426,189,1196,189,1104,550,1945,550,915,189,267,275,1645,275,1479,189,1473,189,3188,189,3638,189,4019,189,3142,189,1403,307,1012,307
0500000US01125,01125,"Tuscaloosa County, Alabama",127416,461,62596,419,2930,404,4111,619,2241,612,1961,189,3173,189,9098,189,4914,189,3894,189,7225,189,7513,189,7612,189,4982,189,1978,482,964,482,64820,118,3246,189,2916,659,3256,659,1753,118,6102,1311,6273,1311,4660,189,3857,189,7003,189,7482,189,8080,189,5499,189,2743,492,1950,492
0500000US01127,01127,"Walker County, Alabama",58517,189,28355,189,1539,189,2025,385,1474,385,1147,189,828,433,1561,433,1593,189,1558,189,3503,189,4170,189,4124,189,3023,189,1534,197,276,197,30162,189,1562,189,1317,545,1972,545,1133,189,587,189,1714,189,1685,189,1612,189,3637,189,4138,189,4395,189,3654,189,2256,279,500,279
0500000US02020,02020,"Anchorage Municipality, Alaska",179205,439,94024,350,5201,145,4990,856,4801,872,2880,145,2079,145,8643,191,8996,208,7924,64,12155,145,13494,145,13192,145,6742,145,2350,305,577,305,85181,110,4862,145,3844,830,5220,830,2783,145,1610,145,6257,145,7417,110,7069,145,11213,145,12612,145,12342,145,6259,145,2621,566,1072,566
0500000US02090,02090,"Fairbanks North Star Borough, Alaska",70808,145,38811,145,2452,145,2121,580,2078,580,1106,145,1034,145,5127,145,4111,145,3201,145,4602,145,4599,145,4907,145,2547,145,704,218,222,218,31997,145,2249,145,2420,470,1491,470,1076,145,625,392,2953,392,3004,145,2557,145,3985,145,4236,145,4280,145,2016,145,588,284,517,284
0500000US02170,02170,"Matanuska-Susitna Borough, Alaska",78246,540,41253,345,2483,86,3045,438,2630,409,1796,145,1016,145,2759,145,2790,145,2993,145,5349,145,5997,145,6047,145,3083,145,1160,82,105,82,36993,196,2352,69,2614,311,2781,321,1586,145,782,145,2149,145,2461,145,2567,57,4914,145,5421,145,5359,145,2637,23,973,171,397,171
0500000US04001,04001,"Apache County, Arizona",13619,27,6914,434,269,204,371,234,466,318,361,373,382,352,173,208,267,256,172,214,651,328,918,328,1242,200,1156,287,333,241,153,163,6705,432,523,248,566,408,184,185,246,239,383,373,113,106,242,266,204,201,978,258,495,253,1224,200,1156,295,238,256,153,206
0500000US04003,04003,"Cochise County, Arizona",71552,200,36512,434,1690,200,1571,590,1700,590,766,434,1009,313,1751,313,2217,200,2256,200,3911,200,4497,200,5547,200,5640,200,3193,390,764,390,35040,434,1634,200,1357,480,1749,480,1131,434,217,178,1776,178,1779,200,1897,200,3223,200,4468,200,5977,200,5708,200,2286,548,1838,548
0500000US04005,04005,"Coconino County, Arizona",74950,756,37268,524,1680,200,987,558,2044,618,980,200,2094,200,5027,83,2674,200,2321,200,4108,200,4570,200,5568,200,3582,200,1386,163,247,163,37682,247,1635,200,956,552,1979,601,1026,200,3302,1359,5057,1359,2207,200,2134,200,3857,200,4552,200,5593,200,3447,72,1470,231,467,231
0500000US04013,04013,"Maricopa County, Arizona",2325050,1734,1142294,1064,55958,325,61594,2878,61977,2898,39030,265,24600,160,66268,106,76841,252,74554,240,145817,322,165310,168,158227,180,123532,282,65019,1586,23567,1586,1182756,858,53528,200,58045,2835,59846,2829,37039,289,22347,67,64499,61,73641,207,72514,130,143260,344,167611,189,173309,151,141172,71,76902,2566,39043,2566
0500000US04015,04015,"Mohave County, Arizona",158639,67,79297,67,2967,200,3817,852,3425,852,2435,200,1246,200,3411,200,3562,200,3402,200,6982,200,9991,200,13305,200,14719,67,8192,625,1843,625,79342,200,3000,200,3447,624,3555,624,2179,200,1112,200,3193,200,3441,200,3223,200,6768,200,10275,200,14349,200,14379,200,7980,743,2441,743
0500000US04017,04017,"Navajo County, Arizona",45656,200,23218,603,1293,200,1684,232,1254,232,996,603,953,271,615,271,984,200,1103,200,2295,200,2908,200,3737,200,3415,200,1590,203,391,203,22438,603,1112,200,1189,398,1490,398,760,603,171,219,1210,219,967,200,1093,200,2109,200,2846,200,3912,200,3522,200,1540,297,517,297
0500000US04019,04019,"Pima County, Arizona",534711,372,262735,295,10861,200,11644,1166,9874,1156,6937,200,6499,185,20673,97,14587,60,15178,200,27619,200,34070,113,40873,200,36291,151,21307,798,6322,798,271976,218,10490,200,8922,1191,11669,1191,6555,200,6431,200,19582,158,12828,200,13898,200,26197,200,34116,99,45525,200,40959,200,24222,1203,10582,1203
0500000US04021,04021,"Pinal County, Arizona",232468,238,117679,95,5489,95,6932,1297,6540,1297,3409,200,1878,200,4758,200,5989,200,7369,200,15444,200,14310,200,15635,200,18688,200,8925,697,2313,697,114789,219,5466,200,7013,1090,5861,1048,3403,200,1506,200,4120,200,5449,200,6913,200,13201,200,13110,200,17899,200,19718,200,8719,748,2411,748
0500000US04025,04025,"Yavapai County, Arizona",176622,362,85676,332,2733,200,3194,913,4030,913,2512,200,1703,200,3910,200,3634,200,3527,200,6948,319,10361,200,15709,87,16440,200,7971,883,3004,883,90946,149,2759,200,3033,815,3868,815,2326,200,1325,200,3340,200,3434,200,3503,200,7510,200,11398,149,18581,200,17404,200,8212,1098,4253,1098
0500000US04027,04027,"Yuma County, Arizona",66777,94,34667,51,1452,200,1301,470,1299,470,751,200,584,283,2590,283,1921,200,1971,200,3110,200,3389,51,4146,200,5880,200,5646,278,627,278,32110,80,1418,200,1091,360,1413,368,678,200,403,200,1384,200,1560,200,1441,200,2487,200,3151,200,4444,200,6592,200,4836,325,1212,325
0500000US05007,05007,"Benton County, Arkansas",180878,763,88469,390,5601,190,6952,1013,5677,1013,3597,190,1892,190,4569,190,5695,190,6098,390,12292,190,12349,190,10429,190,7850,190,4233,423,1235,423,92409,386,5330,190,4857,922,7189,926,3639,190,1793,190,4671,190,5945,190,6511,366,12435,190,12506,190,11397,190,8901,190,4547,552,2688,552
0500000US05031,05031,"Craighead County, Arkansas",80005,190,39033,190,2332,190,2130,566,2822,566,1569,190,1180,190,3034,190,3061,190,2708,190,5067,190,5071,190,4716,190,3244,190,1829,225,270,225,40972,190,2237,190,2596,734,2030,734,1336,190,1130,190,2879,190,3107,190,2760,190,5091,190,5377,190,5212,190,3981,190,2301,345,935,345
0500000US05045,05045,"Faulkner County, Arkansas",97810,188,47911,190,2958,190,2971,736,3237,736,1915,190,1571,190,5238,190,3546,190,3401,190,6068,190,6170,190,5254,190,3552,190,1578,271,452,271,49899,188,2787,190,3808,736,2181,736,1815,190,1641,190,5805,188,3499,190,3214,190,6188,190,6265,190,5684,190,4044,190,1953,376,1015,376
0500000US05051,05051,"Garland County, Arkansas",80647,190,38665,190,1982,190,2440,631,1736,631,1344,190,1171,525,1716,525,1989,190,2158,190,4244,190,5196,190,5797,190,5105,190,3261,273,526,273,41982,190,1845,190,1714,538,2269,538,1341,190,487,348,2320,348,2128,190,2196,190,4656,190,5560,190,6612,190,5896,190,3326,504,1632,504
0500000US05069,05069,"Jefferson County, Arkansas",29038,115,14972,321,759,243,485,312,1016,312,593,226,47,79,976,112,856,190,896,190,1907,190,2233,190,2350,190,1771,190,934,163,149,163,14066,308,436,240,916,168,442,168,333,226,537,201,435,201,731,190,382,282,1912,282,2011,190,2386,190,1844,190,981,231,720,231
0500000US05085,05085,"Lonoke County, Arkansas",62060,127,30817,190,2151,190,2672,618,1960,618,1424,190,761,190,1853,190,2049,190,2227,190,4306,190,4306,190,3428,190,2406,190,1026,182,248,182,31243,127,1917,190,2150,646,2110,646,1410,190,637,190,1743,64,2093,190,2208,190,4399,190,4307,65,3693,190,2619,190,1540,248,417,248
0500000US05119,05119,"Pulaski County, Arkansas",211742,254,102882,247,5746,236,5449,763,5264,763,3084,190,1878,190,6454,190,7869,190,7719,190,12954,190,14413,190,15017,72,10331,190,5408,499,1296,499,108860,57,5625,190,5256,743,4950,743,2978,190,1640,190,5815,190,7841,190,7268,190,12806,190,14985,57,16777,190,11983,190,6336,835,4600,835
