GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25,HD01_VD26,HD02_VD26,HD01_VD27,HD02_VD27,HD01_VD28,HD02_VD28,HD01_VD29,HD02_VD29,HD01_VD30,HD02_VD30,HD01_VD31,HD02_VD31
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Male:,Margin of Error; Male:,Estimate; Male: - Under 5 years,Margin of Error; Male: - Under 5 years,Estimate; Male: - 5 to 9 years,Margin of Error; Male: - 5 to 9 years,Estimate; Male: - 10 to 14 years,Margin of Error; Male: - 10 to 14 years,Estimate; Male: - 15 to 17 years,Margin of Error; Male: - 15 to 17 years,Estimate; Male: - 18 and 19 years,Margin of Error; Male: - 18 and 19 years,Estimate; Male: - 20 to 24 years,Margin of Error; Male: - 20 to 24 years,Estimate; Male: - 25 to 29 years,Margin of Error; Male: - 25 to 29 years,Estimate; Male: - 30 to 34 years,Margin of Error; Male: - 30 to 34 years,Estimate; Male: - 35 to 44 years,Margin of Error; Male: - 35 to 44 years,Estimate; Male: - 45 to 54 years,Margin of Error; Male: - 45 to 54 years,Estimate; Male: - 55 to 64 years,Margin of Error; Male: - 55 to 64 years,Estimate; Male: - 65 to 74 years,Margin of Error; Male: - 65 to 74 years,Estimate; Male: - 75 to 84 years,Margin of Error; Male: - 75 to 84 years,Estimate; Male: - 85 years and over,Margin of Error; Male: - 85 years and over,Estimate; Female:,Margin of Error; Female:,Estimate; Female: - Under 5 years,Margin of Error; Female: - Under 5 years,Estimate; Female: - 5 to 9 years,Margin of Error; Female: - 5 to 9 years,Estimate; Female: - 10 to 14 years,Margin of Error; Female: - 10 to 14 years,Estimate; Female: - 15 to 17 years,Margin of Error; Female: - 15 to 17 years,Estimate; Female: - 18 and 19 years,Margin of Error; Female: - 18 and 19 years,Estimate; Female: - 20 to 24 years,Margin of Error; Female: - 20 to 24 years,Estimate; Female: - 25 to 29 years,Margin of Error; Female: - 25 to 29 years,Estimate; Female: - 30 to 34 years,Margin of Error; Female: - 30 to 34 years,Estimate; Female: - 35 to 44 years,Margin of Error; Female: - 35 to 44 years,Estimate; Female: - 45 to 54 years,Margin of Error; Female: - 45 to 54 years,Estimate; Female: - 55 to 64 years,Margin of Error; Female: - 55 to 64 years,Estimate; Female: - 65 to 74 years,Margin of Error; Female: - 65 to 74 years,Estimate; Female: - 75 to 84 years,Margin of Error; Female: - 75 to 84 years,Estimate; Female: - 85 years and over,Margin of Error; Female: - 85 years and over
0500000US01003,01003,"Baldwin County, Alabama",146516,513,71495,479,4379,119,3903,859,5302,859,3077,267,1498,267,3907,267,5349,267,4350,267,9582,267,10243,267,8497,267,6302,267,3934,664,1172,535,75021,106,4154,106,3474,813,5300,813,2786,267,1519,267,4126,267,5241,267,4315,267,9826,267,10905,267,9294,267,7118,267,5436,547,1527,547
0500000US01015,01015,"Calhoun County, Alabama",85728,168,41488,87,2651,267,1919,653,3100,666,1631,267,1049,267,2820,267,2796,267,2413,267,5589,267,6419,267,5319,267,3434,267,2145,192,203,192,44240,81,2433,267,2861,627,1944,610,1547,267,1127,267,2961,267,2791,267,2248,267,5628,267,6501,267,5761,267,4100,267,3131,479,1207,479
0500000US01043,01043,"Cullman County, Alabama",75085,130,36845,60,2274,267,2562,418,2284,418,1544,267,943,267,2076,267,2733,267,2352,267,5232,267,5401,267,4384,267,2998,60,1610,247,452,247,38240,70,2073,267,2028,564,2524,564,1513,267,832,267,2152,267,2773,267,2326,267,4987,267,5355,267,4750,267,3470,70,2191,449,1266,449
0500000US01049,01049,"DeKalb County, Alabama",58466,291,28450,194,1697,106,1863,695,1935,686,1212,267,754,422,1239,422,2185,267,1947,267,4034,267,4293,267,3478,267,2188,267,1428,160,197,160,30016,163,1600,267,2251,529,1159,516,1219,267,954,503,1118,503,2153,267,1882,267,4098,267,4283,267,3783,267,2740,267,1940,348,836,348
0500000US01051,01051,"Elmore County, Alabama",57670,267,28674,267,1912,267,2429,448,1486,448,1210,267,652,267,1816,267,2144,267,1752,267,4273,267,4238,267,3458,267,1992,267,1064,183,248,183,28996,267,1824,267,1960,370,1694,370,1202,267,552,267,1698,267,2167,267,1870,267,4204,267,4210,267,3386,267,2151,267,1403,251,675,251
0500000US01055,01055,"Etowah County, Alabama",83386,267,40214,267,2394,267,2343,521,2740,521,1605,267,891,267,2330,267,2827,267,2437,267,5583,267,5782,267,5353,267,3313,267,1657,379,959,379,43172,267,2215,267,2792,486,2036,486,1458,267,873,267,2308,267,2766,267,2606,267,5483,267,6190,267,5749,267,4049,267,3404,357,1243,357
0500000US01069,01069,"Houston County, Alabama",68655,39,33104,267,2241,267,2053,263,2174,263,1439,267,790,267,1858,267,1918,267,1950,267,4576,267,5124,267,4249,267,2721,267,1628,148,383,148,35551,39,2006,39,1827,319,2229,319,1246,267,714,267,1810,267,2187,267,2022,267,4692,267,5331,267,4586,267,3287,267,2500,283,1114,283
0500000US01073,01073,"Jefferson County, Alabama",353772,189,170118,267,9873,267,11081,1371,8742,1371,6530,267,4346,267,10739,267,9022,267,10109,267,24772,267,28013,267,22872,267,12849,267,8817,631,2353,631,183654,189,9462,267,8621,1101,10178,1103,6127,267,4349,267,10484,64,8673,267,10033,267,24864,267,29139,267,24721,162,16476,267,14216,969,6311,969
0500000US01077,01077,"Lauderdale County, Alabama",76895,267,36940,267,1973,267,2293,532,2111,532,1397,267,1083,267,2851,267,2427,267,2062,267,5009,267,5504,267,4616,267,3168,267,2153,260,293,260,39955,267,1940,267,2183,557,2097,557,1433,267,822,524,3254,524,2128,267,2275,267,5138,267,5778,267,5087,267,3731,267,3102,534,987,534
