GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25,HD01_VD26,HD02_VD26,HD01_VD27,HD02_VD27,HD01_VD28,HD02_VD28,HD01_VD29,HD02_VD29,HD01_VD30,HD02_VD30,HD01_VD31,HD02_VD31,HD01_VD32,HD02_VD32,HD01_VD33,HD02_VD33,HD01_VD34,HD02_VD34,HD01_VD35,HD02_VD35,HD01_VD36,HD02_VD36,HD01_VD37,HD02_VD37,HD01_VD38,HD02_VD38,HD01_VD39,HD02_VD39,HD01_VD40,HD02_VD40,HD01_VD41,HD02_VD41,HD01_VD42,HD02_VD42,HD01_VD43,HD02_VD43,HD01_VD44,HD02_VD44,HD01_VD45,HD02_VD45,HD01_VD46,HD02_VD46,HD01_VD47,HD02_VD47,HD01_VD48,HD02_VD48,HD01_VD49,HD02_VD49
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Male:,Margin of Error; Male:,Estimate; Male: - Under 5 years,Margin of Error; Male: - Under 5 years,Estimate; Male: - 5 to 9 years,Margin of Error; Male: - 5 to 9 years,Estimate; Male: - 10 to 14 years,Margin of Error; Male: - 10 to 14 years,Estimate; Male: - 15 to 17 years,Margin of Error; Male: - 15 to 17 years,Estimate; Male: - 18 and 19 years,Margin of Error; Male: - 18 and 19 years,Estimate; Male: - 20 years,Margin of Error; Male: - 20 years,Estimate; Male: - 21 years,Margin of Error; Male: - 21 years,Estimate; Male: - 22 to 24 years,Margin of Error; Male: - 22 to 24 years,Estimate; Male: - 25 to 29 years,Margin of Error; Male: - 25 to 29 years,Estimate; Male: - 30 to 34 years,Margin of Error; Male: - 30 to 34 years,Estimate; Male: - 35 to 39 years,Margin of Error; Male: - 35 to 39 years,Estimate; Male: - 40 to 44 years,Margin of Error; Male: - 40 to 44 years,Estimate; Male: - 45 to 49 years,Margin of Error; Male: - 45 to 49 years,Estimate; Male: - 50 to 54 years,Margin of Error; Male: - 50 to 54 years,Estimate; Male: - 55 to 59 years,Margin of Error; Male: - 55 to 59 years,Estimate; Male: - 60 and 61 years,Margin of Error; Male: - 60 and 61 years,Estimate; Male: - 62 to 64 years,Margin of Error; Male: - 62 to 64 years,Estimate; Male: - 65 and 66 years,Margin of Error; Male: - 65 and 66 years,Estimate; Male: - 67 to 69 years,Margin of Error; Male: - 67 to 69 years,Estimate; Male: - 70 to 74 years,Margin of Error; Male: - 70 to 74 years,Estimate; Male: - 75 to 79 years,Margin of Error; Male: - 75 to 79 years,Estimate; Male: - 80 to 84 years,Margin of Error; Male: - 80 to 84 years,Estimate; Male: - 85 years and over,Margin of Error; Male: - 85 years and over,Estimate; Female:,Margin of Error; Female:,Estimate; Female: - Under 5 years,Margin of Error; Female: - Under 5 years,Estimate; Female: - 5 to 9 years,Margin of Error; Female: - 5 to 9 years,Estimate; Female: - 10 to 14 years,Margin of Error; Female: - 10 to 14 years,Estimate; Female: - 15 to 17 years,Margin of Error; Female: - 15 to 17 years,Estimate; Female: - 18 and 19 years,Margin of Error; Female: - 18 and 19 years,Estimate; Female: - 20 years,Margin of Error; Female: - 20 years,Estimate; Female: - 21 years,Margin of Error; Female: - 21 years,Estimate; Female: - 22 to 24 years,Margin of Error; Female: - 22 to 24 years,Estimate; Female: - 25 to 29 years,Margin of Error; Female: - 25 to 29 years,Estimate; Female: - 30 to 34 years,Margin of Error; Female: - 30 to 34 years,Estimate; Female: - 35 to 39 years,Margin of Error; Female: - 35 to 39 years,Estimate; Female: - 40 to 44 years,Margin of Error; Female: - 40 to 44 years,Estimate; Female: - 45 to 49 years,Margin of Error; Female: - 45 to 49 years,Estimate; Female: - 50 to 54 years,Margin of Error; Female: - 50 to 54 years,Estimate; Female: - 55 to 59 years,Margin of Error; Female: - 55 to 59 years,Estimate; Female: - 60 and 61 years,Margin of Error; Female: - 60 and 61 years,Estimate; Female: - 62 to 64 years,Margin of Error; Female: - 62 to 64 years,Estimate; Female: - 65 and 66 years,Margin of Error; Female: - 65 and 66 years,Estimate; Female: - 67 to 69 years,Margin of Error; Female: - 67 to 69 years,Estimate; Female: - 70 to 74 years,Margin of Error; Female: - 70 to 74 years,Estimate; Female: - 75 to 79 years,Margin of Error; Female: - 75 to 79 years,Estimate; Female: - 80 to 84 years,Margin of Error; Female: - 80 to 84 years,Estimate; Female: - 85 years and over,Margin of Error; Female: - 85 years and over
0500000US01003,01003,"Baldwin County, Alabama",212628,*****,104698,1519,5860,483,6011,1432,8022,1166,4780,642,1969,344,953,626,638,343,3452,733,6528,695,6957,954,6496,1257,5473,1209,6674,599,6769,804,7165,1367,2372,796,4403,1144,3422,1178,3828,1051,5250,1034,3948,735,1779,616,1949,669,107930,1519,5478,378,6739,1016,5747,1090,3384,334,2321,1091,1193,919,873,907,3171,1204,5704,606,6236,923,7672,1453,6908,1384,6982,857,6895,477,7654,1321,3071,995,5576,1170,2809,655,4056,828,6186,955,4222,924,2970,974,2083,631
0500000US01015,01015,"Calhoun County, Alabama",114728,*****,55339,651,3469,409,3098,796,4112,770,2182,334,1652,577,589,399,749,436,2027,843,4119,665,3171,369,3726,831,3325,743,3495,451,3630,134,3098,681,1782,666,2563,726,1228,471,1438,467,2702,476,1301,430,1169,438,714,354,59389,651,3335,604,3196,643,3249,654,2359,308,1588,388,445,300,650,448,2446,475,4117,468,3696,562,4061,727,3174,739,3569,4,3755,161,4321,731,1890,639,2115,778,1516,462,1638,478,3432,633,1938,437,1131,483,1768,478
0500000US01043,01043,"Cullman County, Alabama",82755,*****,40972,517,2313,172,2292,651,2741,640,1939,234,1028,178,734,508,392,258,1646,677,2635,200,2647,282,1758,597,3243,598,2505,200,3138,491,3174,630,788,391,1398,500,1180,593,974,392,1960,578,1643,422,645,360,199,185,41783,517,2299,130,1924,610,3060,653,1524,138,645,381,412,285,326,284,1564,509,2834,310,2281,145,2250,599,2877,537,2766,242,2779,114,2909,695,1081,469,1977,644,691,317,1139,387,2898,475,1284,394,1407,477,856,397
0500000US01049,01049,"DeKalb County, Alabama",71617,*****,34602,1028,1888,473,2770,782,2170,689,1379,201,1025,805,1301,801,292,265,887,471,1951,205,2033,368,2104,580,2489,713,2210,260,2137,158,2468,657,1071,546,928,337,573,253,1537,525,1554,469,883,330,753,322,199,141,37015,1028,2304,666,2755,619,2559,643,1415,285,1349,643,334,372,566,309,1019,433,2295,350,1611,153,2875,673,1984,576,2347,372,2410,260,2881,476,939,326,907,381,1142,442,1202,473,1336,504,1650,377,687,344,448,195
0500000US01051,01051,"Elmore County, Alabama",81677,*****,39635,959,2667,443,2530,678,2570,937,1778,768,1103,341,815,496,418,349,972,490,3269,338,2293,380,2662,595,2678,717,2666,380,2723,392,2218,546,885,370,1889,524,880,457,1052,452,1450,522,1238,317,602,292,277,227,42042,959,2195,529,2079,662,2547,631,1729,602,1432,803,1061,1055,666,428,1333,933,2237,218,2558,517,2956,1152,3071,519,3188,458,2828,400,3852,508,603,362,1083,434,668,375,1325,511,1768,564,1071,369,1056,418,736,382
0500000US01055,01055,"Etowah County, Alabama",102755,*****,49230,739,2895,305,3783,689,2548,609,2022,398,1527,501,536,492,446,423,1817,604,3161,467,2729,242,2489,852,3564,783,3523,446,3097,309,2995,705,1659,587,2257,644,772,413,1846,630,2590,545,1426,496,748,431,800,370,53525,739,3005,337,3496,759,2592,710,1999,331,1059,301,581,396,597,427,2006,644,3312,451,3057,589,3423,750,3121,682,3907,311,3019,224,3070,744,1340,471,2916,865,979,384,2591,623,2546,541,1947,634,2070,613,892,419
0500000US01069,01069,"Houston County, Alabama",104346,*****,50125,235,3271,102,3309,440,3694,438,2263,87,1084,40,538,245,577,284,1767,320,3490,217,3153,139,3022,416,2935,401,3217,117,3587,273,3934,387,1082,275,1479,299,1036,277,1720,377,2049,292,1110,261,1037,235,771,222,54221,235,3026,115,3549,366,2950,370,2127,77,1016,54,655,333,881,316,1490,373,3834,172,3430,194,3153,449,3482,435,3509,103,3590,131,4044,359,1368,308,1858,323,1307,297,1885,310,2551,347,1680,304,1347,269,1489,297
0500000US01073,01073,"Jefferson County, Alabama",659197,*****,311204,854,21402,472,19635,1920,22819,1977,12081,310,8170,402,3595,1034,4121,1073,13830,1379,22954,409,21886,455,21441,1843,18117,1978,19422,410,19348,393,19293,1833,8770,1466,12507,1667,7473,1205,8274,1094,10740,1295,6594,996,4246,769,4486,841,347993,854,21086,533,21085,1926,20209,1878,12437,348,8614,498,5843,1127,3780,1252,12380,1379,24952,407,23981,626,24095,2092,19226,1917,21644,792,21863,453,23135,1943,9335,1211,15059,1298,8822,1262,10191,1136,13569,1554,10453,1257,7472,1309,8762,1217
0500000US01077,01077,"Lauderdale County, Alabama",92538,*****,43447,520,2486,306,2210,659,2589,611,1542,219,1418,404,768,552,240,207,2197,714,2870,551,2632,397,2604,874,2388,622,2932,433,2866,285,2998,635,838,410,1806,575,1154,394,1533,521,2090,636,1237,409,788,373,1261,511,49091,520,2368,275,2575,554,2601,565,2006,269,1564,342,1112,693,822,492,2115,838,2895,456,2859,491,2902,753,2386,585,2976,394,2992,328,3394,701,1586,580,1687,581,1380,481,1570,490,2593,666,2075,481,1803,597,830,353
0500000US01081,01081,"Lee County, Alabama",161604,*****,78585,1538,4002,648,4099,1081,6047,1076,2699,936,4239,737,4532,1382,1806,929,5369,1400,5475,786,5302,697,4529,913,5113,1154,4614,689,4405,625,4505,956,1335,594,2088,683,1022,490,2052,691,2437,647,1151,414,1052,490,712,476,83019,1538,5217,627,5269,1200,4346,1024,2716,533,5887,1390,2777,1012,1729,873,4035,1174,6124,909,7201,1059,3594,1064,4795,899,5029,305,5027,384,4584,708,1281,504,3018,718,1694,580,2437,657,2718,639,1470,478,1105,416,966,379
0500000US01083,01083,"Limestone County, Alabama",94402,*****,47911,990,2445,543,3712,759,2935,724,2306,465,646,379,327,353,743,519,2615,830,3621,1013,3262,479,2591,925,3707,750,3272,320,3356,323,3646,747,991,482,1444,555,888,391,1033,423,2228,617,1104,358,633,288,406,279,46491,990,2592,663,2428,784,2744,679,2066,498,1216,484,457,392,816,485,1335,710,3249,719,2644,386,3290,734,2432,864,2879,222,4087,716,2746,627,1655,554,1634,588,702,384,1190,424,2879,635,1657,519,1148,397,645,382
0500000US01089,01089,"Madison County, Alabama",361046,*****,176730,485,10976,368,10512,1528,12127,1524,7237,285,5163,344,839,426,3282,1035,7975,1013,13406,466,11498,364,11861,1416,10237,1409,10831,324,13258,552,12334,1334,6676,1189,5525,1073,2690,679,5254,900,6193,819,4347,767,2587,684,1922,479,184316,485,10339,354,9777,1068,11740,1124,6798,347,4247,979,2263,879,2508,895,7670,1297,13127,442,12049,311,11216,1655,11296,1626,12163,415,13971,402,14650,1131,3514,904,6731,1138,4248,1098,5599,1127,7439,1005,4995,687,4328,723,3648,610
0500000US01095,01095,"Marshall County, Alabama",95548,*****,46197,589,2762,381,4306,689,2749,729,1873,229,1029,164,281,191,970,545,1976,487,3062,415,3173,536,2595,639,3162,779,2848,192,2928,165,3408,571,970,425,1368,442,925,366,1614,403,1667,388,1307,367,784,339,440,264,49351,589,3505,370,2477,635,4028,693,1978,334,1867,1065,336,217,1155,902,1584,655,3467,631,2222,53,1997,549,3422,477,3161,422,3025,154,3392,510,993,415,1617,471,1531,570,1682,491,1970,435,1785,398,1435,511,722,281
0500000US01097,01097,"Mobile County, Alabama",413955,*****,196427,837,13332,295,13142,1581,13951,1525,8593,449,4903,213,3273,1054,2786,824,7849,1330,14770,423,12305,538,9805,1274,13490,1265,12148,549,12506,352,13224,1288,4693,862,7691,1107,4180,876,5734,961,8271,951,4561,872,3107,796,2113,633,217528,837,13769,526,12272,1392,13935,1347,8675,525,5470,464,3459,934,3449,1143,6842,1013,15685,480,13928,492,13711,1312,12483,1301,13039,435,13637,379,14357,1228,6976,1247,8359,1610,5640,1090,7915,1230,8378,1075,6368,1041,4578,987,4603,963
0500000US01101,01101,"Montgomery County, Alabama",226646,*****,106660,446,7209,342,7012,1233,8016,1175,4545,304,3733,531,1239,708,1183,668,5169,821,8315,275,7129,254,6132,1296,7551,1290,6317,261,6576,279,6856,926,2047,649,3652,844,2842,735,2770,618,3112,707,2593,581,1666,503,996,417,119986,446,7846,296,6969,1633,7370,1631,4481,386,3084,542,1909,853,810,447,5529,1144,9164,296,7866,270,6871,1174,8239,1214,7427,189,7421,286,8650,1034,2652,740,4612,879,2119,608,3955,761,4593,748,3755,680,1792,477,2872,653
0500000US01103,01103,"Morgan County, Alabama",118818,*****,59890,988,3792,424,4411,926,4079,934,2516,481,1482,442,539,471,1610,788,1412,747,3762,548,4066,729,4392,812,2968,771,4017,583,3861,400,3751,790,1388,568,2400,627,1768,555,2162,541,2088,773,1854,499,872,333,700,414,58928,988,3247,363,3306,821,3270,752,2266,387,1775,847,416,390,1508,509,1028,566,3701,637,3420,555,3647,851,3957,846,3847,446,3962,281,3905,734,1967,703,2311,565,1538,609,2090,755,2845,746,2253,521,1295,488,1374,497
0500000US01115,01115,"St. Clair County, Alabama",88199,*****,43920,809,2865,481,3539,957,2749,1183,1519,96,374,309,309,299,127,159,2107,403,2761,314,2997,396,2993,742,2724,816,3686,541,2832,232,3219,685,1285,524,1429,625,989,516,275,209,2712,572,733,469,1408,515,288,288,44279,809,2462,336,2231,644,3443,936,1737,462,265,251,383,386,384,286,1804,740,2826,354,2829,319,2701,609,3125,783,3228,557,2880,421,3147,776,1226,612,1418,608,1191,414,2061,620,1977,597,722,411,1607,412,632,290
0500000US01117,01117,"Shelby County, Alabama",213605,*****,104267,706,6375,706,7810,1112,7924,1226,4571,259,2561,592,1142,835,1517,613,3102,820,5935,603,6481,811,7540,1342,7805,1321,7920,535,6736,394,6242,859,2718,731,3780,779,2042,644,3421,801,3621,786,2429,480,1641,443,954,359,109338,706,5116,533,6635,862,7428,929,4816,394,2855,656,1733,696,1549,713,3711,1023,5538,317,7340,504,7164,1145,7431,1125,8218,414,7307,229,6095,1033,2741,778,5614,930,2099,634,3852,748,4548,682,3706,814,1999,654,1843,476
0500000US01121,01121,"Talladega County, Alabama",80065,*****,39033,645,2476,557,2544,730,2393,721,1712,340,765,484,371,250,709,714,1299,479,2760,743,2121,395,2853,670,2102,593,2658,513,2667,200,2146,590,1708,521,1565,472,540,211,1594,524,1668,583,1332,515,306,212,744,360,41032,645,1862,500,2447,488,2396,496,1568,316,957,503,549,390,726,393,1098,502,2774,614,2337,498,3157,821,2151,707,2596,492,2766,2,2830,654,1502,607,1565,526,761,376,1614,533,2179,624,1379,438,1158,404,660,340
0500000US01125,01125,"Tuscaloosa County, Alabama",207811,*****,100874,738,6732,415,5766,1007,5949,985,4085,542,6894,1155,1741,856,2165,928,5957,1443,8744,493,6624,730,5710,1283,6264,1156,5379,200,5646,457,5072,778,2026,603,4811,1031,1952,581,2528,675,3441,672,1686,475,1067,333,635,446,106937,738,6326,486,7378,919,3746,888,3579,254,7464,1112,2355,981,3244,1341,5434,1427,8426,185,6403,215,6824,1140,5476,1062,5981,140,6095,341,5414,1039,2915,789,4459,1020,1902,620,2959,854,4132,736,2682,747,1858,633,1885,733
0500000US01127,01127,"Walker County, Alabama",64058,*****,30846,589,1819,305,2253,650,1651,564,828,504,699,143,200,182,374,283,1348,452,2414,407,1895,286,1741,496,1524,489,2085,112,2340,310,2081,590,830,414,1466,492,614,340,666,365,2144,411,802,265,776,321,296,199,33212,589,1935,305,1901,424,1759,476,1908,415,844,380,628,303,96,97,978,368,1816,200,1551,69,1298,440,2351,409,2195,254,1996,200,2634,572,947,464,1615,419,891,358,1348,405,1621,461,929,346,622,320,1349,403
0500000US02020,02020,"Anchorage Municipality, Alaska",294356,*****,149386,1234,9966,866,11141,1104,9376,1067,5722,1036,4742,900,2251,985,2662,781,6632,1298,14458,732,12444,846,11997,1637,8622,1416,8833,703,8241,524,8714,1147,4095,855,4514,874,2849,654,3697,901,4186,782,2227,551,1227,361,790,354,144970,1234,11591,836,10434,1495,8816,1334,4996,778,3163,778,2417,884,1765,853,6216,1147,12268,947,10848,1003,12592,1545,8285,1268,7569,557,9783,987,9999,1067,3203,907,5040,950,2114,757,3924,838,4138,747,2268,720,1571,445,1970,652
0500000US02090,02090,"Fairbanks North Star Borough, Alaska",99703,*****,52701,1422,3544,502,4047,1077,2275,826,1348,284,1901,958,896,568,1982,1316,4196,1167,5863,817,4411,665,3152,873,3719,1154,2306,283,2380,169,2801,639,1305,592,1645,514,1060,658,1251,513,1421,594,434,298,515,351,249,254,47002,1422,3488,650,4383,1192,3023,811,1824,607,876,627,539,448,626,394,2841,723,4940,682,4242,805,3091,900,2232,773,2389,431,2858,557,3024,679,1212,587,815,444,802,437,1395,590,866,460,877,473,459,290,200,146
0500000US02170,02170,"Matanuska-Susitna Borough, Alaska",106532,*****,55528,330,3969,194,3614,515,4961,525,2618,248,1433,296,532,389,1105,524,2039,451,3734,128,3861,338,4404,649,2778,547,3691,379,3624,296,4141,507,1454,437,1612,394,1092,366,1139,295,1970,322,694,308,690,331,373,244,51004,330,3759,190,3875,561,4147,560,2207,188,867,111,725,350,311,182,2397,481,3215,99,3498,157,3785,605,3184,597,3018,236,3200,273,3437,490,1581,469,1595,439,936,343,1567,301,1686,420,1062,299,408,204,544,251
0500000US04001,04001,"Apache County, Arizona",71606,*****,35700,701,2326,244,2925,515,3233,690,1753,81,1548,387,832,602,451,326,1069,388,2318,165,2219,372,2314,414,1723,480,1780,176,2037,163,2065,409,981,402,1225,447,584,245,1359,376,1154,307,626,248,884,394,294,137,35906,701,2293,211,2763,448,2675,420,1811,167,1205,299,218,174,570,199,1362,282,2159,238,2279,362,2177,425,1646,418,2157,347,2085,272,2450,457,705,285,1499,444,1010,310,1517,377,1128,280,851,284,840,270,506,191
0500000US04003,04003,"Cochise County, Arizona",124756,*****,63763,824,3813,240,4338,778,3315,861,2308,230,1562,528,1020,416,385,333,2821,874,5047,446,3929,193,3776,662,3141,656,3496,483,3342,179,3309,671,1846,519,3151,681,1683,458,2211,680,3661,684,2193,416,2074,549,1342,526,60993,824,3703,278,4828,872,2721,660,2048,208,957,489,658,503,645,340,2823,696,3479,180,3345,219,2641,702,3598,688,3246,305,3627,185,4036,831,1920,707,3066,621,1286,539,2802,675,3643,644,2987,644,1549,523,1385,535
0500000US04005,04005,"Coconino County, Arizona",140776,*****,70219,1009,4044,251,2969,736,5284,752,3485,739,4276,595,2014,856,1707,717,4997,907,5534,4,4522,614,4670,902,2969,614,3675,489,3738,380,4571,922,1125,418,2910,685,1399,350,1614,416,1992,368,1845,502,433,184,446,269,70557,1009,3588,184,2972,853,5176,631,2051,454,8075,1814,2433,1026,1538,1141,2735,1143,5156,523,3865,347,4124,836,3817,900,3433,367,4061,454,4600,661,1442,427,2548,668,1231,378,2262,503,2259,502,1507,356,809,342,875,327
0500000US04013,04013,"Maricopa County, Arizona",4307033,*****,2130646,511,143769,208,141321,4880,157487,4891,90922,172,57615,255,30263,2995,30620,3173,86070,3198,165089,219,152009,282,142931,4698,137017,4675,139572,203,131517,261,126559,3878,48053,2713,61983,3194,39356,2495,58649,3084,74840,3189,54582,2407,33562,2133,26860,2130,2176387,511,136856,323,136292,4829,151105,4825,87511,298,54264,206,28645,2832,28753,2769,81064,3584,159526,235,146624,*****,144615,4262,135785,4200,141657,194,135286,297,134854,4473,48633,2875,74130,4188,43970,2946,66553,3053,90509,3263,63380,2974,38980,2710,47395,2481
0500000US04015,04015,"Mohave County, Arizona",207200,*****,103960,956,4976,669,4345,1173,5778,1175,3198,396,2148,617,671,462,912,514,1926,538,7085,733,3943,532,5412,1420,5030,1246,5550,411,6236,551,8263,1201,2637,790,5367,1070,3157,822,7118,1022,7339,977,5876,1017,4596,766,2397,876,103240,956,4330,564,3751,1020,6374,873,3447,401,2848,645,691,370,771,505,2254,744,5150,835,4772,832,4269,1092,3790,789,5593,786,7219,879,8803,1055,2630,694,5481,1026,4260,947,6041,1168,7393,1009,6217,1237,4371,882,2785,873
0500000US04017,04017,"Navajo County, Arizona",108956,*****,55149,385,4081,269,3436,537,5093,528,2879,278,1710,559,721,404,665,288,2253,451,3358,546,2987,267,2918,603,2758,463,3231,375,3143,235,3456,689,1360,532,2424,503,1700,482,1771,518,1970,490,1535,489,1000,429,700,373,53807,385,3619,273,3396,705,4921,774,2020,500,1445,344,591,401,692,428,1389,399,3501,166,1957,266,3612,660,2503,656,3173,432,3488,323,3865,668,1979,627,1924,593,1021,373,2280,523,2471,592,1842,410,896,366,1222,447
0500000US04019,04019,"Pima County, Arizona",1022769,*****,502603,607,29901,7,31386,2444,29923,2443,18628,583,17079,1001,10493,1848,9069,1749,25209,2345,35892,4,30903,110,30207,2083,27904,2066,27666,479,28297,186,33566,2095,10440,1475,16833,1771,11545,1372,17090,1676,23823,1672,17966,1437,8652,1190,10131,1324,520166,607,28937,134,28423,2448,30567,2428,19254,492,15602,869,10872,2204,8638,2054,24355,2223,32734,112,28719,4,31442,2182,27053,2167,28335,263,29879,658,31974,1776,14783,1256,21283,1754,14011,1466,19856,1742,26273,1719,22178,1407,11421,1427,13577,1261
0500000US04021,04021,"Pinal County, Arizona",430237,*****,224093,1378,12031,570,14514,1766,15037,1883,8603,787,6064,693,2196,1107,1963,654,8675,1315,16372,563,16137,796,15477,1705,15947,1695,14099,726,11493,604,11569,1199,4582,1087,7663,1144,6193,1066,8665,1248,10390,1146,8590,1022,5579,894,2254,641,206144,1378,12609,850,14536,1753,13579,1988,8095,700,4569,484,2291,919,1891,624,6013,981,11438,729,12523,538,12585,1491,12796,1672,11245,793,11197,712,11958,1353,5547,1031,8877,1378,7745,1423,8731,1272,11070,1442,9302,1254,4084,880,3463,1117
0500000US04025,04025,"Yavapai County, Arizona",228168,*****,111901,1195,5073,681,5109,1201,5833,1214,3451,444,1702,580,1269,736,2468,778,2775,862,6042,930,5256,988,4560,993,5010,1138,5257,615,6684,614,7336,1426,4112,1037,6627,1173,5012,1711,5300,1311,9792,1440,6346,1013,3728,946,3159,780,116267,1195,4129,723,5866,961,4622,942,3360,477,3242,749,925,498,603,317,1812,706,5193,210,4525,424,5487,1142,5186,1080,5726,209,6890,174,9795,1390,4768,1241,7197,1318,5244,1374,7117,1246,9310,1276,6142,1018,4420,911,4708,1042
0500000US04027,04027,"Yuma County, Arizona",207534,*****,106351,636,7481,165,7572,1383,7422,1346,4073,257,3327,477,1745,695,2612,932,6172,1108,8228,242,7399,446,5936,1203,5849,1045,5463,397,5107,181,4681,798,2225,693,2820,697,2571,615,2176,610,4303,662,4672,774,2464,561,2053,598,101183,636,7291,218,5877,920,8281,819,4500,397,3286,497,1378,557,1191,580,4054,848,6699,207,6145,414,4303,758,6417,731,5876,387,5673,309,5107,751,2192,675,3402,769,2434,605,3311,722,4371,741,5084,743,2492,642,1819,625
0500000US05007,05007,"Benton County, Arkansas",266300,*****,132118,554,9860,494,9231,1404,11848,1377,5503,164,3023,180,1488,487,1364,498,4835,661,9507,551,10338,458,10537,1209,8603,1099,8704,329,8104,415,7207,970,2272,640,4330,876,2225,582,3406,537,3551,579,2827,525,2150,537,1205,401,134182,554,8540,398,9212,1346,10856,1343,5702,259,3121,594,1516,563,1544,640,4461,739,9248,425,10198,531,8599,1295,10326,1225,8702,494,7683,487,8231,1154,3029,876,3693,962,2484,641,3567,611,5225,744,4062,633,1952,620,2231,613
0500000US05031,05031,"Craighead County, Arkansas",107115,*****,52837,776,3940,533,2943,728,4713,751,2387,437,1361,215,439,319,847,474,2577,861,4854,1041,3475,693,4055,1236,3525,1321,2956,269,2909,154,2831,580,858,500,1471,591,1162,587,1702,545,1497,459,1271,363,515,330,549,352,54278,776,3338,558,3710,1081,3115,1086,2055,433,2435,771,919,475,935,620,2070,799,4060,448,3856,693,3472,766,3215,774,2906,241,3611,614,3619,780,1495,654,1143,544,903,424,1084,508,2436,550,1711,544,1471,723,719,377
0500000US05045,05045,"Faulkner County, Arkansas",123654,*****,60358,525,4027,403,4903,836,3338,789,2306,410,2409,460,1694,1224,1713,875,3314,1209,4813,394,4121,504,4033,625,3323,802,3719,347,3789,498,3278,698,1421,620,1535,451,663,330,1304,544,2334,482,904,428,691,334,726,385,63296,525,3732,514,4232,797,3830,804,2362,186,4437,1028,1161,610,959,573,3264,1063,4449,469,3699,301,4390,871,2612,822,4360,772,4340,669,4044,552,1129,401,1646,526,694,366,1922,631,2668,609,1430,462,671,326,1265,441
0500000US05051,05051,"Garland County, Arkansas",98658,*****,47436,1174,2547,651,2926,939,2628,964,1838,609,1873,575,612,529,839,505,759,542,3258,647,3158,524,1931,588,2470,657,2659,322,3033,368,3440,660,1547,556,1329,541,822,356,2143,580,3054,621,2644,509,1117,529,809,418,51222,1174,2295,508,2598,819,3317,999,1693,1244,997,450,428,350,560,345,1313,482,2586,232,2424,289,2503,890,3489,1178,2987,264,3506,616,3675,828,1445,484,2396,721,1253,401,2317,564,3575,624,2155,533,2106,735,1604,567
0500000US05069,05069,"Jefferson County, Arkansas",69115,*****,34875,794,2622,710,2303,806,2499,760,1448,567,1045,421,582,380,130,189,1821,572,2446,2,2089,320,2195,424,1879,441,2041,87,2156,201,2411,464,489,284,1613,456,762,383,1291,414,1249,476,701,302,585,287,518,320,34240,794,1151,524,2331,867,1769,576,1363,406,1252,905,278,334,145,170,1952,835,2098,342,2024,145,2023,668,1752,604,2132,416,2411,131,2588,497,1195,444,1206,423,568,344,1244,367,1917,415,1109,485,597,388,1135,389
0500000US05085,05085,"Lonoke County, Arkansas",72898,*****,34973,634,2238,157,2563,749,2616,758,1479,138,777,131,30,54,182,175,1680,220,2737,440,2589,302,3121,774,1828,639,2130,71,2481,242,2526,469,729,347,973,462,1046,309,992,425,804,366,933,255,379,232,140,124,37925,634,2522,435,2836,697,2569,542,2204,399,545,351,463,365,433,427,1699,664,2525,230,2596,332,2635,612,2139,551,2502,231,2314,172,2036,537,1273,457,1312,476,488,277,800,385,1829,470,1074,336,506,249,625,296
0500000US05119,05119,"Pulaski County, Arkansas",393956,*****,188053,740,13420,270,14457,1590,12047,1594,6844,250,4664,543,2636,1008,946,540,9042,1329,15045,680,12979,701,11176,1768,12816,1775,11942,831,11139,395,12957,1261,4565,1065,6164,1097,4680,1079,6075,1112,5433,1022,4607,791,1845,552,2574,798,205903,740,12917,236,13479,1500,11910,1449,7263,401,4055,344,1971,669,1856,922,8785,1344,15976,556,14707,455,13093,1654,13055,1598,13208,626,12243,307,14806,1448,5491,1145,7247,1317,6087,979,5414,962,8167,1226,5626,983,3471,633,5076,877
0500000US05125,05125,"Saline County, Arkansas",119323,*****,59762,850,3519,491,4084,786,4742,1023,2791,423,1588,328,570,402,798,432,1563,534,3467,275,4441,709,4622,692,2915,581,3587,255,4133,368,3843,683,1524,456,1803,634,1691,568,1440,491,3040,597,1579,500,1341,565,681,367,59561,850,3508,686,3946,846,3399,776,1975,130,922,201,511,409,789,533,2132,582,4100,470,3700,308,4087,897,4510,844,3492,113,3863,157,3710,774,1904,701,2328,757,1251,550,1564,497,3436,637,1993,515,1171,446,1270,488
