GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25,HD01_VD26,HD02_VD26,HD01_VD27,HD02_VD27,HD01_VD28,HD02_VD28,HD01_VD29,HD02_VD29,HD01_VD30,HD02_VD30,HD01_VD31,HD02_VD31,HD01_VD32,HD02_VD32,HD01_VD33,HD02_VD33,HD01_VD34,HD02_VD34,HD01_VD35,HD02_VD35,HD01_VD36,HD02_VD36,HD01_VD37,HD02_VD37,HD01_VD38,HD02_VD38,HD01_VD39,HD02_VD39,HD01_VD40,HD02_VD40,HD01_VD41,HD02_VD41,HD01_VD42,HD02_VD42,HD01_VD43,HD02_VD43,HD01_VD44,HD02_VD44,HD01_VD45,HD02_VD45,HD01_VD46,HD02_VD46,HD01_VD47,HD02_VD47,HD01_VD48,HD02_VD48,HD01_VD49,HD02_VD49
0500000US12095,12095,"Orange County, Florida",1348975,*****,662509,405,42767,181,37893,2971,47567,2987,25733,149,18359,455,10990,1638,9265,1691,31560,2450,61471,155,53636,569,49168,2954,44444,2955,45154,232,43589,366,37997,2620,16026,2219,17731,2064,8703,1426,15783,2161,19267,1975,11374,1551,6945,1275,7087,1302,686466,405,40688,192,40534,3245,40815,3231,25907,217,19178,4,9593,2163,9427,2125,34295,2359,59794,426,52600,268,52505,3090,43508,3018,45918,4,44632,224,46188,2753,11422,1646,20659,2510,13854,2165,18685,2038,19611,1979,13637,1903,11178,1747,11838,1645
0500000US12097,12097,"Osceola County, Florida",352180,*****,173575,1144,12121,998,10918,1624,14107,1733,7671,511,4598,624,3028,1746,2564,1372,6764,1601,12865,913,12036,779,9326,1998,16661,2284,11207,542,11384,950,9868,1271,2894,1026,5398,1339,3701,1139,3076,898,6349,1194,3359,777,2027,631,1653,779,178605,1144,10926,1035,12085,1922,11085,1881,8459,807,6447,1266,1837,1045,2600,1198,6590,1558,11305,386,11652,620,12880,1929,13119,1973,13331,1355,10972,653,9625,1561,3171,1055,6994,1514,3758,1251,4949,1345,6943,1385,4516,1037,2725,865,2636,1032
0500000US12099,12099,"Palm Beach County, Florida",1471150,*****,713677,344,38784,321,41415,2596,38805,2580,25657,165,15857,341,7360,1586,7324,1454,26431,2155,46358,2,43218,4,41762,3327,41716,3369,45718,213,47894,318,48963,2923,18371,2158,24797,2746,16693,1654,26303,2355,33411,2190,29886,2224,22108,1864,24846,2190,757473,344,36874,2,38223,3044,38701,3044,24692,3,15534,370,7894,1462,7348,1452,23151,1507,44339,228,42200,205,42552,2714,42192,2712,48061,236,51050,127,50720,2728,21136,1942,29520,2213,19520,2118,30195,2408,43812,2664,39587,2901,25537,2652,34635,2611
0500000US12101,12101,"Pasco County, Florida",525643,*****,255616,653,14239,315,14149,1621,16501,1621,9507,449,6084,443,3670,959,2642,907,6919,1008,14302,363,14280,256,14213,1451,16319,1415,17676,295,17712,353,19073,1095,5902,1157,8566,1095,5429,1035,10266,1158,14656,1266,10867,1129,6262,980,6382,1035,270027,653,13455,265,13181,1375,16271,1401,9633,449,5502,440,2666,932,3294,916,6637,1112,14452,393,15141,356,16254,1542,15950,1619,17401,574,18149,244,19029,1482,5943,1035,12434,1371,7528,1102,11362,1485,16619,1376,13642,1300,7984,1203,7500,1270
0500000US12103,12103,"Pinellas County, Florida",970637,*****,465729,341,22014,216,23370,2272,21565,2241,14155,298,9003,892,4783,1326,4370,1351,14576,1599,30232,219,27607,89,28192,2305,23228,2250,30553,324,34428,226,36423,2253,14962,1700,21839,2014,15969,2011,17292,1655,25953,2108,20180,1769,12664,1300,12371,1495,504908,341,21127,152,21512,1814,21719,1819,14425,322,7497,783,3461,942,5321,1390,15571,1590,30500,3,28856,297,27421,2009,26786,2032,31646,94,36730,99,43241,1993,15860,1567,22482,1787,15452,1482,23142,2077,29791,2014,24369,2033,15711,1734,22288,2244
0500000US12105,12105,"Polk County, Florida",686483,*****,336724,595,20725,472,20315,2120,24132,2114,13662,278,8354,226,5500,1337,2893,1098,12154,1528,22808,485,21220,393,19164,2082,20392,2109,20973,740,20843,467,20902,1613,8252,1096,11001,1502,8435,1435,11387,1349,16208,1445,13604,1575,7941,1212,5859,1014,349759,595,19407,344,20921,1818,20925,1814,13145,253,7841,2,2610,850,4747,1132,12754,1403,23478,462,20607,181,21243,2159,20301,2047,21278,760,21295,535,21702,1946,10200,1438,12447,1683,9746,1593,13644,1963,18889,2035,14519,1651,10155,1559,7905,1354
0500000US12107,12107,"Putnam County, Florida",73464,*****,36700,891,2116,505,2388,726,2107,683,1621,765,827,377,280,343,628,617,1167,864,2235,595,2023,636,1556,759,1855,529,2203,588,2433,415,2792,487,822,330,1770,550,1111,529,1114,392,2436,701,1172,648,1340,409,704,351,36764,891,1918,380,1256,512,3012,886,1375,772,778,534,46,64,529,397,1072,628,2256,429,1869,470,1477,693,1727,525,2320,496,2612,505,3108,606,981,435,1845,637,827,416,1554,484,2319,584,1329,526,1332,559,1222,504
0500000US12109,12109,"St. Johns County, Florida",243812,*****,118564,1654,5540,551,8247,1477,7226,1366,4979,400,2470,332,1397,888,992,661,3792,993,5088,436,6631,1200,6688,1271,8005,1176,8679,761,9012,643,10309,2066,3164,1218,4272,1234,3264,934,4711,1015,5854,1083,3964,1041,2517,807,1763,675,125248,1654,7517,1135,8345,1497,6718,1426,5190,636,2924,295,1597,526,1097,605,2845,767,5860,654,6766,903,7926,1307,7510,1456,8383,658,9519,739,9677,1133,3012,1138,5005,1098,4847,1188,3737,1032,6794,1141,5318,1246,2065,857,2596,834
0500000US12111,12111,"St. Lucie County, Florida",313506,*****,152989,1184,8556,482,8339,1352,9826,1380,6102,1074,5205,1581,695,629,2031,1019,6141,1164,7531,1251,8296,15,7201,1647,9451,1785,8876,958,9795,58,10149,1701,5154,1362,5432,1511,3910,1018,6022,1444,9039,1339,6796,1538,4165,1146,4277,1138,160517,1184,7706,174,8820,1370,8365,1390,5336,1116,3722,1145,2466,1371,1247,735,4119,1277,8971,182,8352,84,10463,1483,7326,1490,9725,297,10827,338,11895,2028,3442,1217,7621,1642,4211,1107,6974,1241,11123,1482,9111,1400,5103,1178,3592,1016
0500000US12113,12113,"Santa Rosa County, Florida",174272,*****,89176,1054,4478,435,5379,823,5887,861,3665,538,2562,552,1436,691,869,603,3681,996,5989,512,6050,445,6160,1049,5657,1300,6304,651,6257,482,6475,940,2463,933,3084,817,2182,856,2839,778,3187,808,2776,573,1000,401,796,529,85096,1054,4679,529,4759,1066,5629,1091,3742,485,2538,825,916,590,1041,681,2229,935,5005,369,5607,681,5381,874,4488,969,6592,551,6306,455,6453,1065,2183,683,3249,813,1341,584,2341,720,4622,837,3468,645,1403,579,1124,511
0500000US12115,12115,"Sarasota County, Florida",419119,*****,199834,957,7773,629,8486,1484,9199,1527,5721,616,3963,737,2079,1033,1051,584,5607,999,9138,990,8068,373,9351,1362,8434,1400,10622,360,11587,221,14732,1587,5763,1110,8973,1430,6728,1590,12415,1834,16772,1601,13254,1807,10191,1406,9927,1805,219285,957,6982,758,8656,1485,7700,1681,5568,642,3177,551,953,484,2328,1157,4800,1337,9150,565,9107,738,9338,1329,8752,1423,11319,437,13638,595,16188,1914,8223,1504,10748,1620,7722,1112,14463,1451,19533,1594,16094,1673,10361,1357,14485,1637
0500000US12117,12117,"Seminole County, Florida",462659,*****,222721,964,11531,872,14224,1584,13870,1568,8677,210,4521,783,3569,998,3345,924,8521,1181,17597,4,16275,216,17130,1505,13300,1506,15764,296,15472,354,13747,1723,6885,1422,7659,1262,3943,925,6803,1262,8831,1324,4592,937,2240,627,4225,1182,239938,964,13017,872,13090,1624,14447,1615,8977,275,5079,611,2765,961,3002,1009,8089,1238,17147,533,16284,4,16119,1886,16403,1888,17413,306,16557,322,17794,1415,5875,1036,8118,1382,6076,1399,7958,1153,8572,1249,5815,1003,4764,875,6577,984
0500000US12119,12119,"Sumter County, Florida",125165,*****,62316,1161,1410,1026,397,442,1526,495,850,374,1145,863,166,258,510,421,1036,582,1333,611,2140,934,1892,979,3241,799,2076,348,2525,616,2723,865,1167,522,4132,1057,2705,955,6553,1437,10436,1505,7151,1615,4049,1228,3153,1291,62849,1161,1265,324,747,352,1012,353,1276,495,1066,744,63,133,196,185,315,291,1623,704,1621,888,1185,781,1315,725,1608,333,2111,223,3134,1064,3202,1320,4254,1142,4017,1140,6738,1553,12036,1804,6972,1449,2904,939,4189,1582
0500000US12127,12127,"Volusia County, Florida",538692,*****,263063,744,12902,354,14093,1718,13401,1761,9446,515,6608,616,3853,1065,3578,1180,9027,1321,16896,279,14484,329,13020,1773,14965,1779,15704,328,17231,338,19885,1731,7428,1081,11463,1509,6755,1360,11115,1567,16689,1641,12089,1347,6555,1033,5876,1123,275629,744,12462,204,12803,1930,13458,1909,7406,545,5875,161,3460,1258,2887,941,9033,1422,16339,410,14255,467,15119,1573,13422,1551,15905,315,18675,301,21545,1807,9655,1451,12559,1494,7353,1094,12355,1321,19204,1416,13834,1467,8571,1265,9454,1147
0500000US12131,12131,"Walton County, Florida",68376,*****,34343,802,1892,216,2106,675,1780,723,1067,536,396,269,348,319,414,253,1075,430,2011,185,2454,402,2621,744,2175,636,2200,273,2316,307,2654,799,354,318,2101,681,564,367,1036,443,2574,569,1240,371,756,355,209,178,34033,802,1975,411,1766,597,2062,619,1191,471,346,357,171,191,235,307,808,449,2050,384,2125,314,2462,609,992,559,2076,317,2717,301,2609,619,1163,443,1953,699,934,527,1505,533,2101,737,1508,497,394,396,890,387
0500000US13013,13013,"Barrow County, Georgia",79061,*****,37948,537,2826,448,3186,682,2977,648,1561,234,912,258,564,272,555,308,1068,356,2861,471,3197,524,2966,569,2682,553,2753,429,2225,276,2318,452,678,301,1018,395,414,245,967,388,1092,364,676,249,312,207,140,184,41113,537,2675,459,3193,623,2837,591,1652,361,901,226,523,325,480,284,1308,418,2891,325,3063,475,2577,554,2662,541,3313,479,2525,291,2924,568,909,392,1166,347,818,322,730,317,1426,440,1064,506,899,445,577,265
0500000US13015,13015,"Bartow County, Georgia",105054,*****,51901,1270,3541,505,3410,1044,3594,871,2640,696,1413,727,621,480,207,231,2214,1052,3540,362,3475,687,2759,833,3974,1093,3705,420,3910,578,3996,678,650,343,2045,635,575,306,1658,530,1923,529,1247,345,445,286,359,318,53153,1270,3423,896,3424,970,3203,862,2321,772,1089,280,108,187,524,362,2248,621,3794,522,3799,761,3541,851,2828,749,3699,521,4114,906,3744,653,701,421,1975,651,1386,592,1385,531,2175,543,1820,725,607,341,1245,587
0500000US13021,13021,"Bibb County, Georgia",152862,*****,71456,762,5292,410,5936,1138,4695,1153,3236,237,2073,850,507,310,925,555,3834,1028,5018,128,4101,139,4065,836,3993,860,4375,414,4760,448,4826,856,2012,783,2398,733,1306,404,1862,598,2748,635,1447,491,974,381,1073,452,81406,762,5215,505,4697,986,5319,1025,3300,261,2319,760,1638,551,1395,739,3124,830,5772,151,5061,333,6366,708,2869,655,4933,477,4913,110,4660,1060,2944,699,3344,742,1438,773,2997,685,3002,718,2193,649,1408,447,2499,677
0500000US13031,13031,"Bulloch County, Georgia",76149,*****,37124,427,2406,313,2123,538,2458,473,603,234,3881,1056,1978,602,1412,808,2330,909,2781,570,2072,395,1997,502,1503,654,2057,455,2238,470,969,399,1170,541,1443,513,447,313,627,379,1125,427,854,294,284,230,366,291,39025,427,1766,311,1776,720,2492,734,1711,219,3748,890,1458,611,1080,513,2719,857,2833,115,1842,476,2407,816,1877,799,2162,429,2393,614,1893,559,628,379,1611,686,660,430,853,411,1070,463,988,481,376,350,682,417
0500000US13045,13045,"Carroll County, Georgia",117812,*****,56432,889,3265,398,3410,964,4715,1069,2332,619,860,632,366,343,1870,1048,3734,1269,3255,361,3557,696,4562,1556,3856,1002,4020,907,3387,562,3715,695,1187,504,2094,689,740,423,1856,577,1465,435,699,347,965,373,522,291,61380,889,3913,475,2785,732,5243,1000,2522,621,1582,559,1846,1101,1211,648,3151,1031,4483,674,3473,842,3682,1049,3560,973,3607,536,4288,684,4137,947,846,412,2444,787,1405,571,922,431,2689,643,1750,509,1229,461,612,394
0500000US13047,13047,"Catoosa County, Georgia",66550,*****,31442,896,1728,71,1014,470,3098,410,1238,572,1439,535,285,327,141,184,691,369,1963,205,2060,532,1826,653,2823,686,2204,152,2199,148,1907,496,576,304,1492,516,762,429,1221,484,1003,497,972,317,378,258,422,260,35108,896,1608,101,2656,664,2062,581,1858,557,1320,872,666,533,586,379,1658,719,666,540,2021,174,1751,561,2532,558,2300,65,2417,278,2354,447,815,391,1445,508,679,502,1308,500,1565,508,1829,422,725,388,287,225
0500000US13051,13051,"Chatham County, Georgia",290501,*****,139047,985,9263,594,8669,1589,8539,1671,4892,369,3334,1064,2787,1646,1912,950,8067,1582,13115,362,11687,1008,8509,1665,8077,1515,7660,436,8741,1036,8638,1026,3319,811,3570,792,3241,888,3790,780,4616,842,2854,654,1310,552,2457,699,151454,985,9814,807,7835,1191,8970,1411,4783,368,5062,380,2699,791,1775,599,7019,956,12575,253,10895,543,9196,1514,9517,1528,8957,602,8547,211,9433,1317,4479,1371,6232,1367,3350,830,4090,777,6214,905,3838,669,3341,646,2833,645
0500000US13057,13057,"Cherokee County, Georgia",247573,*****,121439,1263,6333,683,7947,1295,11745,1365,5572,513,2713,621,1030,665,1616,1095,5094,1202,6436,227,7383,935,6760,1517,10105,1591,9389,677,9220,927,8819,1201,2715,947,4459,1210,3256,758,2850,775,3460,857,2817,498,1135,380,585,339,126134,1263,6985,686,7238,1495,9721,1566,6098,681,3656,692,2688,1100,1094,555,2632,922,7225,887,6900,560,8060,1596,9968,1722,10644,556,8535,465,9057,1328,3109,1075,4571,1085,2630,972,4075,902,5117,1021,3353,699,1218,518,1560,565
0500000US13059,13059,"Clarke County, Georgia",127064,*****,60800,1153,3305,893,3429,617,2966,640,1923,684,4157,1352,2923,1400,2711,922,6278,1602,5583,941,3818,318,5217,956,2139,653,3914,844,1934,385,2642,558,1001,575,1416,531,892,358,1343,468,1508,468,807,325,566,228,328,201,66264,1153,3214,979,2218,947,3093,1026,1808,462,8041,1411,3207,1360,2363,971,5341,1196,5050,815,4525,493,3479,922,3879,935,3227,518,2707,237,3010,618,1945,605,1157,442,1418,483,1357,454,1709,471,1604,498,741,331,1171,390
0500000US13063,13063,"Clayton County, Georgia",285153,*****,134018,716,11146,566,9522,1752,13584,1833,6424,466,3929,246,2439,914,1547,716,6171,1276,11202,571,8897,254,9491,1449,7294,1437,8230,507,9253,633,7399,1059,3344,955,3003,813,1441,588,4549,915,2407,766,975,454,929,498,842,351,151135,716,10325,434,10744,1506,11329,1601,6787,550,3771,455,1795,749,1836,906,7114,1116,12576,547,10436,325,10405,1521,10533,1501,11274,667,9962,608,8778,1286,4260,1105,4656,945,2573,686,4160,838,3182,737,2240,445,1393,465,1006,467
0500000US13067,13067,"Cobb County, Georgia",755754,*****,364922,671,23907,42,25335,1744,25753,1749,15933,454,9371,2,5070,1416,5686,1415,14139,1850,27654,649,26564,78,26738,2174,25000,2163,26542,693,25014,12,23059,1993,8422,1329,11802,1592,6161,1100,8089,1174,11480,1313,5868,870,3462,906,3873,766,390832,671,23430,4,24738,2453,25955,2450,16047,459,9888,532,5449,1189,5268,1651,13224,1901,27989,3,27613,206,29722,2222,26699,2247,28934,208,27769,100,25803,1584,8701,1241,13133,1563,8226,1316,9480,1223,14315,1380,7163,1138,5060,1035,6226,1131
0500000US13073,13073,"Columbia County, Georgia",151579,*****,74421,1721,4928,969,5243,1402,5577,1127,4511,1157,1910,479,1520,911,1120,520,1835,670,6703,1026,5015,1098,3770,1195,5785,1686,4757,744,4470,746,4505,969,1169,626,3062,1094,1056,521,2400,657,1881,508,1706,640,953,480,545,331,77158,1721,4139,718,5274,1531,5974,1398,3189,756,2615,1718,1908,1210,1117,1387,2207,782,4264,640,4816,1204,3893,1471,5751,1267,6042,796,4686,675,6486,1765,1074,524,2777,909,1272,618,2450,719,2168,832,2767,821,1097,719,1192,567
0500000US13077,13077,"Coweta County, Georgia",143114,*****,70094,1274,4527,998,5671,978,4402,854,3273,501,2183,608,1167,537,1551,796,1910,530,4103,246,3689,651,4636,908,3682,870,5033,770,6473,1112,5029,620,1884,631,2079,581,1545,554,1571,478,2570,662,1826,414,978,422,312,215,73020,1274,4411,1156,4543,1086,5276,1043,3354,523,2020,724,637,520,1412,830,2610,823,3139,295,4031,512,6748,1134,3686,935,6059,583,5380,680,5492,754,1663,595,1962,585,1437,596,2394,740,2518,709,2078,625,983,481,1187,580
0500000US13089,13089,"DeKalb County, Georgia",753253,*****,355639,357,26797,123,25480,2078,23251,2078,13034,276,8861,387,3987,1004,2628,935,15549,1288,31325,288,29416,4,27421,2161,23743,2174,24605,94,23105,172,22109,1775,7268,1735,10119,1621,6091,1191,8723,1337,9528,1130,6763,905,3090,811,2746,812,397614,357,26059,4,23912,2312,22994,2248,13678,298,8285,767,3340,709,5039,1135,16451,1303,34084,262,32083,169,28675,2303,27860,2292,27009,128,25978,163,25101,1831,11197,1680,12334,1589,8506,1402,10208,1557,14071,1672,7078,1042,5612,1040,8060,1246
0500000US13095,13095,"Dougherty County, Georgia",89502,*****,41623,410,2890,246,2984,632,3331,610,1827,220,1710,672,677,443,748,485,1756,664,3398,468,2413,138,2848,656,1875,649,2529,250,2091,264,2386,512,850,394,1656,557,1054,359,1475,503,1103,442,673,278,591,273,758,406,47879,410,3101,207,3193,699,2682,685,1782,182,2047,787,399,363,664,471,2081,807,3660,397,2770,288,3464,815,3684,938,1357,417,2931,52,3238,624,1114,443,1713,574,1138,425,1802,432,1544,398,1397,447,1347,469,771,357
0500000US13097,13097,"Douglas County, Georgia",143882,*****,68338,696,5189,1071,4520,1019,6032,1219,3266,179,1792,992,1327,719,748,634,2443,841,4464,462,4073,550,4487,1128,4737,1347,5313,690,4858,252,3361,859,2642,890,1753,647,1408,572,1236,434,1978,511,1707,504,407,271,597,412,75544,696,4165,413,6343,1471,4657,1457,3387,265,1400,520,472,344,934,507,3162,679,4916,447,5105,469,5973,1180,5487,1018,5662,181,5717,310,5006,752,772,355,3039,844,953,501,1870,613,2720,736,1576,738,1063,732,1165,659
0500000US13113,13113,"Fayette County, Georgia",112549,*****,55254,995,2211,557,3626,929,5118,1099,2955,532,1390,615,155,191,752,464,2162,782,3220,812,1883,1023,2855,949,3618,963,4082,710,4060,585,3789,682,1573,580,2561,586,1084,448,2554,610,2390,595,1502,422,1233,401,481,277,57295,995,2161,604,3427,701,4052,650,2757,534,1431,493,94,175,320,369,1546,848,3672,1126,2928,921,3314,899,3335,707,4525,583,4283,630,4307,749,1991,619,2239,644,1641,554,2536,583,2484,652,1906,527,1171,437,1175,477
0500000US13115,13115,"Floyd County, Georgia",97613,*****,45372,999,2526,490,2658,715,3171,677,1927,377,1405,399,852,415,841,444,2260,584,2324,131,3295,919,3049,734,2918,823,2915,403,2982,354,2707,508,1486,507,1180,438,876,387,1177,466,2225,551,1281,506,903,418,414,274,52241,999,3407,875,3703,913,3283,948,1910,352,1627,201,856,343,487,290,2461,775,2809,374,3584,742,2856,842,3467,706,2850,351,3713,435,2981,580,1425,493,1742,610,1370,428,2049,490,1629,366,1511,443,766,310,1755,527
0500000US13117,13117,"Forsyth County, Georgia",227967,*****,113178,778,7030,619,8996,864,10413,903,6020,322,2780,378,1035,480,924,545,3837,745,4345,506,6070,162,8111,1041,10387,933,10184,529,9002,479,6659,757,2080,627,3295,655,1703,479,2846,582,2960,575,2450,535,1284,493,767,372,114789,778,6872,571,9487,940,9414,913,5395,312,2325,315,1080,523,424,314,3491,625,5389,625,6690,582,9622,1149,9258,1076,10545,347,8240,277,7197,750,1679,470,3207,696,2290,493,3414,626,3273,633,2828,528,1620,456,1049,412
0500000US13121,13121,"Fulton County, Georgia",1041423,*****,504089,669,31947,2,33282,2671,32483,2661,19697,655,14892,735,8657,1944,6619,1812,23834,2202,44898,48,40661,229,40385,2850,30576,2864,37259,71,34166,90,28282,2295,13157,2119,13858,1940,8513,1283,12420,1458,11470,1591,8631,1268,4873,1196,3529,913,537334,669,30706,55,32102,2561,31547,2537,20314,665,15221,728,6776,1596,5366,1383,24743,1877,46707,185,42747,205,43007,3112,34601,3135,38317,51,34912,77,30816,2008,13908,1624,16897,1572,10283,1590,13811,1941,16490,1584,11794,1802,7265,1262,9004,1310
0500000US13127,13127,"Glynn County, Georgia",85282,*****,39515,820,2009,757,2455,732,2439,678,2168,654,1224,579,895,698,406,408,1186,531,2089,483,2192,878,2144,864,2752,767,2170,427,2918,785,2652,518,1202,505,1373,522,708,443,1947,605,1641,595,1313,745,555,345,1077,452,45767,820,3087,585,2067,752,3380,730,1391,646,1031,650,259,358,264,367,1992,720,2679,448,2599,731,2622,901,2687,878,3288,768,2510,352,3471,676,1557,511,1534,504,1138,496,2266,673,2354,656,1831,466,569,300,1191,466
0500000US13135,13135,"Gwinnett County, Georgia",920260,*****,450500,628,30979,2,33442,2583,39243,2589,23214,114,12088,789,5345,1376,5375,1348,19723,1759,30582,355,30150,247,34388,2741,30383,2744,34211,297,31935,223,28238,2136,10747,1775,11551,1775,6962,1245,8667,1175,10939,1378,7300,991,3058,804,1980,652,469760,628,30094,4,35479,2826,35214,2827,22450,113,11248,178,5931,1663,4320,1282,19046,1907,30751,225,31012,4,37387,2663,32850,2660,36567,2,33900,194,30872,1690,9583,1482,13520,1552,8687,1418,10947,1321,11983,1417,8622,1349,5464,1386,3833,946
0500000US13139,13139,"Hall County, Georgia",199335,*****,100111,436,6647,464,7366,1138,8065,1081,4830,297,2463,320,1625,656,1280,534,3941,884,6735,357,6287,369,5941,1169,6487,1096,7552,626,6524,286,6197,773,1960,624,3299,673,1512,430,2969,734,3578,675,2020,540,1690,479,1143,529,99224,436,6005,279,6021,1044,7923,1056,4151,241,2756,426,1283,508,1570,681,3703,656,6225,334,5904,346,6468,1040,6536,1050,6777,271,6099,198,6020,938,1651,498,4213,911,1900,591,3388,568,3722,665,3237,720,2186,553,1486,536
0500000US13151,13151,"Henry County, Georgia",225813,*****,108914,1218,7378,1285,6476,1563,11467,1949,5641,233,4131,947,2393,741,723,593,4282,806,6559,825,4886,1142,6896,1698,7922,1976,8290,689,7659,178,8058,1158,1630,584,3220,984,2216,747,2147,651,3354,761,1471,595,1441,563,674,396,116899,1218,6234,760,8179,1550,8315,1737,5320,336,3772,677,1851,1115,1760,1038,3562,1281,7124,791,6283,58,9637,1886,8221,1588,10168,672,8613,469,7153,1246,2198,975,4813,926,2877,840,2483,694,3268,797,1963,693,2143,732,962,455
0500000US13153,13153,"Houston County, Georgia",153479,*****,74943,1359,5970,1297,5142,1019,6193,1287,3674,912,2432,969,1790,1034,595,411,1494,863,5842,589,5364,410,6558,1120,3354,1013,4516,417,5065,352,5155,761,2286,694,1436,541,1152,570,1469,522,2539,670,1571,394,855,327,491,346,78536,1359,4349,1104,5306,1123,5378,1159,3504,693,1554,935,685,560,566,357,3956,1250,5332,829,5579,1174,5532,1276,6089,1451,5273,639,5150,251,5088,1055,2328,819,2159,804,1771,581,1533,736,3192,765,2086,583,1622,504,504,288
0500000US13157,13157,"Jackson County, Georgia",67519,*****,34639,815,2836,455,2163,489,2159,444,1172,224,418,265,143,199,27,45,1793,579,2365,565,2680,637,2762,785,2651,950,2405,331,2466,270,2188,543,434,291,1182,495,685,332,911,342,1432,669,1225,336,323,205,219,160,32880,815,2268,518,1656,593,3043,675,1364,219,736,307,248,245,186,271,754,333,1967,246,2069,271,2021,574,2493,574,2144,165,2190,291,1943,736,1239,477,1168,453,574,276,1220,367,1250,377,1332,406,493,269,522,309
0500000US13185,13185,"Lowndes County, Georgia",115489,*****,56781,1007,5049,804,3966,941,3553,1041,2384,717,1963,722,1583,869,834,589,5190,1101,4724,160,4111,355,3611,1020,2967,815,2836,606,2904,605,3756,516,764,333,967,382,785,333,1353,442,1393,441,964,338,715,385,409,170,58708,1007,3785,734,2478,768,4582,817,2116,564,2811,1198,1040,539,1298,765,4795,1354,4532,365,4153,520,4013,791,2650,732,3040,109,3052,112,3536,606,1122,417,2020,549,1017,455,1138,381,2226,506,1277,516,1381,515,646,294
0500000US13215,13215,"Muscogee County, Georgia",194058,*****,94497,586,7330,489,6879,1155,6920,1131,3761,387,4091,717,1928,701,1272,582,3717,786,8214,471,7210,615,6434,1176,5211,1103,5608,463,5274,294,6069,915,2332,662,2274,760,1194,535,1771,584,3248,544,1987,485,937,385,836,359,99561,586,6627,394,7325,1224,6214,1272,3313,138,2450,551,1270,554,1466,769,3741,992,8103,634,6880,468,7203,1329,5800,1187,5802,610,5880,257,6081,879,3511,897,2793,593,2412,619,2846,602,2963,572,3541,730,1497,468,1843,582
0500000US13217,13217,"Newton County, Georgia",108078,*****,52712,1124,4439,738,4605,1149,3970,1269,2899,905,2118,1185,793,597,1144,803,1877,1169,2300,757,2674,846,3637,995,3296,916,4341,684,2944,698,2991,647,1043,477,1548,559,790,414,1150,588,1999,566,708,414,468,375,978,481,55366,1124,2262,648,3188,716,4481,698,2565,826,2765,1071,992,831,404,408,979,619,3346,1011,3470,241,4380,816,3362,760,4505,348,3936,111,2778,668,2082,872,1696,760,1334,529,1733,598,1871,615,1412,471,1192,547,633,405
0500000US13223,13223,"Paulding County, Georgia",159445,*****,78210,971,7004,967,5404,1227,7095,1308,3492,700,2085,702,1094,526,937,564,3013,919,5094,1076,4652,693,6422,1466,4357,1165,6734,493,5449,607,5378,854,1318,649,1700,652,843,466,1919,599,2048,564,1221,405,761,477,190,199,81235,971,3911,429,5322,1273,7248,1696,3670,606,1436,663,1445,963,955,649,2498,812,5579,987,4696,660,5808,1388,7444,1678,6106,781,6146,1017,4994,1083,1990,820,2621,782,1562,533,1817,797,2851,696,978,480,864,614,1294,562
0500000US13245,13245,"Richmond County, Georgia",201800,*****,96855,795,6900,403,5905,1341,6531,1514,3736,150,3106,531,1378,481,963,479,7657,985,9012,516,6537,112,5646,1060,5570,1163,5191,477,5781,415,5822,1067,3130,883,2819,808,2093,574,2282,657,2716,672,2430,583,1038,556,612,303,104945,795,7060,617,8091,1156,5186,1100,3458,224,2580,147,2257,1039,1775,845,3784,1194,9320,539,7266,410,6276,1122,5697,1114,6224,476,6131,144,6618,1212,2351,694,4790,1216,1608,605,3379,907,4392,986,3144,707,1516,601,2042,542
0500000US13247,13247,"Rockdale County, Georgia",90312,*****,42676,966,3251,883,2815,1060,3723,929,2070,496,1642,871,192,256,1173,704,1644,600,2471,716,692,486,4577,974,2124,854,2418,388,2934,144,3549,635,1198,536,954,397,574,314,1582,505,1444,459,1138,399,495,241,16,34,47636,966,2183,797,3394,687,3346,698,1811,200,1857,772,712,594,256,214,2975,978,1425,685,2979,699,3536,917,2689,898,3338,229,3532,148,2767,787,1919,670,1760,679,2090,604,920,440,1568,589,1303,394,939,392,337,221
