"Notes"	"Year"	"Year Code"	"Single-Year Ages"	"Single-Year Ages Code"	Deaths	Population	Crude Rate
	"1999"	"1999"	"< 1 year"	"0"	1376	233881	588.3
	"1999"	"1999"	"1 year"	"1"	118	223458	52.8
	"1999"	"1999"	"2 years"	"2"	72	226492	31.8
	"1999"	"1999"	"3 years"	"3"	50	223616	22.4
	"1999"	"1999"	"4 years"	"4"	38	233547	16.3
	"1999"	"1999"	"5 years"	"5"	37	232440	15.9
	"1999"	"1999"	"6 years"	"6"	23	228268	10.1
	"1999"	"1999"	"7 years"	"7"	31	232639	13.3
	"1999"	"1999"	"8 years"	"8"	35	219734	15.9
	"1999"	"1999"	"9 years"	"9"	23	211014	10.9
	"1999"	"1999"	"10 years"	"10"	23	199556	11.5
	"1999"	"1999"	"11 years"	"11"	24	193892	12.4
	"1999"	"1999"	"12 years"	"12"	28	186016	15.1
	"1999"	"1999"	"13 years"	"13"	30	183600	16.3
	"1999"	"1999"	"14 years"	"14"	43	179135	24.0
	"1999"	"1999"	"15 years"	"15"	59	176553	33.4
	"1999"	"1999"	"16 years"	"16"	111	184110	60.3
	"1999"	"1999"	"17 years"	"17"	131	188109	69.6
	"1999"	"1999"	"18 years"	"18"	153	191742	79.8
	"1999"	"1999"	"19 years"	"19"	147	196179	74.9
	"1999"	"1999"	"20 years"	"20"	175	196975	88.8
	"1999"	"1999"	"21 years"	"21"	171	196520	87.0
	"1999"	"1999"	"22 years"	"22"	166	201088	82.6
	"1999"	"1999"	"23 years"	"23"	156	203901	76.5
	"1999"	"1999"	"24 years"	"24"	156	210272	74.2
	"1999"	"1999"	"25 years"	"25"	123	210328	58.5
	"1999"	"1999"	"26 years"	"26"	186	211877	87.8
	"1999"	"1999"	"27 years"	"27"	159	211440	75.2
	"1999"	"1999"	"28 years"	"28"	155	214611	72.2
	"1999"	"1999"	"29 years"	"29"	196	210481	93.1
	"1999"	"1999"	"30 years"	"30"	159	215332	73.8
	"1999"	"1999"	"31 years"	"31"	190	197351	96.3
	"1999"	"1999"	"32 years"	"32"	188	200140	93.9
	"1999"	"1999"	"33 years"	"33"	187	192381	97.2
	"1999"	"1999"	"34 years"	"34"	223	193818	115.1
	"1999"	"1999"	"35 years"	"35"	214	192807	111.0
	"1999"	"1999"	"36 years"	"36"	235	183649	128.0
	"1999"	"1999"	"37 years"	"37"	216	171696	125.8
	"1999"	"1999"	"38 years"	"38"	266	169653	156.8
	"1999"	"1999"	"39 years"	"39"	259	160012	161.9
	"1999"	"1999"	"40 years"	"40"	258	158464	162.8
	"1999"	"1999"	"41 years"	"41"	264	144139	183.2
	"1999"	"1999"	"42 years"	"42"	247	139395	177.2
	"1999"	"1999"	"43 years"	"43"	250	133786	186.9
	"1999"	"1999"	"44 years"	"44"	254	126836	200.3
	"1999"	"1999"	"45 years"	"45"	278	121314	229.2
	"1999"	"1999"	"46 years"	"46"	325	112712	288.3
	"1999"	"1999"	"47 years"	"47"	311	104321	298.1
	"1999"	"1999"	"48 years"	"48"	319	100683	316.8
	"1999"	"1999"	"49 years"	"49"	311	96904	320.9
	"1999"	"1999"	"50 years"	"50"	289	94821	304.8
	"1999"	"1999"	"51 years"	"51"	332	84888	391.1
	"1999"	"1999"	"52 years"	"52"	346	85073	406.7
	"1999"	"1999"	"53 years"	"53"	315	69997	450.0
	"1999"	"1999"	"54 years"	"54"	343	72581	472.6
	"1999"	"1999"	"55 years"	"55"	310	65341	474.4
	"1999"	"1999"	"56 years"	"56"	370	65191	567.6
	"1999"	"1999"	"57 years"	"57"	328	55978	585.9
	"1999"	"1999"	"58 years"	"58"	354	55719	635.3
	"1999"	"1999"	"59 years"	"59"	377	52863	713.2
	"1999"	"1999"	"60 years"	"60"	374	53224	702.7
	"1999"	"1999"	"61 years"	"61"	403	47919	841.0
