"Notes"	"Year"	"Year Code"	"Single-Year Ages"	"Single-Year Ages Code"	Deaths	Population	Crude Rate
	"1999"	"1999"	"< 1 year"	"0"	1392	234377	593.9
	"1999"	"1999"	"1 year"	"1"	119	223950	53.1
	"1999"	"1999"	"2 years"	"2"	72	226899	31.7
	"1999"	"1999"	"3 years"	"3"	50	223937	22.3
	"1999"	"1999"	"4 years"	"4"	38	233839	16.3
	"1999"	"1999"	"5 years"	"5"	37	232731	15.9
	"1999"	"1999"	"6 years"	"6"	23	228559	10.1
	"1999"	"1999"	"7 years"	"7"	31	232878	13.3
	"1999"	"1999"	"8 years"	"8"	35	220008	15.9
	"1999"	"1999"	"9 years"	"9"	23	211271	10.9
	"1999"	"1999"	"10 years"	"10"	23	199790	11.5
	"1999"	"1999"	"11 years"	"11"	24	194026	12.4
	"1999"	"1999"	"12 years"	"12"	28	186233	15.0
	"1999"	"1999"	"13 years"	"13"	30	183724	16.3
	"1999"	"1999"	"14 years"	"14"	43	179234	24.0
	"1999"	"1999"	"15 years"	"15"	59	176670	33.4
	"1999"	"1999"	"16 years"	"16"	111	184273	60.2
	"1999"	"1999"	"17 years"	"17"	131	188278	69.6
	"1999"	"1999"	"18 years"	"18"	154	191918	80.2
	"1999"	"1999"	"19 years"	"19"	147	196473	74.8
	"1999"	"1999"	"20 years"	"20"	175	197287	88.7
	"1999"	"1999"	"21 years"	"21"	172	196841	87.4
	"1999"	"1999"	"22 years"	"22"	167	201372	82.9
	"1999"	"1999"	"23 years"	"23"	156	204272	76.4
	"1999"	"1999"	"24 years"	"24"	157	210543	74.6
	"1999"	"1999"	"25 years"	"25"	123	210679	58.4
	"1999"	"1999"	"26 years"	"26"	185	212249	87.2
	"1999"	"1999"	"27 years"	"27"	158	211797	74.6
	"1999"	"1999"	"28 years"	"28"	155	214884	72.1
	"1999"	"1999"	"29 years"	"29"	196	210652	93.0
	"1999"	"1999"	"30 years"	"30"	159	215496	73.8
	"1999"	"1999"	"31 years"	"31"	188	197553	95.2
	"1999"	"1999"	"32 years"	"32"	186	200275	92.9
	"1999"	"1999"	"33 years"	"33"	188	192429	97.7
	"1999"	"1999"	"34 years"	"34"	223	193833	115.0
	"1999"	"1999"	"35 years"	"35"	211	192773	109.5
