"Notes"	"Year"	"Year Code"	"Single-Year Ages"	"Single-Year Ages Code"	Deaths	Population	Crude Rate
	"1999"	"1999"	"< 1 year"	"0"	1383	234171	590.6
	"1999"	"1999"	"1 year"	"1"	118	223616	52.8
	"1999"	"1999"	"2 years"	"2"	73	226609	32.2
	"1999"	"1999"	"3 years"	"3"	50	223712	22.4
	"1999"	"1999"	"4 years"	"4"	39	233593	16.7
	"1999"	"1999"	"5 years"	"5"	37	232415	15.9
	"1999"	"1999"	"6 years"	"6"	23	228297	10.1
	"1999"	"1999"	"7 years"	"7"	31	232592	13.3
	"1999"	"1999"	"8 years"	"8"	35	219653	15.9
	"1999"	"1999"	"9 years"	"9"	23	210927	10.9
	"1999"	"1999"	"10 years"	"10"	23	199500	11.5
	"1999"	"1999"	"11 years"	"11"	24	193767	12.4
	"1999"	"1999"	"12 years"	"12"	28	185925	15.1
	"1999"	"1999"	"13 years"	"13"	31	183445	16.9
	"1999"	"1999"	"14 years"	"14"	43	179006	24.0
	"1999"	"1999"	"15 years"	"15"	59	176450	33.4
	"1999"	"1999"	"16 years"	"16"	111	184043	60.3
	"1999"	"1999"	"17 years"	"17"	131	188099	69.6
	"1999"	"1999"	"18 years"	"18"	153	191841	79.8
	"1999"	"1999"	"19 years"	"19"	146	196293	74.4
	"1999"	"1999"	"20 years"	"20"	176	197171	89.3
	"1999"	"1999"	"21 years"	"21"	170	196816	86.4
	"1999"	"1999"	"22 years"	"22"	166	201428	82.4
	"1999"	"1999"	"23 years"	"23"	156	204289	76.4
	"1999"	"1999"	"24 years"	"24"	158	210673	75.0
	"1999"	"1999"	"25 years"	"25"	123	210669	58.4
	"1999"	"1999"	"26 years"	"26"	185	212238	87.2
	"1999"	"1999"	"27 years"	"27"	159	211784	75.1
	"1999"	"1999"	"28 years"	"28"	156	214861	72.6
	"1999"	"1999"	"29 years"	"29"	196	210631	93.1
	"1999"	"1999"	"30 years"	"30"	159	215463	73.8
	"1999"	"1999"	"31 years"	"31"	190	197381	96.3
	"1999"	"1999"	"32 years"	"32"	186	200199	92.9
	"1999"	"1999"	"33 years"	"33"	188	192368	97.7
	"1999"	"1999"	"34 years"	"34"	223	193775	115.1
	"1999"	"1999"	"35 years"	"35"	212	192746	110.0
	"1999"	"1999"	"36 years"	"36"	235	183536	128.0
	"1999"	"1999"	"37 years"	"37"	217	171628	126.4
	"1999"	"1999"	"38 years"	"38"	266	169532	156.9
