"Notes"	"Year"	"Year Code"	"Single-Year Ages"	"Single-Year Ages Code"	Deaths	Population	Crude Rate
	"1999"	"1999"	"< 1 year"	"0"	1375	233395	589.1
	"1999"	"1999"	"1 year"	"1"	118	223008	52.9
	"1999"	"1999"	"2 years"	"2"	72	226065	31.8
	"1999"	"1999"	"3 years"	"3"	50	223168	22.4
	"1999"	"1999"	"4 years"	"4"	38	233087	16.3
	"1999"	"1999"	"5 years"	"5"	37	231963	16.0
	"1999"	"1999"	"6 years"	"6"	23	227866	10.1
	"1999"	"1999"	"7 years"	"7"	31	232212	13.3
	"1999"	"1999"	"8 years"	"8"	35	219311	16.0
	"1999"	"1999"	"9 years"	"9"	23	210632	10.9
	"1999"	"1999"	"10 years"	"10"	23	199191	11.5
	"1999"	"1999"	"11 years"	"11"	24	193489	12.4
	"1999"	"1999"	"12 years"	"12"	28	185646	15.1
	"1999"	"1999"	"13 years"	"13"	30	183176	16.4
	"1999"	"1999"	"14 years"	"14"	43	178736	24.1
	"1999"	"1999"	"15 years"	"15"	59	176176	33.5
	"1999"	"1999"	"16 years"	"16"	111	183756	60.4
	"1999"	"1999"	"17 years"	"17"	131	187728	69.8
	"1999"	"1999"	"18 years"	"18"	153	191334	80.0
	"1999"	"1999"	"19 years"	"19"	147	195759	75.1
	"1999"	"1999"	"20 years"	"20"	174	196528	88.5
	"1999"	"1999"	"21 years"	"21"	170	196105	86.7
	"1999"	"1999"	"22 years"	"22"	166	200647	82.7
	"1999"	"1999"	"23 years"	"23"	156	203423	76.7
	"1999"	"1999"	"24 years"	"24"	156	209788	74.4
	"1999"	"1999"	"25 years"	"25"	123	209889	58.6
	"1999"	"1999"	"26 years"	"26"	185	211464	87.5
	"1999"	"1999"	"27 years"	"27"	158	211017	74.9
	"1999"	"1999"	"28 years"	"28"	155	214196	72.4
	"1999"	"1999"	"29 years"	"29"	196	209982	93.3
	"1999"	"1999"	"30 years"	"30"	159	214854	74.0
	"1999"	"1999"	"31 years"	"31"	188	196937	95.5
	"1999"	"1999"	"32 years"	"32"	185	199738	92.6
	"1999"	"1999"	"33 years"	"33"	187	191940	97.4
	"1999"	"1999"	"34 years"	"34"	223	193366	115.3
	"1999"	"1999"	"35 years"	"35"	211	192333	109.7
	"1999"	"1999"	"36 years"	"36"	234	183194	127.7
	"1999"	"1999"	"37 years"	"37"	216	171250	126.1
	"1999"	"1999"	"38 years"	"38"	266	169227	157.2
	"1999"	"1999"	"39 years"	"39"	257	159623	161.0
	"1999"	"1999"	"40 years"	"40"	256	158101	161.9
	"1999"	"1999"	"41 years"	"41"	263	143748	183.0
	"1999"	"1999"	"42 years"	"42"	247	138995	177.7
	"1999"	"1999"	"43 years"	"43"	249	133454	186.6
	"1999"	"1999"	"44 years"	"44"	254	126543	200.7
	"1999"	"1999"	"45 years"	"45"	278	121034	229.7
	"1999"	"1999"	"46 years"	"46"	324	112449	288.1
	"1999"	"1999"	"47 years"	"47"	311	104084	298.8
	"1999"	"1999"	"48 years"	"48"	318	100455	316.6
	"1999"	"1999"	"49 years"	"49"	310	96692	320.6
	"1999"	"1999"	"50 years"	"50"	288	94618	304.4
	"1999"	"1999"	"51 years"	"51"	332	84697	392.0
	"1999"	"1999"	"52 years"	"52"	344	84866	405.3
	"1999"	"1999"	"53 years"	"53"	314	69842	449.6
	"1999"	"1999"	"54 years"	"54"	343	72400	473.8
	"1999"	"1999"	"55 years"	"55"	310	65189	475.5
	"1999"	"1999"	"56 years"	"56"	370	65016	569.1
	"1999"	"1999"	"57 years"	"57"	328	55860	587.2
	"1999"	"1999"	"58 years"	"58"	353	55573	635.2
	"1999"	"1999"	"59 years"	"59"	377	52755	714.6
	"1999"	"1999"	"60 years"	"60"	374	53107	704.2
	"1999"	"1999"	"61 years"	"61"	404	47829	844.7
	"1999"	"1999"	"62 years"	"62"	434	46047	942.5
	"1999"	"1999"	"63 years"	"63"	483	46094	1047.9
	"1999"	"1999"	"64 years"	"64"	512	43782	1169.4
	"1999"	"1999"	"65 years"	"65"	533	40283	1323.1
	"1999"	"1999"	"66 years"	"66"	522	38721	1348.1
	"1999"	"1999"	"67 years"	"67"	518	37205	1392.3
	"1999"	"1999"	"68 years"	"68"	559	37815	1478.2
	"1999"	"1999"	"69 years"	"69"	707	36307	1947.3
	"1999"	"1999"	"70 years"	"70"	606	35242	1719.5
	"1999"	"1999"	"71 years"	"71"	664	32474	2044.7
	"1999"	"1999"	"72 years"	"72"	691	29783	2320.1
	"1999"	"1999"	"73 years"	"73"	629	29017	2167.7
	"1999"	"1999"	"74 years"	"74"	743	26975	2754.4
	"2000"	"2000"	"< 1 year"	"0"	1341	233246	574.9
	"2000"	"2000"	"1 year"	"1"	113	227733	49.6
	"2000"	"2000"	"2 years"	"2"	74	226460	32.7
	"2000"	"2000"	"3 years"	"3"	51	230115	22.2
	"2000"	"2000"	"4 years"	"4"	33	234583	14.1
	"2000"	"2000"	"5 years"	"5"	26	234023	11.1
	"2000"	"2000"	"6 years"	"6"	27	231510	11.7
	"2000"	"2000"	"7 years"	"7"	28	232603	12.0
	"2000"	"2000"	"8 years"	"8"	28	227969	12.3
	"2000"	"2000"	"9 years"	"9"	29	226090	12.8
	"2000"	"2000"	"10 years"	"10"	23	215357	10.7
	"2000"	"2000"	"11 years"	"11"	27	200022	13.5
	"2000"	"2000"	"12 years"	"12"	28	195529	14.3
	"2000"	"2000"	"13 years"	"13"	37	186793	19.8
	"2000"	"2000"	"14 years"	"14"	57	185504	30.7
	"2000"	"2000"	"15 years"	"15"	55	182196	30.2
	"2000"	"2000"	"16 years"	"16"	92	183703	50.1
	"2000"	"2000"	"17 years"	"17"	129	193500	66.7
	"2000"	"2000"	"18 years"	"18"	141	196033	71.9
	"2000"	"2000"	"19 years"	"19"	198	202138	98.0
	"2000"	"2000"	"20 years"	"20"	187	206152	90.7
	"2000"	"2000"	"21 years"	"21"	174	201103	86.5
	"2000"	"2000"	"22 years"	"22"	177	207308	85.4
	"2000"	"2000"	"23 years"	"23"	164	211541	77.5
	"2000"	"2000"	"24 years"	"24"	191	216434	88.2
	"2000"	"2000"	"25 years"	"25"	153	220592	69.4
	"2000"	"2000"	"26 years"	"26"	171	212538	80.5
	"2000"	"2000"	"27 years"	"27"	154	218864	70.4
	"2000"	"2000"	"28 years"	"28"	151	215058	70.2
	"2000"	"2000"	"29 years"	"29"	177	216781	81.6
	"2000"	"2000"	"30 years"	"30"	150	218779	68.6
	"2000"	"2000"	"31 years"	"31"	196	201538	97.3
	"2000"	"2000"	"32 years"	"32"	172	200819	85.6
	"2000"	"2000"	"33 years"	"33"	188	193394	97.2
	"2000"	"2000"	"34 years"	"34"	194	194735	99.6
	"2000"	"2000"	"35 years"	"35"	195	196538	99.2
	"2000"	"2000"	"36 years"	"36"	193	186005	103.8
	"2000"	"2000"	"37 years"	"37"	241	179923	133.9
	"2000"	"2000"	"38 years"	"38"	210	170423	123.2
	"2000"	"2000"	"39 years"	"39"	239	167293	142.9
	"2000"	"2000"	"40 years"	"40"	284	166251	170.8
	"2000"	"2000"	"41 years"	"41"	259	146598	176.7
	"2000"	"2000"	"42 years"	"42"	295	146486	201.4
	"2000"	"2000"	"43 years"	"43"	263	136510	192.7
	"2000"	"2000"	"44 years"	"44"	275	131521	209.1
	"2000"	"2000"	"45 years"	"45"	298	129402	230.3
	"2000"	"2000"	"46 years"	"46"	314	115822	271.1
	"2000"	"2000"	"47 years"	"47"	298	110823	268.9
	"2000"	"2000"	"48 years"	"48"	299	103820	288.0
	"2000"	"2000"	"49 years"	"49"	324	101541	319.1
	"2000"	"2000"	"50 years"	"50"	312	99854	312.5
	"2000"	"2000"	"51 years"	"51"	319	88499	360.5
	"2000"	"2000"	"52 years"	"52"	361	86441	417.6
	"2000"	"2000"	"53 years"	"53"	342	79195	431.8
	"2000"	"2000"	"54 years"	"54"	295	73612	400.7
	"2000"	"2000"	"55 years"	"55"	338	69352	487.4
	"2000"	"2000"	"56 years"	"56"	383	65174	587.7
	"2000"	"2000"	"57 years"	"57"	340	61693	551.1
	"2000"	"2000"	"58 years"	"58"	360	56119	641.5
	"2000"	"2000"	"59 years"	"59"	393	55056	713.8
	"2000"	"2000"	"60 years"	"60"	393	54434	722.0
	"2000"	"2000"	"61 years"	"61"	397	50025	793.6
	"2000"	"2000"	"62 years"	"62"	432	48246	895.4
	"2000"	"2000"	"63 years"	"63"	446	46330	962.7
