"Notes"	"Year"	"Year Code"	"Single-Year Ages"	"Single-Year Ages Code"	Deaths	Population	Crude Rate
	"1999"	"1999"	"< 1 year"	"0"	1375	233339	589.3
	"1999"	"1999"	"1 year"	"1"	118	222946	52.9
	"1999"	"1999"	"2 years"	"2"	72	225972	31.9
	"1999"	"1999"	"3 years"	"3"	50	223119	22.4
	"1999"	"1999"	"4 years"	"4"	38	233030	16.3
	"1999"	"1999"	"5 years"	"5"	37	231927	16.0
	"1999"	"1999"	"6 years"	"6"	23	227794	10.1
	"1999"	"1999"	"7 years"	"7"	31	232147	13.4
	"1999"	"1999"	"8 years"	"8"	35	219270	16.0
	"1999"	"1999"	"9 years"	"9"	23	210578	10.9
	"1999"	"1999"	"10 years"	"10"	23	199128	11.6
	"1999"	"1999"	"11 years"	"11"	24	193435	12.4
	"1999"	"1999"	"12 years"	"12"	28	185613	15.1
	"1999"	"1999"	"13 years"	"13"	30	183163	16.4
	"1999"	"1999"	"14 years"	"14"	43	178693	24.1
	"1999"	"1999"	"15 years"	"15"	59	176147	33.5
	"1999"	"1999"	"16 years"	"16"	111	183696	60.4
	"1999"	"1999"	"17 years"	"17"	131	187704	69.8
	"1999"	"1999"	"18 years"	"18"	153	191263	80.0
	"1999"	"1999"	"19 years"	"19"	147	195725	75.1
	"1999"	"1999"	"20 years"	"20"	174	196507	88.5
	"1999"	"1999"	"21 years"	"21"	170	196080	86.7
	"1999"	"1999"	"22 years"	"22"	166	200603	82.8
	"1999"	"1999"	"23 years"	"23"	157	203381	77.2
	"1999"	"1999"	"24 years"	"24"	156	209769	74.4
	"1999"	"1999"	"25 years"	"25"	123	209841	58.6
	"1999"	"1999"	"26 years"	"26"	185	211447	87.5
	"1999"	"1999"	"27 years"	"27"	159	210992	75.4
	"1999"	"1999"	"28 years"	"28"	155	214148	72.4
	"1999"	"1999"	"29 years"	"29"	196	209952	93.4
	"1999"	"1999"	"30 years"	"30"	159	214815	74.0
	"1999"	"1999"	"31 years"	"31"	188	196913	95.5
	"1999"	"1999"	"32 years"	"32"	185	199688	92.6
	"1999"	"1999"	"33 years"	"33"	187	191914	97.4
	"1999"	"1999"	"34 years"	"34"	223	193319	115.4
	"1999"	"1999"	"35 years"	"35"	211	192300	109.7
	"1999"	"1999"	"36 years"	"36"	234	183163	127.8
	"1999"	"1999"	"37 years"	"37"	216	171232	126.1
	"1999"	"1999"	"38 years"	"38"	266	169190	157.2
	"1999"	"1999"	"39 years"	"39"	257	159578	161.0
	"1999"	"1999"	"40 years"	"40"	256	158081	161.9
	"1999"	"1999"	"41 years"	"41"	263	143707	183.0
	"1999"	"1999"	"42 years"	"42"	247	138986	177.7
	"1999"	"1999"	"43 years"	"43"	250	133408	187.4
	"1999"	"1999"	"44 years"	"44"	254	126495	200.8
	"1999"	"1999"	"45 years"	"45"	278	121017	229.7
	"1999"	"1999"	"46 years"	"46"	324	112432	288.2
	"1999"	"1999"	"47 years"	"47"	311	104056	298.9
	"1999"	"1999"	"48 years"	"48"	318	100456	316.6
	"1999"	"1999"	"49 years"	"49"	310	96675	320.7
	"1999"	"1999"	"50 years"	"50"	288	94594	304.5
	"1999"	"1999"	"51 years"	"51"	332	84678	392.1
	"1999"	"1999"	"52 years"	"52"	344	84829	405.5
	"1999"	"1999"	"53 years"	"53"	314	69804	449.8
	"1999"	"1999"	"54 years"	"54"	343	72394	473.8
	"1999"	"1999"	"55 years"	"55"	310	65158	475.8
	"1999"	"1999"	"56 years"	"56"	370	64999	569.2
	"1999"	"1999"	"57 years"	"57"	328	55843	587.4
	"1999"	"1999"	"58 years"	"58"	353	55569	635.2
	"1999"	"1999"	"59 years"	"59"	377	52740	714.8
	"1999"	"1999"	"60 years"	"60"	374	53089	704.5
	"1999"	"1999"	"61 years"	"61"	403	47813	842.9
	"1999"	"1999"	"62 years"	"62"	434	46032	942.8
	"1999"	"1999"	"63 years"	"63"	483	46088	1048.0
	"1999"	"1999"	"64 years"	"64"	512	43771	1169.7
	"1999"	"1999"	"65 years"	"65"	533	40276	1323.4
	"1999"	"1999"	"66 years"	"66"	522	38700	1348.8
	"1999"	"1999"	"67 years"	"67"	518	37191	1392.8
	"1999"	"1999"	"68 years"	"68"	558	37810	1475.8
	"1999"	"1999"	"69 years"	"69"	707	36291	1948.1
	"1999"	"1999"	"70 years"	"70"	606	35232	1720.0
	"1999"	"1999"	"71 years"	"71"	664	32463	2045.4
	"1999"	"1999"	"72 years"	"72"	691	29772	2321.0
	"1999"	"1999"	"73 years"	"73"	629	29016	2167.8
	"1999"	"1999"	"74 years"	"74"	743	26968	2755.1
	"2000"	"2000"	"< 1 year"	"0"	1337	233194	573.3
	"2000"	"2000"	"1 year"	"1"	113	227663	49.6
	"2000"	"2000"	"2 years"	"2"	74	226384	32.7
	"2000"	"2000"	"3 years"	"3"	51	230065	22.2
	"2000"	"2000"	"4 years"	"4"	33	234531	14.1
	"2000"	"2000"	"5 years"	"5"	26	233983	11.1
	"2000"	"2000"	"6 years"	"6"	27	231436	11.7
	"2000"	"2000"	"7 years"	"7"	28	232546	12.0
	"2000"	"2000"	"8 years"	"8"	28	227918	12.3
	"2000"	"2000"	"9 years"	"9"	29	226030	12.8
	"2000"	"2000"	"10 years"	"10"	23	215294	10.7
	"2000"	"2000"	"11 years"	"11"	27	199968	13.5
	"2000"	"2000"	"12 years"	"12"	28	195500	14.3
	"2000"	"2000"	"13 years"	"13"	37	186775	19.8
	"2000"	"2000"	"14 years"	"14"	57	185457	30.7
	"2000"	"2000"	"15 years"	"15"	55	182171	30.2
	"2000"	"2000"	"16 years"	"16"	92	183656	50.1
	"2000"	"2000"	"17 years"	"17"	129	193469	66.7
	"2000"	"2000"	"18 years"	"18"	141	195956	72.0
	"2000"	"2000"	"19 years"	"19"	198	202099	98.0
	"2000"	"2000"	"20 years"	"20"	187	206107	90.7
	"2000"	"2000"	"21 years"	"21"	174	201085	86.5
	"2000"	"2000"	"22 years"	"22"	177	207269	85.4
	"2000"	"2000"	"23 years"	"23"	164	211514	77.5
	"2000"	"2000"	"24 years"	"24"	191	216409	88.3
	"2000"	"2000"	"25 years"	"25"	153	220551	69.4
	"2000"	"2000"	"26 years"	"26"	171	212527	80.5
	"2000"	"2000"	"27 years"	"27"	154	218847	70.4
	"2000"	"2000"	"28 years"	"28"	151	215014	70.2
	"2000"	"2000"	"29 years"	"29"	177	216764	81.7
	"2000"	"2000"	"30 years"	"30"	151	218747	69.0
	"2000"	"2000"	"31 years"	"31"	196	201507	97.3
	"2000"	"2000"	"32 years"	"32"	172	200779	85.7
	"2000"	"2000"	"33 years"	"33"	188	193372	97.2
	"2000"	"2000"	"34 years"	"34"	194	194692	99.6
	"2000"	"2000"	"35 years"	"35"	195	196496	99.2
	"2000"	"2000"	"36 years"	"36"	193	185978	103.8
	"2000"	"2000"	"37 years"	"37"	241	179907	134.0
	"2000"	"2000"	"38 years"	"38"	210	170375	123.3
	"2000"	"2000"	"39 years"	"39"	239	167252	142.9
	"2000"	"2000"	"40 years"	"40"	284	166227	170.9
	"2000"	"2000"	"41 years"	"41"	259	146571	176.7
	"2000"	"2000"	"42 years"	"42"	295	146469	201.4
	"2000"	"2000"	"43 years"	"43"	263	136471	192.7
	"2000"	"2000"	"44 years"	"44"	275	131479	209.2
	"2000"	"2000"	"45 years"	"45"	298	129382	230.3
	"2000"	"2000"	"46 years"	"46"	314	115819	271.1
	"2000"	"2000"	"47 years"	"47"	298	110796	269.0
	"2000"	"2000"	"48 years"	"48"	299	103817	288.0
	"2000"	"2000"	"49 years"	"49"	324	101517	319.2
	"2000"	"2000"	"50 years"	"50"	312	99834	312.5
	"2000"	"2000"	"51 years"	"51"	319	88476	360.5
	"2000"	"2000"	"52 years"	"52"	361	86404	417.8
	"2000"	"2000"	"53 years"	"53"	342	79174	432.0
	"2000"	"2000"	"54 years"	"54"	295	73597	400.8
	"2000"	"2000"	"55 years"	"55"	338	69325	487.6
	"2000"	"2000"	"56 years"	"56"	383	65149	587.9
