"Notes"	"Year"	"Year Code"	"Single-Year Ages"	"Single-Year Ages Code"	Deaths	Population	Crude Rate
	"1999"	"1999"	"< 1 year"	"0"	1375	233235	589.5
	"1999"	"1999"	"1 year"	"1"	118	222855	52.9
	"1999"	"1999"	"2 years"	"2"	72	225892	31.9
	"1999"	"1999"	"3 years"	"3"	50	223024	22.4
	"1999"	"1999"	"4 years"	"4"	38	232947	16.3
	"1999"	"1999"	"5 years"	"5"	37	231852	16.0
	"1999"	"1999"	"6 years"	"6"	23	227716	10.1
	"1999"	"1999"	"7 years"	"7"	31	232071	13.4
	"1999"	"1999"	"8 years"	"8"	35	219188	16.0
	"1999"	"1999"	"9 years"	"9"	23	210496	10.9
	"1999"	"1999"	"10 years"	"10"	23	199057	11.6
	"1999"	"1999"	"11 years"	"11"	24	193365	12.4
	"1999"	"1999"	"12 years"	"12"	28	185545	15.1
	"1999"	"1999"	"13 years"	"13"	30	183081	16.4
	"1999"	"1999"	"14 years"	"14"	43	178644	24.1
	"1999"	"1999"	"15 years"	"15"	59	176079	33.5
	"1999"	"1999"	"16 years"	"16"	111	183642	60.4
	"1999"	"1999"	"17 years"	"17"	131	187623	69.8
	"1999"	"1999"	"18 years"	"18"	153	191181	80.0
	"1999"	"1999"	"19 years"	"19"	146	195615	74.6
	"1999"	"1999"	"20 years"	"20"	174	196378	88.6
	"1999"	"1999"	"21 years"	"21"	170	195958	86.8
	"1999"	"1999"	"22 years"	"22"	166	200493	82.8
	"1999"	"1999"	"23 years"	"23"	156	203290	76.7
	"1999"	"1999"	"24 years"	"24"	156	209654	74.4
	"1999"	"1999"	"25 years"	"25"	123	209738	58.6
	"1999"	"1999"	"26 years"	"26"	185	211329	87.5
	"1999"	"1999"	"27 years"	"27"	158	210882	74.9
	"1999"	"1999"	"28 years"	"28"	155	214035	72.4
	"1999"	"1999"	"29 years"	"29"	196	209849	93.4
	"1999"	"1999"	"30 years"	"30"	159	214720	74.0
	"1999"	"1999"	"31 years"	"31"	188	196834	95.5
	"1999"	"1999"	"32 years"	"32"	185	199601	92.7
	"1999"	"1999"	"33 years"	"33"	187	191824	97.5
	"1999"	"1999"	"34 years"	"34"	223	193235	115.4
	"1999"	"1999"	"35 years"	"35"	211	192195	109.8
	"1999"	"1999"	"36 years"	"36"	234	183087	127.8
	"1999"	"1999"	"37 years"	"37"	216	171160	126.2
	"1999"	"1999"	"38 years"	"38"	266	169126	157.3
	"1999"	"1999"	"39 years"	"39"	257	159508	161.1
	"1999"	"1999"	"40 years"	"40"	256	158000	162.0
	"1999"	"1999"	"41 years"	"41"	263	143659	183.1
	"1999"	"1999"	"42 years"	"42"	247	138925	177.8
	"1999"	"1999"	"43 years"	"43"	249	133361	186.7
	"1999"	"1999"	"44 years"	"44"	254	126458	200.9
	"1999"	"1999"	"45 years"	"45"	278	120964	229.8
	"1999"	"1999"	"46 years"	"46"	324	112393	288.3
	"1999"	"1999"	"47 years"	"47"	311	104022	299.0
	"1999"	"1999"	"48 years"	"48"	318	100414	316.7
	"1999"	"1999"	"49 years"	"49"	310	96633	320.8
	"1999"	"1999"	"50 years"	"50"	288	94559	304.6
	"1999"	"1999"	"51 years"	"51"	332	84640	392.2
	"1999"	"1999"	"52 years"	"52"	344	84812	405.6
	"1999"	"1999"	"53 years"	"53"	314	69798	449.9
	"1999"	"1999"	"54 years"	"54"	343	72364	474.0
	"1999"	"1999"	"55 years"	"55"	310	65138	475.9
	"1999"	"1999"	"56 years"	"56"	370	64970	569.5
	"1999"	"1999"	"57 years"	"57"	328	55825	587.6
	"1999"	"1999"	"58 years"	"58"	353	55550	635.5
	"1999"	"1999"	"59 years"	"59"	377	52718	715.1
	"1999"	"1999"	"60 years"	"60"	374	53070	704.7
	"1999"	"1999"	"61 years"	"61"	403	47794	843.2
	"1999"	"1999"	"62 years"	"62"	434	46023	943.0
	"1999"	"1999"	"63 years"	"63"	483	46077	1048.2
