"Notes"	"Year"	"Year Code"	"Single-Year Ages"	"Single-Year Ages Code"	Deaths	Population	Crude Rate
	"1999"	"1999"	"< 1 year"	"0"	1377	233707	589.2
	"1999"	"1999"	"1 year"	"1"	118	223296	52.8
	"1999"	"1999"	"2 years"	"2"	72	226283	31.8
	"1999"	"1999"	"3 years"	"3"	51	223408	22.8
	"1999"	"1999"	"4 years"	"4"	39	233386	16.7
	"1999"	"1999"	"5 years"	"5"	37	232232	15.9
	"1999"	"1999"	"6 years"	"6"	23	228098	10.1
	"1999"	"1999"	"7 years"	"7"	31	232464	13.3
	"1999"	"1999"	"8 years"	"8"	35	219555	15.9
	"1999"	"1999"	"9 years"	"9"	23	210858	10.9
	"1999"	"1999"	"10 years"	"10"	23	199426	11.5
	"1999"	"1999"	"11 years"	"11"	24	193720	12.4
	"1999"	"1999"	"12 years"	"12"	28	185873	15.1
	"1999"	"1999"	"13 years"	"13"	30	183385	16.4
	"1999"	"1999"	"14 years"	"14"	43	178968	24.0
	"1999"	"1999"	"15 years"	"15"	59	176434	33.4
	"1999"	"1999"	"16 years"	"16"	111	183955	60.3
	"1999"	"1999"	"17 years"	"17"	132	187956	70.2
	"1999"	"1999"	"18 years"	"18"	153	191570	79.9
	"1999"	"1999"	"19 years"	"19"	147	196002	75.0
	"1999"	"1999"	"20 years"	"20"	174	196801	88.4
	"1999"	"1999"	"21 years"	"21"	170	196407	86.6
	"1999"	"1999"	"22 years"	"22"	166	200952	82.6
	"1999"	"1999"	"23 years"	"23"	156	203716	76.6
	"1999"	"1999"	"24 years"	"24"	156	210102	74.2
	"1999"	"1999"	"25 years"	"25"	123	210178	58.5
	"1999"	"1999"	"26 years"	"26"	185	211787	87.4
	"1999"	"1999"	"27 years"	"27"	158	211335	74.8
	"1999"	"1999"	"28 years"	"28"	155	214446	72.3
	"1999"	"1999"	"29 years"	"29"	196	210225	93.2
	"1999"	"1999"	"30 years"	"30"	159	215158	73.9
	"1999"	"1999"	"31 years"	"31"	188	197210	95.3
	"1999"	"1999"	"32 years"	"32"	185	199983	92.5
	"1999"	"1999"	"33 years"	"33"	187	192158	97.3
	"1999"	"1999"	"34 years"	"34"	223	193645	115.2
	"1999"	"1999"	"35 years"	"35"	211	192557	109.6
	"1999"	"1999"	"36 years"	"36"	234	183446	127.6
	"1999"	"1999"	"37 years"	"37"	216	171492	126.0
	"1999"	"1999"	"38 years"	"38"	267	169506	157.5
	"1999"	"1999"	"39 years"	"39"	257	159812	160.8
	"1999"	"1999"	"40 years"	"40"	256	158308	161.7
	"1999"	"1999"	"41 years"	"41"	265	143943	184.1
	"1999"	"1999"	"42 years"	"42"	247	139219	177.4
	"1999"	"1999"	"43 years"	"43"	250	133647	187.1
	"1999"	"1999"	"44 years"	"44"	254	126700	200.5
	"1999"	"1999"	"45 years"	"45"	278	121155	229.5
	"1999"	"1999"	"46 years"	"46"	325	112599	288.6
	"1999"	"1999"	"47 years"	"47"	313	104206	300.4
	"1999"	"1999"	"48 years"	"48"	320	100600	318.1
	"1999"	"1999"	"49 years"	"49"	311	96832	321.2
	"1999"	"1999"	"50 years"	"50"	290	94763	306.0
	"1999"	"1999"	"51 years"	"51"	332	84827	391.4
	"1999"	"1999"	"52 years"	"52"	344	84999	404.7
	"1999"	"1999"	"53 years"	"53"	314	69913	449.1
	"1999"	"1999"	"54 years"	"54"	344	72492	474.5
	"1999"	"1999"	"55 years"	"55"	313	65258	479.6
	"1999"	"1999"	"56 years"	"56"	371	65093	570.0
	"1999"	"1999"	"57 years"	"57"	329	55942	588.1
	"1999"	"1999"	"58 years"	"58"	356	55672	639.5
	"1999"	"1999"	"59 years"	"59"	377	52827	713.7
	"1999"	"1999"	"60 years"	"60"	376	53185	707.0
	"1999"	"1999"	"61 years"	"61"	404	47885	843.7
	"1999"	"1999"	"62 years"	"62"	435	46110	943.4
	"1999"	"1999"	"63 years"	"63"	483	46170	1046.1
	"1999"	"1999"	"64 years"	"64"	513	43841	1170.1
	"1999"	"1999"	"65 years"	"65"	536	40356	1328.2
	"1999"	"1999"	"66 years"	"66"	522	38764	1346.6
	"1999"	"1999"	"67 years"	"67"	519	37254	1393.1
	"1999"	"1999"	"68 years"	"68"	559	37860	1476.5
	"1999"	"1999"	"69 years"	"69"	709	36367	1949.6
	"1999"	"1999"	"70 years"	"70"	609	35298	1725.3
	"1999"	"1999"	"71 years"	"71"	666	32511	2048.5
	"1999"	"1999"	"72 years"	"72"	692	29837	2319.3
	"1999"	"1999"	"73 years"	"73"	630	29065	2167.6
	"1999"	"1999"	"74 years"	"74"	744	27015	2754.0
	"2000"	"2000"	"< 1 year"	"0"	1345	233553	575.9
	"2000"	"2000"	"1 year"	"1"	113	228011	49.6
	"2000"	"2000"	"2 years"	"2"	74	226706	32.6
	"2000"	"2000"	"3 years"	"3"	51	230352	22.1
	"2000"	"2000"	"4 years"	"4"	34	234883	14.5
	"2000"	"2000"	"5 years"	"5"	26	234313	11.1
	"2000"	"2000"	"6 years"	"6"	27	231728	11.7
	"2000"	"2000"	"7 years"	"7"	28	232855	12.0
	"2000"	"2000"	"8 years"	"8"	28	228244	12.3
	"2000"	"2000"	"9 years"	"9"	29	226334	12.8
	"2000"	"2000"	"10 years"	"10"	23	215599	10.7
	"2000"	"2000"	"11 years"	"11"	27	200258	13.5
	"2000"	"2000"	"12 years"	"12"	28	195773	14.3
	"2000"	"2000"	"13 years"	"13"	37	186998	19.8
	"2000"	"2000"	"14 years"	"14"	57	185765	30.7
